"Time (s) 0pi lagt til venstre","Angle, Ch P2 (rad) 0pi lagt til venstre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til venstre"
497.560,-0.474,-11.506
497.580,-0.702,-11.126
497.600,-0.920,-10.642
497.620,-1.128,-10.079
497.640,-1.326,-9.372
497.660,-1.506,-8.495
497.680,-1.667,-7.697
497.700,-1.806,-7.278
497.720,-1.949,-7.199
497.740,-2.097,-7.173
497.760,-2.240,-7.003
497.780,-2.377,-6.768
