Time (s) Auto,Angle (rad) Minus 3pi/4,Angular Velocity (rad/s) Minus 3pi/4
875.04,1.021,-14.046
875.06,0.73,-14.792
875.08,0.426,-15.276
875.1,0.115,-15.446
875.12,-0.196,-15.289
875.14,-0.501,-14.805
875.16,-0.793,-13.993
875.18,-1.065,-12.907
875.2,-1.312,-11.598
875.22,-1.532,-10.132
875.24,-1.718,-8.535
875.26,-1.874,-6.846
875.28,-1.993,-5.118
875.3,-2.078,-3.364
875.32,-2.128,-1.597
875.34,-2.143,0.183
875.36,-2.121,1.95
875.38,-2.064,3.691
875.4,-1.973,5.406
875.42,-1.847,7.082
875.44,-1.689,8.692
875.46,-1.499,10.223
875.48,-1.279,11.637
875.5,-1.03,12.881
875.52,-0.76,13.888
875.54,-0.471,14.608
875.56,-0.171,15.001
875.58,0.134,15.053
875.6,0.435,14.792
875.62,0.729,14.255
875.64,1.008,13.483
875.66,1.271,12.54
875.68,1.511,11.493
875.7,1.731,10.38
875.72,1.927,9.228
875.74,2.1,8.05
875.76,2.249,6.885
875.78,2.375,5.733
875.8,2.479,4.581
875.82,2.559,3.416
875.84,2.615,2.238
875.86,2.648,1.06
875.88,2.658,-0.105
875.9,2.644,-1.257
875.92,2.608,-2.409
875.94,2.548,-3.587
875.96,2.465,-4.791
875.98,2.356,-6.008
876,2.224,-7.239
876.02,2.067,-8.482
876.04,1.885,-9.726
876.06,1.678,-10.943
876.08,1.447,-12.121
876.1,1.192,-13.208
876.12,0.916,-14.124
876.14,0.624,-14.818
876.16,0.32,-15.237
876.18,0.009,-15.355
876.2,-0.298,-15.132
876.22,-0.6,-14.556
876.24,-0.886,-13.679
876.26,-1.15,-12.54
876.28,-1.39,-11.218
876.3,-1.601,-9.739
876.32,-1.781,-8.129
876.34,-1.927,-6.453
876.36,-2.039,-4.739
876.38,-2.117,-2.998
876.4,-2.16,-1.23
876.42,-2.166,0.537
876.44,-2.138,2.291
876.46,-2.075,4.032
876.48,-1.976,5.747
876.5,-1.844,7.409
876.52,-1.679,9.019
876.54,-1.483,10.551
876.56,-1.255,11.964
876.58,-1.002,13.195
876.6,-0.724,14.19
876.62,-0.43,14.896
876.64,-0.124,15.263
876.66,0.185,15.289
876.68,0.492,14.988
876.7,0.789,14.425
876.72,1.071,13.64
876.74,1.337,12.697
876.76,1.58,11.663
876.78,1.803,10.577
876.8,2.004,9.464
876.82,2.182,8.351
876.84,2.337,7.252
876.86,2.472,6.152
876.88,2.584,5.04
876.9,2.673,3.94
876.92,2.741,2.867
876.94,2.788,1.793
876.96,2.813,0.707
876.98,2.816,-0.38
877,2.798,-1.466
877.02,2.758,-2.553
877.04,2.695,-3.652
877.06,2.612,-4.778
877.08,2.505,-5.93
877.1,2.375,-7.095
877.12,2.221,-8.273
877.14,2.045,-9.464
877.16,1.843,-10.668
877.18,1.618,-11.846
877.2,1.368,-12.946
877.22,1.098,-13.928
877.24,0.809,-14.713
877.26,0.506,-15.263
877.28,0.195,-15.512
877.3,-0.119,-15.433
877.32,-0.427,-15.027
877.34,-0.724,-14.294
877.36,-1.004,-13.26
877.38,-1.258,-11.977
877.4,-1.484,-10.524
877.42,-1.681,-8.954
877.44,-1.844,-7.291
877.46,-1.973,-5.563
877.48,-2.067,-3.796
877.5,-2.125,-2.016
877.52,-2.147,-0.236
877.54,-2.135,1.518
877.56,-2.086,3.259
877.58,-2.004,4.974
877.6,-1.887,6.663
877.62,-1.737,8.299
877.64,-1.554,9.857
877.66,-1.341,11.31
877.68,-1.1,12.593
877.7,-0.834,13.666
877.72,-0.55,14.464
877.74,-0.251,14.949
877.76,0.053,15.093
877.78,0.357,14.896
877.8,0.653,14.399
877.82,0.936,13.666
877.84,1.202,12.75
877.86,1.448,11.702
877.88,1.671,10.577
877.9,1.871,9.425
877.92,2.048,8.26
877.94,2.202,7.082
877.96,2.331,5.89
877.98,2.438,4.699
878,2.52,3.508
878.02,2.578,2.317
878.04,2.612,1.139
878.06,2.623,-0.039
878.08,2.611,-1.217
878.1,2.575,-2.395
878.12,2.515,-3.574
878.14,2.432,-4.778
878.16,2.325,-6.008
878.18,2.191,-7.265
878.2,2.034,-8.522
878.22,1.85,-9.752
878.24,1.643,-10.969
878.26,1.412,-12.134
878.28,1.156,-13.195
878.3,0.881,-14.085
878.32,0.591,-14.739
878.34,0.287,-15.132
878.36,-0.019,-15.197
878.38,-0.325,-14.923
878.4,-0.62,-14.334
878.42,-0.902,-13.43
878.44,-1.162,-12.278
878.46,-1.395,-10.917
878.48,-1.601,-9.412
878.5,-1.773,-7.815
878.52,-1.913,-6.139
878.54,-2.02,-4.411
878.56,-2.091,-2.644
878.58,-2.125,-0.877
878.6,-2.125,0.877
878.62,-2.091,2.618
878.64,-2.02,4.346
878.66,-1.916,6.048
878.68,-1.778,7.71
878.7,-1.607,9.307
878.72,-1.404,10.799
878.74,-1.173,12.148
878.76,-0.916,13.299
878.78,-0.638,14.203
878.8,-0.344,14.805
878.82,-0.041,15.093
878.84,0.264,15.04
878.86,0.565,14.674
878.88,0.855,14.032
878.9,1.129,13.182
878.92,1.384,12.2
878.94,1.618,11.14
878.96,1.83,10.04
878.98,2.02,8.901
879,2.187,7.762
879.02,2.329,6.624
879.04,2.452,5.498
879.06,2.549,4.359
879.08,2.626,3.22
879.1,2.678,2.107
879.12,2.71,0.982
879.14,2.719,-0.144
879.16,2.703,-1.283
879.18,2.667,-2.409
879.2,2.608,-3.547
879.22,2.526,-4.725
879.24,2.419,-5.917
879.26,2.289,-7.121
879.28,2.135,-8.338
879.3,1.956,-9.582
879.32,1.751,-10.812
879.34,1.522,-11.99
879.36,1.271,-13.077
879.38,0.997,-14.019
879.4,0.707,-14.765
879.42,0.404,-15.25
879.44,0.093,-15.433
879.46,-0.218,-15.276
879.48,-0.523,-14.765
879.5,-0.814,-13.941
879.52,-1.084,-12.841
879.54,-1.33,-11.532
879.56,-1.547,-10.066
879.58,-1.734,-8.482
879.6,-1.888,-6.807
879.62,-2.007,-5.066
879.64,-2.091,-3.312
879.66,-2.139,-1.558
879.68,-2.154,0.209
879.7,-2.132,1.977
879.72,-2.073,3.718
879.74,-1.982,5.419
879.76,-1.857,7.095
879.78,-1.698,8.731
879.8,-1.506,10.276
879.82,-1.285,11.689
879.84,-1.037,12.933
879.86,-0.765,13.954
879.88,-0.474,14.687
879.9,-0.173,15.093
879.92,0.134,15.171
879.94,0.438,14.936
879.96,0.735,14.399
879.98,1.018,13.614
880,1.282,12.658
880.02,1.525,11.611
880.04,1.747,10.511
880.06,1.946,9.372
880.08,2.122,8.207
880.1,2.275,7.029
880.12,2.403,5.864
880.14,2.509,4.712
880.16,2.592,3.56
880.18,2.652,2.409
880.2,2.688,1.27
880.22,2.702,0.144
880.24,2.694,-0.995
880.26,2.663,-2.147
880.28,2.608,-3.312
880.3,2.531,-4.477
880.32,2.428,-5.655
880.34,2.304,-6.859
880.36,2.155,-8.077
880.38,1.981,-9.307
880.4,1.783,-10.524
880.42,1.56,-11.702
880.44,1.313,-12.802
880.46,1.046,-13.771
880.48,0.76,-14.543
880.5,0.46,-15.067
880.52,0.154,-15.289
880.54,-0.156,-15.184
880.56,-0.459,-14.752
880.58,-0.749,-13.993
880.6,-1.023,-12.946
880.62,-1.271,-11.663
880.64,-1.491,-10.21
880.66,-1.681,-8.639
880.68,-1.838,-6.977
880.7,-1.96,-5.249
880.72,-2.048,-3.495
880.74,-2.1,-1.728
880.76,-2.117,0.039
880.78,-2.099,1.793
880.8,-2.045,3.534
880.82,-1.957,5.236
880.84,-1.835,6.912
880.86,-1.681,8.535
880.88,-1.492,10.066
880.9,-1.275,11.48
880.92,-1.032,12.723
880.94,-0.763,13.744
880.96,-0.478,14.478
880.98,-0.181,14.883
881,0.123,14.962
881.02,0.423,14.713
881.04,0.715,14.176
881.06,0.993,13.417
881.08,1.253,12.475
881.1,1.494,11.414
881.12,1.711,10.289
881.14,1.905,9.137
881.16,2.077,7.972
881.18,2.224,6.794
881.2,2.348,5.603
881.22,2.449,4.411
881.24,2.524,3.22
881.26,2.578,2.042
881.28,2.606,0.877
881.3,2.612,-0.301
881.32,2.595,-1.479
881.34,2.553,-2.67
881.36,2.488,-3.875
881.38,2.399,-5.105
881.4,2.284,-6.349
881.42,2.144,-7.592
881.44,1.981,-8.836
881.46,1.791,-10.079
881.48,1.577,-11.297
881.5,1.338,-12.435
881.52,1.078,-13.456
881.54,0.798,-14.294
881.56,0.503,-14.896
881.58,0.198,-15.211
881.6,-0.11,-15.197
881.62,-0.415,-14.844
881.64,-0.708,-14.15
881.66,-0.985,-13.169
881.68,-1.238,-11.951
881.7,-1.466,-10.551
881.72,-1.662,-9.019
881.74,-1.827,-7.383
881.76,-1.959,-5.694
881.78,-2.055,-3.953
881.8,-2.117,-2.186
881.82,-2.143,-0.419
881.84,-2.133,1.335
881.86,-2.089,3.05
881.88,-2.011,4.765
881.9,-1.899,6.466
881.92,-1.751,8.129
881.94,-1.572,9.713
881.96,-1.362,11.166
881.98,-1.123,12.475
882,-0.861,13.574
882.02,-0.576,14.425
882.04,-0.28,14.962
882.06,0.027,15.158
882.08,0.331,15.027
882.1,0.631,14.582
882.12,0.919,13.888
882.14,1.189,13.011
882.16,1.44,12.017
882.18,1.671,10.93
882.2,1.879,9.791
882.22,2.062,8.639
882.24,2.224,7.501
882.26,2.362,6.362
882.28,2.479,5.223
882.3,2.571,4.097
882.32,2.642,2.971
882.34,2.691,1.846
882.36,2.716,0.72
882.38,2.719,-0.406
882.4,2.7,-1.532
882.42,2.658,-2.67
882.44,2.593,-3.809
882.46,2.505,-4.974
882.48,2.395,-6.165
882.5,2.259,-7.383
882.52,2.1,-8.613
882.54,1.915,-9.844
882.56,1.706,-11.061
882.58,1.472,-12.213
882.6,1.216,-13.273
882.62,0.939,-14.19
882.64,0.646,-14.896
882.66,0.339,-15.315
882.68,0.028,-15.407
882.7,-0.281,-15.158
882.72,-0.583,-14.595
882.74,-0.869,-13.731
882.76,-1.136,-12.593
882.78,-1.376,-11.231
882.8,-1.587,-9.713
882.82,-1.766,-8.103
882.84,-1.912,-6.427
882.86,-2.023,-4.699
882.88,-2.1,-2.945
882.9,-2.141,-1.178
882.92,-2.147,0.589
882.94,-2.117,2.343
882.96,-2.053,4.084
882.98,-1.954,5.799
883,-1.821,7.461
883.02,-1.654,9.058
883.04,-1.458,10.564
883.06,-1.23,11.951
883.08,-0.977,13.155
883.1,-0.701,14.098
883.12,-0.408,14.752
883.14,-0.107,15.08
883.16,0.199,15.08
883.18,0.501,14.765
883.2,0.793,14.176
883.22,1.071,13.365
883.24,1.33,12.383
883.26,1.568,11.297
883.28,1.783,10.171
883.3,1.974,9.019
883.32,2.144,7.854
883.34,2.289,6.689
883.36,2.411,5.524
883.38,2.51,4.359
883.4,2.586,3.194
883.42,2.637,2.042
883.44,2.667,0.89
883.46,2.673,-0.262
883.48,2.656,-1.414
883.5,2.617,-2.566
883.52,2.554,-3.744
883.54,2.468,-4.935
883.56,2.356,-6.139
883.58,2.223,-7.357
883.6,2.062,-8.587
883.62,1.879,-9.831
883.64,1.67,-11.035
883.66,1.436,-12.187
883.68,1.181,-13.234
883.7,0.905,-14.124
883.72,0.613,-14.805
883.74,0.309,-15.197
883.76,1.98E-14,-15.276
883.78,-0.306,-15.027
883.8,-0.605,-14.438
883.82,-0.889,-13.535
883.84,-1.15,-12.37
883.86,-1.385,-11.022
883.88,-1.593,-9.53
883.9,-1.769,-7.906
883.92,-1.91,-6.205
883.94,-2.017,-4.464
883.96,-2.089,-2.71
883.98,-2.125,-0.942
884,-2.127,0.825
884.02,-2.092,2.566
884.04,-2.023,4.294
884.06,-1.921,5.995
884.08,-1.783,7.658
884.1,-1.613,9.242
884.12,-1.412,10.721
884.14,-1.183,12.069
884.16,-0.927,13.234
884.18,-0.65,14.15
884.2,-0.357,14.752
884.22,-0.055,15.027
884.24,0.248,14.975
884.26,0.548,14.608
884.28,0.837,13.967
884.3,1.109,13.116
884.32,1.363,12.121
884.34,1.596,11.035
884.36,1.805,9.896
884.38,1.992,8.744
884.4,2.155,7.579
884.42,2.295,6.401
884.44,2.411,5.223
884.46,2.504,4.045
884.48,2.573,2.88
884.5,2.619,1.728
884.52,2.642,0.576
884.54,2.642,-0.589
884.56,2.619,-1.767
884.58,2.571,-2.945
884.6,2.501,-4.136
884.62,2.406,-5.341
884.64,2.287,-6.571
884.66,2.144,-7.815
884.68,1.974,-9.058
884.7,1.781,-10.289
884.72,1.563,-11.48
884.74,1.321,-12.606
884.76,1.057,-13.6
884.78,0.774,-14.412
884.8,0.478,-14.975
884.82,0.171,-15.237
884.84,-0.137,-15.171
884.86,-0.44,-14.779
884.88,-0.732,-14.059
884.9,-1.007,-13.051
884.92,-1.257,-11.807
884.94,-1.481,-10.38
884.96,-1.674,-8.823
884.98,-1.835,-7.16
885,-1.962,-5.445
885.02,-2.053,-3.704
885.04,-2.11,-1.95
885.06,-2.132,-0.196
885.08,-2.117,1.558
885.1,-2.069,3.299
885.12,-1.985,5.013
885.14,-1.868,6.702
885.16,-1.717,8.338
885.18,-1.533,9.896
885.2,-1.319,11.336
885.22,-1.078,12.606
885.24,-0.812,13.666
885.26,-0.528,14.464
885.28,-0.229,14.949
885.3,0.075,15.093
885.32,0.379,14.896
885.34,0.675,14.412
885.36,0.958,13.692
885.38,1.225,12.789
885.4,1.472,11.755
885.42,1.696,10.642
885.44,1.898,9.503
885.46,2.077,8.351
885.48,2.232,7.199
885.5,2.364,6.048
885.52,2.474,4.909
885.54,2.56,3.77
885.56,2.625,2.618
885.58,2.666,1.466
885.6,2.683,0.314
885.62,2.678,-0.825
885.64,2.65,-1.963
885.66,2.6,-3.115
885.68,2.526,-4.294
885.7,2.428,-5.498
885.72,2.306,-6.715
885.74,2.16,-7.946
885.76,1.989,-9.189
885.78,1.792,-10.42
885.8,1.571,-11.611
885.82,1.327,-12.723
885.84,1.06,-13.718
885.86,0.776,-14.53
885.88,0.476,-15.08
885.9,0.168,-15.341
885.92,-0.141,-15.276
885.94,-0.448,-14.87
885.96,-0.741,-14.137
885.98,-1.016,-13.116
886,-1.269,-11.873
886.02,-1.494,-10.433
886.04,-1.689,-8.862
886.06,-1.849,-7.213
886.08,-1.978,-5.498
886.1,-2.07,-3.744
886.12,-2.127,-1.977
886.14,-2.149,-0.223
886.16,-2.136,1.532
886.18,-2.088,3.272
886.2,-2.004,4.987
886.22,-1.888,6.676
886.24,-1.737,8.325
886.26,-1.554,9.896
886.28,-1.34,11.349
886.3,-1.098,12.645
886.32,-0.831,13.718
886.34,-0.545,14.517
886.36,-0.247,15.014
886.38,0.06,15.184
886.4,0.366,15.001
886.42,0.664,14.504
886.44,0.949,13.784
886.46,1.217,12.894
886.48,1.467,11.873
886.5,1.693,10.76
886.52,1.898,9.608
886.54,2.078,8.456
886.56,2.235,7.304
886.58,2.37,6.165
886.6,2.482,5.027
886.62,2.571,3.888
886.64,2.637,2.749
886.66,2.681,1.597
886.68,2.702,0.458
886.7,2.699,-0.681
886.72,2.675,-1.82
886.74,2.626,-2.958
886.76,2.556,-4.11
886.78,2.463,-5.288
886.8,2.345,-6.506
886.82,2.202,-7.736
886.84,2.036,-8.954
886.86,1.844,-10.171
886.88,1.629,-11.375
886.9,1.389,-12.514
886.92,1.126,-13.535
886.94,0.845,-14.386
886.96,0.548,-15.001
886.98,0.24,-15.328
887,-0.069,-15.328
887.02,-0.377,-14.988
887.04,-0.674,-14.32
887.06,-0.953,-13.352
887.08,-1.211,-12.148
887.1,-1.442,-10.747
887.12,-1.643,-9.202
887.14,-1.811,-7.566
887.16,-1.946,-5.864
887.18,-2.047,-4.123
887.2,-2.111,-2.356
887.22,-2.141,-0.589
887.24,-2.135,1.178
887.26,-2.094,2.932
887.28,-2.017,4.647
887.3,-1.907,6.336
887.32,-1.764,7.985
887.34,-1.587,9.569
887.36,-1.379,11.035
887.38,-1.144,12.357
887.4,-0.883,13.483
887.42,-0.6,14.347
887.44,-0.305,14.896
887.46,1.79E-14,15.119
887.48,0.305,15.014
887.5,0.605,14.582
887.52,0.892,13.888
887.54,1.162,13.011
887.56,1.414,12.017
887.58,1.645,10.93
887.6,1.852,9.791
887.62,2.036,8.639
887.64,2.198,7.487
887.66,2.336,6.322
887.68,2.45,5.157
887.7,2.542,4.006
887.72,2.611,2.867
887.74,2.656,1.728
887.76,2.68,0.576
887.78,2.68,-0.576
887.8,2.656,-1.741
887.82,2.611,-2.906
887.84,2.54,-4.071
887.86,2.447,-5.249
887.88,2.331,-6.453
887.9,2.19,-7.684
887.92,2.023,-8.927
887.94,1.833,-10.158
887.96,1.616,-11.362
887.98,1.378,-12.501
888,1.115,-13.535
888.02,0.834,-14.399
888.04,0.536,-15.014
888.06,0.229,-15.328
888.08,-0.082,-15.315
888.1,-0.388,-14.988
888.12,-0.685,-14.334
888.14,-0.966,-13.365
888.16,-1.224,-12.134
888.18,-1.453,-10.734
888.2,-1.654,-9.202
888.22,-1.824,-7.566
888.24,-1.957,-5.864
888.26,-2.058,-4.123
888.28,-2.124,-2.369
888.3,-2.152,-0.602
888.32,-2.147,1.152
888.34,-2.106,2.893
888.36,-2.031,4.634
888.38,-1.921,6.336
888.4,-1.777,7.985
888.42,-1.601,9.569
888.44,-1.393,11.048
888.46,-1.156,12.383
888.48,-0.895,13.522
888.5,-0.613,14.399
888.52,-0.314,14.975
888.54,-0.009,15.211
888.56,0.298,15.119
888.58,0.6,14.726
888.6,0.891,14.072
888.62,1.166,13.221
888.64,1.422,12.226
888.66,1.656,11.14
888.68,1.868,10.014
888.7,2.056,8.888
888.72,2.223,7.762
888.74,2.367,6.637
888.76,2.488,5.511
888.78,2.587,4.398
888.8,2.664,3.286
888.82,2.719,2.16
888.84,2.75,1.047
888.86,2.76,-0.052
888.88,2.749,-1.152
888.9,2.714,-2.278
888.92,2.658,-3.416
888.94,2.578,-4.555
888.96,2.476,-5.707
888.98,2.35,-6.885
889,2.201,-8.09
889.02,2.026,-9.307
889.04,1.828,-10.524
889.06,1.605,-11.716
889.08,1.359,-12.841
889.1,1.09,-13.836
889.12,0.803,-14.648
889.14,0.501,-15.211
889.16,0.19,-15.472
889.18,-0.123,-15.407
889.2,-0.43,-15.014
889.22,-0.727,-14.294
889.24,-1.007,-13.273
889.26,-1.261,-12.017
889.28,-1.489,-10.577
889.3,-1.687,-9.019
889.32,-1.85,-7.357
889.34,-1.982,-5.642
889.36,-2.077,-3.888
889.38,-2.138,-2.121
889.4,-2.161,-0.353
889.42,-2.152,1.414
889.44,-2.105,3.155
889.46,-2.025,4.869
889.48,-1.91,6.545
889.5,-1.762,8.194
889.52,-1.582,9.778
889.54,-1.37,11.257
889.56,-1.129,12.579
889.58,-0.864,13.679
889.6,-0.578,14.504
889.62,-0.28,15.027
889.64,0.027,15.224
889.66,0.335,15.093
889.68,0.635,14.648
889.7,0.924,13.941
889.72,1.195,13.051
889.74,1.447,12.03
889.76,1.678,10.943
889.78,1.885,9.817
889.8,2.07,8.666
889.82,2.232,7.514
889.84,2.37,6.362
889.86,2.487,5.21
889.88,2.579,4.071
889.9,2.648,2.932
889.92,2.697,1.806
889.94,2.721,0.681
889.96,2.724,-0.458
889.98,2.703,-1.584
890,2.659,-2.723
890.02,2.595,-3.862
890.04,2.505,-5.013
890.06,2.394,-6.192
890.08,2.259,-7.396
890.1,2.099,-8.626
890.12,1.913,-9.857
890.14,1.704,-11.061
890.16,1.47,-12.226
890.18,1.214,-13.299
890.2,0.936,-14.216
890.22,0.642,-14.909
890.24,0.336,-15.315
890.26,0.025,-15.407
890.28,-0.284,-15.171
890.3,-0.586,-14.608
890.32,-0.873,-13.731
890.34,-1.139,-12.593
890.36,-1.379,-11.257
890.38,-1.591,-9.765
890.4,-1.772,-8.142
890.42,-1.918,-6.44
890.44,-2.029,-4.712
890.46,-2.106,-2.958
890.48,-2.149,-1.191
890.5,-2.154,0.576
890.52,-2.125,2.33
890.54,-2.061,4.058
890.56,-1.962,5.773
890.58,-1.83,7.448
890.6,-1.663,9.058
890.62,-1.466,10.577
890.64,-1.239,11.951
890.66,-0.985,13.155
890.68,-0.71,14.137
890.7,-0.416,14.818
890.72,-0.112,15.171
890.74,0.195,15.171
890.76,0.5,14.857
890.78,0.793,14.281
890.8,1.073,13.483
890.82,1.335,12.527
890.84,1.576,11.467
890.86,1.794,10.341
890.88,1.99,9.202
890.9,2.161,8.05
890.92,2.312,6.912
890.94,2.438,5.773
890.96,2.543,4.634
890.98,2.623,3.508
891,2.683,2.382
891.02,2.719,1.27
891.04,2.733,0.144
891.06,2.725,-0.982
891.08,2.694,-2.107
891.1,2.641,-3.246
891.12,2.565,-4.398
891.14,2.465,-5.576
891.16,2.342,-6.768
891.18,2.194,-7.985
891.2,2.023,-9.215
891.22,1.825,-10.433
891.24,1.605,-11.624
891.26,1.36,-12.75
891.28,1.093,-13.758
891.3,0.807,-14.569
891.32,0.507,-15.145
891.34,0.198,-15.446
891.36,-0.115,-15.42
891.38,-0.424,-15.027
891.4,-0.721,-14.294
891.42,-0.999,-13.286
891.44,-1.255,-12.056
891.46,-1.484,-10.642
891.48,-1.682,-9.084
891.5,-1.849,-7.435
891.52,-1.981,-5.72
891.54,-2.078,-3.966
891.56,-2.139,-2.199
891.58,-2.166,-0.432
891.6,-2.157,1.322
891.62,-2.113,3.063
891.64,-2.034,4.778
891.66,-1.921,6.48
891.68,-1.775,8.142
891.7,-1.594,9.726
891.72,-1.384,11.192
891.74,-1.145,12.514
891.76,-0.881,13.64
891.78,-0.595,14.504
891.8,-0.297,15.067
891.82,0.011,15.289
891.84,0.32,15.184
891.86,0.622,14.752
891.88,0.914,14.072
891.9,1.188,13.208
891.92,1.444,12.2
891.94,1.678,11.113
891.96,1.888,9.988
891.98,2.077,8.862
892,2.243,7.736
892.02,2.386,6.61
892.04,2.507,5.498
892.06,2.606,4.385
892.08,2.683,3.259
892.1,2.736,2.147
892.12,2.768,1.047
892.14,2.779,-0.039
892.16,2.766,-1.139
892.18,2.733,-2.251
892.2,2.677,-3.364
892.22,2.598,-4.503
892.24,2.498,-5.655
892.26,2.372,-6.833
892.28,2.224,-8.024
892.3,2.051,-9.228
892.32,1.855,-10.446
892.34,1.634,-11.637
892.36,1.389,-12.763
892.38,1.122,-13.758
892.4,0.836,-14.582
892.42,0.536,-15.171
892.44,0.225,-15.472
892.46,-0.088,-15.446
892.48,-0.397,-15.067
892.5,-0.696,-14.36
892.52,-0.975,-13.365
892.54,-1.233,-12.148
892.56,-1.464,-10.747
892.58,-1.665,-9.189
892.6,-1.833,-7.527
892.62,-1.967,-5.812
892.64,-2.066,-4.058
892.66,-2.13,-2.291
892.68,-2.157,-0.524
892.7,-2.15,1.23
892.72,-2.108,2.971
892.74,-2.031,4.699
892.76,-1.92,6.401
892.78,-1.775,8.063
892.8,-1.596,9.647
892.82,-1.387,11.113
892.84,-1.15,12.422
892.86,-0.888,13.548
892.88,-0.605,14.425
892.9,-0.306,14.988
892.92,1.89E-14,15.211
892.94,0.306,15.093
892.96,0.608,14.674
892.98,0.897,14.006
893,1.17,13.142
893.02,1.425,12.148
893.04,1.657,11.061
893.06,1.868,9.935
893.08,2.055,8.796
893.1,2.22,7.645
893.12,2.361,6.493
893.14,2.479,5.354
893.16,2.575,4.228
893.18,2.648,3.102
893.2,2.699,1.977
893.22,2.727,0.851
893.24,2.733,-0.262
893.26,2.716,-1.388
893.28,2.678,-2.513
893.3,2.615,-3.652
893.32,2.532,-4.817
893.34,2.424,-5.995
893.36,2.292,-7.199
893.38,2.136,-8.404
893.4,1.956,-9.621
893.42,1.751,-10.839
893.44,1.522,-12.017
893.46,1.269,-13.103
893.48,0.996,-14.046
893.5,0.705,-14.779
893.52,0.401,-15.263
893.54,0.091,-15.446
893.56,-0.221,-15.289
893.58,-0.526,-14.779
893.6,-0.817,-13.941
893.62,-1.087,-12.854
893.64,-1.334,-11.558
893.66,-1.552,-10.105
893.68,-1.739,-8.522
893.7,-1.894,-6.846
893.72,-2.014,-5.105
893.74,-2.099,-3.338
893.76,-2.147,-1.584
893.78,-2.161,0.17
893.8,-2.141,1.924
893.82,-2.084,3.665
893.84,-1.993,5.38
893.86,-1.869,7.055
893.88,-1.711,8.679
893.9,-1.521,10.223
893.92,-1.301,11.663
893.94,-1.052,12.946
893.96,-0.779,13.993
893.98,-0.489,14.739
894,-0.185,15.171
894.02,0.123,15.276
894.04,0.43,15.053
894.06,0.729,14.53
894.08,1.015,13.771
894.1,1.282,12.854
894.12,1.53,11.82
894.14,1.756,10.721
894.16,1.959,9.595
894.18,2.139,8.482
894.2,2.298,7.37
894.22,2.435,6.244
894.24,2.548,5.131
894.26,2.639,4.032
894.28,2.71,2.932
894.3,2.757,1.82
894.32,2.782,0.72
894.34,2.785,-0.367
894.36,2.768,-1.466
894.38,2.727,-2.579
894.4,2.664,-3.691
894.42,2.579,-4.817
894.44,2.472,-5.969
894.46,2.34,-7.147
894.48,2.187,-8.351
894.5,2.007,-9.569
894.52,1.803,-10.786
894.54,1.576,-11.951
894.56,1.324,-13.038
894.58,1.052,-13.993
894.6,0.762,-14.765
894.62,0.459,-15.302
894.64,0.146,-15.538
894.66,-0.168,-15.433
894.68,-0.476,-14.962
894.7,-0.771,-14.176
894.72,-1.046,-13.129
894.74,-1.299,-11.86
894.76,-1.524,-10.407
894.78,-1.717,-8.81
894.8,-1.877,-7.134
894.82,-2.003,-5.419
894.84,-2.094,-3.665
894.86,-2.15,-1.885
894.88,-2.169,-0.105
894.9,-2.154,1.649
894.92,-2.103,3.377
894.94,-2.018,5.092
894.96,-1.899,6.781
894.98,-1.747,8.417
895,-1.561,9.988
895.02,-1.346,11.441
895.04,-1.101,12.723
895.06,-0.834,13.797
895.08,-0.547,14.608
895.1,-0.245,15.106
895.12,0.063,15.25
895.14,0.369,15.067
895.16,0.669,14.595
895.18,0.957,13.875
895.2,1.227,12.959
895.22,1.477,11.925
895.24,1.704,10.825
895.26,1.91,9.7
895.28,2.092,8.561
895.3,2.253,7.422
895.32,2.389,6.283
895.34,2.504,5.131
895.36,2.595,3.992
895.38,2.663,2.854
895.4,2.71,1.728
895.42,2.732,0.602
895.44,2.733,-0.524
895.46,2.711,-1.636
895.48,2.667,-2.762
895.5,2.601,-3.901
895.52,2.512,-5.066
895.54,2.399,-6.257
895.56,2.262,-7.461
895.58,2.1,-8.679
895.6,1.915,-9.896
895.62,1.704,-11.087
895.64,1.47,-12.239
895.66,1.214,-13.299
895.68,0.936,-14.216
895.7,0.642,-14.923
895.72,0.336,-15.341
895.74,0.024,-15.446
895.76,-0.286,-15.197
895.78,-0.589,-14.622
895.8,-0.875,-13.744
895.82,-1.142,-12.593
895.84,-1.382,-11.231
895.86,-1.593,-9.713
895.88,-1.772,-8.103
895.9,-1.918,-6.414
895.92,-2.029,-4.673
895.94,-2.105,-2.906
895.96,-2.146,-1.139
895.98,-2.15,0.615
896,-2.121,2.369
896.02,-2.056,4.11
896.04,-1.956,5.825
896.06,-1.822,7.487
896.08,-1.656,9.084
896.1,-1.458,10.603
896.12,-1.23,11.977
896.14,-0.975,13.169
896.16,-0.701,14.124
896.18,-0.407,14.792
896.2,-0.104,15.132
896.22,0.203,15.132
896.24,0.506,14.818
896.26,0.8,14.216
896.28,1.078,13.391
896.3,1.337,12.409
896.32,1.576,11.336
896.34,1.791,10.21
896.36,1.984,9.071
896.38,2.154,7.919
896.4,2.301,6.768
896.42,2.424,5.616
896.44,2.526,4.464
896.46,2.603,3.312
896.48,2.658,2.16
896.5,2.689,1.021
896.52,2.699,-0.118
896.54,2.684,-1.257
896.56,2.648,-2.409
896.58,2.589,-3.574
896.6,2.505,-4.752
896.62,2.399,-5.943
896.64,2.268,-7.16
