"Time (s) Run #1","Angle, Ch P2 (rad) Run #1","Angular Velocity, Ch P2 (rad/s) Run #1","State Run #1"
11864.000,-4.884,6.744,
11864.050,-4.519,7.184,
11864.069,,,0.00
11864.100,-4.148,7.152,
11864.150,-3.793,6.817,
11864.200,-3.464,6.367,
11864.250,-3.159,5.948,
11864.300,-2.873,5.660,
11864.350,-2.600,5.555,
11864.400,-2.325,5.650,
11864.450,-2.040,5.927,
11864.500,-1.737,6.336,
11864.550,-1.409,6.807,
11864.600,-1.056,7.215,
11864.650,-0.680,7.378,
11864.700,-0.302,7.084,
11864.750,0.050,6.178,
11864.800,0.339,4.655,
11864.850,0.533,2.676,
11864.900,0.613,0.534,
11864.950,0.580,-1.435,
11865.000,0.452,-2.964,
11865.046,,,1.00
11865.050,0.262,-3.885,
11865.100,0.041,-4.142,
11865.141,,,0.00
11865.150,-0.174,-3.780,
11865.200,-0.353,-2.916,
11865.250,-0.478,-1.712,
11865.300,-0.531,-0.340,
11865.350,-0.511,1.037,
11865.400,-0.423,2.283,
11865.450,-0.275,3.278,
11865.500,-0.082,3.880,
11865.550,0.132,3.953,
11865.600,0.335,3.430,
11865.650,0.495,2.320,
11865.700,0.584,0.738,
11865.750,0.578,-1.121,
11865.800,0.473,-3.000,
11865.850,0.270,-4.644,
11865.900,-0.008,-5.838,
11865.950,-0.335,-6.446,
11866.000,-0.674,-6.472,
11866.050,-0.997,-6.016,
11866.100,-1.286,-5.246,
11866.121,,,1.00
11866.150,-1.527,-4.304,
11866.200,-1.718,-3.283,
11866.216,,,0.00
11866.250,-1.857,-2.231,
11866.300,-1.942,-1.168,
11866.350,-1.973,-0.110,
11866.400,-1.953,0.942,
11866.450,-1.879,1.995,
11866.500,-1.753,3.063,
11866.550,-1.574,4.157,
11866.600,-1.338,5.246,
11866.650,-1.046,6.226,
11866.700,-0.707,6.927,
11866.750,-0.338,7.147,
11866.800,0.031,6.676,
11866.850,0.360,5.404,
11866.900,0.598,3.403,
11866.950,0.716,0.948,
11867.000,0.696,-1.566,
11867.050,0.547,-3.738,
11867.100,0.298,-5.267,
11867.150,-0.008,-6.000,
11867.198,,,1.00
11867.200,-0.330,-5.938,
11867.250,-0.625,-5.210,
11867.293,,,0.00
11867.300,-0.866,-4.011,
11867.350,-1.035,-2.529,
11867.400,-1.123,-0.906,
11867.450,-1.126,0.759,
11867.500,-1.046,2.393,
11867.550,-0.884,3.932,
11867.600,-0.647,5.273,
11867.650,-0.346,6.231,
11867.700,-0.003,6.571,
11867.750,0.341,6.095,
11867.800,0.638,4.739,
11867.850,0.842,2.613,
11867.900,0.917,-0.016,
11867.950,0.845,-2.780,
11868.000,0.630,-5.278,
11868.050,0.295,-7.163,
11868.100,-0.116,-8.241,
11868.150,-0.558,-8.514,
11868.200,-0.990,-8.158,
11868.250,-1.385,-7.440,
11868.275,,,1.00
11868.300,-1.736,-6.613,
11868.350,-2.044,-5.854,
11868.371,,,0.00
11868.400,-2.315,-5.241,
11868.450,-2.562,-4.796,
11868.500,-2.790,-4.519,
11868.550,-3.008,-4.403,
11868.600,-3.225,-4.445,
11868.650,-3.448,-4.629,
11868.700,-3.684,-4.917,
11868.750,-3.938,-5.236,
11868.800,-4.210,-5.493,
11868.850,-4.492,-5.576,
11868.900,-4.777,-5.393,
11868.950,-5.044,-4.880,
11869.000,-5.276,-4.011,
11869.050,-5.457,-2.817,
11869.100,-5.567,-1.367,
11869.150,-5.598,0.225,
11869.200,-5.545,1.833,
11869.250,-5.411,3.330,
11869.300,-5.204,4.581,
11869.350,-4.940,5.477,
11869.353,,,1.00
11869.400,-4.642,5.953,
11869.449,,,0.00
11869.450,-4.331,6.037,
11869.500,-4.028,5.817,
11869.550,-3.743,5.424,
11869.600,-3.484,4.974,
11869.650,-3.247,4.545,
11869.700,-3.032,4.178,
11869.750,-2.832,3.885,
11869.800,-2.645,3.649,
11869.850,-2.468,3.440,
11869.900,-2.301,3.231,
11869.950,-2.144,2.995,
11870.000,-2.000,2.723,
11870.050,-1.871,2.403,
11870.100,-1.758,2.042,
11870.150,-1.665,1.660,
11870.200,-1.593,1.304,
11870.250,-1.538,1.047,
11870.300,-1.494,0.963,
11870.350,-1.450,1.110,
11870.400,-1.392,1.513,
11870.431,,,1.00
11870.450,-1.307,2.183,
11870.500,-1.183,3.100,
11870.526,,,0.00
11870.550,-1.004,4.215,
11870.600,-0.765,5.424,
11870.650,-0.460,6.550,
11870.700,-0.099,7.336,
11870.750,0.295,7.493,
11870.800,0.680,6.807,
11870.850,1.008,5.226,
11870.900,1.230,2.880,
11870.950,1.313,0.047,
11871.000,1.239,-2.922,
11871.050,1.013,-5.686,
11871.100,0.653,-7.943,
11871.150,0.193,-9.482,
11871.200,-0.324,-10.268,
11871.250,-0.855,-10.493,
11871.300,-1.379,-10.482,
11871.350,-1.899,-10.566,
11871.400,-2.424,-10.948,
11871.450,-2.980,-11.640,
11871.500,-3.583,-12.383,
11871.505,,,1.00
11871.550,-4.232,-12.676,
11871.600,-4.887,-11.959,
11871.601,,,0.00
11871.650,-5.479,-9.886,
11871.700,-5.923,-6.524,
11871.750,-6.161,-2.304,
11871.800,-6.162,2.168,
11871.850,-5.931,6.294,
11871.900,-5.503,9.530,
11871.950,-4.932,11.488,
11872.000,-4.302,12.100,
11872.050,-3.685,11.650,
11872.100,-3.120,10.634,
11872.150,-2.620,9.498,
11872.200,-2.177,8.514,
11872.250,-1.778,7.786,
11872.300,-1.407,7.304,
11872.350,-1.054,6.995,
11872.400,-0.710,6.749,
11872.450,-0.377,6.446,
11872.500,-0.060,5.969,
11872.550,0.229,5.226,
11872.577,,,1.00
11872.600,0.474,4.184,
11872.650,0.657,2.890,
11872.672,,,0.00
11872.700,0.768,1.461,
11872.750,0.803,0.047,
11872.800,0.767,-1.210,
11872.850,0.672,-2.199,
11872.900,0.536,-2.864,
11872.950,0.374,-3.204,
11873.000,0.206,-3.257,
11873.050,0.041,-3.089,
11873.100,-0.108,-2.791,
11873.150,-0.239,-2.445,
11873.200,-0.352,-2.136,
11873.250,-0.449,-1.911,
11873.300,-0.539,-1.791,
11873.350,-0.625,-1.759,
11873.400,-0.713,-1.754,
11873.450,-0.803,-1.691,
11873.500,-0.888,-1.492,
11873.550,-0.958,-1.110,
11873.600,-1.005,-0.524,
11873.650,-1.018,0.262,
11873.650,,,1.00
11873.700,-0.985,1.241,
11873.745,,,0.00
11873.750,-0.900,2.388,
11873.800,-0.751,3.639,
11873.850,-0.536,4.875,
11873.900,-0.258,5.896,
11873.950,0.069,6.477,
11874.000,0.413,6.393,
11874.050,0.737,5.508,
11874.100,0.993,3.833,
11874.150,1.142,1.529,
11874.200,1.158,-1.110,
11874.250,1.030,-3.765,
11874.300,0.771,-6.126,
11874.350,0.399,-7.938,
11874.400,-0.049,-9.074,
11874.450,-0.531,-9.566,
11874.500,-1.021,-9.624,
11874.550,-1.499,-9.514,
11874.600,-1.968,-9.488,
11874.650,-2.438,-9.723,
11874.700,-2.928,-10.242,
11874.721,,,1.00
11874.750,-3.456,-10.865,
11874.800,-4.023,-11.200,
11874.816,,,0.00
11874.850,-4.602,-10.791,
11874.900,-5.141,-9.299,
11874.950,-5.575,-6.676,
11875.000,-5.840,-3.199,
11875.050,-5.906,0.639,
11875.100,-5.770,4.278,
11875.150,-5.454,7.226,
11875.200,-5.009,9.105,
11875.250,-4.499,9.770,
11875.300,-3.993,9.357,
11875.350,-3.539,8.200,
11875.400,-3.162,6.650,
11875.450,-2.870,4.964,
11875.500,-2.667,3.293,
11875.550,-2.545,1.733,
11875.600,-2.499,0.351,
11875.650,-2.518,-0.833,
11875.700,-2.589,-1.822,
11875.750,-2.705,-2.660,
11875.788,,,1.00
11875.800,-2.859,-3.382,
11875.850,-3.046,-4.006,
11875.883,,,0.00
11875.900,-3.263,-4.534,
11875.950,-3.503,-4.948,
11876.000,-3.762,-5.199,
11876.050,-4.031,-5.226,
11876.100,-4.295,-4.964,
11876.150,-4.538,-4.377,
11876.200,-4.744,-3.477,
11876.250,-4.895,-2.351,
11876.300,-4.981,-1.157,
11876.350,-5.006,-0.073,
11876.400,-4.979,0.749,
11876.450,-4.918,1.215,
11876.500,-4.844,1.299,
11876.550,-4.777,1.052,
11876.600,-4.731,0.586,
11876.650,-4.716,0.052,
11876.700,-4.730,-0.393,
11876.750,-4.763,-0.623,
11876.800,-4.802,-0.565,
11876.850,-4.830,-0.215,
11876.860,,,1.00
11876.900,-4.832,0.377,
11876.950,-4.797,1.115,
11876.957,,,0.00
11877.000,-4.722,1.890,
11877.050,-4.606,2.592,
11877.100,-4.456,3.126,
11877.150,-4.285,3.424,
11877.200,-4.104,3.466,
11877.250,-3.930,3.252,
11877.300,-3.771,2.791,
11877.350,-3.643,2.100,
11877.400,-3.555,1.194,
11877.450,-3.517,0.089,
11877.500,-3.539,-1.215,
11877.550,-3.632,-2.702,
11877.600,-3.804,-4.299,
11877.650,-4.062,-5.843,
11877.700,-4.398,-7.058,
11877.750,-4.791,-7.608,
11877.800,-5.193,-7.210,
11877.850,-5.550,-5.754,
11877.900,-5.803,-3.372,
11877.939,,,1.00
11877.950,-5.908,-0.372,
11878.000,-5.847,2.838,
11878.036,,,0.00
11878.050,-5.617,5.833,
11878.100,-5.242,8.231,
11878.150,-4.763,9.765,
11878.200,-4.232,10.414,
11878.250,-3.698,10.404,
11878.300,-3.182,10.095,
11878.350,-2.691,9.823,
11878.400,-2.210,9.807,
11878.450,-1.723,10.105,
11878.500,-1.208,10.587,
11878.550,-0.661,10.912,
11878.600,-0.096,10.613,
11878.650,0.438,9.299,
11878.700,0.877,6.843,
11878.750,1.156,3.487,
11878.800,1.239,-0.283,
11878.850,1.122,-3.890,
11878.900,0.826,-6.802,
11878.950,0.402,-8.650,
11879.000,-0.082,-9.315,
11879.019,,,1.00
11879.050,-0.565,-8.948,
11879.100,-1.001,-7.880,
11879.114,,,0.00
11879.150,-1.363,-6.472,
11879.200,-1.648,-5.000,
11879.250,-1.860,-3.623,
11879.300,-2.004,-2.393,
11879.350,-2.094,-1.325,
11879.400,-2.132,-0.424,
11879.450,-2.130,0.314,
11879.500,-2.095,0.885,
11879.550,-2.036,1.293,
11879.600,-1.960,1.534,
11879.650,-1.877,1.618,
11879.700,-1.794,1.566,
11879.750,-1.717,1.388,
11879.800,-1.651,1.121,
11879.850,-1.604,0.827,
11879.900,-1.571,0.581,
11879.950,-1.549,0.450,
11880.000,-1.532,0.497,
11880.050,-1.508,0.775,
11880.100,-1.462,1.304,
11880.102,,,1.00
11880.150,-1.385,2.084,
11880.197,,,0.00
11880.200,-1.263,3.100,
11880.250,-1.082,4.309,
11880.300,-0.836,5.608,
11880.350,-0.520,6.822,
11880.400,-0.143,7.692,
11880.450,0.272,7.901,
11880.500,0.680,7.199,
11880.550,1.027,5.524,
11880.600,1.261,3.026,
11880.650,1.348,0.016,
11880.700,1.268,-3.147,
11880.750,1.026,-6.084,
11880.800,0.639,-8.451,
11880.850,0.151,-10.022,
11880.900,-0.393,-10.791,
11880.950,-0.949,-10.985,
11881.000,-1.499,-10.959,
11881.050,-2.039,-11.058,
11881.100,-2.590,-11.477,
11881.150,-3.175,-12.163,
11881.182,,,1.00
11881.200,-3.806,-12.760,
11881.250,-4.472,-12.713,
11881.279,,,0.00
11881.300,-5.121,-11.493,
11881.350,-5.674,-8.891,
11881.400,-6.052,-5.126,
11881.450,-6.208,-0.712,
11881.500,-6.125,3.744,
11881.550,-5.815,7.650,
11881.600,-5.322,10.488,
11881.650,-4.716,11.964,
11881.700,-4.078,12.153,
11881.750,-3.470,11.451,
11881.800,-2.922,10.362,
11881.850,-2.436,9.283,
11881.900,-2.003,8.419,
11881.950,-1.604,7.817,
11882.000,-1.228,7.425,
11882.050,-0.866,7.131,
11882.100,-0.514,6.822,
11882.150,-0.179,6.362,
11882.200,0.132,5.650,
11882.250,0.397,4.634,
11882.261,,,1.00
11882.300,0.605,3.341,
11882.350,0.738,1.885,
11882.355,,,0.00
11882.400,0.793,0.414,
11882.450,0.774,-0.916,
11882.500,0.693,-1.984,
11882.550,0.564,-2.723,
11882.600,0.408,-3.110,
11882.650,0.242,-3.178,
11882.700,0.082,-3.000,
11882.750,-0.063,-2.660,
11882.800,-0.187,-2.262,
11882.850,-0.287,-1.890,
11882.900,-0.372,-1.618,
11882.950,-0.445,-1.477,
11883.000,-0.515,-1.456,
11883.050,-0.587,-1.508,
11883.100,-0.666,-1.550,
11883.150,-0.746,-1.492,
11883.200,-0.822,-1.267,
11883.250,-0.880,-0.838,
11883.300,-0.913,-0.188,
11883.329,,,1.00
11883.350,-0.906,0.665,
11883.400,-0.851,1.696,
11883.423,,,0.00
11883.450,-0.741,2.848,
11883.500,-0.569,4.042,
11883.550,-0.335,5.121,
11883.600,-0.046,5.870,
11883.650,0.272,6.074,
11883.700,0.586,5.566,
11883.750,0.856,4.299,
11883.800,1.040,2.367,
11883.850,1.107,0.005,
11883.900,1.045,-2.498,
11883.950,0.853,-4.859,
11884.000,0.545,-6.822,
11884.050,0.149,-8.200,
11884.100,-0.298,-8.943,
11884.150,-0.763,-9.168,
11884.200,-1.225,-9.090,
11884.250,-1.674,-8.964,
11884.300,-2.114,-8.995,
11884.350,-2.564,-9.299,
11884.395,,,1.00
11884.400,-3.035,-9.833,
11884.450,-3.544,-10.388,
11884.489,,,0.00
11884.500,-4.084,-10.608,
11884.550,-4.631,-10.085,
11884.600,-5.130,-8.540,
11884.650,-5.523,-5.964,
11884.700,-5.754,-2.649,
11884.750,-5.796,0.922,
11884.800,-5.652,4.231,
11884.850,-5.349,6.822,
11884.900,-4.932,8.378,
11884.950,-4.469,8.786,
11885.000,-4.018,8.189,
11885.050,-3.627,6.880,
11885.100,-3.318,5.168,
11885.150,-3.105,3.288,
11885.200,-2.989,1.393,
11885.250,-2.969,-0.424,
11885.300,-3.036,-2.121,
11885.350,-3.186,-3.665,
11885.400,-3.409,-5.021,
11885.450,-3.696,-6.105,
11885.455,,,1.00
11885.500,-4.032,-6.770,
11885.550,,,0.00
11885.550,-4.394,-6.843,
11885.600,-4.742,-6.184,
11885.650,-5.039,-4.765,
11885.700,-5.242,-2.723,
11885.750,-5.323,-0.340,
11885.800,-5.275,2.021,
11885.850,-5.108,4.021,
11885.900,-4.851,5.393,
11885.950,-4.541,5.995,
11886.000,-4.224,5.828,
11886.050,-3.936,5.011,
11886.100,-3.707,3.707,
11886.150,-3.555,2.073,
11886.200,-3.493,0.236,
11886.250,-3.528,-1.691,
11886.300,-3.663,-3.581,
11886.350,-3.892,-5.278,
11886.400,-4.203,-6.555,
11886.450,-4.571,-7.147,
11886.500,-4.951,-6.812,
11886.526,,,1.00
11886.550,-5.289,-5.466,
11886.600,-5.529,-3.241,
11886.622,,,0.00
11886.650,-5.633,-0.450,
11886.700,-5.579,2.498,
11886.750,-5.374,5.184,
11886.800,-5.039,7.257,
11886.850,-4.618,8.508,
11886.900,-4.158,8.927,
11886.950,-3.702,8.692,
11887.000,-3.277,8.069,
11887.050,-2.892,7.315,
11887.100,-2.548,6.587,
11887.150,-2.237,5.953,
11887.200,-1.956,5.430,
11887.250,-1.698,5.000,
11887.300,-1.458,4.655,
11887.350,-1.235,4.388,
11887.400,-1.023,4.215,
11887.450,-0.817,4.152,
11887.500,-0.611,4.184,
11887.550,-0.401,4.267,
11887.596,,,1.00
11887.600,-0.184,4.325,
11887.650,0.036,4.273,
11887.692,,,0.00
11887.700,0.250,4.021,
11887.750,0.448,3.513,
11887.800,0.611,2.733,
11887.850,0.729,1.712,
11887.900,0.789,0.545,
11887.950,0.784,-0.670,
11888.000,0.719,-1.817,
11888.050,0.597,-2.817,
11888.100,0.430,-3.613,
11888.150,0.228,-4.173,
11888.200,0.005,-4.503,
11888.250,-0.229,-4.634,
11888.300,-0.463,-4.629,
11888.350,-0.694,-4.545,
11888.400,-0.919,-4.424,
11888.450,-1.137,-4.273,
11888.500,-1.348,-4.079,
11888.550,-1.547,-3.828,
11888.600,-1.733,-3.519,
11888.650,-1.901,-3.152,
11888.670,,,1.00
11888.700,-2.050,-2.738,
11888.750,-2.176,-2.283,
11888.764,,,0.00
11888.800,-2.279,-1.796,
11888.850,-2.356,-1.288,
11888.900,-2.408,-0.764,
11888.950,-2.433,-0.257,
11889.000,-2.432,0.215,
11889.050,-2.410,0.618,
11889.100,-2.367,0.932,
11889.150,-2.312,1.141,
11889.200,-2.249,1.230,
11889.250,-2.185,1.189,
11889.300,-2.125,0.990,
11889.350,-2.080,0.623,
11889.400,-2.058,0.099,
11889.450,-2.066,-0.555,
11889.500,-2.110,-1.299,
11889.550,-2.194,-2.089,
11889.600,-2.318,-2.880,
11889.650,-2.483,-3.629,
11889.700,-2.684,-4.325,
11889.740,,,1.00
11889.750,-2.917,-4.979,
11889.800,-3.182,-5.597,
11889.835,,,0.00
11889.850,-3.479,-6.126,
11889.900,-3.801,-6.451,
11889.950,-4.136,-6.446,
11890.000,-4.461,-5.990,
11890.050,-4.753,-5.016,
11890.100,-4.981,-3.560,
11890.150,-5.121,-1.796,
11890.200,-5.162,0.016,
11890.250,-5.111,1.607,
11890.300,-4.986,2.765,
11890.350,-4.814,3.341,
11890.400,-4.629,3.283,
11890.450,-4.466,2.649,
11890.500,-4.350,1.581,
11890.550,-4.299,0.288,
11890.600,-4.321,-1.016,
11890.650,-4.408,-2.115,
11890.700,-4.546,-2.838,
11890.750,-4.709,-3.053,
11890.800,-4.871,-2.697,
11890.810,,,1.00
11890.850,-4.998,-1.812,
11890.900,-5.066,-0.518,
11890.907,,,0.00
11890.950,-5.058,0.990,
11891.000,-4.967,2.492,
11891.050,-4.800,3.780,
11891.100,-4.576,4.691,
11891.150,-4.315,5.147,
11891.200,-4.045,5.147,
11891.250,-3.787,4.749,
11891.300,-3.559,4.042,
11891.350,-3.376,3.089,
11891.400,-3.244,1.932,
11891.450,-3.176,0.592,
11891.500,-3.179,-0.927,
11891.550,-3.263,-2.623,
11891.600,-3.435,-4.451,
11891.650,-3.707,-6.267,
11891.700,-4.070,-7.807,
11891.750,-4.508,-8.697,
11891.800,-4.976,-8.587,
11891.850,-5.410,-7.278,
11891.880,,,1.00
11891.900,-5.744,-4.849,
11891.950,-5.923,-1.623,
11891.977,,,0.00
11892.000,-5.917,1.943,
11892.050,-5.724,5.356,
11892.100,-5.361,8.173,
11892.150,-4.873,10.058,
11892.200,-4.317,10.917,
11892.250,-3.751,10.959,
11892.300,-3.208,10.577,
11892.350,-2.694,10.153,
11892.400,-2.201,9.938,
11892.450,-1.712,10.006,
11892.500,-1.208,10.226,
11892.550,-0.685,10.294,
11892.600,-0.160,9.812,
11892.650,0.328,8.472,
11892.700,0.723,6.199,
11892.750,0.974,3.220,
11892.800,1.054,-0.021,
11892.850,0.963,-3.032,
11892.900,0.727,-5.383,
11892.950,0.391,-6.802,
11892.953,,,1.00
11893.000,0.011,-7.210,
11893.047,,,0.00
11893.050,-0.361,-6.718,
11893.100,-0.683,-5.561,
11893.150,-0.930,-4.006,
11893.200,-1.089,-2.283,
11893.250,-1.158,-0.545,
11893.300,-1.140,1.121,
11893.350,-1.041,2.655,
11893.400,-0.869,4.000,
11893.450,-0.633,5.053,
11893.500,-0.349,5.665,
11893.550,-0.046,5.665,
11893.600,0.243,4.932,
11893.650,0.474,3.477,
11893.700,0.611,1.461,
11893.750,0.630,-0.812,
11893.800,0.526,-2.985,
11893.850,0.316,-4.728,
11893.900,0.030,-5.817,
11893.950,-0.292,-6.163,
11894.000,-0.611,-5.828,
11894.025,,,1.00
11894.050,-0.892,-4.964,
11894.100,-1.118,-3.759,
11894.122,,,0.00
11894.150,-1.274,-2.361,
11894.200,-1.357,-0.864,
11894.250,-1.362,0.675,
11894.300,-1.290,2.241,
11894.350,-1.139,3.801,
11894.400,-0.908,5.283,
11894.450,-0.603,6.524,
11894.500,-0.240,7.283,
11894.550,0.151,7.299,
11894.600,0.523,6.372,
11894.650,0.823,4.482,
11894.700,0.999,1.838,
11894.750,1.019,-1.189,
11894.800,0.878,-4.157,
11894.850,0.587,-6.660,
11894.900,0.184,-8.383,
11894.950,-0.284,-9.189,
11895.000,-0.765,-9.179,
11895.050,-1.221,-8.629,
11895.100,-1.634,-7.870,
11895.100,,,1.00
11895.150,-2.004,-7.152,
11895.195,,,0.00
11895.200,-2.342,-6.613,
11895.250,-2.658,-6.294,
11895.300,-2.964,-6.184,
11895.350,-3.270,-6.226,
11895.400,-3.585,-6.330,
11895.450,-3.905,-6.377,
11895.500,-4.229,-6.241,
11895.550,-4.540,-5.812,
11895.600,-4.822,-5.021,
11895.650,-5.055,-3.896,
11895.700,-5.220,-2.550,
11895.750,-5.311,-1.157,
11895.800,-5.331,0.110,
11895.850,-5.290,1.131,
11895.900,-5.207,1.848,
11895.950,-5.096,2.272,
11896.000,-4.972,2.456,
11896.050,-4.844,2.461,
11896.100,-4.722,2.372,
11896.150,-4.607,2.241,
11896.176,,,1.00
11896.200,-4.497,2.110,
11896.250,-4.397,1.995,
11896.272,,,0.00
11896.300,-4.299,1.906,
11896.350,-4.207,1.838,
11896.400,-4.115,1.765,
11896.450,-4.029,1.655,
11896.500,-3.947,1.471,
11896.550,-3.878,1.183,
11896.600,-3.825,0.770,
11896.650,-3.797,0.220,
11896.700,-3.798,-0.487,
11896.750,-3.839,-1.367,
11896.800,-3.929,-2.409,
11896.850,-4.076,-3.550,
11896.900,-4.284,-4.671,
11896.950,-4.549,-5.571,
11897.000,-4.857,-5.995,
11897.050,-5.174,-5.712,
11897.100,-5.457,-4.613,
11897.150,-5.663,-2.765,
11897.200,-5.752,-0.387,
11897.250,-5.708,2.210,
11897.250,,,1.00
11897.300,-5.528,4.691,
11897.346,,,0.00
11897.350,-5.224,6.760,
11897.400,-4.829,8.184,
11897.450,-4.379,8.880,
11897.500,-3.918,8.964,
11897.550,-3.471,8.692,
11897.600,-3.047,8.346,
11897.650,-2.642,8.137,
11897.700,-2.243,8.179,
11897.750,-1.835,8.498,
11897.800,-1.401,8.995,
11897.850,-0.935,9.451,
11897.900,-0.445,9.535,
11897.950,0.044,8.901,
11898.000,0.481,7.320,
11898.050,0.811,4.822,
11898.100,0.985,1.738,
11898.150,0.986,-1.445,
11898.200,0.826,-4.236,
11898.250,0.536,-6.257,
11898.300,0.165,-7.299,
11898.324,,,1.00
11898.350,-0.229,-7.362,
11898.400,-0.598,-6.624,
11898.418,,,0.00
11898.450,-0.909,-5.341,
11898.500,-1.142,-3.765,
11898.550,-1.288,-2.084,
11898.600,-1.349,-0.424,
11898.650,-1.327,1.173,
11898.700,-1.230,2.697,
11898.750,-1.056,4.115,
11898.800,-0.812,5.335,
11898.850,-0.511,6.184,
11898.900,-0.174,6.466,
11898.950,0.162,6.011,
11899.000,0.456,4.739,
11899.050,0.663,2.738,
11899.100,0.746,0.278,
11899.150,0.693,-2.262,
11899.200,0.509,-4.477,
11899.250,0.221,-6.048,
11899.300,-0.126,-6.807,
11899.350,-0.487,-6.781,
11899.398,,,1.00
11899.400,-0.825,-6.126,
11899.450,-1.114,-5.047,
11899.492,,,0.00
11899.500,-1.337,-3.728,
11899.550,-1.489,-2.299,
11899.600,-1.568,-0.838,
11899.650,-1.572,0.618,
11899.700,-1.505,2.063,
11899.750,-1.367,3.503,
11899.800,-1.155,4.911,
11899.850,-0.872,6.184,
11899.900,-0.526,7.116,
11899.950,-0.140,7.456,
11900.000,0.248,6.964,
11900.050,0.591,5.524,
11900.100,0.833,3.236,
11900.150,0.933,0.403,
11900.200,0.877,-2.545,
11900.250,0.668,-5.168,
11900.300,0.335,-7.105,
11900.350,-0.075,-8.137,
11900.400,-0.512,-8.278,
11900.450,-0.927,-7.728,
11900.474,,,1.00
11900.500,-1.297,-6.770,
11900.550,-1.608,-5.655,
11900.570,,,0.00
11900.600,-1.861,-4.534,
11900.650,-2.059,-3.498,
11900.700,-2.207,-2.576,
11900.750,-2.312,-1.780,
11900.800,-2.381,-1.115,
11900.850,-2.419,-0.586,
11900.900,-2.435,-0.220,
11900.950,-2.435,-0.031,
11901.000,-2.432,-0.026,
11901.050,-2.432,-0.220,
11901.100,-2.446,-0.628,
11901.150,-2.487,-1.288,
11901.200,-2.565,-2.220,
11901.250,-2.699,-3.430,
11901.300,-2.900,-4.885,
11901.350,-3.181,-6.498,
11901.400,-3.548,-8.095,
11901.450,-3.999,-9.367,
11901.500,-4.510,-9.906,
11901.550,-5.030,-9.341,
11901.555,,,1.00
11901.600,-5.490,-7.514,
11901.650,-5.821,-4.576,
11901.653,,,0.00
11901.700,-5.972,-0.932,
11901.750,-5.920,2.896,
11901.800,-5.671,6.377,
11901.850,-5.254,9.069,
11901.900,-4.725,10.681,
11901.950,-4.145,11.215,
11902.000,-3.575,10.964,
11902.050,-3.039,10.352,
11902.100,-2.542,9.760,
11902.150,-2.073,9.383,
11902.200,-1.613,9.247,
11902.250,-1.153,9.221,
11902.300,-0.688,9.048,
11902.350,-0.232,8.456,
11902.400,0.181,7.247,
11902.450,0.515,5.404,
11902.500,0.738,3.100,
11902.550,0.831,0.644,
11902.600,0.795,-1.607,
11902.634,,,1.00
11902.650,0.652,-3.362,
11902.700,0.435,-4.440,
11902.729,,,0.00
11902.750,0.182,-4.791,
11902.800,-0.068,-4.456,
11902.850,-0.283,-3.576,
11902.900,-0.437,-2.340,
11902.950,-0.522,-0.948,
11903.000,-0.531,0.424,
11903.050,-0.473,1.649,
11903.100,-0.358,2.608,
11903.150,-0.199,3.194,
11903.200,-0.022,3.304,
11903.250,0.149,2.875,
11903.300,0.284,1.922,
11903.350,0.357,0.565,
11903.400,0.347,-0.995,
11903.450,0.256,-2.519,
11903.500,0.086,-3.770,
11903.550,-0.138,-4.576,
11903.600,-0.390,-4.843,
11903.650,-0.641,-4.581,
11903.700,-0.864,-3.869,
11903.711,,,1.00
11903.750,-1.038,-2.817,
11903.800,-1.153,-1.550,
11903.806,,,0.00
11903.850,-1.197,-0.152,
11903.900,-1.170,1.335,
11903.950,-1.067,2.880,
11904.000,-0.883,4.424,
11904.050,-0.620,5.817,
11904.100,-0.289,6.843,
11904.150,0.085,7.236,
11904.200,0.465,6.770,
11904.250,0.796,5.351,
11904.300,1.030,3.074,
11904.350,1.125,0.220,
11904.400,1.059,-2.838,
11904.450,0.834,-5.681,
11904.500,0.470,-7.943,
11904.550,0.009,-9.383,
11904.600,-0.500,-9.969,
11904.650,-1.012,-9.901,
11904.700,-1.500,-9.509,
11904.750,-1.960,-9.116,
11904.784,,,1.00
11904.800,-2.403,-8.927,
11904.850,-2.843,-9.001,
11904.878,,,0.00
11904.900,-3.296,-9.242,
11904.950,-3.768,-9.420,
11905.000,-4.251,-9.210,
11905.050,-4.714,-8.330,
11905.100,-5.113,-6.655,
11905.150,-5.405,-4.273,
11905.200,-5.556,-1.477,
11905.250,-5.553,1.325,
11905.300,-5.408,3.723,
11905.350,-5.155,5.398,
11905.400,-4.836,6.168,
11905.450,-4.505,6.006,
11905.500,-4.208,5.037,
11905.550,-3.982,3.503,
11905.600,-3.848,1.676,
11905.650,-3.814,-0.194,
11905.700,-3.874,-1.911,
11905.750,-4.015,-3.335,
11905.800,-4.221,-4.325,
11905.850,-4.467,-4.749,
11905.856,,,1.00
11905.900,-4.719,-4.508,
11905.950,-4.942,-3.587,
11905.952,,,0.00
11906.000,-5.099,-2.089,
11906.050,-5.163,-0.230,
11906.100,-5.124,1.707,
11906.150,-4.986,3.451,
11906.200,-4.764,4.765,
11906.250,-4.488,5.503,
11906.300,-4.192,5.629,
11906.350,-3.907,5.210,
11906.400,-3.657,4.367,
11906.450,-3.460,3.204,
11906.500,-3.329,1.801,
11906.550,-3.274,0.204,
11906.600,-3.303,-1.550,
11906.650,-3.424,-3.403,
