"Time (s) Run #1","Angle, Ch P2 (rad) Run #1","Angular Velocity, Ch P2 (rad/s) Run #1","State Run #1"
4223.050,-2.529,0.440,
4223.100,-2.499,0.639,
4223.150,-2.461,0.733,
4223.200,-2.422,0.696,
4223.250,-2.386,0.492,
4223.300,-2.366,0.094,
4223.350,-2.370,-0.513,
4223.400,-2.410,-1.346,
4223.450,-2.496,-2.409,
4223.500,-2.644,-3.686,
4223.550,-2.859,-5.126,
4223.600,-3.153,-6.644,
4223.650,-3.525,-8.090,
4223.700,-3.971,-9.189,
4223.750,-4.467,-9.582,
4223.755,,,1.00
4223.800,-4.967,-8.927,
4223.850,-5.404,-7.090,
4223.851,,,0.00
4223.900,-5.713,-4.220,
4223.950,-5.848,-0.723,
4224.000,-5.788,2.890,
4224.050,-5.545,6.110,
4224.100,-5.149,8.519,
4224.150,-4.654,9.875,
4224.200,-4.123,10.194,
4224.250,-3.608,9.744,
4224.300,-3.137,8.885,
4224.350,-2.717,7.922,
4224.400,-2.348,7.032,
4224.450,-2.020,6.294,
4224.500,-1.725,5.712,
4224.550,-1.453,5.278,
4224.600,-1.202,4.985,
4224.650,-0.960,4.828,
4224.700,-0.723,4.791,
4224.750,-0.484,4.817,
4224.800,-0.240,4.822,
4224.822,,,1.00
4224.850,0.003,4.707,
4224.900,0.237,4.383,
4224.916,,,0.00
4224.950,0.451,3.796,
4225.000,0.627,2.937,
4225.050,0.752,1.843,
4225.100,0.817,0.602,
4225.150,0.814,-0.675,
4225.200,0.746,-1.874,
4225.250,0.620,-2.896,
4225.300,0.448,-3.676,
4225.350,0.243,-4.189,
4225.400,0.020,-4.456,
4225.450,-0.209,-4.524,
4225.500,-0.437,-4.461,
4225.550,-0.657,-4.335,
4225.600,-0.870,-4.189,
4225.650,-1.076,-4.032,
4225.700,-1.274,-3.848,
4225.750,-1.462,-3.618,
4225.800,-1.638,-3.320,
4225.850,-1.797,-2.943,
4225.888,,,1.00
4225.900,-1.935,-2.482,
4225.950,-2.048,-1.943,
4225.982,,,0.00
4226.000,-2.132,-1.330,
4226.050,-2.183,-0.665,
4226.100,-2.199,0.031,
4226.150,-2.180,0.759,
4226.200,-2.125,1.524,
4226.250,-2.029,2.330,
4226.300,-1.893,3.173,
4226.350,-1.714,4.037,
4226.400,-1.489,4.885,
4226.450,-1.222,5.650,
4226.500,-0.919,6.215,
4226.550,-0.589,6.435,
4226.600,-0.258,6.158,
4226.650,0.047,5.288,
4226.700,0.292,3.854,
4226.750,0.448,2.032,
4226.800,0.498,0.120,
4226.850,0.451,-1.581,
4226.900,0.325,-2.843,
4226.950,0.146,-3.540,
4226.952,,,1.00
4227.000,-0.050,-3.629,
4227.047,,,0.00
4227.050,-0.236,-3.157,
4227.100,-0.382,-2.246,
4227.150,-0.470,-1.052,
4227.200,-0.490,0.257,
4227.250,-0.443,1.545,
4227.300,-0.331,2.681,
4227.350,-0.165,3.529,
4227.400,0.036,3.948,
4227.450,0.248,3.812,
4227.500,0.440,3.063,
4227.550,0.575,1.744,
4227.600,0.628,0.021,
4227.650,0.583,-1.880,
4227.700,0.438,-3.718,
4227.750,0.201,-5.257,
4227.800,-0.105,-6.304,
4227.850,-0.451,-6.754,
4227.900,-0.801,-6.650,
4227.950,-1.129,-6.131,
4228.000,-1.422,-5.377,
4228.017,,,1.00
4228.050,-1.670,-4.524,
4228.100,-1.874,-3.639,
4228.113,,,0.00
4228.150,-2.034,-2.754,
4228.200,-2.149,-1.890,
4228.250,-2.221,-1.068,
4228.300,-2.254,-0.304,
4228.350,-2.249,0.398,
4228.400,-2.212,1.021,
4228.450,-2.144,1.571,
4228.500,-2.053,2.053,
4228.550,-1.937,2.461,
4228.600,-1.803,2.786,
4228.650,-1.656,3.000,
4228.700,-1.499,3.105,
4228.750,-1.341,3.100,
4228.800,-1.186,3.011,
4228.850,-1.038,2.896,
4228.900,-0.898,2.817,
4228.950,-0.760,2.833,
4229.000,-0.619,2.964,
4229.050,-0.468,3.194,
4229.082,,,1.00
4229.100,-0.302,3.482,
4229.150,-0.119,3.749,
4229.176,,,0.00
4229.200,0.077,3.890,
4229.250,0.278,3.801,
4229.300,0.468,3.403,
4229.350,0.630,2.670,
4229.400,0.746,1.644,
4229.450,0.801,0.414,
4229.500,0.790,-0.906,
4229.550,0.710,-2.204,
4229.600,0.565,-3.382,
4229.650,0.364,-4.346,
4229.700,0.121,-5.037,
4229.750,-0.149,-5.451,
4229.800,-0.432,-5.629,
4229.850,-0.718,-5.644,
4229.900,-0.999,-5.566,
4229.950,-1.275,-5.445,
4230.000,-1.544,-5.304,
4230.050,-1.806,-5.157,
4230.100,-2.059,-5.037,
4230.150,,,1.00
4230.150,-2.308,-4.974,
4230.200,-2.554,-4.990,
4230.244,,,0.00
4230.250,-2.804,-5.084,
4230.300,-3.060,-5.252,
4230.350,-3.327,-5.456,
4230.400,-3.607,-5.634,
4230.450,-3.894,-5.702,
4230.500,-4.183,-5.571,
4230.550,-4.461,-5.157,
4230.600,-4.711,-4.430,
4230.650,-4.913,-3.424,
4230.700,-5.060,-2.251,
4230.750,-5.140,-1.063,
4230.800,-5.160,-0.021,
4230.850,-5.132,0.754,
4230.900,-5.074,1.220,
4230.950,-5.000,1.398,
4231.000,-4.926,1.372,
4231.050,-4.860,1.246,
4231.100,-4.802,1.115,
4231.150,-4.750,1.052,
4231.200,-4.701,1.094,
4231.218,,,1.00
4231.250,-4.645,1.251,
4231.300,-4.579,1.492,
4231.314,,,0.00
4231.350,-4.497,1.765,
4231.400,-4.401,2.021,
4231.450,-4.293,2.215,
4231.500,-4.177,2.304,
4231.550,-4.057,2.251,
4231.600,-3.946,2.032,
4231.650,-3.848,1.628,
4231.700,-3.776,1.031,
4231.750,-3.738,0.236,
4231.800,-3.746,-0.754,
4231.850,-3.808,-1.922,
4231.900,-3.933,-3.220,
4231.950,-4.128,-4.550,
4232.000,-4.392,-5.707,
4232.050,-4.714,-6.414,
4232.100,-5.060,-6.393,
4232.150,-5.385,-5.482,
4232.200,-5.639,-3.707,
4232.250,-5.779,-1.267,
4232.289,,,1.00
4232.300,-5.777,1.513,
4232.350,-5.627,4.262,
4232.384,,,0.00
4232.400,-5.338,6.629,
4232.450,-4.940,8.341,
4232.500,-4.475,9.268,
4232.550,-3.987,9.493,
4232.600,-3.511,9.273,
4232.650,-3.057,8.922,
4232.700,-2.623,8.692,
4232.750,-2.198,8.707,
4232.800,-1.762,8.995,
4232.850,-1.305,9.451,
4232.900,-0.817,9.817,
4232.950,-0.308,9.728,
4233.000,0.185,8.817,
4233.050,0.611,6.912,
4233.100,0.909,4.136,
4233.150,1.041,0.880,
4233.200,0.996,-2.340,
4233.250,0.789,-5.037,
4233.300,0.460,-6.859,
4233.350,0.066,-7.650,
4233.358,,,1.00
4233.400,-0.339,-7.472,
4233.450,-0.707,-6.540,
4233.452,,,0.00
4233.500,-1.008,-5.137,
4233.550,-1.227,-3.508,
4233.600,-1.360,-1.827,
4233.650,-1.407,-0.199,
4233.700,-1.376,1.351,
4233.750,-1.271,2.817,
4233.800,-1.092,4.173,
4233.850,-0.847,5.330,
4233.900,-0.548,6.131,
4233.950,-0.215,6.388,
4234.000,0.116,5.927,
4234.050,0.405,4.671,
4234.100,0.609,2.717,
4234.150,0.693,0.335,
4234.200,0.644,-2.089,
4234.250,0.471,-4.173,
4234.300,0.204,-5.623,
4234.350,-0.119,-6.288,
4234.400,-0.452,-6.184,
4234.427,,,1.00
4234.450,-0.759,-5.451,
4234.500,-1.012,-4.288,
4234.522,,,0.00
4234.550,-1.195,-2.869,
4234.600,-1.302,-1.330,
4234.650,-1.329,0.251,
4234.700,-1.277,1.838,
4234.750,-1.145,3.398,
4234.800,-0.935,4.880,
4234.850,-0.652,6.142,
4234.900,-0.306,6.969,
4234.950,0.069,7.105,
4235.000,0.435,6.351,
4235.050,0.738,4.671,
4235.100,0.930,2.215,
4235.150,0.975,-0.681,
4235.200,0.862,-3.592,
4235.250,0.602,-6.100,
4235.300,0.226,-7.875,
4235.350,-0.218,-8.765,
4235.400,-0.680,-8.833,
4235.450,-1.122,-8.315,
4235.497,,,1.00
4235.500,-1.521,-7.514,
4235.550,-1.872,-6.676,
4235.592,,,0.00
4235.600,-2.183,-5.953,
4235.650,-2.461,-5.409,
4235.700,-2.717,-5.058,
4235.750,-2.961,-4.896,
4235.800,-3.201,-4.901,
4235.850,-3.446,-5.042,
4235.900,-3.702,-5.267,
4235.950,-3.973,-5.503,
4236.000,-4.255,-5.639,
4236.050,-4.544,-5.571,
4236.100,-4.822,-5.215,
4236.150,-5.077,-4.534,
4236.200,-5.287,-3.550,
4236.250,-5.440,-2.320,
4236.300,-5.524,-0.937,
4236.350,-5.535,0.503,
4236.400,-5.473,1.901,
4236.450,-5.341,3.163,
4236.500,-5.149,4.199,
4236.550,-4.910,4.932,
4236.566,,,1.00
4236.600,-4.643,5.320,
4236.650,-4.367,5.377,
4236.663,,,0.00
4236.700,-4.097,5.178,
4236.750,-3.844,4.822,
4236.800,-3.613,4.398,
4236.850,-3.404,3.964,
4236.900,-3.217,3.550,
4236.950,-3.050,3.152,
4237.000,-2.901,2.744,
4237.050,-2.774,2.288,
4237.100,-2.670,1.754,
4237.150,-2.595,1.126,
4237.200,-2.554,0.372,
4237.250,-2.553,-0.545,
4237.300,-2.601,-1.665,
4237.350,-2.711,-3.005,
4237.400,-2.895,-4.545,
4237.450,-3.160,-6.205,
4237.500,-3.515,-7.817,
4237.550,-3.952,-9.100,
4237.600,-4.448,-9.681,
4237.640,,,1.00
4237.650,-4.957,-9.210,
4237.700,-5.415,-7.514,
4237.735,,,0.00
4237.750,-5.749,-4.707,
4237.800,-5.911,-1.173,
4237.850,-5.873,2.576,
4237.900,-5.642,6.011,
4237.950,-5.245,8.671,
4238.000,-4.736,10.268,
4238.050,-4.178,10.786,
4238.100,-3.629,10.498,
4238.150,-3.116,9.802,
4238.200,-2.648,9.043,
4238.250,-2.218,8.425,
4238.300,-1.814,8.016,
4238.350,-1.423,7.775,
4238.400,-1.038,7.576,
4238.450,-0.661,7.262,
4238.500,-0.303,6.702,
4238.550,0.020,5.812,
4238.600,0.291,4.587,
4238.650,0.489,3.100,
4238.700,0.605,1.513,
4238.710,,,1.00
4238.750,0.636,0.026,
4238.800,0.597,-1.194,
4238.805,,,0.00
4238.850,0.504,-2.037,
4238.900,0.379,-2.471,
4238.950,0.243,-2.503,
4239.000,0.116,-2.199,
4239.050,0.016,-1.670,
4239.100,-0.053,-1.047,
4239.150,-0.088,-0.450,
4239.200,-0.094,0.021,
4239.250,-0.079,0.288,
4239.300,-0.057,0.298,
4239.350,-0.039,0.047,
4239.400,-0.044,-0.429,
4239.450,-0.077,-1.052,
4239.500,-0.148,-1.702,
4239.550,-0.251,-2.257,
4239.600,-0.380,-2.602,
4239.650,-0.522,-2.660,
4239.700,-0.658,-2.382,
4239.750,-0.771,-1.780,
4239.782,,,1.00
4239.800,-0.845,-0.906,
4239.850,-0.869,0.173,
4239.876,,,0.00
4239.900,-0.833,1.398,
4239.950,-0.732,2.707,
4240.000,-0.562,4.000,
4240.050,-0.327,5.126,
4240.100,-0.038,5.870,
4240.150,0.281,6.011,
4240.200,0.591,5.398,
4240.250,0.848,4.006,
4240.300,1.015,1.958,
4240.350,1.059,-0.497,
4240.400,0.968,-3.047,
4240.450,0.746,-5.388,
4240.500,0.413,-7.268,
4240.550,-0.003,-8.519,
4240.600,-0.463,-9.111,
4240.650,-0.933,-9.184,
4240.700,-1.390,-8.995,
4240.750,-1.832,-8.807,
4240.800,-2.264,-8.807,
4240.850,,,1.00
4240.850,-2.702,-9.058,
4240.900,-3.162,-9.488,
4240.945,,,0.00
4240.950,-3.651,-9.875,
4241.000,-4.161,-9.896,
4241.050,-4.665,-9.205,
4241.100,-5.116,-7.582,
4241.150,-5.457,-5.068,
4241.200,-5.644,-1.979,
4241.250,-5.658,1.230,
4241.300,-5.509,4.089,
4241.350,-5.223,6.210,
4241.400,-4.852,7.346,
4241.450,-4.452,7.440,
4241.500,-4.076,6.629,
4241.550,-3.767,5.163,
4241.600,-3.548,3.314,
4241.650,-3.431,1.309,
4241.700,-3.418,-0.691,
4241.750,-3.504,-2.566,
4241.800,-3.682,-4.210,
4241.850,-3.936,-5.493,
4241.900,-4.249,-6.241,
4241.914,,,1.00
4241.950,-4.585,-6.278,
4242.000,-4.906,-5.498,
4242.008,,,0.00
4242.050,-5.163,-3.937,
4242.100,-5.320,-1.791,
4242.150,-5.352,0.634,
4242.200,-5.254,2.985,
4242.250,-5.039,4.932,
4242.300,-4.738,6.231,
4242.350,-4.389,6.770,
4242.400,-4.035,6.603,
4242.450,-3.710,5.870,
4242.500,-3.435,4.739,
4242.550,-3.228,3.335,
4242.600,-3.096,1.754,
4242.650,-3.049,0.052,
4242.700,-3.088,-1.738,
4242.750,-3.220,-3.576,
4242.800,-3.446,-5.383,
4242.850,-3.764,-6.980,
4242.900,-4.159,-8.105,
4242.950,-4.601,-8.440,
4242.982,,,1.00
4243.000,-5.041,-7.734,
4243.050,-5.415,-5.922,
4243.078,,,0.00
4243.100,-5.666,-3.194,
4243.150,-5.752,0.047,
4243.200,-5.661,3.330,
4243.250,-5.405,6.194,
4243.300,-5.014,8.283,
4243.350,-4.541,9.409,
4243.400,-4.040,9.619,
4243.450,-3.556,9.168,
4243.500,-3.113,8.388,
4243.550,-2.717,7.545,
4243.600,-2.362,6.781,
4243.650,-2.044,6.147,
4243.700,-1.753,5.650,
4243.750,-1.483,5.262,
4243.800,-1.228,4.964,
4243.850,-0.990,4.754,
4243.900,-0.757,4.639,
4243.950,-0.528,4.592,
4244.000,-0.298,4.545,
4244.047,,,1.00
4244.050,-0.071,4.430,
4244.100,0.149,4.163,
4244.141,,,0.00
4244.150,0.353,3.691,
4244.200,0.526,2.990,
4244.250,0.660,2.073,
4244.300,0.740,1.005,
4244.350,0.762,-0.136,
4244.400,0.726,-1.241,
4244.450,0.633,-2.220,
4244.500,0.496,-3.011,
4244.550,0.325,-3.587,
4244.600,0.130,-3.953,
4244.650,-0.077,-4.136,
4244.700,-0.287,-4.184,
4244.750,-0.498,-4.147,
4244.800,-0.704,-4.068,
4244.850,-0.905,-3.958,
4244.900,-1.101,-3.812,
4244.950,-1.288,-3.592,
4245.000,-1.464,-3.267,
4245.050,-1.619,-2.822,
4245.100,-1.750,-2.251,
4245.104,,,1.00
4245.150,-1.849,-1.571,
4245.197,,,0.00
4245.200,-1.910,-0.791,
4245.250,-1.931,0.073,
4245.300,-1.905,1.021,
4245.350,-1.832,2.073,
4245.400,-1.703,3.246,
4245.450,-1.511,4.534,
4245.500,-1.252,5.870,
4245.550,-0.922,7.105,
4245.600,-0.531,8.006,
4245.650,-0.101,8.268,
4245.700,0.328,7.613,
4245.750,0.699,5.922,
4245.800,0.953,3.320,
4245.850,1.051,0.157,
4245.900,0.972,-3.084,
4245.950,0.727,-5.906,
4246.000,0.352,-7.906,
4246.050,-0.101,-8.891,
4246.100,-0.572,-8.917,
4246.150,-1.016,-8.241,
4246.157,,,1.00
4246.200,-1.407,-7.199,
4246.250,,,0.00
4246.250,-1.737,-6.074,
4246.300,-2.011,-5.027,
4246.350,-2.235,-4.131,
4246.400,-2.417,-3.414,
4246.450,-2.570,-2.890,
4246.500,-2.700,-2.566,
4246.550,-2.820,-2.440,
4246.600,-2.937,-2.545,
4246.650,-3.065,-2.927,
4246.700,-3.219,-3.618,
4246.750,-3.416,-4.608,
4246.800,-3.671,-5.817,
4246.850,-3.995,-7.090,
4246.900,-4.386,-8.142,
4246.950,-4.829,-8.608,
4247.000,-5.279,-8.163,
4247.050,-5.683,-6.655,
4247.100,-5.980,-4.178,
4247.150,-6.125,-1.016,
4247.200,-6.092,2.445,
4247.206,,,1.00
4247.250,-5.876,5.775,
4247.300,,,0.00
4247.300,-5.495,8.556,
4247.350,-4.989,10.451,
4247.400,-4.412,11.362,
4247.450,-3.823,11.493,
4247.500,-3.252,11.242,
4247.550,-2.702,11.043,
4247.600,-2.161,11.174,
4247.650,-1.601,11.697,
4247.700,-1.001,12.383,
4247.750,-0.353,12.723,
4247.800,0.306,12.106,
4247.850,0.909,10.100,
4247.900,1.368,6.718,
4247.950,1.615,2.377,
4248.000,1.616,-2.304,
4248.050,1.374,-6.665,
4248.100,0.917,-10.095,
4248.150,0.314,-12.158,
4248.200,-0.352,-12.792,
4248.250,-1.004,-12.367,
4248.258,,,1.00
4248.300,-1.602,-11.477,
4248.350,-2.146,-10.655,
4248.351,,,0.00
4248.400,-2.653,-10.174,
4248.450,-3.149,-10.027,
4248.500,-3.651,-10.006,
4248.550,-4.156,-9.776,
4248.600,-4.648,-9.001,
4248.650,-5.085,-7.477,
4248.700,-5.422,-5.241,
4248.750,-5.625,-2.555,
4248.800,-5.680,0.199,
4248.850,-5.594,2.634,
4248.900,-5.394,4.435,
4248.950,-5.121,5.414,
4249.000,-4.822,5.529,
4249.050,-4.541,4.885,
4249.100,-4.315,3.723,
4249.150,-4.163,2.330,
4249.200,-4.084,0.963,
4249.250,-4.073,-0.215,
4249.300,-4.115,-1.105,
4249.305,,,1.00
4249.350,-4.196,-1.655,
4249.400,,,0.00
4249.400,-4.293,-1.864,
4249.450,-4.392,-1.749,
4249.500,-4.478,-1.356,
4249.550,-4.535,-0.754,
4249.600,-4.557,-0.063,
4249.650,-4.540,0.592,
4249.700,-4.492,1.105,
4249.750,-4.422,1.382,
4249.800,-4.343,1.367,
4249.850,-4.274,1.031,
4249.900,-4.230,0.408,
4249.950,-4.225,-0.461,
4250.000,-4.269,-1.508,
4250.050,-4.373,-2.608,
4250.100,-4.535,-3.566,
4250.150,-4.742,-4.157,
4250.200,-4.970,-4.199,
4250.250,-5.185,-3.581,
4250.300,-5.352,-2.320,
4250.350,-5.435,-0.560,
4250.358,,,1.00
4250.400,-5.416,1.461,
4250.450,-5.289,3.471,
4250.454,,,0.00
4250.500,-5.060,5.210,
4250.550,-4.750,6.461,
4250.600,-4.392,7.126,
4250.650,-4.018,7.247,
4250.700,-3.654,6.974,
4250.750,-3.314,6.493,
4250.800,-3.003,5.932,
4250.850,-2.721,5.377,
4250.900,-2.468,4.859,
4250.950,-2.237,4.377,
4251.000,-2.029,3.927,
4251.050,-1.846,3.492,
4251.100,-1.681,3.084,
4251.150,-1.538,2.723,
4251.200,-1.412,2.450,
4251.250,-1.297,2.340,
4251.300,-1.186,2.445,
4251.350,-1.062,2.791,
4251.400,-0.914,3.362,
4251.404,,,1.00
4251.450,-0.732,4.105,
4251.497,,,0.00
4251.500,-0.507,4.922,
4251.550,-0.237,5.639,
4251.600,0.068,6.053,
4251.650,0.385,5.959,
4251.700,0.686,5.231,
4251.750,0.931,3.854,
4251.800,1.090,1.937,
4251.850,1.137,-0.309,
4251.900,1.062,-2.639,
4251.950,0.867,-4.786,
4252.000,0.569,-6.524,
4252.050,0.195,-7.723,
4252.100,-0.223,-8.367,
4252.150,-0.658,-8.566,
4252.200,-1.089,-8.519,
4252.250,-1.510,-8.440,
4252.300,-1.927,-8.503,
4252.350,-2.351,-8.807,
4252.400,-2.798,-9.372,
4252.442,,,1.00
4252.450,-3.281,-10.074,
4252.500,-3.809,-10.619,
4252.535,,,0.00
4252.550,-4.362,-10.592,
4252.600,-4.902,-9.613,
4252.650,-5.366,-7.524,
4252.700,-5.689,-4.477,
4252.750,-5.832,-0.890,
4252.800,-5.779,2.712,
4252.850,-5.543,5.817,
4252.900,-5.165,8.011,
4252.950,-4.701,9.058,
4253.000,-4.218,8.980,
4253.050,-3.773,8.022,
4253.100,-3.399,6.514,
4253.150,-3.113,4.744,
4253.200,-2.923,2.896,
4253.250,-2.826,1.100,
4253.300,-2.818,-0.571,
4253.350,-2.889,-2.084,
4253.400,-3.032,-3.435,
4253.450,-3.237,-4.623,
4253.481,,,1.00
4253.500,-3.500,-5.613,
4253.550,-3.808,-6.309,
4253.573,,,0.00
4253.600,-4.145,-6.571,
4253.650,-4.485,-6.257,
4253.700,-4.794,-5.294,
4253.750,-5.036,-3.723,
4253.800,-5.182,-1.733,
4253.850,-5.213,0.377,
4253.900,-5.137,2.288,
4253.950,-4.968,3.733,
4254.000,-4.741,4.534,
4254.050,-4.489,4.613,
4254.100,-4.255,4.011,
4254.150,-4.070,2.859,
4254.200,-3.957,1.330,
4254.250,-3.930,-0.387,
4254.300,-3.996,-2.094,
4254.350,-4.147,-3.592,
4254.400,-4.368,-4.681,
4254.450,-4.635,-5.157,
4254.500,-4.912,-4.864,
4254.524,,,1.00
4254.550,-5.151,-3.765,
4254.600,-5.312,-1.995,
4254.617,,,0.00
4254.650,-5.364,0.183,
4254.700,-5.297,2.445,
4254.750,-5.111,4.466,
4254.800,-4.832,5.995,
4254.850,-4.489,6.875,
4254.900,-4.120,7.100,
4254.950,-3.760,6.781,
4255.000,-3.431,6.084,
4255.050,-3.145,5.173,
4255.100,-2.911,4.136,
4255.150,-2.728,3.011,
4255.200,-2.606,1.801,
4255.250,-2.546,0.513,
4255.300,-2.553,-0.833,
4255.350,-2.628,-2.220,
4255.400,-2.774,-3.629,
4255.450,-2.991,-5.021,
4255.500,-3.278,-6.330,
4255.550,-3.630,-7.435,
4255.570,,,1.00
4255.600,-4.034,-8.137,
4255.650,-4.466,-8.173,
4255.664,,,0.00
4255.700,-4.884,-7.325,
4255.750,-5.232,-5.540,
4255.800,-5.465,-3.005,
4255.850,-5.546,-0.084,
4255.900,-5.471,2.791,
4255.950,-5.251,5.205,
4256.000,-4.923,6.854,
4256.050,-4.533,7.582,
4256.100,-4.133,7.419,
4256.150,-3.767,6.540,
4256.200,-3.464,5.178,
4256.250,-3.241,3.534,
4256.300,-3.105,1.738,
4256.350,-3.065,-0.115,
4256.400,-3.118,-1.969,
4256.450,-3.263,-3.765,
4256.500,-3.498,-5.414,
4256.550,-3.814,-6.760,
4256.600,-4.191,-7.576,
4256.617,,,1.00
4256.650,-4.598,-7.629,
4256.700,-4.987,-6.744,
4256.711,,,0.00
4256.750,-5.306,-4.911,
4256.800,-5.506,-2.340,
4256.850,-5.553,0.592,
4256.900,-5.443,3.440,
4256.950,-5.191,5.796,
4257.000,-4.835,7.367,
4257.050,-4.422,8.032,
4257.100,-4.002,7.875,
4257.150,-3.614,7.105,
4257.200,-3.280,5.948,
4257.250,-3.013,4.576,
4257.300,-2.820,3.100,
4257.350,-2.702,1.587,
4257.400,-2.661,0.073,
4257.450,-2.695,-1.424,
4257.500,-2.804,-2.890,
4257.550,-2.986,-4.304,
4257.600,-3.237,-5.613,
4257.650,-3.553,-6.723,
4257.663,,,1.00
4257.700,-3.921,-7.482,
4257.750,-4.320,-7.681,
4257.756,,,0.00
4257.800,-4.716,-7.116,
4257.850,-5.063,-5.692,
4257.900,-5.312,-3.519,
4257.950,-5.430,-0.901,
4258.000,-5.404,1.765,
4258.050,-5.242,4.084,
4258.100,-4.972,5.749,
4258.150,-4.637,6.576,
4258.200,-4.284,6.540,
4258.250,-3.957,5.760,
4258.300,-3.690,4.430,
4258.350,-3.503,2.744,
4258.400,-3.409,0.859,
4258.450,-3.415,-1.100,
4258.500,-3.520,-3.021,
4258.550,-3.721,-4.780,
4258.600,-4.009,-6.199,
4258.650,-4.361,-7.027,
4258.700,-4.741,-7.021,
4258.708,,,1.00
4258.750,-5.097,-6.053,
4258.800,-5.378,-4.168,
4258.802,,,0.00
4258.850,-5.539,-1.607,
4258.900,-5.550,1.251,
4258.950,-5.408,3.990,
4259.000,-5.133,6.236,
4259.050,-4.758,7.723,
4259.100,-4.329,8.357,
4259.150,-3.896,8.236,
4259.200,-3.489,7.587,
4259.250,-3.127,6.650,
4259.300,-2.821,5.587,
4259.350,-2.568,4.487,
4259.400,-2.372,3.388,
4259.450,-2.231,2.314,
4259.500,-2.143,1.309,
4259.550,-2.103,0.419,
4259.600,-2.106,-0.298,
4259.650,-2.141,-0.817,
4259.700,-2.194,-1.141,
4259.750,,,1.00
4259.750,-2.260,-1.293,
4259.800,-2.329,-1.293,
4259.844,,,0.00
4259.850,-2.394,-1.157,
4259.900,-2.449,-0.916,
4259.950,-2.488,-0.597,
4260.000,-2.510,-0.230,
4260.050,-2.512,0.136,
4260.100,-2.494,0.461,
4260.150,-2.463,0.712,
4260.200,-2.421,0.864,
4260.250,-2.372,0.890,
4260.300,-2.326,0.764,
4260.350,-2.290,0.471,
4260.400,-2.273,-0.005,
4260.450,-2.284,-0.691,
4260.500,-2.334,-1.597,
4260.550,-2.436,-2.691,
4260.600,-2.600,-3.927,
4260.650,-2.826,-5.241,
4260.700,-3.123,-6.566,
4260.750,-3.486,-7.781,
4260.799,,,1.00
4260.800,-3.910,-8.660,
4260.850,-4.373,-8.917,
4260.892,,,0.00
4260.900,-4.833,-8.268,
4260.950,-5.237,-6.587,
4261.000,-5.526,-4.000,
4261.050,-5.656,-0.859,
4261.100,-5.614,2.356,
4261.150,-5.407,5.178,
4261.200,-5.069,7.241,
4261.250,-4.648,8.330,
4261.300,-4.200,8.446,
4261.350,-3.776,7.770,
4261.400,-3.407,6.576,
4261.450,-3.110,5.110,
4261.500,-2.893,3.524,
4261.550,-2.757,1.906,
4261.600,-2.703,0.304,
4261.650,-2.728,-1.257,
4261.700,-2.831,-2.744,
4261.750,-3.007,-4.142,
4261.800,-3.248,-5.404,
4261.849,,,1.00
4261.850,-3.553,-6.456,
4261.900,-3.905,-7.163,
4261.943,,,0.00
4261.950,-4.287,-7.336,
4262.000,-4.664,-6.802,
4262.050,-4.995,-5.472,
4262.100,-5.237,-3.451,
4262.150,-5.355,-1.011,
4262.200,-5.339,1.471,
4262.250,-5.196,3.629,
4262.300,-4.954,5.178,
4262.350,-4.651,5.948,
4262.400,-4.331,5.906,
4262.450,-4.035,5.147,
4262.500,-3.798,3.833,
4262.550,-3.640,2.152,
4262.600,-3.577,0.278,
4262.650,-3.611,-1.655,
4262.700,-3.743,-3.503,
4262.750,-3.969,-5.100,
4262.800,-4.269,-6.215,
4262.850,-4.615,-6.608,
4262.896,,,1.00
4262.900,-4.962,-6.105,
4262.950,-5.259,-4.676,
4262.988,,,0.00
4263.000,-5.457,-2.487,
4263.050,-5.523,0.147,
4263.100,-5.444,2.848,
4263.150,-5.228,5.241,
4263.200,-4.898,7.006,
4263.250,-4.497,7.964,
4263.300,-4.073,8.142,
4263.350,-3.663,7.728,
4263.400,-3.289,6.953,
4263.450,-2.963,5.995,
4263.500,-2.688,4.958,
4263.550,-2.466,3.901,
4263.600,-2.298,2.848,
4263.650,-2.182,1.827,
4263.700,-2.117,0.880,
4263.750,-2.099,0.063,
4263.800,-2.117,-0.586,
4263.850,-2.163,-1.063,
4263.900,-2.229,-1.377,
4263.940,,,1.00
4263.950,-2.306,-1.545,
4264.000,-2.388,-1.571,
4264.033,,,0.00
4264.050,-2.468,-1.477,
4264.100,-2.538,-1.283,
4264.150,-2.598,-1.026,
4264.200,-2.642,-0.754,
4264.250,-2.672,-0.524,
4264.300,-2.691,-0.382,
4264.350,-2.706,-0.361,
4264.400,-2.722,-0.492,
4264.450,-2.749,-0.812,
4264.500,-2.796,-1.356,
4264.550,-2.876,-2.168,
4264.600,-3.002,-3.299,
4264.650,-3.193,-4.749,
4264.700,-3.468,-6.430,
4264.750,-3.834,-8.105,
4264.800,-4.290,-9.399,
4264.850,-4.803,-9.859,
4264.900,-5.319,-9.116,
4264.950,-5.763,-7.063,
4264.993,,,1.00
4265.000,-6.065,-3.911,
4265.050,-6.176,-0.094,
4265.087,,,0.00
4265.100,-6.079,3.864,
4265.150,-5.777,7.456,
4265.200,-5.305,10.226,
4265.250,-4.714,11.880,
4265.300,-4.075,12.462,
4265.350,-3.443,12.341,
4265.400,-2.837,12.027,
4265.450,-2.249,11.912,
4265.500,-1.660,12.121,
