"Time (s) Run #4","Angle, Ch P2 (rad) Run #4","Angular Velocity, Ch P2 (rad/s) Run #4","State Run #4"
332.800,-2.138,12.134,
332.820,-1.893,12.213,
332.840,-1.648,12.148,
332.860,-1.406,11.990,
332.880,-1.167,11.781,
332.900,-0.935,11.558,
332.920,-0.705,11.362,
332.940,-0.481,11.205,
332.960,-0.258,11.087,
332.980,-0.038,11.048,
333.000,0.182,11.100,
333.020,0.405,11.244,
333.040,0.631,11.441,
333.060,0.862,11.689,
333.080,1.098,11.977,
333.100,1.341,12.278,
333.120,1.590,12.527,
333.140,1.844,12.671,
333.160,2.099,12.658,
333.180,2.353,12.449,
333.200,2.600,12.030,
333.220,2.837,11.362,
333.240,3.058,10.446,
333.260,3.258,9.268,
333.280,3.432,7.867,
333.300,3.575,6.283,
333.320,3.685,4.568,
333.340,3.759,2.762,
333.360,3.797,0.890,
333.380,3.795,-0.995,
333.400,3.756,-2.854,
333.420,3.680,-4.621,
333.440,3.569,-6.270,
333.460,3.427,-7.762,
333.480,3.256,-9.058,
333.500,3.061,-10.145,
333.520,2.848,-10.996,
333.540,2.619,-11.598,
333.560,2.380,-11.925,
333.580,2.138,-12.017,
333.600,1.898,-11.912,
333.620,1.659,-11.650,
333.627,,,1.00
333.640,1.429,-11.270,
333.660,1.208,-10.825,
333.680,0.996,-10.354,
333.700,0.793,-9.857,
333.707,,,0.00
333.720,0.602,-9.372,
333.740,0.419,-8.940,
333.760,0.245,-8.574,
333.780,0.077,-8.273,
333.800,-0.085,-8.024,
333.820,-0.243,-7.841,
333.840,-0.397,-7.710,
333.860,-0.551,-7.631,
333.880,-0.702,-7.605,
333.900,-0.855,-7.618,
333.920,-1.007,-7.671,
333.940,-1.161,-7.736,
333.960,-1.316,-7.815,
333.980,-1.473,-7.880,
334.000,-1.632,-7.919,
334.020,-1.791,-7.919,
334.040,-1.949,-7.867,
334.060,-2.106,-7.736,
334.080,-2.260,-7.514,
334.100,-2.408,-7.213,
334.120,-2.549,-6.820,
334.140,-2.683,-6.322,
334.160,-2.804,-5.733,
334.180,-2.912,-5.066,
334.200,-3.008,-4.346,
334.220,-3.087,-3.574,
334.240,-3.151,-2.762,
334.260,-3.198,-1.937,
334.280,-3.228,-1.126,
334.300,-3.242,-0.353,
334.320,-3.242,0.380,
334.340,-3.226,1.060,
334.360,-3.198,1.676,
334.380,-3.159,2.212,
334.400,-3.109,2.683,
334.420,-3.050,3.076,
334.440,-2.985,3.390,
334.460,-2.914,3.639,
334.480,-2.838,3.822,
334.500,-2.760,3.927,
334.520,-2.680,3.953,
334.540,-2.601,3.940,
334.560,-2.523,3.888,
334.580,-2.444,3.796,
334.600,-2.370,3.652,
334.620,-2.298,3.482,
334.640,-2.231,3.299,
334.660,-2.166,3.102,
334.680,-2.106,2.906,
334.696,,,1.00
334.700,-2.050,2.710,
334.720,-1.998,2.513,
334.740,-1.949,2.304,
334.760,-1.905,2.107,
334.777,,,0.00
334.780,-1.866,1.924,
334.800,-1.828,1.754,
334.820,-1.795,1.597,
334.840,-1.766,1.453,
334.860,-1.737,1.322,
334.880,-1.712,1.191,
334.900,-1.690,1.073,
334.920,-1.670,0.969,
334.940,-1.651,0.864,
334.960,-1.635,0.759,
334.980,-1.621,0.654,
335.000,-1.608,0.550,
335.020,-1.599,0.445,
335.040,-1.591,0.340,
335.060,-1.585,0.223,
335.080,-1.582,0.092,
335.100,-1.582,-0.052,
335.120,-1.583,-0.209,
335.140,-1.590,-0.380,
335.160,-1.599,-0.563,
335.180,-1.612,-0.772,
335.200,-1.629,-1.008,
335.220,-1.652,-1.257,
335.240,-1.679,-1.532,
335.260,-1.712,-1.833,
335.280,-1.753,-2.160,
335.300,-1.799,-2.487,
335.320,-1.852,-2.827,
335.340,-1.912,-3.194,
335.360,-1.979,-3.547,
335.380,-2.055,-3.888,
335.400,-2.135,-4.215,
335.420,-2.223,-4.529,
335.440,-2.317,-4.804,
335.460,-2.416,-5.000,
335.480,-2.518,-5.131,
335.500,-2.622,-5.197,
335.520,-2.727,-5.157,
335.540,-2.831,-5.000,
335.560,-2.928,-4.739,
335.580,-3.021,-4.372,
335.600,-3.105,-3.888,
335.620,-3.178,-3.286,
335.640,-3.237,-2.592,
335.660,-3.283,-1.833,
335.680,-3.311,-0.995,
335.700,-3.324,-0.105,
335.720,-3.316,0.798,
335.740,-3.291,1.715,
335.760,-3.248,2.618,
335.770,,,1.00
335.780,-3.186,3.508,
335.800,-3.107,4.359,
335.820,-3.011,5.144,
335.840,-2.900,5.851,
335.851,,,0.00
335.860,-2.776,6.466,
335.880,-2.641,6.990,
335.900,-2.494,7.409,
335.920,-2.342,7.710,
335.940,-2.185,7.906,
335.960,-2.025,7.998,
335.980,-1.863,7.998,
336.000,-1.704,7.919,
336.020,-1.546,7.775,
336.040,-1.392,7.579,
336.060,-1.243,7.343,
336.080,-1.098,7.121,
336.100,-0.958,6.912,
336.120,-0.822,6.715,
336.140,-0.690,6.532,
336.160,-0.561,6.362,
336.180,-0.435,6.218,
336.200,-0.313,6.113,
336.220,-0.192,6.048,
336.240,-0.071,5.995,
336.260,0.049,5.956,
336.280,0.167,5.956,
336.300,0.286,6.008,
336.320,0.407,6.074,
336.340,0.529,6.139,
336.360,0.652,6.218,
336.380,0.778,6.309,
336.400,0.905,6.388,
336.420,1.034,6.453,
336.440,1.162,6.519,
336.460,1.294,6.571,
336.480,1.426,6.571,
336.500,1.558,6.519,
336.520,1.687,6.427,
336.540,1.816,6.283,
336.560,1.940,6.061,
336.580,2.059,5.760,
336.600,2.171,5.406,
336.620,2.276,4.974,
336.640,2.372,4.477,
336.660,2.455,3.914,
336.680,2.529,3.325,
336.700,2.589,2.710,
336.720,2.637,2.081,
336.740,2.672,1.453,
336.760,2.695,0.838,
336.780,2.705,0.262,
336.800,2.705,-0.262,
336.820,2.694,-0.720,
336.840,2.675,-1.126,
336.843,,,1.00
336.860,2.648,-1.466,
336.880,2.615,-1.754,
336.900,2.578,-1.963,
336.920,2.535,-2.107,
336.923,,,0.00
336.940,2.493,-2.173,
336.960,2.447,-2.173,
336.980,2.405,-2.107,
337.000,2.362,-1.963,
337.020,2.325,-1.780,
337.040,2.292,-1.558,
337.060,2.262,-1.296,
337.080,2.238,-0.995,
337.100,2.223,-0.681,
337.120,2.212,-0.367,
337.140,2.207,-0.039,
337.160,2.210,0.301,
337.180,2.220,0.602,
337.200,2.235,0.877,
337.220,2.254,1.126,
337.240,2.281,1.335,
337.260,2.309,1.505,
337.280,2.340,1.636,
337.300,2.375,1.728,
337.320,2.411,1.741,
337.340,2.446,1.689,
337.360,2.479,1.584,
337.380,2.510,1.427,
337.400,2.537,1.217,
337.420,2.559,0.942,
337.440,2.576,0.615,
337.460,2.584,0.236,
337.480,2.586,-0.183,
337.500,2.578,-0.615,
337.520,2.560,-1.073,
337.540,2.535,-1.545,
337.560,2.499,-2.016,
337.580,2.454,-2.487,
337.600,2.400,-2.932,
337.620,2.336,-3.364,
337.640,2.265,-3.757,
337.660,2.185,-4.084,
337.680,2.100,-4.359,
337.700,2.011,-4.568,
337.720,1.916,-4.725,
337.740,1.821,-4.804,
337.760,1.723,-4.804,
337.780,1.627,-4.739,
337.800,1.533,-4.621,
337.820,1.442,-4.451,
337.840,1.354,-4.228,
337.860,1.272,-3.966,
337.880,1.195,-3.665,
337.900,1.125,-3.325,
337.913,,,1.00
337.920,1.062,-2.945,
337.940,1.007,-2.539,
337.960,0.960,-2.107,
337.980,0.922,-1.662,
337.993,,,0.00
338.000,0.894,-1.204,
338.020,0.873,-0.733,
338.040,0.864,-0.236,
338.060,0.864,0.288,
338.080,0.875,0.812,
338.100,0.897,1.348,
338.120,0.928,1.898,
338.140,0.972,2.474,
338.160,1.027,3.063,
338.180,1.095,3.652,
338.200,1.173,4.254,
338.220,1.264,4.869,
338.240,1.368,5.485,
338.260,1.484,6.061,
338.280,1.612,6.597,
338.300,1.748,7.095,
338.320,1.896,7.527,
338.340,2.051,7.854,
338.360,2.212,8.063,
338.380,2.375,8.142,
338.400,2.540,8.063,
338.420,2.700,7.802,
338.440,2.854,7.343,
338.460,2.997,6.702,
338.480,3.124,5.890,
338.500,3.234,4.922,
338.520,3.324,3.822,
338.540,3.388,2.605,
338.560,3.429,1.322,
338.580,3.442,0.000,
338.600,3.429,-1.361,
338.620,3.388,-2.710,
338.640,3.319,-4.032,
338.660,3.226,-5.275,
338.680,3.107,-6.427,
338.700,2.967,-7.461,
338.720,2.807,-8.351,
338.740,2.631,-9.098,
338.760,2.441,-9.673,
338.780,2.242,-10.079,
338.800,2.036,-10.315,
338.820,1.827,-10.407,
338.840,1.618,-10.380,
338.860,1.411,-10.263,
338.880,1.206,-10.079,
338.900,1.007,-9.857,
338.920,0.812,-9.608,
338.940,0.622,-9.372,
338.960,0.438,-9.176,
338.980,0.256,-9.032,
338.986,,,1.00
339.000,0.077,-8.954,
339.020,-0.101,-8.927,
339.040,-0.280,-8.954,
339.060,-0.459,-9.019,
339.065,,,0.00
339.080,-0.639,-9.137,
339.100,-0.823,-9.294,
339.120,-1.012,-9.451,
339.140,-1.202,-9.595,
339.160,-1.395,-9.726,
339.180,-1.591,-9.804,
339.200,-1.789,-9.791,
339.220,-1.984,-9.673,
339.240,-2.177,-9.425,
339.260,-2.364,-9.032,
339.280,-2.540,-8.482,
339.300,-2.705,-7.802,
339.320,-2.854,-6.977,
339.340,-2.986,-6.008,
339.360,-3.096,-4.922,
339.380,-3.184,-3.744,
339.400,-3.247,-2.513,
339.420,-3.285,-1.257,
339.440,-3.297,-0.026,
339.460,-3.285,1.165,
339.480,-3.250,2.291,
339.500,-3.192,3.325,
339.520,-3.115,4.241,
339.540,-3.021,5.013,
339.560,-2.912,5.642,
339.580,-2.793,6.113,
339.600,-2.666,6.427,
339.620,-2.534,6.571,
339.640,-2.400,6.545,
339.660,-2.270,6.362,
339.680,-2.144,6.048,
339.700,-2.026,5.616,
339.720,-1.918,5.066,
339.740,-1.822,4.424,
339.760,-1.740,3.704,
339.780,-1.673,2.945,
339.800,-1.623,2.160,
339.820,-1.587,1.361,
339.840,-1.568,0.576,
339.860,-1.565,-0.183,
339.880,-1.576,-0.903,
339.900,-1.601,-1.597,
339.920,-1.640,-2.251,
339.940,-1.692,-2.854,
339.960,-1.755,-3.377,
339.980,-1.828,-3.822,
340.000,-1.909,-4.189,
340.020,-1.996,-4.464,
340.040,-2.089,-4.647,
340.055,,,1.00
340.060,-2.183,-4.712,
340.080,-2.279,-4.673,
340.100,-2.372,-4.529,
340.120,-2.461,-4.267,
340.135,,,0.00
340.140,-2.545,-3.901,
340.160,-2.619,-3.430,
340.180,-2.683,-2.867,
340.200,-2.735,-2.225,
340.220,-2.772,-1.505,
340.240,-2.796,-0.746,
340.260,-2.802,0.026,
340.280,-2.794,0.798,
340.300,-2.771,1.545,
340.320,-2.732,2.265,
340.340,-2.680,2.945,
340.360,-2.614,3.574,
340.380,-2.535,4.123,
340.400,-2.447,4.568,
340.420,-2.351,4.935,
340.440,-2.249,5.210,
340.460,-2.141,5.380,
340.480,-2.033,5.445,
340.500,-1.923,5.419,
340.520,-1.814,5.315,
340.540,-1.709,5.105,
340.560,-1.608,4.817,
340.580,-1.516,4.464,
340.600,-1.429,4.045,
340.620,-1.352,3.574,
340.640,-1.286,3.063,
340.660,-1.230,2.513,
340.680,-1.184,1.924,
340.700,-1.153,1.296,
340.720,-1.133,0.654,
340.740,-1.126,0.000,
340.760,-1.133,-0.694,
340.780,-1.153,-1.414,
340.800,-1.189,-2.160,
340.820,-1.239,-2.919,
340.840,-1.305,-3.691,
340.860,-1.387,-4.477,
340.880,-1.484,-5.249,
340.900,-1.598,-5.982,
340.920,-1.725,-6.650,
340.940,-1.865,-7.252,
340.960,-2.015,-7.762,
340.980,-2.177,-8.142,
341.000,-2.344,-8.364,
341.020,-2.513,-8.417,
341.040,-2.683,-8.286,
341.060,-2.848,-7.933,
341.080,-3.003,-7.370,
341.100,-3.145,-6.637,
341.120,-3.270,-5.733,
341.132,,,1.00
341.140,-3.377,-4.660,
341.160,-3.459,-3.456,
341.180,-3.515,-2.160,
341.200,-3.547,-0.798,
341.214,,,0.00
341.220,-3.548,0.602,
341.240,-3.522,2.003,
341.260,-3.468,3.364,
341.280,-3.387,4.686,
341.300,-3.280,5.943,
341.320,-3.148,7.082,
341.340,-2.994,8.090,
341.360,-2.823,8.927,
341.380,-2.634,9.595,
341.400,-2.436,10.092,
341.420,-2.229,10.420,
341.440,-2.017,10.590,
341.460,-1.803,10.603,
341.480,-1.591,10.485,
341.500,-1.382,10.289,
341.520,-1.180,10.053,
341.540,-0.980,9.804,
341.560,-0.787,9.556,
341.580,-0.598,9.307,
341.600,-0.415,9.084,
341.620,-0.236,8.901,
341.640,-0.060,8.770,
341.660,0.115,8.692,
341.680,0.287,8.652,
341.700,0.460,8.666,
341.720,0.633,8.731,
341.740,0.809,8.823,
341.760,0.986,8.914,
341.780,1.166,8.993,
341.800,1.346,9.058,
341.820,1.528,9.098,
341.840,1.711,9.071,
341.860,1.893,8.954,
341.880,2.070,8.718,
341.900,2.243,8.351,
341.920,2.406,7.854,
341.940,2.559,7.213,
341.960,2.697,6.440,
341.980,2.818,5.537,
342.000,2.920,4.542,
342.020,3.000,3.482,
342.040,3.060,2.382,
342.060,3.096,1.270,
342.080,3.110,0.170,
342.100,3.102,-0.877,
342.120,3.074,-1.859,
342.140,3.027,-2.749,
342.160,2.963,-3.534,
342.180,2.884,-4.215,
342.200,2.793,-4.765,
342.208,,,1.00
342.220,2.691,-5.184,
342.240,2.584,-5.459,
342.260,2.471,-5.589,
342.280,2.358,-5.589,
342.288,,,0.00
342.300,2.246,-5.459,
342.320,2.138,-5.236,
342.340,2.036,-4.909,
342.360,1.940,-4.490,
342.380,1.855,-4.006,
342.400,1.780,-3.469,
342.420,1.715,-2.893,
342.440,1.663,-2.265,
342.460,1.624,-1.623,
342.480,1.599,-0.982,
342.500,1.585,-0.353,
342.520,1.585,0.262,
342.540,1.596,0.864,
342.560,1.619,1.453,
342.580,1.654,2.016,
342.600,1.701,2.539,
342.620,1.756,3.024,
342.640,1.822,3.469,
342.660,1.896,3.862,
342.680,1.978,4.176,
342.700,2.064,4.411,
342.720,2.155,4.568,
342.740,2.248,4.634,
342.760,2.342,4.595,
342.780,2.433,4.451,
342.800,2.521,4.189,
342.820,2.603,3.809,
342.840,2.675,3.325,
342.860,2.736,2.749,
342.880,2.787,2.081,
342.900,2.821,1.335,
342.920,2.840,0.537,
342.940,2.843,-0.288,
342.960,2.829,-1.126,
342.980,2.798,-1.950,
343.000,2.750,-2.736,
343.020,2.688,-3.482,
343.040,2.611,-4.176,
343.060,2.520,-4.791,
343.080,2.417,-5.315,
343.100,2.306,-5.733,
343.120,2.187,-6.048,
343.140,2.062,-6.244,
343.160,1.935,-6.322,
343.180,1.808,-6.296,
343.200,1.682,-6.178,
343.220,1.560,-5.982,
343.240,1.442,-5.707,
343.260,1.330,-5.367,
343.280,1.227,-4.974,
343.284,,,1.00
343.300,1.131,-4.555,
343.320,1.045,-4.110,
343.340,0.966,-3.652,
343.360,0.898,-3.168,
343.364,,,0.00
343.380,0.839,-2.670,
343.400,0.792,-2.160,
343.420,0.752,-1.636,
343.440,0.726,-1.126,
343.460,0.708,-0.602,
343.480,0.701,-0.092,
343.500,0.705,0.432,
343.520,0.718,0.956,
343.540,0.743,1.492,
343.560,0.778,2.042,
343.580,0.825,2.579,
343.600,0.881,3.129,
343.620,0.949,3.678,
343.640,1.029,4.241,
343.660,1.118,4.804,
343.680,1.221,5.367,
343.700,1.334,5.917,
343.720,1.458,6.414,
343.740,1.591,6.859,
343.760,1.733,7.252,
343.780,1.882,7.579,
343.800,2.037,7.802,
343.820,2.196,7.880,
343.840,2.355,7.815,
343.860,2.510,7.605,
343.880,2.661,7.226,
343.900,2.802,6.663,
343.920,2.930,5.917,
343.940,3.041,5.013,
343.960,3.132,3.979,
343.980,3.201,2.841,
344.000,3.247,1.623,
344.020,3.267,0.340,
344.040,3.261,-0.969,
344.060,3.228,-2.251,
344.080,3.170,-3.482,
344.100,3.088,-4.634,
344.120,2.983,-5.694,
344.140,2.859,-6.637,
344.160,2.716,-7.435,
344.180,2.559,-8.077,
344.200,2.391,-8.535,
344.220,2.215,-8.823,
344.240,2.036,-8.940,
344.260,1.855,-8.914,
344.280,1.678,-8.770,
344.300,1.503,-8.535,
344.320,1.335,-8.221,
344.340,1.173,-7.841,
344.349,,,1.00
344.360,1.021,-7.435,
344.380,0.877,-7.016,
344.400,0.740,-6.597,
344.420,0.613,-6.165,
344.428,,,0.00
344.440,0.493,-5.747,
344.460,0.383,-5.367,
344.480,0.280,-5.013,
344.500,0.182,-4.673,
344.520,0.093,-4.359,
344.540,0.009,-4.084,
344.560,-0.071,-3.835,
344.580,-0.145,-3.613,
344.600,-0.214,-3.416,
344.620,-0.281,-3.259,
344.640,-0.344,-3.115,
344.660,-0.405,-2.998,
344.680,-0.463,-2.919,
344.700,-0.522,-2.867,
344.720,-0.578,-2.854,
344.740,-0.635,-2.880,
344.760,-0.693,-2.958,
344.780,-0.752,-3.063,
344.800,-0.815,-3.194,
344.820,-0.880,-3.364,
344.840,-0.949,-3.574,
344.860,-1.023,-3.835,
344.880,-1.101,-4.150,
344.900,-1.188,-4.516,
344.920,-1.282,-4.909,
344.940,-1.384,-5.315,
344.960,-1.494,-5.747,
344.980,-1.613,-6.192,
345.000,-1.742,-6.637,
345.020,-1.879,-7.042,
345.040,-2.025,-7.409,
345.060,-2.176,-7.723,
345.080,-2.334,-7.946,
345.100,-2.496,-8.063,
345.120,-2.658,-8.050,
345.140,-2.820,-7.919,
345.160,-2.977,-7.645,
345.180,-3.127,-7.199,
345.200,-3.267,-6.584,
345.220,-3.393,-5.825,
345.240,-3.501,-4.948,
345.260,-3.592,-3.953,
345.280,-3.662,-2.854,
345.300,-3.707,-1.676,
345.320,-3.729,-0.458,
345.340,-3.726,0.798,
345.360,-3.698,2.068,
345.380,-3.643,3.325,
345.400,-3.564,4.542,
345.419,,,1.00
345.420,-3.460,5.694,
345.440,-3.335,6.768,
345.460,-3.189,7.736,
345.480,-3.024,8.587,
345.500,,,0.00
345.500,-2.843,9.281,
345.520,-2.650,9.817,
345.540,-2.449,10.197,
345.560,-2.240,10.433,
345.580,-2.029,10.524,
345.600,-1.817,10.485,
345.620,-1.608,10.341,
345.640,-1.403,10.132,
345.660,-1.203,9.909,
345.680,-1.007,9.700,
345.700,-0.815,9.516,
345.720,-0.627,9.346,
345.740,-0.441,9.228,
345.760,-0.259,9.176,
345.780,-0.075,9.202,
345.800,0.108,9.294,
345.820,0.295,9.451,
345.840,0.485,9.687,
345.860,0.682,9.988,
345.880,0.884,10.341,
345.900,1.095,10.708,
345.920,1.313,11.061,
345.940,1.538,11.375,
345.960,1.769,11.624,
345.980,2.004,11.768,
346.000,2.242,11.742,
346.020,2.477,11.493,
346.040,2.705,10.996,
346.060,2.920,10.263,
346.080,3.118,9.294,
346.100,3.296,8.103,
346.120,3.445,6.715,
346.140,3.566,5.157,
346.160,3.654,3.469,
346.180,3.706,1.702,
346.200,3.721,-0.079,
346.220,3.702,-1.846,
346.240,3.647,-3.587,
346.260,3.558,-5.249,
346.280,3.435,-6.781,
346.300,3.285,-8.155,
346.320,3.107,-9.333,
346.340,2.908,-10.276,
346.360,2.692,-10.969,
346.380,2.466,-11.428,
346.400,2.232,-11.663,
346.420,1.996,-11.689,
346.440,1.762,-11.545,
346.460,1.533,-11.257,
346.478,,,1.00
346.480,1.310,-10.865,
346.500,1.098,-10.420,
346.520,0.894,-9.961,
346.540,0.699,-9.516,
346.557,,,0.00
346.560,0.514,-9.084,
346.580,0.336,-8.705,
346.600,0.167,-8.378,
346.620,0.002,-8.116,
346.640,-0.157,-7.906,
346.660,-0.314,-7.762,
346.680,-0.467,-7.684,
346.700,-0.620,-7.658,
346.720,-0.773,-7.671,
346.740,-0.927,-7.697,
346.760,-1.081,-7.749,
346.780,-1.236,-7.828,
346.800,-1.393,-7.906,
346.820,-1.554,-7.959,
346.840,-1.712,-7.972,
346.860,-1.872,-7.919,
346.880,-2.031,-7.802,
346.900,-2.185,-7.605,
346.920,-2.336,-7.330,
346.940,-2.480,-6.964,
346.960,-2.615,-6.493,
346.980,-2.741,-5.930,
347.000,-2.854,-5.275,
347.020,-2.953,-4.555,
347.040,-3.036,-3.783,
347.060,-3.105,-2.971,
347.080,-3.156,-2.147,
347.100,-3.190,-1.322,
347.120,-3.209,-0.524,
347.140,-3.211,0.236,
347.160,-3.198,0.929,
347.180,-3.173,1.558,
347.200,-3.135,2.121,
347.220,-3.087,2.605,
347.240,-3.030,2.998,
347.260,-2.966,3.299,
347.280,-2.897,3.521,
347.300,-2.824,3.665,
347.320,-2.749,3.744,
347.340,-2.673,3.757,
347.360,-2.598,3.718,
347.380,-2.524,3.626,
347.400,-2.452,3.482,
347.420,-2.384,3.312,
347.440,-2.320,3.129,
347.460,-2.259,2.945,
347.480,-2.202,2.736,
347.500,-2.149,2.513,
347.520,-2.102,2.291,
347.538,,,1.00
347.540,-2.058,2.081,
347.560,-2.018,1.898,
347.580,-1.982,1.728,
347.600,-1.949,1.571,
347.618,,,0.00
347.620,-1.920,1.414,
347.640,-1.893,1.270,
347.660,-1.869,1.152,
347.680,-1.847,1.060,
347.700,-1.827,0.982,
347.720,-1.808,0.903,
347.740,-1.791,0.825,
347.760,-1.775,0.759,
347.780,-1.761,0.720,
347.800,-1.747,0.681,
347.820,-1.733,0.628,
347.840,-1.722,0.576,
347.860,-1.711,0.524,
347.880,-1.700,0.458,
347.900,-1.692,0.367,
347.920,-1.685,0.262,
347.940,-1.681,0.157,
347.960,-1.679,0.039,
347.980,-1.679,-0.105,
348.000,-1.682,-0.275,
348.020,-1.690,-0.471,
348.040,-1.701,-0.681,
348.060,-1.717,-0.903,
348.080,-1.737,-1.152,
348.100,-1.762,-1.440,
348.120,-1.794,-1.754,
348.140,-1.833,-2.094,
348.160,-1.877,-2.435,
348.180,-1.931,-2.788,
348.200,-1.989,-3.155,
348.220,-2.056,-3.508,
348.240,-2.130,-3.848,
348.260,-2.210,-4.163,
348.280,-2.297,-4.451,
348.300,-2.389,-4.686,
348.320,-2.485,-4.856,
348.340,-2.584,-4.948,
348.360,-2.684,-4.961,
348.380,-2.783,-4.869,
348.400,-2.881,-4.660,
348.420,-2.972,-4.333,
348.440,-3.055,-3.888,
348.460,-3.129,-3.351,
348.480,-3.190,-2.710,
348.500,-3.239,-1.963,
348.520,-3.270,-1.152,
348.540,-3.285,-0.288,
348.560,-3.283,0.602,
348.580,-3.261,1.518,
348.600,-3.222,2.422,
348.600,,,1.00
348.620,-3.164,3.299,
348.640,-3.090,4.150,
348.660,-2.997,4.948,
348.680,-2.890,5.668,
348.681,,,0.00
348.700,-2.769,6.296,
348.720,-2.637,6.833,
348.740,-2.494,7.265,
348.760,-2.345,7.592,
348.780,-2.190,7.802,
348.800,-2.031,7.906,
348.820,-1.872,7.906,
348.840,-1.714,7.828,
348.860,-1.558,7.684,
348.880,-1.406,7.501,
348.900,-1.258,7.291,
348.920,-1.114,7.069,
348.940,-0.975,6.846,
348.960,-0.840,6.637,
348.980,-0.710,6.440,
349.000,-0.583,6.244,
349.020,-0.460,6.074,
349.040,-0.341,5.930,
349.060,-0.223,5.825,
349.080,-0.108,5.733,
349.100,0.006,5.668,
349.120,0.118,5.629,
349.140,0.231,5.616,
349.160,0.342,5.629,
349.180,0.456,5.642,
349.200,0.569,5.668,
349.220,0.682,5.694,
349.240,0.796,5.720,
349.260,0.911,5.747,
349.280,1.026,5.760,
349.300,1.142,5.760,
349.320,1.257,5.733,
349.340,1.371,5.681,
349.360,1.484,5.616,
349.380,1.596,5.511,
349.400,1.706,5.354,
349.420,1.811,5.157,
349.440,1.912,4.935,
349.460,2.009,4.686,
349.480,2.100,4.398,
349.500,2.185,4.071,
349.520,2.264,3.718,
349.540,2.334,3.338,
349.560,2.397,2.945,
349.580,2.452,2.553,
349.600,2.499,2.160,
349.620,2.538,1.767,
349.640,2.570,1.401,
349.659,,,1.00
349.660,2.593,1.060,
349.680,2.612,0.733,
349.700,2.623,0.432,
349.720,2.628,0.170,
349.738,,,0.00
349.740,2.630,-0.052,
349.760,2.626,-0.249,
349.780,2.619,-0.406,
349.800,2.609,-0.511,
349.820,2.598,-0.576,
349.840,2.586,-0.615,
349.860,2.573,-0.628,
349.880,2.560,-0.628,
349.900,2.548,-0.602,
349.920,2.535,-0.550,
349.940,2.526,-0.484,
349.960,2.516,-0.406,
349.980,2.509,-0.327,
350.000,2.504,-0.236,
350.020,2.499,-0.157,
350.040,2.498,-0.105,
350.060,2.496,-0.065,
350.080,2.494,-0.039,
350.100,2.494,-0.026,
350.120,2.494,-0.052,
350.140,2.493,-0.105,
350.160,2.490,-0.183,
350.180,2.487,-0.288,
350.200,2.479,-0.432,
350.220,2.469,-0.602,
350.240,2.455,-0.785,
350.260,2.438,-0.995,
350.280,2.416,-1.230,
350.300,2.389,-1.492,
350.320,2.356,-1.767,
350.340,2.318,-2.042,
350.360,2.275,-2.304,
350.380,2.226,-2.566,
350.400,2.172,-2.814,
350.420,2.113,-3.063,
350.440,2.050,-3.286,
350.460,1.981,-3.482,
350.480,1.910,-3.639,
350.500,1.835,-3.757,
350.520,1.759,-3.835,
350.540,1.681,-3.862,
350.560,1.604,-3.835,
350.580,1.527,-3.744,
350.600,1.453,-3.613,
350.620,1.382,-3.443,
350.640,1.315,-3.233,
350.660,1.252,-2.971,
350.680,1.195,-2.657,
350.700,1.145,-2.317,
350.715,,,1.00
350.720,1.103,-1.950,
350.740,1.067,-1.558,
350.760,1.040,-1.152,
350.780,1.021,-0.720,
350.793,,,0.00
350.800,1.010,-0.262,
350.820,1.010,0.236,
350.840,1.019,0.746,
350.860,1.040,1.257,
350.880,1.070,1.793,
350.900,1.111,2.356,
350.920,1.164,2.945,
350.940,1.228,3.547,
350.960,1.305,4.150,
350.980,1.395,4.752,
351.000,1.495,5.354,
351.020,1.608,5.930,
351.040,1.734,6.466,
351.060,1.868,6.951,
351.080,2.012,7.370,
351.100,2.165,7.684,
351.120,2.322,7.854,
351.140,2.480,7.880,
351.160,2.639,7.762,
351.180,2.793,7.474,
351.200,2.941,6.990,
351.220,3.076,6.336,
351.240,3.195,5.524,
351.260,3.299,4.568,
351.280,3.380,3.482,
351.300,3.438,2.291,
351.320,3.473,1.034,
351.340,3.481,-0.275,
351.360,3.462,-1.597,
351.380,3.416,-2.906,
351.400,3.346,-4.189,
351.420,3.248,-5.419,
351.440,3.127,-6.558,
351.460,2.985,-7.579,
351.480,2.823,-8.469,
351.500,2.644,-9.215,
351.520,2.452,-9.804,
351.540,2.249,-10.223,
351.560,2.040,-10.485,
351.580,1.828,-10.616,
351.600,1.615,-10.642,
351.620,1.401,-10.564,
351.640,1.191,-10.420,
351.660,0.985,-10.249,
351.680,0.781,-10.079,
351.700,0.581,-9.935,
351.720,0.385,-9.817,
351.740,0.188,-9.752,
351.760,-0.005,-9.739,
351.776,,,1.00
351.780,-0.199,-9.778,
351.800,-0.396,-9.896,
351.820,-0.594,-10.066,
351.840,-0.798,-10.276,
351.855,,,0.00
351.860,-1.005,-10.485,
351.880,-1.217,-10.681,
351.900,-1.433,-10.865,
351.920,-1.652,-10.982,
351.940,-1.874,-10.982,
351.960,-2.094,-10.825,
351.980,-2.309,-10.511,
352.000,-2.516,-10.027,
352.020,-2.713,-9.346,
352.040,-2.893,-8.469,
352.060,-3.054,-7.422,
352.080,-3.192,-6.231,
352.100,-3.305,-4.922,
352.120,-3.390,-3.508,
352.140,-3.446,-2.042,
352.160,-3.471,-0.563,
