"Time (s) Run #4","Angle, Ch P2 (rad) Run #4","Angular Velocity, Ch P2 (rad/s) Run #4","State Run #4"
1177.240,2.344,9.621,
1177.260,2.534,9.189,
1177.280,2.714,8.561,
1177.300,2.879,7.723,
1177.320,3.025,6.702,
1177.340,3.149,5.537,
1177.360,3.248,4.241,
1177.380,3.321,2.841,
1177.400,3.363,1.374,
1177.420,3.376,-0.092,
1177.440,3.358,-1.518,
1177.460,3.314,-2.893,
1177.480,3.242,-4.189,
1177.500,3.145,-5.367,
1177.520,3.025,-6.388,
1177.540,2.887,-7.252,
1177.560,2.733,-7.933,
1177.580,2.567,-8.417,
1177.600,2.394,-8.705,
1177.620,2.216,-8.810,
1177.640,2.039,-8.744,
1177.652,,,1.00
1177.660,1.865,-8.535,
1177.680,1.696,-8.207,
1177.700,1.535,-7.775,
1177.720,1.384,-7.265,
1177.731,,,0.00
1177.740,1.244,-6.715,
1177.760,1.115,-6.139,
1177.780,0.997,-5.537,
1177.800,0.894,-4.922,
1177.820,0.801,-4.320,
1177.840,0.721,-3.744,
1177.860,0.652,-3.168,
1177.880,0.594,-2.605,
1177.900,0.548,-2.055,
1177.920,0.512,-1.518,
1177.940,0.487,-1.008,
1177.960,0.473,-0.511,
1177.980,0.467,-0.052,
1178.000,0.471,0.393,
1178.020,0.482,0.825,
1178.040,0.504,1.244,
1178.060,0.533,1.649,
1178.080,0.570,2.042,
1178.100,0.614,2.435,
1178.120,0.668,2.801,
1178.140,0.727,3.155,
1178.160,0.793,3.482,
1178.180,0.867,3.809,
1178.200,0.946,4.110,
1178.220,1.032,4.385,
1178.240,1.122,4.634,
1178.260,1.217,4.843,
1178.280,1.316,5.027,
1178.300,1.418,5.157,
1178.320,1.524,5.249,
1178.340,1.629,5.275,
1178.360,1.736,5.236,
1178.380,1.839,5.131,
1178.400,1.942,4.961,
1178.420,2.039,4.725,
1178.440,2.132,4.411,
1178.460,2.216,4.019,
1178.480,2.293,3.560,
1178.500,2.359,3.063,
1178.520,2.416,2.539,
1178.540,2.461,2.003,
1178.560,2.496,1.453,
1178.580,2.520,0.903,
1178.600,2.532,0.380,
1178.620,2.534,-0.105,
1178.640,2.527,-0.537,
1178.660,2.512,-0.903,
1178.680,2.490,-1.217,
1178.700,2.463,-1.466,
1178.719,,,1.00
1178.720,2.430,-1.662,
1178.740,2.395,-1.780,
1178.760,2.358,-1.820,
1178.780,2.322,-1.806,
1178.798,,,0.00
1178.800,2.286,-1.728,
1178.820,2.251,-1.597,
1178.840,2.221,-1.401,
1178.860,2.194,-1.152,
1178.880,2.174,-0.877,
1178.900,2.160,-0.576,
1178.920,2.150,-0.249,
1178.940,2.149,0.092,
1178.960,2.155,0.432,
1178.980,2.166,0.772,
1179.000,2.185,1.113,
1179.020,2.212,1.427,
1179.040,2.243,1.689,
1179.060,2.279,1.924,
1179.080,2.320,2.147,
1179.100,2.366,2.330,
1179.120,2.414,2.435,
1179.140,2.465,2.474,
1179.160,2.513,2.448,
1179.180,2.564,2.356,
1179.200,2.609,2.186,
1179.220,2.652,1.937,
1179.240,2.688,1.636,
1179.260,2.717,1.283,
1179.280,2.739,0.877,
1179.300,2.754,0.406,
1179.320,2.757,-0.105,
1179.340,2.749,-0.628,
1179.360,2.732,-1.165,
1179.380,2.703,-1.715,
1179.400,2.663,-2.265,
1179.420,2.612,-2.801,
1179.440,2.551,-3.338,
1179.460,2.479,-3.862,
1179.480,2.395,-4.333,
1179.500,2.304,-4.739,
1179.520,2.205,-5.079,
1179.540,2.100,-5.367,
1179.560,1.990,-5.589,
1179.580,1.876,-5.733,
1179.600,1.759,-5.799,
1179.620,1.643,-5.799,
1179.640,1.527,-5.747,
1179.660,1.412,-5.642,
1179.680,1.301,-5.485,
1179.700,1.192,-5.275,
1179.720,1.089,-5.027,
1179.740,0.991,-4.765,
1179.760,0.898,-4.490,
1179.780,0.811,-4.202,
1179.790,,,1.00
1179.800,0.730,-3.888,
1179.820,0.655,-3.560,
1179.840,0.587,-3.220,
1179.860,0.526,-2.867,
1179.870,,,0.00
1179.880,0.473,-2.513,
1179.900,0.426,-2.147,
1179.920,0.386,-1.780,
1179.940,0.355,-1.401,
1179.960,0.330,-1.021,
1179.980,0.314,-0.641,
1180.000,0.305,-0.275,
1180.020,0.303,0.092,
1180.040,0.308,0.471,
1180.060,0.322,0.851,
1180.080,0.342,1.230,
1180.100,0.371,1.610,
1180.120,0.407,1.990,
1180.140,0.451,2.369,
1180.160,0.501,2.762,
1180.180,0.561,3.168,
1180.200,0.628,3.574,
1180.220,0.704,3.979,
1180.240,0.787,4.398,
1180.260,0.880,4.817,
1180.280,0.980,5.223,
1180.300,1.089,5.616,
1180.320,1.205,5.995,
1180.340,1.329,6.336,
1180.360,1.459,6.624,
1180.380,1.594,6.859,
1180.400,1.734,7.029,
1180.420,1.877,7.108,
1180.440,2.020,7.082,
1180.460,2.161,6.938,
1180.480,2.300,6.663,
1180.500,2.430,6.244,
1180.520,2.551,5.694,
1180.540,2.659,5.013,
1180.560,2.754,4.215,
1180.580,2.829,3.338,
1180.600,2.887,2.395,
1180.620,2.926,1.401,
1180.640,2.944,0.367,
1180.660,2.941,-0.654,
1180.680,2.917,-1.610,
1180.700,2.875,-2.487,
1180.720,2.816,-3.286,
1180.740,2.743,-3.992,
1180.760,2.655,-4.595,
1180.780,2.557,-5.066,
1180.800,2.450,-5.393,
1180.820,2.339,-5.589,
1180.840,2.226,-5.668,
1180.857,,,1.00
1180.860,2.111,-5.629,
1180.880,1.998,-5.472,
1180.900,1.891,-5.197,
1180.920,1.789,-4.830,
1180.936,,,0.00
1180.940,1.696,-4.398,
1180.960,1.613,-3.914,
1180.980,1.539,-3.390,
1181.000,1.477,-2.801,
1181.020,1.426,-2.173,
1181.040,1.390,-1.532,
1181.060,1.365,-0.890,
1181.080,1.354,-0.249,
1181.100,1.356,0.393,
1181.120,1.370,1.021,
1181.140,1.396,1.662,
1181.160,1.436,2.291,
1181.180,1.489,2.906,
1181.200,1.552,3.495,
1181.220,1.629,4.045,
1181.240,1.715,4.555,
1181.260,1.811,5.013,
1181.280,1.916,5.432,
1181.300,2.029,5.760,
1181.320,2.149,5.982,
1181.340,2.270,6.100,
1181.360,2.394,6.100,
1181.380,2.516,5.969,
1181.400,2.634,5.694,
1181.420,2.746,5.275,
1181.440,2.848,4.712,
1181.460,2.936,4.019,
1181.480,3.010,3.207,
1181.500,3.066,2.291,
1181.520,3.102,1.296,
1181.540,3.118,0.262,
1181.560,3.113,-0.798,
1181.580,3.087,-1.859,
1181.600,3.038,-2.906,
1181.620,2.970,-3.914,
1181.640,2.881,-4.856,
1181.660,2.774,-5.707,
1181.680,2.652,-6.440,
1181.700,2.515,-7.055,
1181.720,2.367,-7.540,
1181.740,2.212,-7.906,
1181.760,2.050,-8.142,
1181.780,1.883,-8.247,
1181.800,1.718,-8.221,
1181.820,1.554,-8.090,
1181.840,1.393,-7.880,
1181.860,1.238,-7.605,
1181.880,1.089,-7.291,
1181.900,0.946,-6.951,
1181.920,,,1.00
1181.920,0.811,-6.610,
1181.940,0.682,-6.270,
1181.960,0.559,-5.917,
1181.980,0.445,-5.563,
1181.998,,,0.00
1182.000,0.338,-5.249,
1182.020,0.236,-4.974,
1182.040,0.138,-4.712,
1182.060,0.047,-4.451,
1182.080,-0.039,-4.215,
1182.100,-0.121,-4.019,
1182.120,-0.199,-3.848,
1182.140,-0.275,-3.691,
1182.160,-0.347,-3.547,
1182.180,-0.416,-3.430,
1182.200,-0.484,-3.351,
1182.220,-0.550,-3.299,
1182.240,-0.616,-3.272,
1182.260,-0.680,-3.272,
1182.280,-0.746,-3.299,
1182.300,-0.812,-3.351,
1182.320,-0.880,-3.443,
1182.340,-0.949,-3.587,
1182.360,-1.023,-3.757,
1182.380,-1.100,-3.953,
1182.400,-1.180,-4.189,
1182.420,-1.266,-4.464,
1182.440,-1.359,-4.765,
1182.460,-1.456,-5.079,
1182.480,-1.561,-5.419,
1182.500,-1.673,-5.760,
1182.520,-1.792,-6.074,
1182.540,-1.916,-6.362,
1182.560,-2.047,-6.610,
1182.580,-2.182,-6.820,
1182.600,-2.320,-6.977,
1182.620,-2.461,-7.055,
1182.640,-2.604,-7.042,
1182.660,-2.744,-6.912,
1182.680,-2.882,-6.676,
1182.700,-3.013,-6.322,
1182.720,-3.137,-5.838,
1182.740,-3.248,-5.249,
1182.760,-3.347,-4.555,
1182.780,-3.432,-3.757,
1182.800,-3.500,-2.854,
1182.820,-3.547,-1.885,
1182.840,-3.575,-0.890,
1182.860,-3.583,0.144,
1182.880,-3.570,1.217,
1182.900,-3.534,2.291,
1182.920,-3.478,3.325,
1182.940,-3.401,4.320,
1182.960,-3.305,5.275,
1182.980,-3.189,6.165,
1182.982,,,1.00
1183.000,-3.057,6.951,
1183.020,-2.909,7.618,
1183.040,-2.750,8.168,
1183.060,-2.581,8.600,
1183.063,,,0.00
1183.080,-2.405,8.901,
1183.100,-2.223,9.058,
1183.120,-2.040,9.098,
1183.140,-1.858,9.032,
1183.160,-1.678,8.901,
1183.180,-1.502,8.718,
1183.200,-1.329,8.508,
1183.220,-1.161,8.286,
1183.240,-0.997,8.063,
1183.260,-0.839,7.867,
1183.280,-0.683,7.697,
1183.300,-0.531,7.566,
1183.320,-0.382,7.474,
1183.340,-0.232,7.435,
1183.360,-0.085,7.461,
1183.380,0.064,7.540,
1183.400,0.217,7.671,
1183.420,0.371,7.841,
1183.440,0.529,8.063,
1183.460,0.693,8.338,
1183.480,0.862,8.639,
1183.500,1.038,8.954,
1183.520,1.221,9.255,
1183.540,1.409,9.530,
1183.560,1.602,9.752,
1183.580,1.800,9.883,
1183.600,2.000,9.909,
1183.620,2.198,9.791,
1183.640,2.394,9.503,
1183.660,2.581,9.006,
1183.680,2.757,8.299,
1183.700,2.915,7.422,
1183.720,3.055,6.375,
1183.740,3.173,5.184,
1183.760,3.264,3.862,
1183.780,3.329,2.448,
1183.800,3.363,0.982,
1183.820,3.368,-0.497,
1183.840,3.343,-1.924,
1183.860,3.289,-3.272,
1183.880,3.211,-4.516,
1183.900,3.107,-5.629,
1183.920,2.983,-6.597,
1183.940,2.842,-7.396,
1183.960,2.684,-8.011,
1183.980,2.518,-8.430,
1184.000,2.345,-8.666,
1184.020,2.169,-8.744,
1184.040,1.993,-8.652,
1184.046,,,1.00
1184.060,1.821,-8.404,
1184.080,1.656,-8.037,
1184.100,1.499,-7.592,
1184.120,1.351,-7.082,
1184.125,,,0.00
1184.140,1.214,-6.519,
1184.160,1.090,-5.917,
1184.180,0.977,-5.301,
1184.200,0.878,-4.699,
1184.220,0.790,-4.110,
1184.240,0.713,-3.521,
1184.260,0.649,-2.932,
1184.280,0.597,-2.369,
1184.300,0.554,-1.846,
1184.320,0.523,-1.335,
1184.340,0.501,-0.825,
1184.360,0.490,-0.327,
1184.380,0.489,0.144,
1184.400,0.496,0.589,
1184.420,0.512,1.034,
1184.440,0.537,1.479,
1184.460,0.572,1.898,
1184.480,0.614,2.291,
1184.500,0.663,2.683,
1184.520,0.721,3.089,
1184.540,0.787,3.469,
1184.560,0.861,3.809,
1184.580,0.939,4.136,
1184.600,1.026,4.451,
1184.620,1.118,4.739,
1184.640,1.216,4.987,
1184.660,1.318,5.197,
1184.680,1.425,5.367,
1184.700,1.533,5.485,
1184.720,1.645,5.550,
1184.740,1.756,5.550,
1184.760,1.868,5.459,
1184.780,1.976,5.288,
1184.800,2.080,5.027,
1184.820,2.179,4.699,
1184.840,2.268,4.294,
1184.860,2.351,3.809,
1184.880,2.422,3.259,
1184.900,2.482,2.657,
1184.920,2.529,2.042,
1184.940,2.564,1.401,
1184.960,2.586,0.772,
1184.980,2.593,0.170,
1185.000,2.592,-0.393,
1185.020,2.578,-0.903,
1185.040,2.554,-1.348,
1185.060,2.523,-1.715,
1185.080,2.485,-2.016,
1185.100,2.441,-2.238,
1185.117,,,1.00
1185.120,2.394,-2.382,
1185.140,2.345,-2.461,
1185.160,2.295,-2.474,
1185.180,2.245,-2.395,
1185.197,,,0.00
1185.200,2.198,-2.238,
1185.220,2.155,-2.016,
1185.240,2.116,-1.754,
1185.260,2.084,-1.440,
1185.280,2.058,-1.086,
1185.300,2.040,-0.707,
1185.320,2.029,-0.301,
1185.340,2.028,0.118,
1185.360,2.034,0.550,
1185.380,2.050,0.969,
1185.400,2.073,1.361,
1185.420,2.105,1.728,
1185.440,2.143,2.081,
1185.460,2.188,2.409,
1185.480,2.240,2.683,
1185.500,2.297,2.893,
1185.520,2.356,3.037,
1185.540,2.419,3.115,
1185.560,2.482,3.129,
1185.580,2.545,3.063,
1185.600,2.606,2.906,
1185.620,2.663,2.644,
1185.640,2.713,2.304,
1185.660,2.755,1.898,
1185.680,2.790,1.427,
1185.700,2.813,0.903,
1185.720,2.826,0.327,
1185.740,2.827,-0.288,
1185.760,2.815,-0.929,
1185.780,2.790,-1.571,
1185.800,2.752,-2.199,
1185.820,2.702,-2.827,
1185.840,2.639,-3.443,
1185.860,2.564,-4.019,
1185.880,2.477,-4.555,
1185.900,2.381,-5.040,
1185.920,2.275,-5.459,
1185.940,2.161,-5.799,
1185.960,2.042,-6.048,
1185.980,1.918,-6.218,
1186.000,1.792,-6.296,
1186.020,1.665,-6.309,
1186.040,1.539,-6.257,
1186.060,1.414,-6.139,
1186.080,1.293,-5.969,
1186.100,1.175,-5.747,
1186.120,1.062,-5.498,
1186.140,0.955,-5.223,
1186.160,0.853,-4.948,
1186.180,0.757,-4.673,
1186.186,,,1.00
1186.200,0.666,-4.372,
1186.220,0.581,-4.058,
1186.240,0.504,-3.731,
1186.260,0.432,-3.416,
1186.266,,,0.00
1186.280,0.368,-3.102,
1186.300,0.308,-2.775,
1186.320,0.256,-2.448,
1186.340,0.210,-2.121,
1186.360,0.171,-1.806,
1186.380,0.138,-1.492,
1186.400,0.112,-1.191,
1186.420,0.091,-0.890,
1186.440,0.075,-0.589,
1186.460,0.068,-0.301,
1186.480,0.064,-0.026,
1186.500,0.066,0.223,
1186.520,0.074,0.471,
1186.540,0.085,0.707,
1186.560,0.102,0.916,
1186.580,0.123,1.126,
1186.600,0.146,1.322,
1186.620,0.176,1.518,
1186.640,0.207,1.702,
1186.660,0.243,1.872,
1186.680,0.283,2.055,
1186.700,0.325,2.225,
1186.720,0.372,2.369,
1186.740,0.421,2.487,
1186.760,0.471,2.592,
1186.780,0.525,2.683,
1186.800,0.580,2.762,
1186.820,0.635,2.827,
1186.840,0.693,2.867,
1186.860,0.751,2.880,
1186.880,0.807,2.867,
1186.900,0.866,2.841,
1186.920,0.922,2.788,
1186.940,0.977,2.710,
1186.960,1.030,2.631,
1186.980,1.082,2.553,
1187.000,1.133,2.474,
1187.020,1.181,2.395,
1187.040,1.228,2.317,
1187.060,1.274,2.251,
1187.080,1.318,2.212,
1187.100,1.362,2.199,
1187.120,1.406,2.212,
1187.140,1.450,2.251,
1187.160,1.495,2.317,
1187.180,1.543,2.409,
1187.200,1.591,2.526,
1187.220,1.643,2.670,
1187.240,1.698,2.841,
1187.256,,,1.00
1187.260,1.756,3.037,
1187.280,1.819,3.246,
1187.300,1.887,3.469,
1187.320,1.957,3.691,
1187.334,,,0.00
1187.340,2.034,3.901,
1187.360,2.114,4.097,
1187.380,2.198,4.280,
1187.400,2.286,4.438,
1187.420,2.377,4.542,
1187.440,2.468,4.581,
1187.460,2.560,4.555,
1187.480,2.652,4.464,
1187.500,2.739,4.294,
1187.520,2.824,4.058,
1187.540,2.903,3.744,
1187.560,2.975,3.364,
1187.580,3.038,2.919,
1187.600,3.093,2.395,
1187.620,3.135,1.820,
1187.640,3.165,1.204,
1187.660,3.184,0.576,
1187.680,3.189,-0.079,
1187.700,3.181,-0.759,
1187.720,3.159,-1.440,
1187.740,3.123,-2.107,
1187.760,3.074,-2.736,
1187.780,3.013,-3.338,
1187.800,2.941,-3.914,
1187.820,2.856,-4.451,
1187.840,2.761,-4.935,
1187.860,2.658,-5.367,
1187.880,2.546,-5.747,
1187.900,2.427,-6.061,
1187.920,2.303,-6.296,
1187.940,2.174,-6.466,
1187.960,2.044,-6.584,
1187.980,1.910,-6.663,
1188.000,1.777,-6.702,
1188.020,1.641,-6.702,
1188.040,1.508,-6.689,
1188.060,1.374,-6.663,
1188.080,1.241,-6.637,
1188.100,1.109,-6.597,
1188.120,0.977,-6.558,
1188.140,0.847,-6.532,
1188.160,0.716,-6.506,
1188.180,0.586,-6.493,
1188.200,0.457,-6.493,
1188.220,0.327,-6.519,
1188.240,0.196,-6.571,
1188.260,0.064,-6.637,
1188.280,-0.069,-6.741,
1188.300,-0.204,-6.872,
1188.320,-0.344,-7.029,
1188.322,,,1.00
1188.340,-0.485,-7.213,
1188.360,-0.631,-7.422,
1188.380,-0.782,-7.645,
1188.400,-0.938,-7.867,
1188.401,,,0.00
1188.420,-1.096,-8.090,
1188.440,-1.261,-8.299,
1188.460,-1.429,-8.469,
1188.480,-1.601,-8.574,
1188.500,-1.773,-8.613,
1188.520,-1.946,-8.548,
1188.540,-2.117,-8.351,
1188.560,-2.282,-8.011,
1188.580,-2.439,-7.540,
1188.600,-2.586,-6.964,
1188.620,-2.719,-6.257,
1188.640,-2.838,-5.419,
1188.660,-2.937,-4.477,
1188.680,-3.018,-3.469,
1188.700,-3.077,-2.409,
1188.720,-3.115,-1.296,
1188.740,-3.129,-0.196,
1188.760,-3.121,0.851,
1188.780,-3.094,1.846,
1188.800,-3.047,2.775,
1188.820,-2.981,3.613,
1188.840,-2.901,4.333,
1188.860,-2.807,4.922,
1188.880,-2.702,5.367,
1188.900,-2.590,5.655,
1188.920,-2.474,5.812,
1188.940,-2.356,5.825,
1188.960,-2.238,5.681,
1188.980,-2.127,5.406,
1189.000,-2.022,5.013,
1189.020,-1.924,4.529,
1189.040,-1.839,3.940,
1189.060,-1.766,3.286,
1189.080,-1.707,2.579,
1189.100,-1.662,1.833,
1189.120,-1.634,1.060,
1189.140,-1.619,0.288,
1189.160,-1.623,-0.458,
1189.180,-1.638,-1.191,
1189.200,-1.670,-1.898,
1189.220,-1.715,-2.566,
1189.240,-1.773,-3.168,
1189.260,-1.843,-3.704,
1189.280,-1.923,-4.163,
1189.300,-2.011,-4.529,
1189.320,-2.105,-4.804,
1189.340,-2.204,-4.974,
1189.360,-2.306,-5.027,
1189.380,-2.406,-4.948,
1189.387,,,1.00
1189.400,-2.505,-4.752,
1189.420,-2.598,-4.438,
1189.440,-2.684,-3.992,
1189.460,-2.760,-3.430,
1189.467,,,0.00
1189.480,-2.823,-2.762,
1189.500,-2.871,-2.016,
1189.520,-2.904,-1.217,
1189.540,-2.920,-0.380,
1189.560,-2.920,0.484,
1189.580,-2.901,1.348,
1189.600,-2.865,2.186,
1189.620,-2.813,2.985,
1189.640,-2.746,3.731,
1189.660,-2.663,4.411,
1189.680,-2.568,5.000,
1189.700,-2.461,5.485,
1189.720,-2.347,5.864,
1189.740,-2.226,6.126,
1189.760,-2.100,6.296,
1189.780,-1.973,6.362,
1189.800,-1.844,6.322,
1189.820,-1.718,6.192,
1189.840,-1.596,5.982,
1189.860,-1.478,5.707,
1189.880,-1.367,5.354,
1189.900,-1.263,4.948,
1189.920,-1.169,4.516,
1189.940,-1.082,4.058,
1189.960,-1.005,3.560,
1189.980,-0.939,3.011,
1190.000,-0.884,2.435,
1190.020,-0.842,1.846,
1190.040,-0.811,1.244,
1190.060,-0.792,0.628,
1190.080,-0.785,-0.013,
1190.100,-0.792,-0.668,
1190.120,-0.812,-1.348,
1190.140,-0.845,-2.068,
1190.160,-0.894,-2.814,
1190.180,-0.958,-3.587,
1190.200,-1.037,-4.359,
1190.220,-1.133,-5.144,
1190.240,-1.243,-5.930,
1190.260,-1.370,-6.689,
1190.280,-1.511,-7.409,
1190.300,-1.667,-8.063,
1190.320,-1.835,-8.626,
1190.340,-2.014,-9.045,
1190.360,-2.199,-9.294,
1190.380,-2.388,-9.372,
1190.400,-2.576,-9.268,
1190.420,-2.761,-8.940,
1190.440,-2.937,-8.391,
1190.455,,,1.00
1190.460,-3.099,-7.631,
1190.480,-3.245,-6.676,
1190.500,-3.369,-5.537,
1190.520,-3.468,-4.241,
1190.536,,,0.00
1190.540,-3.541,-2.854,
1190.560,-3.583,-1.401,
1190.580,-3.597,0.092,
1190.600,-3.580,1.610,
1190.620,-3.533,3.115,
1190.640,-3.454,4.542,
1190.660,-3.349,5.877,
1190.680,-3.219,7.108,
1190.700,-3.063,8.207,
1190.720,-2.887,9.137,
1190.740,-2.695,9.883,
1190.760,-2.490,10.446,
1190.780,-2.275,10.812,
1190.800,-2.055,10.982,
1190.820,-1.833,10.996,
1190.840,-1.613,10.891,
1190.860,-1.396,10.695,
1190.880,-1.184,10.433,
1190.900,-0.979,10.119,
1190.920,-0.779,9.791,
1190.940,-0.587,9.490,
1190.960,-0.401,9.215,
1190.980,-0.218,8.967,
1191.000,-0.042,8.757,
1191.020,0.130,8.613,
1191.040,0.302,8.522,
1191.060,0.471,8.456,
1191.080,0.639,8.430,
1191.100,0.807,8.443,
1191.120,0.977,8.469,
1191.140,1.147,8.469,
1191.160,1.316,8.456,
1191.180,1.484,8.417,
1191.200,1.654,8.325,
1191.220,1.819,8.168,
1191.240,1.981,7.933,
1191.260,2.138,7.605,
1191.280,2.287,7.160,
1191.300,2.425,6.610,
1191.320,2.553,5.969,
1191.340,2.666,5.249,
1191.360,2.763,4.451,
1191.380,2.845,3.587,
1191.400,2.908,2.683,
1191.420,2.952,1.780,
1191.440,2.978,0.903,
1191.460,2.988,0.052,
1191.480,2.980,-0.759,
1191.500,2.956,-1.492,
1191.520,2.919,-2.134,
1191.523,,,1.00
1191.540,2.870,-2.697,
1191.560,2.810,-3.168,
1191.580,2.741,-3.547,
1191.600,2.667,-3.809,
1191.603,,,0.00
1191.620,2.587,-3.966,
1191.640,2.507,-4.019,
1191.660,2.425,-3.966,
1191.680,2.347,-3.822,
1191.700,2.271,-3.600,
1191.720,2.202,-3.312,
1191.740,2.138,-2.958,
1191.760,2.083,-2.553,
1191.780,2.036,-2.094,
1191.800,1.998,-1.623,
1191.820,1.971,-1.139,
1191.840,1.953,-0.654,
1191.860,1.945,-0.157,
1191.880,1.946,0.327,
1191.900,1.959,0.772,
1191.920,1.978,1.178,
1191.940,2.006,1.545,
1191.960,2.040,1.872,
1191.980,2.081,2.147,
1192.000,2.127,2.369,
1192.020,2.177,2.539,
1192.040,2.229,2.644,
1192.060,2.284,2.657,
1192.080,2.337,2.592,
1192.100,2.388,2.448,
1192.120,2.436,2.238,
1192.140,2.479,1.950,
1192.160,2.515,1.584,
1192.180,2.543,1.165,
1192.200,2.562,0.681,
1192.220,2.571,0.157,
1192.240,2.568,-0.393,
1192.260,2.556,-0.956,
1192.280,2.531,-1.518,
1192.300,2.494,-2.081,
1192.320,2.447,-2.618,
1192.340,2.389,-3.115,
1192.360,2.322,-3.547,
1192.380,2.246,-3.914,
1192.400,2.165,-4.228,
1192.420,2.077,-4.477,
1192.440,1.984,-4.634,
1192.460,1.890,-4.686,
1192.480,1.795,-4.647,
1192.500,1.703,-4.542,
1192.520,1.613,-4.372,
1192.540,1.527,-4.136,
1192.560,1.447,-3.835,
1192.580,1.373,-3.482,
1192.590,,,1.00
1192.600,1.307,-3.089,
1192.620,1.249,-2.657,
1192.640,1.200,-2.199,
1192.660,1.161,-1.715,
1192.669,,,0.00
1192.680,1.131,-1.204,
1192.700,1.112,-0.668,
1192.720,1.104,-0.118,
1192.740,1.107,0.432,
1192.760,1.122,0.995,
1192.780,1.147,1.571,
1192.800,1.184,2.173,
1192.820,1.233,2.775,
1192.840,1.296,3.377,
1192.860,1.368,3.979,
1192.880,1.455,4.581,
1192.900,1.552,5.171,
1192.920,1.662,5.720,
1192.940,1.781,6.231,
1192.960,1.912,6.689,
1192.980,2.050,7.069,
1193.000,2.196,7.330,
1193.020,2.345,7.474,
1193.040,2.496,7.474,
1193.060,2.647,7.304,
1193.080,2.791,6.964,
1193.100,2.926,6.453,
1193.120,3.052,5.799,
1193.140,3.160,4.987,
1193.160,3.253,4.019,
1193.180,3.324,2.945,
1193.200,3.371,1.780,
1193.220,3.396,0.563,
1193.240,3.394,-0.694,
1193.260,3.368,-1.963,
1193.280,3.316,-3.207,
1193.300,3.239,-4.411,
1193.320,3.138,-5.550,
1193.340,3.016,-6.597,
1193.360,2.873,-7.527,
1193.380,2.713,-8.325,
1193.400,2.538,-8.980,
1193.420,2.351,-9.490,
1193.440,2.157,-9.844,
1193.460,1.956,-10.053,
1193.480,1.753,-10.132,
1193.500,1.549,-10.092,
1193.520,1.348,-9.975,
1193.540,1.150,-9.804,
1193.560,0.955,-9.608,
1193.580,0.765,-9.399,
1193.600,0.580,-9.202,
1193.620,0.397,-9.045,
1193.640,0.218,-8.940,
1193.656,,,1.00
1193.660,0.041,-8.875,
1193.680,-0.137,-8.862,
1193.700,-0.313,-8.901,
1193.720,-0.492,-8.993,
1193.735,,,0.00
1193.740,-0.672,-9.124,
1193.760,-0.856,-9.281,
1193.780,-1.043,-9.464,
1193.800,-1.235,-9.634,
1193.820,-1.429,-9.752,
1193.840,-1.626,-9.804,
1193.860,-1.822,-9.778,
1193.880,-2.018,-9.647,
1193.900,-2.210,-9.386,
1193.920,-2.395,-8.980,
1193.940,-2.571,-8.417,
1193.960,-2.735,-7.684,
1193.980,-2.881,-6.807,
1194.000,-3.008,-5.812,
1194.020,-3.115,-4.712,
1194.040,-3.198,-3.521,
1194.060,-3.256,-2.278,
1194.080,-3.289,-1.021,
1194.100,-3.297,0.223,
1194.120,-3.280,1.427,
1194.140,-3.239,2.539,
1194.160,-3.176,3.547,
1194.180,-3.096,4.451,
1194.200,-2.997,5.223,
1194.220,-2.884,5.851,
1194.240,-2.761,6.296,
1194.260,-2.630,6.584,
1194.280,-2.496,6.702,
1194.300,-2.359,6.650,
1194.320,-2.227,6.453,
1194.340,-2.100,6.113,
1194.360,-1.981,5.655,
1194.380,-1.872,5.079,
1194.400,-1.777,4.411,
1194.420,-1.695,3.678,
1194.440,-1.629,2.906,
1194.460,-1.579,2.107,
1194.480,-1.544,1.296,
1194.500,-1.527,0.497,
1194.520,-1.525,-0.275,
1194.540,-1.538,-1.021,
1194.560,-1.566,-1.741,
1194.580,-1.608,-2.422,
1194.600,-1.663,-3.024,
1194.620,-1.731,-3.560,
1194.640,-1.806,-4.032,
1194.660,-1.893,-4.424,
1194.680,-1.985,-4.725,
1194.700,-2.083,-4.909,
1194.720,-2.183,-4.987,
1194.721,,,1.00
1194.740,-2.284,-4.961,
1194.760,-2.383,-4.830,
1194.780,-2.479,-4.581,
1194.800,-2.568,-4.189,
1194.802,,,0.00
1194.820,-2.648,-3.678,
1194.840,-2.716,-3.089,
1194.860,-2.772,-2.422,
1194.880,-2.815,-1.676,
1194.900,-2.840,-0.877,
1194.920,-2.849,-0.065,
1194.940,-2.843,0.746,
1194.960,-2.820,1.558,
1194.980,-2.780,2.330,
1195.000,-2.725,3.050,
1195.020,-2.658,3.718,
1195.040,-2.576,4.307,
1195.060,-2.483,4.804,
1195.080,-2.383,5.197,
1195.100,-2.275,5.485,
1195.120,-2.161,5.681,
1195.140,-2.047,5.773,
1195.160,-1.929,5.760,
1195.180,-1.814,5.642,
1195.200,-1.703,5.432,
1195.220,-1.596,5.157,
1195.240,-1.495,4.804,
1195.260,-1.403,4.385,
1195.280,-1.319,3.927,
1195.300,-1.246,3.416,
1195.320,-1.181,2.867,
1195.340,-1.131,2.278,
1195.360,-1.090,1.662,
1195.380,-1.063,1.021,
1195.400,-1.049,0.340,
1195.420,-1.049,-0.367,
1195.440,-1.063,-1.100,
1195.460,-1.093,-1.833,
1195.480,-1.137,-2.579,
1195.500,-1.195,-3.351,
