"Time (s) 0pi lagt til højre","Angle, Ch P2 (rad) 0pi lagt til højre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til højre","State 0pi lagt til højre"
19.883,,,0.00
19.900,4.987,0.759,
19.920,4.998,0.393,
19.940,5.003,0.052,
19.960,5.000,-0.249,
19.980,4.992,-0.511,
20.000,4.979,-0.733,
20.020,4.962,-0.942,
20.040,4.942,-1.113,
20.060,4.917,-1.244,
20.080,4.891,-1.335,
20.100,4.863,-1.401,
20.120,4.835,-1.453,
20.140,4.805,-1.479,
20.160,4.775,-1.479,
20.180,4.745,-1.453,
20.200,4.717,-1.414,
20.220,4.689,-1.374,
20.240,4.662,-1.348,
20.260,4.635,-1.322,
20.280,4.609,-1.283,
20.300,4.584,-1.244,
20.320,4.560,-1.217,
20.340,4.535,-1.217,
20.360,4.511,-1.244,
20.380,4.486,-1.283,
20.400,4.459,-1.335,
20.420,4.433,-1.401,
20.440,4.405,-1.492,
20.460,4.373,-1.610,
20.480,4.340,-1.728,
20.500,4.304,-1.859,
20.520,4.266,-2.003,
20.540,4.224,-2.160,
20.560,4.180,-2.317,
20.580,4.131,-2.461,
20.600,4.081,-2.592,
20.620,4.028,-2.697,
20.640,3.973,-2.788,
20.660,3.916,-2.854,
20.680,3.858,-2.880,
20.700,3.800,-2.867,
20.720,3.743,-2.801,
20.740,3.687,-2.697,
20.760,3.635,-2.539,
20.780,3.585,-2.343,
20.800,3.541,-2.107,
20.820,3.500,-1.820,
20.840,3.467,-1.492,
20.860,3.440,-1.126,
20.861,,,1.00
20.880,3.421,-0.733,
20.900,3.410,-0.314,
20.920,3.409,0.131,
20.931,,,0.00
20.940,3.415,0.615,
20.960,3.432,1.126,
20.980,3.460,1.649,
21.000,3.498,2.173,
21.020,3.547,2.723,
21.040,3.607,3.299,
21.060,3.679,3.875,
21.080,3.762,4.438,
21.100,3.856,4.987,
21.120,3.962,5.537,
21.140,4.078,6.048,
21.160,4.205,6.480,
21.180,4.339,6.820,
21.200,4.478,7.055,
21.220,4.623,7.173,
21.240,4.767,7.147,
21.260,4.910,6.977,
21.280,5.049,6.663,
21.300,5.179,6.192,
21.320,5.298,5.550,
21.340,5.404,4.765,
21.360,5.490,3.848,
21.380,5.559,2.827,
21.400,5.605,1.728,
21.420,5.628,0.563,
21.440,5.628,-0.628,
21.460,5.603,-1.833,
21.480,5.554,-3.024,
21.500,5.482,-4.189,
21.520,5.386,-5.301,
21.540,5.268,-6.336,
21.560,5.132,-7.265,
21.580,4.976,-8.090,
21.600,4.807,-8.783,
21.620,4.623,-9.333,
21.640,4.431,-9.739,
21.660,4.232,-10.014,
21.680,4.029,-10.171,
21.700,3.823,-10.210,
21.720,3.619,-10.171,
21.740,3.416,-10.092,
21.760,3.215,-9.988,
21.780,3.016,-9.870,
21.800,2.821,-9.752,
21.820,2.626,-9.673,
21.840,2.435,-9.647,
21.860,2.242,-9.673,
21.880,2.048,-9.765,
21.900,1.852,-9.896,
21.908,,,1.00
21.920,1.652,-10.066,
21.940,1.450,-10.276,
21.960,1.243,-10.524,
21.978,,,0.00
21.980,1.029,-10.773,
22.000,0.811,-10.982,
22.020,0.589,-11.113,
22.040,0.364,-11.153,
22.060,0.141,-11.061,
22.080,-0.080,-10.812,
22.100,-0.294,-10.380,
22.120,-0.498,-9.739,
22.140,-0.686,-8.901,
22.160,-0.856,-7.880,
22.180,-1.004,-6.702,
22.200,-1.126,-5.380,
22.220,-1.221,-3.940,
22.240,-1.285,-2.435,
22.260,-1.318,-0.903,
22.280,-1.321,0.602,
22.300,-1.293,2.055,
22.320,-1.238,3.443,
22.340,-1.155,4.739,
22.360,-1.046,5.904,
22.380,-0.916,6.898,
22.400,-0.768,7.710,
22.420,-0.605,8.325,
22.440,-0.432,8.731,
22.460,-0.253,8.940,
22.480,-0.072,8.954,
22.500,0.108,8.783,
22.520,0.281,8.456,
22.540,0.448,7.998,
22.560,0.603,7.422,
22.580,0.746,6.741,
22.600,0.873,6.008,
22.620,0.986,5.236,
22.640,1.084,4.438,
22.660,1.164,3.613,
22.680,1.228,2.788,
22.700,1.275,1.963,
22.720,1.307,1.139,
22.740,1.321,0.340,
22.760,1.319,-0.432,
22.780,1.304,-1.165,
22.800,1.272,-1.872,
22.820,1.228,-2.553,
22.840,1.170,-3.207,
22.860,1.100,-3.835,
22.880,1.016,-4.424,
22.900,0.922,-4.974,
22.920,0.817,-5.472,
22.940,0.702,-5.917,
22.957,,,1.00
22.960,0.580,-6.296,
22.980,0.449,-6.597,
23.000,0.314,-6.794,
23.020,0.176,-6.872,
23.027,,,0.00
23.040,0.038,-6.820,
23.060,-0.099,-6.624,
23.080,-0.229,-6.296,
23.100,-0.352,-5.851,
23.120,-0.465,-5.288,
23.140,-0.565,-4.595,
23.160,-0.650,-3.783,
23.180,-0.718,-2.893,
23.200,-0.767,-1.950,
23.220,-0.796,-0.969,
23.240,-0.806,0.026,
23.260,-0.795,1.021,
23.280,-0.765,1.977,
23.300,-0.715,2.880,
23.320,-0.649,3.704,
23.340,-0.565,4.424,
23.360,-0.470,5.040,
23.380,-0.363,5.524,
23.400,-0.247,5.890,
23.420,-0.126,6.126,
23.440,4.580E-15,6.231,
23.460,0.126,6.205,
23.480,0.250,6.048,
23.500,0.369,5.786,
23.520,0.482,5.432,
23.540,0.587,5.000,
23.560,0.683,4.490,
23.580,0.768,3.914,
23.600,0.840,3.286,
23.620,0.900,2.618,
23.640,0.946,1.911,
23.660,0.977,1.165,
23.680,0.993,0.406,
23.700,0.993,-0.367,
23.720,0.979,-1.152,
23.740,0.947,-1.950,
23.760,0.900,-2.749,
23.780,0.837,-3.521,
23.800,0.759,-4.280,
23.820,0.666,-5.013,
23.840,0.558,-5.694,
23.860,0.437,-6.309,
23.880,0.305,-6.820,
23.900,0.162,-7.226,
23.920,0.014,-7.501,
23.940,-0.140,-7.618,
23.960,-0.294,-7.566,
23.980,-0.445,-7.330,
24.000,-0.589,-6.938,
24.009,,,1.00
24.020,-0.724,-6.362,
24.040,-0.847,-5.616,
24.060,-0.950,-4.712,
24.080,-1.037,-3.678,
24.080,,,0.00
24.100,-1.100,-2.539,
24.120,-1.139,-1.322,
24.140,-1.153,-0.079,
24.160,-1.142,1.165,
24.180,-1.106,2.395,
24.200,-1.046,3.600,
24.220,-0.961,4.739,
24.240,-0.855,5.786,
24.260,-0.729,6.715,
24.280,-0.584,7.514,
24.300,-0.426,8.155,
24.320,-0.256,8.626,
24.340,-0.079,8.940,
24.360,0.104,9.124,
24.380,0.287,9.176,
24.400,0.473,9.111,
24.420,0.653,8.940,
24.440,0.831,8.692,
24.460,1.002,8.391,
24.480,1.167,8.050,
24.500,1.324,7.710,
24.520,1.475,7.383,
24.540,1.619,7.055,
24.560,1.758,6.715,
24.580,1.888,6.388,
24.600,2.012,6.100,
24.620,2.132,5.838,
24.640,2.246,5.576,
24.660,2.355,5.328,
24.680,2.458,5.092,
24.700,2.559,4.869,
24.720,2.653,4.660,
24.740,2.744,4.464,
24.760,2.832,4.294,
24.780,2.915,4.123,
24.800,2.997,3.953,
24.820,3.074,3.809,
24.840,3.148,3.691,
24.860,3.222,3.600,
24.880,3.292,3.521,
24.900,3.362,3.482,
24.920,3.431,3.495,
24.940,3.501,3.534,
24.960,3.572,3.587,
24.980,3.644,3.665,
25.000,3.718,3.783,
25.020,3.795,3.927,
25.040,3.875,4.097,
25.060,3.958,4.280,
25.063,,,1.00
25.080,4.046,4.451,
25.100,4.137,4.608,
25.120,4.230,4.765,
25.133,,,0.00
25.140,4.328,4.922,
25.160,4.428,5.040,
25.180,4.530,5.092,
25.200,4.632,5.092,
25.220,4.734,5.040,
25.240,4.835,4.922,
25.260,4.932,4.725,
25.280,5.025,4.451,
25.300,5.111,4.097,
25.320,5.190,3.678,
25.340,5.259,3.194,
25.360,5.319,2.644,
25.380,5.366,2.042,
25.400,5.400,1.388,
25.420,5.422,0.707,
25.440,5.429,0.000,
25.460,5.422,-0.707,
25.480,5.400,-1.388,
25.500,5.366,-2.055,
25.520,5.319,-2.697,
25.540,5.257,-3.325,
25.560,5.185,-3.901,
25.580,5.100,-4.411,
25.600,5.008,-4.869,
25.620,4.906,-5.262,
25.640,4.796,-5.603,
25.660,4.681,-5.877,
25.680,4.560,-6.087,
25.700,4.436,-6.244,
25.720,4.310,-6.349,
25.740,4.181,-6.401,
25.760,4.053,-6.401,
25.780,3.925,-6.375,
25.800,3.798,-6.349,
25.820,3.671,-6.309,
25.840,3.545,-6.244,
25.860,3.421,-6.178,
25.880,3.299,-6.139,
25.900,3.176,-6.113,
25.920,3.054,-6.087,
25.940,2.933,-6.061,
25.960,2.812,-6.048,
25.980,2.691,-6.061,
26.000,2.570,-6.100,
26.020,2.447,-6.165,
26.040,2.323,-6.244,
26.060,2.198,-6.336,
26.080,2.070,-6.440,
26.100,1.940,-6.571,
26.118,,,1.00
26.120,1.808,-6.715,
26.140,1.671,-6.885,
26.160,1.533,-7.082,
26.180,1.389,-7.278,
26.188,,,0.00
26.200,1.241,-7.487,
26.220,1.090,-7.684,
26.240,0.933,-7.880,
26.260,0.774,-8.037,
26.280,0.611,-8.142,
26.300,0.448,-8.181,
26.320,0.283,-8.116,
26.340,0.121,-7.946,
26.360,-0.036,-7.645,
26.380,-0.187,-7.239,
26.400,-0.327,-6.715,
26.420,-0.457,-6.074,
26.440,-0.572,-5.315,
26.460,-0.671,-4.451,
26.480,-0.751,-3.534,
26.500,-0.812,-2.566,
26.520,-0.855,-1.571,
26.540,-0.875,-0.576,
26.560,-0.877,0.406,
26.580,-0.859,1.335,
26.600,-0.822,2.199,
26.620,-0.770,2.985,
26.640,-0.702,3.665,
26.660,-0.620,4.241,
26.680,-0.531,4.673,
26.700,-0.432,4.974,
26.720,-0.330,5.144,
26.740,-0.225,5.171,
26.760,-0.121,5.066,
26.780,-0.020,4.830,
26.800,0.074,4.503,
26.820,0.160,4.071,
26.840,0.239,3.547,
26.860,0.303,2.945,
26.880,0.357,2.291,
26.900,0.396,1.610,
26.920,0.421,0.916,
26.940,0.432,0.223,
26.960,0.430,-0.458,
26.980,0.413,-1.126,
27.000,0.385,-1.767,
27.020,0.342,-2.343,
27.040,0.289,-2.854,
27.060,0.228,-3.299,
27.080,0.157,-3.678,
27.100,0.079,-3.966,
27.120,-0.003,-4.150,
27.140,-0.088,-4.228,
27.160,-0.174,-4.215,
27.175,,,1.00
27.180,-0.258,-4.084,
27.200,-0.339,-3.835,
27.220,-0.413,-3.482,
27.240,-0.479,-3.024,
27.246,,,0.00
27.260,-0.536,-2.487,
27.280,-0.580,-1.872,
27.300,-0.611,-1.191,
27.320,-0.628,-0.471,
27.340,-0.630,0.262,
27.360,-0.617,0.995,
27.380,-0.591,1.728,
27.400,-0.548,2.448,
27.420,-0.492,3.115,
27.440,-0.423,3.718,
27.460,-0.342,4.267,
27.480,-0.251,4.739,
27.500,-0.151,5.118,
27.520,-0.046,5.393,
27.540,0.066,5.576,
27.560,0.179,5.668,
27.580,0.294,5.668,
27.600,0.407,5.589,
27.620,0.518,5.419,
27.640,0.625,5.184,
27.660,0.726,4.883,
27.680,0.822,4.529,
27.700,0.908,4.136,
27.720,0.986,3.704,
27.740,1.057,3.233,
27.760,1.117,2.710,
27.780,1.166,2.160,
27.800,1.203,1.597,
27.820,1.230,0.995,
27.840,1.244,0.353,
27.860,1.244,-0.301,
27.880,1.232,-0.969,
27.900,1.206,-1.676,
27.920,1.166,-2.422,
27.940,1.109,-3.168,
27.960,1.038,-3.914,
27.980,0.953,-4.686,
28.000,0.851,-5.472,
28.020,0.734,-6.231,
28.040,0.602,-6.938,
28.060,0.456,-7.592,
28.080,0.297,-8.142,
28.100,0.127,-8.561,
28.120,-0.047,-8.823,
28.140,-0.228,-8.914,
28.160,-0.407,-8.823,
28.180,-0.583,-8.522,
28.200,-0.751,-8.011,
28.220,-0.906,-7.278,
28.230,,,1.00
28.240,-1.045,-6.362,
28.260,-1.162,-5.275,
28.280,-1.258,-4.058,
28.300,-1.326,-2.723,
28.301,,,0.00
28.320,-1.368,-1.309,
28.340,-1.379,0.131,
28.360,-1.362,1.584,
28.380,-1.316,3.011,
28.400,-1.241,4.398,
28.420,-1.139,5.707,
28.440,-1.012,6.898,
28.460,-0.861,7.959,
28.480,-0.691,8.862,
28.500,-0.504,9.595,
28.520,-0.305,10.145,
28.540,-0.096,10.511,
28.560,0.118,10.708,
28.580,0.335,10.747,
28.600,0.550,10.655,
28.620,0.762,10.459,
28.640,0.969,10.210,
28.660,1.170,9.948,
28.680,1.367,9.687,
28.700,1.558,9.425,
28.720,1.744,9.176,
28.740,1.924,8.967,
28.760,2.102,8.810,
28.780,2.276,8.692,
28.800,2.449,8.613,
28.820,2.620,8.587,
28.840,2.791,8.600,
28.860,2.964,8.652,
28.880,3.137,8.718,
28.900,3.313,8.770,
28.920,3.489,8.796,
28.940,3.665,8.783,
28.960,3.841,8.731,
28.980,4.015,8.587,
29.000,4.186,8.338,
29.020,4.350,7.985,
29.040,4.507,7.540,
29.060,4.653,6.977,
29.080,4.788,6.283,
29.100,4.906,5.498,
29.120,5.008,4.634,
29.140,5.093,3.718,
29.160,5.157,2.749,
29.180,5.202,1.767,
29.200,5.228,0.798,
29.220,5.234,-0.131,
29.240,5.221,-0.995,
29.260,5.193,-1.780,
29.280,5.149,-2.487,
29.285,,,1.00
29.300,5.093,-3.102,
29.320,5.023,-3.613,
29.340,4.946,-4.006,
29.355,,,0.00
29.360,4.862,-4.280,
29.380,4.774,-4.451,
29.400,4.683,-4.503,
29.420,4.591,-4.438,
29.440,4.503,-4.267,
29.460,4.420,-4.019,
29.480,4.342,-3.691,
29.500,4.271,-3.299,
29.520,4.210,-2.854,
29.540,4.156,-2.369,
29.560,4.114,-1.846,
29.580,4.083,-1.296,
29.600,4.062,-0.746,
29.620,4.053,-0.209,
29.640,4.054,0.301,
29.660,4.065,0.772,
29.680,4.086,1.217,
29.700,4.114,1.649,
29.720,4.152,2.042,
29.740,4.197,2.369,
29.760,4.247,2.618,
29.780,4.302,2.814,
29.800,4.361,2.945,
29.820,4.422,2.998,
29.840,4.481,2.971,
29.860,4.541,2.854,
29.880,4.598,2.644,
29.900,4.648,2.343,
29.920,4.692,1.977,
29.940,4.728,1.558,
29.960,4.755,1.060,
29.980,4.772,0.511,
30.000,4.775,-0.079,
30.020,4.769,-0.681,
30.040,4.749,-1.283,
30.060,4.717,-1.885,
30.080,4.673,-2.448,
30.100,4.618,-2.971,
30.120,4.554,-3.443,
30.140,4.480,-3.862,
30.160,4.398,-4.202,
30.180,4.310,-4.451,
30.200,4.219,-4.608,
30.220,4.125,-4.686,
30.240,4.031,-4.673,
30.260,3.936,-4.568,
30.280,3.847,-4.385,
30.300,3.760,-4.123,
30.320,3.680,-3.809,
30.339,,,1.00
30.340,3.608,-3.443,
30.360,3.542,-3.024,
30.380,3.486,-2.566,
30.400,3.440,-2.068,
30.408,,,0.00
30.420,3.402,-1.558,
30.440,3.377,-1.021,
30.460,3.362,-0.458,
30.480,3.358,0.118,
30.500,3.366,0.707,
30.520,3.387,1.296,
30.540,3.418,1.898,
30.560,3.462,2.513,
30.580,3.519,3.142,
30.600,3.588,3.770,
30.620,3.669,4.385,
30.640,3.764,4.987,
30.660,3.869,5.550,
30.680,3.987,6.074,
30.700,4.112,6.532,
30.720,4.249,6.898,
30.740,4.390,7.173,
30.760,4.536,7.317,
30.780,4.686,7.317,
30.800,4.832,7.147,
30.820,4.973,6.820,
30.840,5.107,6.349,
30.860,5.229,5.707,
30.880,5.338,4.896,
30.900,5.427,3.953,
30.920,5.496,2.906,
30.940,5.545,1.767,
30.960,5.568,0.537,
30.980,5.567,-0.733,
31.000,5.539,-1.990,
31.020,5.487,-3.220,
31.040,5.410,-4.411,
31.060,5.309,-5.550,
31.080,5.187,-6.597,
31.100,5.044,-7.527,
31.120,4.884,-8.325,
31.140,4.709,-8.967,
31.160,4.522,-9.451,
31.180,4.329,-9.791,
31.200,4.130,-10.001,
31.220,3.927,-10.079,
31.240,3.724,-10.027,
31.260,3.525,-9.896,
31.280,3.329,-9.726,
31.300,3.135,-9.530,
31.320,2.947,-9.307,
31.340,2.763,-9.098,
31.360,2.584,-8.927,
31.380,2.406,-8.796,
31.393,,,1.00
31.400,2.232,-8.718,
31.420,2.059,-8.692,
31.440,1.885,-8.705,
31.460,1.711,-8.757,
31.463,,,0.00
31.480,1.536,-8.849,
31.500,1.357,-8.980,
31.520,1.177,-9.124,
31.540,0.993,-9.268,
31.560,0.806,-9.399,
31.580,0.616,-9.477,
31.600,0.426,-9.464,
31.620,0.236,-9.346,
31.640,0.050,-9.124,
31.660,-0.130,-8.770,
31.680,-0.303,-8.273,
31.700,-0.463,-7.631,
31.720,-0.609,-6.859,
31.740,-0.740,-5.956,
31.760,-0.850,-4.935,
31.780,-0.938,-3.835,
31.800,-1.004,-2.683,
31.820,-1.046,-1.505,
31.840,-1.063,-0.340,
31.860,-1.059,0.785,
31.880,-1.032,1.859,
31.900,-0.983,2.867,
31.920,-0.916,3.770,
31.940,-0.831,4.542,
31.960,-0.732,5.184,
31.980,-0.622,5.668,
32.000,-0.503,5.995,
32.020,-0.380,6.165,
32.040,-0.254,6.178,
32.060,-0.130,6.034,
32.080,-0.011,5.733,
32.100,0.101,5.328,
32.120,0.203,4.830,
32.140,0.295,4.241,
32.160,0.374,3.574,
32.180,0.438,2.854,
32.200,0.489,2.107,
32.220,0.523,1.348,
32.240,0.542,0.602,
32.260,0.547,-0.118,
32.280,0.537,-0.798,
32.300,0.514,-1.440,
32.320,0.479,-2.042,
32.340,0.432,-2.592,
32.360,0.374,-3.076,
32.380,0.308,-3.469,
32.400,0.234,-3.783,
32.420,0.156,-4.019,
32.440,0.072,-4.163,
32.446,,,1.00
32.460,-0.013,-4.215,
32.480,-0.097,-4.163,
32.500,-0.181,-4.006,
32.516,,,0.00
32.520,-0.259,-3.731,
32.540,-0.331,-3.351,
32.560,-0.394,-2.893,
32.580,-0.448,-2.369,
32.600,-0.490,-1.780,
32.620,-0.520,-1.126,
32.640,-0.536,-0.445,
32.660,-0.537,0.249,
32.680,-0.526,0.942,
32.700,-0.500,1.623,
32.720,-0.460,2.278,
32.740,-0.408,2.880,
32.760,-0.344,3.416,
32.780,-0.270,3.875,
32.800,-0.188,4.254,
32.820,-0.099,4.555,
32.840,-0.005,4.765,
32.860,0.093,4.883,
32.880,0.192,4.909,
32.900,0.291,4.856,
32.920,0.386,4.725,
32.940,0.481,4.503,
32.960,0.569,4.202,
32.980,0.649,3.835,
33.000,0.723,3.416,
33.020,0.787,2.945,
33.040,0.840,2.422,
33.060,0.884,1.859,
33.080,0.916,1.257,
33.100,0.935,0.615,
33.120,0.941,-0.052,
33.140,0.933,-0.746,
33.160,0.911,-1.453,
33.180,0.875,-2.173,
33.200,0.825,-2.919,
33.220,0.759,-3.678,
33.240,0.677,-4.424,
33.260,0.581,-5.157,
33.280,0.471,-5.851,
33.300,0.346,-6.480,
33.320,0.210,-7.016,
33.340,0.064,-7.435,
33.360,-0.090,-7.723,
33.380,-0.247,-7.854,
33.400,-0.405,-7.815,
33.420,-0.562,-7.592,
33.440,-0.712,-7.160,
33.460,-0.851,-6.545,
33.480,-0.975,-5.760,
33.500,-1.084,-4.817,
33.501,,,1.00
33.520,-1.170,-3.744,
33.540,-1.235,-2.566,
33.560,-1.274,-1.309,
33.572,,,0.00
33.580,-1.288,0.000,
33.600,-1.274,1.335,
33.620,-1.235,2.657,
33.640,-1.167,3.927,
33.660,-1.076,5.131,
33.680,-0.961,6.231,
33.700,-0.825,7.226,
33.720,-0.671,8.090,
33.740,-0.500,8.810,
33.760,-0.316,9.372,
33.780,-0.123,9.752,
33.800,0.077,9.975,
33.820,0.278,10.066,
33.840,0.481,10.040,
33.860,0.682,9.909,
33.880,0.878,9.700,
33.900,1.070,9.464,
33.920,1.257,9.215,
33.940,1.439,8.967,
33.960,1.615,8.731,
33.980,1.788,8.535,
34.000,1.956,8.378,
34.020,2.122,8.247,
34.040,2.286,8.155,
34.060,2.447,8.103,
34.080,2.609,8.103,
34.100,2.771,8.142,
34.120,2.934,8.207,
34.140,3.099,8.286,
34.160,3.266,8.351,
34.180,3.434,8.391,
34.200,3.602,8.404,
34.220,3.770,8.378,
34.240,3.938,8.273,
34.260,4.103,8.077,
34.280,4.262,7.789,
34.300,4.416,7.409,
34.320,4.560,6.912,
34.340,4.694,6.296,
34.360,4.813,5.589,
34.380,4.918,4.804,
34.400,5.006,3.953,
34.420,5.077,3.050,
34.440,5.129,2.134,
34.460,5.162,1.230,
34.480,5.177,0.353,
34.500,5.176,-0.484,
34.520,5.157,-1.270,
34.540,5.124,-1.963,
34.554,,,1.00
34.560,5.077,-2.566,
34.580,5.020,-3.089,
34.600,4.953,-3.508,
34.620,4.877,-3.809,
34.623,,,0.00
34.640,4.799,-3.992,
34.660,4.717,-4.084,
34.680,4.634,-4.084,
34.700,4.552,-3.979,
34.720,4.474,-3.770,
34.740,4.400,-3.482,
34.760,4.334,-3.129,
34.780,4.274,-2.723,
34.800,4.224,-2.278,
34.820,4.183,-1.806,
34.840,4.152,-1.309,
34.860,4.130,-0.798,
34.880,4.120,-0.288,
34.900,4.119,0.196,
34.920,4.128,0.654,
34.940,4.145,1.100,
34.960,4.172,1.492,
34.980,4.207,1.846,
35.000,4.246,2.147,
35.020,4.293,2.395,
35.040,4.343,2.592,
35.060,4.397,2.710,
35.080,4.453,2.749,
35.100,4.508,2.697,
35.120,4.562,2.566,
35.140,4.612,2.356,
35.160,4.657,2.068,
35.180,4.695,1.702,
35.200,4.727,1.283,
35.220,4.747,0.812,
35.240,4.760,0.288,
35.260,4.760,-0.262,
35.280,4.749,-0.838,
35.300,4.727,-1.414,
35.320,4.692,-1.977,
35.340,4.646,-2.513,
35.360,4.591,-3.011,
35.380,4.525,-3.469,
35.400,4.452,-3.875,
35.420,4.370,-4.202,
35.440,4.282,-4.438,
35.460,4.191,-4.581,
35.480,4.098,-4.647,
35.500,4.004,-4.621,
35.520,3.911,-4.503,
35.540,3.823,-4.320,
35.560,3.738,-4.084,
35.580,3.658,-3.783,
35.600,3.586,-3.403,
35.603,,,1.00
35.620,3.522,-2.985,
35.640,3.467,-2.539,
35.660,3.420,-2.068,
35.673,,,0.00
35.680,3.383,-1.571,
35.700,3.357,-1.034,
35.720,3.341,-0.471,
35.740,3.338,0.105,
35.760,3.346,0.681,
35.780,3.365,1.257,
35.800,3.396,1.859,
35.820,3.438,2.487,
35.840,3.495,3.115,
35.860,3.564,3.744,
35.880,3.644,4.359,
35.900,3.738,4.961,
35.920,3.844,5.537,
35.940,3.960,6.061,
35.960,4.087,6.532,
35.980,4.222,6.938,
36.000,4.365,7.239,
36.020,4.514,7.409,
36.040,4.664,7.422,
36.060,4.813,7.278,
36.080,4.957,6.977,
36.100,5.094,6.506,
36.120,5.220,5.877,
36.140,5.331,5.105,
36.160,5.426,4.189,
36.180,5.501,3.129,
36.200,5.553,1.963,
36.220,5.579,0.733,
36.240,5.583,-0.524,
36.260,5.559,-1.793,
36.280,5.510,-3.063,
36.300,5.437,-4.294,
36.320,5.338,-5.459,
36.340,5.217,-6.519,
36.360,5.075,-7.461,
36.380,4.917,-8.286,
36.400,4.742,-8.967,
36.420,4.555,-9.490,
36.440,4.361,-9.844,
36.460,4.159,-10.053,
36.480,3.957,-10.145,
36.500,3.753,-10.132,
36.520,3.550,-10.027,
36.540,3.351,-9.857,
36.560,3.156,-9.647,
36.580,2.964,-9.425,
36.600,2.779,-9.215,
36.620,2.597,-9.032,
36.640,2.417,-8.901,
36.654,,,1.00
36.660,2.242,-8.810,
36.680,2.066,-8.770,
36.700,1.891,-8.783,
36.720,1.715,-8.849,
36.724,,,0.00
36.740,1.538,-8.954,
36.760,1.357,-9.084,
36.780,1.175,-9.228,
36.800,0.988,-9.372,
36.820,0.800,-9.490,
36.840,0.608,-9.556,
36.860,0.416,-9.543,
36.880,0.225,-9.425,
36.900,0.038,-9.189,
36.920,-0.145,-8.823,
36.940,-0.317,-8.312,
36.960,-0.479,-7.645,
36.980,-0.625,-6.846,
37.000,-0.754,-5.930,
37.020,-0.864,-4.909,
37.040,-0.952,-3.796,
37.060,-1.016,-2.618,
37.080,-1.057,-1.427,
37.100,-1.073,-0.249,
37.120,-1.067,0.903,
37.140,-1.037,1.990,
37.160,-0.985,2.998,
37.180,-0.916,3.901,
37.200,-0.828,4.686,
37.220,-0.726,5.328,
37.240,-0.613,5.799,
37.260,-0.492,6.113,
37.280,-0.366,6.270,
37.300,-0.239,6.270,
37.320,-0.113,6.113,
37.340,0.008,5.825,
37.360,0.121,5.419,
37.380,0.226,4.896,
37.400,0.319,4.280,
37.420,0.397,3.600,
37.440,0.463,2.893,
37.460,0.514,2.160,
37.480,0.550,1.401,
37.500,0.570,0.641,
37.520,0.575,-0.105,
37.540,0.565,-0.812,
37.560,0.542,-1.479,
37.580,0.506,-2.107,
37.600,0.457,-2.670,
37.620,0.397,-3.155,
37.640,0.330,-3.574,
37.660,0.254,-3.914,
37.680,0.171,-4.176,
37.700,0.086,-4.333,
37.710,,,1.00
37.720,-0.003,-4.385,
37.740,-0.091,-4.346,
37.760,-0.178,-4.189,
37.780,-0.261,-3.927,
37.781,,,0.00
37.800,-0.336,-3.560,
37.820,-0.404,-3.102,
37.840,-0.462,-2.566,
37.860,-0.507,-1.950,
37.880,-0.540,-1.283,
37.900,-0.559,-0.576,
37.920,-0.564,0.144,
37.940,-0.553,0.864,
37.960,-0.529,1.571,
37.980,-0.490,2.238,
38.000,-0.438,2.867,
38.020,-0.375,3.430,
38.040,-0.300,3.927,
38.060,-0.217,4.346,
38.080,-0.126,4.673,
38.100,-0.028,4.909,
38.120,0.072,5.040,
38.140,0.174,5.079,
38.160,0.276,5.027,
38.180,0.377,4.896,
38.200,0.473,4.699,
38.220,0.565,4.424,
38.240,0.652,4.071,
38.260,0.729,3.652,
38.280,0.798,3.181,
38.300,0.858,2.670,
38.320,0.905,2.107,
38.340,0.942,1.505,
38.360,0.966,0.877,
38.380,0.977,0.223,
38.400,0.975,-0.458,
38.420,0.960,-1.165,
38.440,0.928,-1.885,
38.460,0.884,-2.618,
38.480,0.825,-3.377,
38.500,0.749,-4.163,
38.520,0.658,-4.922,
38.540,0.551,-5.642,
38.560,0.432,-6.296,
38.580,0.298,-6.872,
38.600,0.156,-7.370,
38.620,0.003,-7.736,
38.640,-0.157,-7.959,
38.660,-0.317,-7.998,
38.680,-0.479,-7.854,
38.700,-0.635,-7.527,
38.720,-0.782,-6.990,
38.740,-0.917,-6.283,
38.760,-1.035,-5.406,
38.766,,,1.00
38.780,-1.136,-4.385,
38.800,-1.213,-3.246,
38.820,-1.266,-2.003,
38.837,,,0.00
38.840,-1.294,-0.694,
38.860,-1.294,0.654,
38.880,-1.268,1.990,
38.900,-1.214,3.286,
38.920,-1.136,4.542,
38.940,-1.032,5.733,
38.960,-0.905,6.820,
38.980,-0.757,7.762,
39.000,-0.592,8.561,
39.020,-0.413,9.202,
39.040,-0.221,9.673,
39.060,-0.024,9.961,
39.080,0.179,10.092,
39.100,0.382,10.105,
39.120,0.584,10.027,
39.140,0.784,9.857,
39.160,0.980,9.621,
39.180,1.169,9.359,
39.200,1.354,9.098,
39.220,1.533,8.862,
39.240,1.707,8.639,
39.260,1.879,8.443,
39.280,2.045,8.273,
39.300,2.209,8.155,
39.320,2.370,8.090,
39.340,2.532,8.050,
39.360,2.692,8.037,
39.380,2.853,8.063,
39.400,3.014,8.129,
39.420,3.178,8.194,
39.440,3.343,8.234,
39.460,3.508,8.247,
39.480,3.673,8.221,
39.500,3.837,8.155,
39.520,3.999,8.011,
39.540,4.159,7.775,
