"Time (s) Skæv 5.5. time","Angle, Ch P2 (rad) Skæv 5.5. time","Angular Acceleration, Ch P2 (rad/s²) Skæv 5.5. time","State Skæv 5.5. time"
1037.000,-0.759,-8.308,
1037.050,-0.093,-25.552,
1037.100,0.520,-45.989,
1037.150,1.005,-63.425,
1037.200,1.308,-72.955,
1037.250,1.403,-72.536,
1037.300,1.293,-62.640,
1037.338,,,1.00
1037.350,1.008,-45.239,
1037.352,,,0.00
1037.377,,,1.00
1037.391,,,0.00
1037.400,0.598,-23.318,
1037.426,,,1.00
1037.435,,,0.00
1037.450,0.127,-0.611,
1037.500,-0.336,19.146,
1037.550,-0.735,33.371,
1037.600,-1.034,41.364,
1037.650,-1.216,44.035,
1037.700,-1.280,42.935,
1037.750,-1.233,39.287,
1037.800,-1.084,33.388,
1037.850,-0.847,24.679,
1037.900,-0.537,12.497,
1037.950,-0.185,-2.897,
1038.000,0.163,-19.705,
1038.050,0.460,-34.924,
1038.100,0.658,-45.361,
1038.150,0.721,-48.747,
1038.200,0.644,-44.454,
1038.250,0.438,-33.493,
1038.300,0.137,-18.169,
1038.350,-0.212,-1.466,
1038.400,-0.561,13.788,
1038.425,,,1.00
1038.440,,,0.00
1038.450,-0.864,25.691,
1038.464,,,1.00
1038.479,,,0.00
1038.500,-1.092,33.685,
1038.512,,,1.00
1038.523,,,0.00
1038.550,-1.228,38.275,
1038.600,-1.263,40.282,
1038.650,-1.194,40.073,
1038.700,-1.021,37.053,
1038.750,-0.745,29.932,
1038.800,-0.380,17.663,
1038.850,0.044,0.524,
1038.900,0.478,-19.356,
1038.950,0.862,-38.572,
1039.000,1.137,-53.651,
1039.050,1.261,-62.116,
1039.100,1.211,-62.727,
1039.150,0.985,-55.379,
1039.200,0.602,-41.312,
1039.250,0.102,-23.422,
1039.300,-0.454,-5.882,
1039.350,-1.012,7.400,
1039.400,-1.532,14.451,
1039.450,-1.998,15.778,
1039.500,-2.419,13.491,
1039.517,,,1.00
1039.531,,,0.00
1039.550,-2.805,9.983,
1039.556,,,1.00
1039.571,,,0.00
1039.600,-3.167,7.191,
1039.604,,,1.00
1039.615,,,0.00
1039.650,-3.517,6.423,
1039.700,-3.859,8.273,
1039.750,-4.186,12.531,
1039.800,-4.486,18.274,
1039.850,-4.742,24.068,
1039.900,-4.932,28.257,
1039.950,-5.045,29.426,
1040.000,-5.074,26.896,
1040.050,-5.025,20.979,
1040.100,-4.920,12.723,
1040.150,-4.780,3.456,
1040.200,-4.632,-5.480,
1040.250,-4.502,-12.846,
1040.300,-4.411,-17.628,
1040.350,-4.372,-19.268,
1040.400,-4.389,-17.715,
1040.450,-4.456,-13.317,
1040.500,-4.563,-6.702,
1040.550,-4.690,1.239,
1040.600,-4.814,9.372,
1040.608,,,1.00
1040.623,,,0.00
1040.648,,,1.00
1040.650,-4.913,16.458,
1040.663,,,0.00
1040.697,,,1.00
1040.700,-4.965,21.398,
1040.708,,,0.00
1040.750,-4.956,23.545,
1040.800,-4.880,22.811,
1040.850,-4.742,19.583,
1040.900,-4.551,14.574,
1040.950,-4.320,8.727,
1041.000,-4.068,3.037,
1041.050,-3.812,-1.728,
1041.100,-3.564,-5.253,
1041.150,-3.332,-7.645,
1041.200,-3.121,-9.215,
1041.250,-2.933,-10.263,
1041.300,-2.772,-10.891,
1041.350,-2.639,-11.048,
1041.400,-2.535,-10.524,
1041.450,-2.460,-9.058,
1041.500,-2.410,-6.493,
1041.550,-2.380,-2.880,
1041.600,-2.358,1.536,
1041.650,-2.333,6.545,
1041.700,-2.293,12.008,
1041.700,,,1.00
1041.715,,,0.00
1041.740,,,1.00
1041.750,-2.224,17.785,
1041.754,,,0.00
1041.787,,,1.00
1041.799,,,0.00
1041.800,-2.111,23.632,
1041.850,-1.938,29.060,
1041.900,-1.692,33.004,
1041.950,-1.356,33.423,
1042.000,-0.924,27.663,
1042.050,-0.397,13.910,
1042.100,0.187,-6.999,
1042.150,0.763,-31.241,
1042.200,1.255,-53.686,
1042.250,1.593,-70.197,
1042.300,1.736,-78.697,
1042.350,1.662,-78.435,
1042.400,1.373,-69.255,
1042.450,0.888,-52.150,
1042.500,0.253,-30.561,
1042.550,-0.454,-10.263,
1042.600,-1.164,3.194,
1042.650,-1.836,7.627,
1042.700,-2.468,5.550,
1042.750,-3.085,2.740,
1042.787,,,1.00
1042.800,-3.712,5.131,
1042.802,,,0.00
1042.826,,,1.00
1042.841,,,0.00
1042.850,-4.353,15.917,
1042.875,,,1.00
1042.886,,,0.00
1042.900,-4.978,34.016,
1042.950,-5.526,54.611,
1043.000,-5.927,71.489,
1043.050,-6.121,79.709,
1043.100,-6.088,77.161,
1043.150,-5.839,64.630,
1043.200,-5.407,45.309,
1043.250,-4.855,24.173,
1043.300,-4.255,6.562,
1043.350,-3.662,-3.892,
1043.400,-3.101,-6.720,
1043.450,-2.570,-4.381,
1043.500,-2.051,-0.750,
1043.550,-1.528,0.384,
1043.600,-0.990,-3.595,
1043.650,-0.443,-13.317,
1043.700,0.085,-27.000,
1043.750,0.545,-40.963,
1043.800,0.892,-51.260,
1043.850,1.092,-55.257,
1043.874,,,1.00
1043.889,,,0.00
1043.900,1.136,-52.255,
1043.913,,,1.00
1043.927,,,0.00
1043.950,1.035,-43.040,
1043.961,,,1.00
1043.972,,,0.00
1044.000,0.814,-29.234,
1044.050,0.515,-13.038,
1044.100,0.182,3.072,
1044.150,-0.135,16.738,
1044.200,-0.399,26.320,
1044.250,-0.586,31.189,
1044.300,-0.683,31.608,
1044.350,-0.693,28.362,
1044.400,-0.627,22.270,
1044.450,-0.500,13.980,
1044.500,-0.333,4.136,
1044.550,-0.154,-6.231,
1044.600,0.008,-15.568,
1044.650,0.124,-22.131,
1044.700,0.173,-24.592,
1044.750,0.149,-22.550,
1044.800,0.058,-16.581,
1044.850,-0.080,-7.976,
1044.900,-0.240,1.728,
1044.950,-0.396,11.065,
1044.963,,,1.00
1044.977,,,0.00
1045.000,-0.518,18.832,
1045.001,,,1.00
1045.016,,,0.00
1045.049,,,1.00
1045.050,-0.589,24.225,
1045.060,,,0.00
1045.100,-0.591,26.756,
1045.150,-0.520,26.145,
1045.200,-0.375,22.113,
1045.250,-0.167,14.504,
1045.300,0.086,3.700,
1045.350,0.357,-9.058,
1045.400,0.603,-21.782,
1045.450,0.789,-32.376,
1045.500,0.884,-39.200,
1045.550,0.870,-41.347,
1045.600,0.740,-38.659,
1045.650,0.503,-31.643,
1045.700,0.179,-21.468,
1045.750,-0.204,-9.879,
1045.800,-0.609,1.082,
1045.850,-1.004,9.739,
1045.900,-1.367,15.376,
1045.950,-1.682,18.309,
1046.000,-1.949,19.478,
1046.050,-2.166,19.879,
1046.055,,,1.00
1046.070,,,0.00
1046.094,,,1.00
1046.100,-2.334,20.193,
1046.109,,,0.00
1046.143,,,1.00
1046.150,-2.452,20.682,
1046.154,,,0.00
1046.200,-2.520,21.380,
1046.250,-2.532,22.375,
1046.300,-2.491,23.911,
1046.350,-2.392,26.128,
1046.400,-2.231,28.728,
1046.450,-1.996,30.753,
1046.500,-1.681,30.543,
1046.550,-1.280,25.918,
1046.600,-0.798,14.818,
1046.650,-0.258,-3.246,
1046.700,0.292,-25.971,
1046.750,0.778,-48.555,
1046.800,1.123,-65.694,
1046.850,1.280,-73.635,
1046.900,1.227,-70.878,
1046.950,0.971,-58.032,
1047.000,0.548,-37.699,
1047.050,0.022,-14.312,
1047.100,-0.533,7.016,
1047.150,-1.051,22.462,
1047.151,,,1.00
1047.166,,,0.00
1047.191,,,1.00
1047.200,-1.491,30.910,
1047.205,,,0.00
1047.239,,,1.00
1047.250,-1.841,33.737,
1047.250,,,0.00
1047.300,-2.100,33.301,
1047.350,-2.276,31.573,
1047.400,-2.372,29.723,
1047.450,-2.395,28.397,
1047.500,-2.350,27.873,
1047.550,-2.238,28.030,
1047.600,-2.056,28.274,
1047.650,-1.802,27.559,
1047.700,-1.475,24.365,
1047.750,-1.076,16.912,
1047.800,-0.620,4.067,
1047.850,-0.138,-13.491,
1047.900,0.317,-32.707,
1047.950,0.683,-49.079,
1048.000,0.906,-58.521,
1048.050,0.958,-58.922,
1048.100,0.840,-50.510,
1048.150,0.580,-35.273,
1048.200,0.221,-16.249,
1048.250,,,1.00
1048.250,-0.179,3.107,
1048.265,,,0.00
1048.289,,,1.00
1048.300,-0.562,19.705,
1048.304,,,0.00
1048.339,,,1.00
1048.348,,,0.00
1048.350,-0.883,31.695,
1048.400,-1.111,38.834,
1048.450,-1.233,42.010,
1048.500,-1.244,42.289,
1048.550,-1.147,40.090,
1048.600,-0.942,34.819,
1048.650,-0.642,25.290,
1048.700,-0.264,10.804,
1048.750,0.156,-7.714,
1048.800,0.559,-27.506,
1048.850,0.888,-44.960,
1048.900,1.089,-56.915,
1048.950,1.128,-61.401,
1049.000,0.994,-57.666,
1049.050,0.697,-46.251,
1049.100,0.267,-29.356,
1049.150,-0.242,-10.769,
1049.200,-0.768,5.341,
1049.250,-1.264,16.162,
1049.300,-1.704,21.206,
1049.346,,,1.00
1049.350,-2.080,21.869,
1049.361,,,0.00
1049.385,,,1.00
1049.400,-2.397,20.176,
1049.400,,,0.00
1049.435,,,1.00
1049.445,,,0.00
1049.450,-2.664,17.698,
1049.500,-2.887,15.184,
1049.550,-3.072,12.863,
1049.600,-3.226,10.751,
1049.650,-3.354,8.762,
1049.700,-3.460,6.667,
1049.750,-3.547,4.171,
1049.800,-3.624,1.152,
1049.850,-3.695,-2.356,
1049.900,-3.771,-6.144,
1049.950,-3.864,-9.861,
1050.000,-3.980,-12.933,
1050.050,-4.134,-14.451,
1050.100,-4.329,-13.369,
1050.150,-4.566,-8.779,
1050.200,-4.836,-0.401,
1050.250,-5.116,10.978,
1050.300,-5.372,23.457,
1050.350,-5.567,34.470,
1050.400,-5.663,41.678,
1050.444,,,1.00
1050.450,-5.642,43.721,
1050.460,,,0.00
1050.485,,,1.00
1050.499,,,0.00
1050.500,-5.498,40.457,
1050.535,,,1.00
1050.545,,,0.00
1050.550,-5.242,32.969,
1050.600,-4.896,23.318,
1050.650,-4.494,14.085,
1050.700,-4.065,7.662,
1050.750,-3.629,5.498,
1050.800,-3.190,7.714,
1050.850,-2.743,12.933,
1050.900,-2.264,18.326,
1050.950,-1.733,19.914,
1051.000,-1.131,13.648,
1051.050,-0.467,-2.478,
1051.100,0.221,-26.529,
1051.150,0.848,-52.761,
1051.200,1.327,-74.351,
1051.250,1.591,-86.324,
1051.300,1.612,-86.568,
1051.350,1.389,-75.171,
1051.400,0.950,-54.070,
1051.450,0.360,-27.506,
1051.500,-0.300,-1.571,
1051.549,,,1.00
1051.550,-0.941,17.977,
1051.564,,,0.00
1051.588,,,1.00
1051.600,-1.508,28.379,
1051.603,,,0.00
1051.638,,,1.00
1051.648,,,0.00
1051.650,-1.982,30.613,
1051.700,-2.370,27.786,
1051.750,-2.688,22.934,
1051.800,-2.948,17.872,
1051.850,-3.165,13.317,
1051.900,-3.352,9.355,
1051.950,-3.515,5.794,
1052.000,-3.665,2.443,
1052.050,-3.808,-0.768,
1052.100,-3.954,-3.718,
1052.150,-4.109,-6.056,
1052.200,-4.282,-7.191,
1052.250,-4.478,-6.388,
1052.300,-4.697,-3.054,
1052.350,-4.929,2.967,
1052.400,-5.162,11.188,
1052.450,-5.369,20.368,
1052.500,-5.523,28.746,
1052.550,-5.600,34.540,
1052.600,-5.578,36.530,
1052.649,,,1.00
1052.650,-5.455,34.435,
1052.664,,,0.00
1052.689,,,1.00
1052.700,-5.237,28.885,
1052.704,,,0.00
1052.738,,,1.00
1052.749,,,0.00
1052.750,-4.942,21.276,
1052.800,-4.591,13.474,
1052.850,-4.213,7.418,
1052.900,-3.825,4.538,
1052.950,-3.435,5.323,
1053.000,-3.041,9.268,
1053.050,-2.628,14.923,
1053.100,-2.179,19.879,
1053.150,-1.671,20.735,
1053.200,-1.093,13.945,
1053.250,-0.452,-2.234,
1053.300,0.210,-25.883,
1053.350,0.814,-51.470,
1053.400,1.272,-72.379,
1053.450,1.522,-83.741,
1053.500,1.533,-83.514,
1053.550,1.310,-71.925,
1053.600,0.881,-51.033,
1053.650,0.308,-25.045,
1053.700,-0.327,0.175,
1053.744,,,1.00
1053.750,-0.939,19.234,
1053.759,,,0.00
1053.783,,,1.00
1053.798,,,0.00
1053.800,-1.477,29.636,
1053.832,,,1.00
1053.843,,,0.00
1053.850,-1.920,32.341,
1053.900,-2.273,30.247,
1053.950,-2.548,26.180,
1054.000,-2.758,21.834,
1054.050,-2.917,17.767,
1054.100,-3.030,13.858,
1054.150,-3.109,9.844,
1054.200,-3.162,5.550,
1054.250,-3.200,0.960,
1054.300,-3.236,-3.857,
1054.350,-3.280,-8.796,
1054.400,-3.347,-13.666,
1054.450,-3.448,-18.082,
1054.500,-3.597,-21.258,
1054.550,-3.803,-21.956,
1054.600,-4.075,-18.692,
1054.650,-4.405,-10.367,
1054.700,-4.777,2.932,
1054.750,-5.151,19.391,
1054.800,-5.477,35.797,
1054.841,,,1.00
1054.850,-5.704,48.607,
1054.856,,,0.00
1054.881,,,1.00
1054.895,,,0.00
1054.900,-5.792,55.152,
1054.930,,,1.00
1054.941,,,0.00
1054.950,-5.722,54.385,
1055.000,-5.499,46.984,
1055.050,-5.148,35.203,
1055.100,-4.705,22.358,
1055.150,-4.211,11.973,
1055.200,-3.706,6.632,
1055.250,-3.198,6.912,
1055.300,-2.686,11.013,
1055.350,-2.149,15.097,
1055.400,-1.561,14.329,
1055.450,-0.914,4.782,
1055.500,-0.225,-14.312,
1055.550,0.452,-39.305,
1055.600,1.026,-63.478,
1055.650,1.417,-80.320,
1055.700,1.576,-86.062,
1055.750,1.492,-79.936,
1055.800,1.183,-63.216,
1055.850,0.694,-38.973,
1055.900,0.097,-12.165,
1055.931,,,1.00
1055.946,,,0.00
1055.950,-0.518,11.484,
1055.970,,,1.00
1055.985,,,0.00
1056.000,-1.081,27.786,
1056.018,,,1.00
1056.029,,,0.00
1056.050,-1.550,35.744,
1056.100,-1.915,37.176,
1056.150,-2.179,34.959,
1056.200,-2.356,31.468,
1056.250,-2.455,27.995,
1056.300,-2.485,25.028,
1056.350,-2.455,22.689,
1056.400,-2.369,20.927,
1056.450,-2.232,19.565,
1056.500,-2.047,18.274,
1056.550,-1.814,16.581,
1056.600,-1.539,13.858,
1056.650,-1.225,9.372,
1056.700,-0.881,2.670,
1056.750,-0.525,-6.004,
1056.800,-0.179,-15.516,
1056.850,0.124,-24.120,
1056.900,0.361,-30.055,
1056.950,0.512,-32.079,
1057.000,0.572,-29.898,
1057.013,,,1.00
1057.028,,,0.00
1057.050,0.547,-24.120,
1057.052,,,1.00
1057.067,,,0.00
1057.100,0.457,-15.917,
1057.101,,,1.00
1057.111,,,0.00
1057.150,0.325,-6.650,
1057.200,0.176,2.304,
1057.250,0.038,9.652,
1057.300,-0.069,14.451,
1057.350,-0.134,16.284,
1057.400,-0.149,15.184,
1057.450,-0.121,11.519,
1057.500,-0.060,5.882,
1057.550,0.020,-0.908,
1057.600,0.097,-7.802,
1057.650,0.154,-13.718,
1057.700,0.170,-17.698,
1057.750,0.135,-19.059,
1057.800,0.047,-17.383,
1057.850,-0.094,-12.619,
1057.900,-0.273,-5.341,
1057.950,-0.470,3.299,
1058.000,-0.657,11.921,
1058.050,-0.811,19.426,
1058.099,,,1.00
1058.100,-0.911,25.203,
1058.113,,,0.00
1058.138,,,1.00
1058.150,-0.944,29.042,
1058.152,,,0.00
1058.185,,,1.00
1058.197,,,0.00
1058.200,-0.900,30.788,
1058.250,-0.774,29.950,
1058.300,-0.567,25.656,
1058.350,-0.283,17.104,
1058.400,0.055,4.381,
1058.450,0.413,-11.100,
1058.500,0.745,-26.826,
1058.550,1.001,-40.073,
1058.600,1.145,-48.730,
1058.650,1.153,-51.609,
1058.700,1.018,-48.450,
1058.750,0.746,-39.863,
1058.800,0.366,-27.419,
1058.850,-0.088,-13.561,
1058.900,-0.572,-1.100,
1058.950,-1.048,7.714,
1059.000,-1.489,12.008,
1059.050,-1.893,12.427,
1059.100,-2.259,10.420,
1059.150,-2.598,7.487,
1059.187,,,1.00
1059.200,-2.920,4.852,
1059.202,,,0.00
1059.226,,,1.00
1059.241,,,0.00
1059.250,-3.231,3.456,
1059.275,,,1.00
1059.286,,,0.00
1059.300,-3.541,3.927,
1059.350,-3.845,6.388,
1059.400,-4.137,10.524,
1059.450,-4.406,15.673,
1059.500,-4.637,20.787,
1059.550,-4.813,24.504,
1059.600,-4.920,25.569,
1059.650,-4.953,23.405,
1059.700,-4.921,18.291,
1059.750,-4.838,11.083,
1059.800,-4.725,2.897,
1059.850,-4.606,-5.096,
1059.900,-4.502,-11.798,
1059.950,-4.433,-16.266,
1060.000,-4.412,-17.872,
1060.050,-4.444,-16.389,
1060.100,-4.524,-11.973,
1060.150,-4.639,-5.149,
1060.200,-4.772,3.159,
1060.250,-4.898,11.606,
1060.269,,,1.00
1060.284,,,0.00
1060.300,-4.990,18.727,
1060.308,,,1.00
1060.323,,,0.00
1060.350,-5.030,23.353,
1060.357,,,1.00
1060.367,,,0.00
1060.400,-5.003,24.906,
1060.450,-4.906,23.440,
1060.500,-4.744,19.513,
1060.550,-4.530,14.015,
1060.600,-4.279,8.011,
1060.650,-4.010,2.548,
1060.700,-3.738,-1.658,
1060.750,-3.476,-4.363,
1060.800,-3.226,-5.777,
1060.850,-2.994,-6.283,
1060.900,-2.779,-6.248,
1060.950,-2.578,-5.899,
1061.000,-2.394,-5.149,
1061.050,-2.223,-3.665,
1061.100,-2.064,-1.012,
1061.150,-1.913,2.985,
1061.200,-1.756,8.011,
1061.250,-1.582,13.352,
1061.300,-1.371,17.907,
1061.347,,,1.00
1061.350,-1.112,20.246,
1061.361,,,0.00
1061.386,,,1.00
1061.400,-0.795,18.727,
1061.400,,,0.00
1061.434,,,1.00
1061.444,,,0.00
1061.450,-0.415,12.095,
1061.500,0.009,0.367,
1061.550,0.445,-14.765,
1061.600,0.845,-30.334,
1061.650,1.161,-43.249,
1061.700,1.354,-51.400,
1061.750,1.406,-53.966,
1061.800,1.310,-50.981,
1061.850,1.074,-42.883,
1061.900,0.721,-30.683,
1061.950,0.283,-16.424,
1062.000,-0.195,-3.037,
1062.050,-0.668,6.720,
1062.100,-1.109,11.467,
1062.150,-1.510,11.554,
1062.200,-1.874,8.465,
1062.250,-2.215,3.962,
1062.300,-2.546,-0.436,
1062.350,-2.882,-3.578,
1062.400,-3.233,-4.555,
1062.435,,,1.00
1062.450,,,0.00
1062.450,-3.600,-2.566,
1062.474,,,1.00
1062.489,,,0.00
1062.500,-3.984,2.967,
1062.523,,,1.00
1062.533,,,0.00
1062.550,-4.370,11.921,
1062.600,-4.733,23.038,
1062.650,-5.039,33.947,
1062.700,-5.253,41.853,
1062.750,-5.347,44.611,
1062.800,-5.312,41.469,
1062.850,-5.163,33.179,
1062.900,-4.921,21.520,
1062.950,-4.623,8.692,
1063.000,-4.307,-3.299,
1063.050,-4.006,-13.090,
1063.100,-3.743,-20.106,
1063.150,-3.539,-24.452,
1063.200,-3.401,-26.599,
1063.250,-3.332,-27.035,
1063.300,-3.333,-26.058,
1063.350,-3.404,-23.771,
1063.400,-3.536,-20.211,
1063.450,-3.721,-15.307,
1063.500,-3.949,-8.901,
1063.519,,,1.00
1063.534,,,0.00
1063.550,-4.202,-0.925,
1063.559,,,1.00
1063.573,,,0.00
1063.600,-4.463,8.290,
1063.608,,,1.00
1063.618,,,0.00
1063.650,-4.703,17.733,
1063.700,-4.898,25.813,
1063.750,-5.019,30.875,
1063.800,-5.052,31.922,
1063.850,-4.994,28.903,
1063.900,-4.857,22.567,
1063.950,-4.657,14.102,
1064.000,-4.420,4.852,
1064.050,-4.175,-3.962,
1064.100,-3.941,-11.554,
1064.150,-3.742,-17.575,
1064.200,-3.589,-22.026,
1064.250,-3.495,-25.011,
1064.300,-3.467,-26.634,
1064.350,-3.508,-26.878,
1064.400,-3.619,-25.429,
1064.450,-3.798,-21.694,
1064.500,-4.040,-15.027,
1064.550,-4.328,-5.236,
1064.600,-4.635,7.034,
1064.605,,,1.00
1064.620,,,0.00
1064.645,,,1.00
1064.650,-4.929,20.193,
1064.659,,,0.00
1064.694,,,1.00
1064.700,-5.169,31.957,
1064.704,,,0.00
1064.750,-5.320,40.003,
1064.800,-5.356,42.761,
1064.850,-5.270,39.951,
1064.900,-5.074,32.585,
1064.950,-4.788,22.532,
1065.000,-4.445,11.990,
1065.050,-4.078,2.897,
1065.100,-3.710,-3.508,
1065.150,-3.360,-6.859,
1065.200,-3.033,-7.575,
1065.250,-2.730,-6.475,
1065.300,-2.444,-4.363,
1065.350,-2.169,-1.728,
1065.400,-1.901,1.187,
1065.450,-1.629,4.084,
1065.500,-1.346,6.405,
1065.550,-1.045,7.243,
1065.600,-0.719,5.550,
1065.650,-0.371,0.628,
1065.686,,,1.00
1065.700,-0.011,-7.313,
1065.701,,,0.00
1065.725,,,1.00
1065.739,,,0.00
1065.750,0.335,-16.965,
1065.773,,,1.00
1065.783,,,0.00
1065.800,0.638,-26.320,
1065.850,0.869,-33.388,
1065.900,1.005,-36.896,
1065.950,1.040,-36.512,
1066.000,0.975,-32.585,
1066.050,0.823,-25.796,
1066.100,0.600,-17.069,
1066.150,0.333,-7.645,
1066.200,0.049,1.082,
1066.250,-0.228,7.941,
1066.300,-0.478,12.305,
1066.350,-0.690,14.224,
1066.400,-0.862,14.347,
1066.450,-0.996,13.666,
1066.500,-1.098,13.177,
1066.550,-1.169,13.526,
1066.600,-1.210,14.940,
1066.650,-1.214,17.296,
1066.700,-1.178,20.211,
1066.750,-1.092,22.934,
1066.770,,,1.00
1066.785,,,0.00
1066.800,-0.946,24.295,
1066.809,,,1.00
1066.823,,,0.00
1066.850,-0.732,22.899,
1066.856,,,1.00
1066.868,,,0.00
1066.900,-0.451,17.593,
1066.950,-0.115,8.029,
1067.000,0.253,-4.974,
1067.050,0.611,-19.426,
1067.100,0.919,-32.795,
1067.150,1.134,-42.830,
1067.200,1.230,-48.136,
1067.250,1.194,-48.171,
1067.300,1.024,-43.022,
1067.350,0.735,-33.458,
1067.400,0.355,-21.118,
1067.450,-0.080,-8.412,
1067.500,-0.529,2.164,
1067.550,-0.961,8.971,
1067.600,-1.360,11.729,
1067.650,-1.722,11.310,
1067.700,-2.051,9.058,
1067.750,-2.358,6.161,
1067.800,-2.650,3.456,
1067.850,-2.934,1.536,
1067.861,,,1.00
1067.876,,,0.00
1067.900,-3.219,0.873,
1067.901,,,1.00
1067.915,,,0.00
1067.949,,,1.00
1067.950,-3.504,1.798,
1067.960,,,0.00
1068.000,-3.790,4.416,
1068.050,-4.068,8.517,
1068.100,-4.329,13.544,
1068.150,-4.555,18.570,
1068.200,-4.733,22.445,
1068.250,-4.849,24.068,
1068.300,-4.896,22.777,
1068.350,-4.879,18.623,
1068.400,-4.810,12.270,
1068.450,-4.708,4.677,
1068.500,-4.593,-3.142,
1068.550,-4.488,-10.158,
1068.600,-4.412,-15.394,
1068.650,-4.383,-18.099,
1068.700,-4.405,-17.837,
1068.750,-4.478,-14.504,
1068.800,-4.596,-8.343,
1068.850,-4.741,-0.087,
1068.900,-4.887,9.006,
1068.950,-5.011,17.366,
1068.951,,,1.00
1068.966,,,0.00
1068.990,,,1.00
1069.000,-5.083,23.510,
1069.005,,,0.00
1069.039,,,1.00
1069.049,,,0.00
1069.050,-5.089,26.546,
1069.100,-5.020,26.302,
1069.150,-4.879,23.178,
1069.200,-4.675,17.959,
1069.250,-4.422,11.729,
1069.300,-4.141,5.760,
1069.350,-3.850,1.117,
1069.400,-3.561,-1.693,
1069.450,-3.281,-2.793,
1069.500,-3.011,-2.670,
1069.550,-2.749,-1.833,
1069.600,-2.491,-0.646,
1069.650,-2.237,0.698,
1069.700,-1.979,2.147,
1069.750,-1.717,3.718,
1069.800,-1.447,5.201,
1069.850,-1.162,5.934,
1069.900,-0.859,4.974,
1069.950,-0.536,1.571,
1070.000,-0.203,-4.381,
1070.041,,,1.00
1070.050,0.126,-12.182,
1070.055,,,0.00
1070.080,,,1.00
1070.094,,,0.00
1070.100,0.426,-20.438,
1070.128,,,1.00
1070.138,,,0.00
1070.150,0.671,-27.454,
1070.200,0.839,-31.817,
1070.250,0.920,-32.795,
1070.300,0.909,-30.386,
1070.350,0.817,-25.133,
1070.400,0.657,-17.890,
1070.450,0.449,-9.739,
1070.500,0.217,-1.850,
1070.550,-0.014,4.712,
1070.600,-0.229,9.268,
1070.650,-0.416,11.624,
1070.700,-0.567,12.078,
1070.750,-0.686,11.327,
1070.800,-0.776,10.228,
1070.850,-0.842,9.547,
1070.900,-0.886,9.774,
1070.950,-0.909,11.083,
1071.000,-0.906,13.299,
1071.050,-0.873,15.900,
1071.100,-0.798,18.064,
1071.128,,,1.00
1071.143,,,0.00
1071.150,-0.675,18.832,
1071.167,,,1.00
1071.182,,,0.00
1071.200,-0.500,17.244,
1071.214,,,1.00
1071.226,,,0.00
1071.250,-0.273,12.601,
1071.300,-0.006,4.817,
1071.350,0.280,-5.376,
1071.400,0.554,-16.458,
1071.450,0.785,-26.564,
1071.500,0.944,-34.034,
1071.550,1.005,-37.821,
1071.600,0.964,-37.612,
1071.650,0.820,-33.598,
1071.700,0.583,-26.407,
1071.750,0.275,-17.157,
1071.800,-0.079,-7.383,
1071.850,-0.446,1.292,
1071.900,-0.804,7.767,
1071.950,-1.136,11.781,
1072.000,-1.433,13.840,
1072.050,-1.693,14.783,
1072.100,-1.916,15.341,
1072.150,-2.102,15.970,
1072.200,-2.248,16.877,
1072.213,,,1.00
1072.228,,,0.00
1072.250,-2.353,18.134,
1072.252,,,1.00
1072.267,,,0.00
1072.300,,,1.00
1072.300,-2.413,19.792,
1072.311,,,0.00
1072.350,-2.425,21.991,
1072.400,-2.383,24.854,
1072.450,-2.282,28.309,
1072.500,-2.111,31.817,
1072.550,-1.858,34.156,
1072.600,-1.516,33.283,
1072.650,-1.076,26.616,
1072.700,-0.548,12.305,
1072.750,0.033,-9.146,
1072.800,0.605,-34.156,
1072.850,1.084,-57.317,
1072.900,1.400,-73.705,
1072.950,1.505,-80.303,
1073.000,1.385,-76.062,
1073.050,1.049,-61.628,
1073.100,0.536,-39.741,
1073.150,-0.085,-15.446,
1073.200,-0.734,5.323,
1073.250,-1.343,18.309,
1073.295,,,1.00
1073.300,-1.880,22.742,
1073.310,,,0.00
1073.334,,,1.00
1073.349,,,0.00
1073.350,-2.347,20.961,
1073.383,,,1.00
1073.394,,,0.00
1073.400,-2.757,16.476,
1073.450,-3.127,12.217,
1073.500,-3.475,9.844,
1073.550,-3.803,9.861,
1073.600,-4.112,11.990,
1073.650,-4.395,15.464,
1073.700,-4.640,19.234,
1073.750,-4.835,22.096,
1073.800,-4.970,22.934,
1073.850,-5.039,21.118,
1073.900,-5.049,16.790,
1073.950,-5.012,10.751,
1074.000,-4.948,4.154,
1074.050,-4.874,-1.763,
1074.100,-4.810,-5.899,
1074.150,-4.767,-7.557,
1074.200,-4.750,-6.685,
1074.250,-4.755,-3.805,
1074.300,-4.772,0.244,
1074.350,-4.788,4.590,
1074.389,,,1.00
1074.400,-4.793,8.482,
1074.404,,,0.00
1074.429,,,1.00
1074.444,,,0.00
1074.450,-4.772,11.327,
1074.479,,,1.00
1074.490,,,0.00
1074.500,-4.720,12.741,
1074.550,-4.632,12.601,
1074.600,-4.510,11.083,
1074.650,-4.356,8.587,
1074.700,-4.181,5.585,
1074.750,-3.991,2.443,
1074.800,-3.797,-0.611,
1074.850,-3.603,-3.456,
1074.900,-3.420,-6.021,
1074.950,-3.252,-8.290,
1075.000,-3.105,-10.332,
1075.050,-2.985,-12.235,
1075.100,-2.895,-13.980,
1075.150,-2.840,-15.446,
