Time (s) Auto,Angle (rad) pi/4 forskydt,Angular Velocity (rad/s) pi/4 forskydt
1010.24,-2.977,-3.574
1010.26,-3.047,-3.456
1010.28,-3.115,-3.338
1010.3,-3.181,-3.207
1010.32,-3.244,-3.076
1010.34,-3.303,-2.958
1010.36,-3.362,-2.854
1010.38,-3.418,-2.749
1010.4,-3.471,-2.631
1010.42,-3.523,-2.513
1010.44,-3.572,-2.409
1010.46,-3.619,-2.304
1010.48,-3.665,-2.212
1010.5,-3.707,-2.134
1010.52,-3.749,-2.068
1010.54,-3.79,-2.016
1010.56,-3.83,-1.963
1010.58,-3.869,-1.937
1010.6,-3.907,-1.95
1010.62,-3.946,-1.99
1010.64,-3.987,-2.042
1010.66,-4.028,-2.094
1010.68,-4.07,-2.173
1010.7,-4.114,-2.291
1010.72,-4.161,-2.422
1010.74,-4.211,-2.579
1010.76,-4.263,-2.749
1010.78,-4.321,-2.932
1010.8,-4.381,-3.129
1010.82,-4.445,-3.338
1010.84,-4.514,-3.547
1010.86,-4.588,-3.731
1010.88,-4.664,-3.901
1010.9,-4.744,-4.045
1010.92,-4.827,-4.15
1010.94,-4.91,-4.189
1010.96,-4.995,-4.176
1010.98,-5.078,-4.097
1011,-5.16,-3.914
1011.02,-5.237,-3.639
1011.04,-5.306,-3.272
1011.06,-5.369,-2.841
1011.08,-5.421,-2.317
1011.1,-5.463,-1.702
1011.12,-5.49,-1.034
1011.14,-5.504,-0.314
1011.16,-5.504,0.432
1011.18,-5.487,1.204
1011.2,-5.455,1.977
1011.22,-5.408,2.736
1011.24,-5.345,3.482
1011.26,-5.268,4.176
1011.28,-5.177,4.817
1011.3,-5.075,5.406
1011.32,-4.961,5.943
1011.34,-4.836,6.401
1011.36,-4.703,6.768
1011.38,-4.565,7.042
1011.4,-4.42,7.239
1011.42,-4.274,7.383
1011.44,-4.125,7.474
1011.46,-3.974,7.527
1011.48,-3.823,7.54
1011.5,-3.673,7.54
1011.52,-3.522,7.553
1011.54,-3.371,7.579
1011.56,-3.219,7.605
1011.58,-3.066,7.658
1011.6,-2.914,7.749
1011.62,-2.757,7.906
1011.64,-2.598,8.116
1011.66,-2.433,8.364
1011.68,-2.264,8.666
1011.7,-2.088,9.019
1011.72,-1.904,9.425
1011.74,-1.711,9.857
1011.76,-1.51,10.315
1011.78,-1.299,10.773
1011.8,-1.078,11.205
1011.82,-0.85,11.572
1011.84,-0.614,11.833
1011.86,-0.374,11.951
1011.88,-0.134,11.86
1011.9,0.104,11.545
1011.92,0.331,10.982
1011.94,0.547,10.158
1011.96,0.741,9.098
1011.98,0.913,7.828
1012,1.057,6.401
1012.02,1.17,4.83
1012.04,1.252,3.168
1012.06,1.297,1.466
1012.08,1.31,-0.236
1012.1,1.288,-1.898
1012.12,1.233,-3.495
1012.14,1.147,-4.987
1012.16,1.032,-6.349
1012.18,0.891,-7.54
1012.2,0.727,-8.535
1012.22,0.547,-9.307
1012.24,0.352,-9.844
1012.26,0.149,-10.145
1012.28,-0.057,-10.21
1012.3,-0.262,-10.066
1012.32,-0.462,-9.739
1012.34,-0.653,-9.255
1012.36,-0.834,-8.639
1012.38,-1.001,-7.919
1012.4,-1.151,-7.134
1012.42,-1.286,-6.309
1012.44,-1.404,-5.459
1012.46,-1.505,-4.595
1012.48,-1.588,-3.731
1012.5,-1.654,-2.88
1012.52,-1.703,-2.042
1012.54,-1.736,-1.23
1012.56,-1.751,-0.432
1012.58,-1.753,0.353
1012.6,-1.737,1.126
1012.62,-1.707,1.898
1012.64,-1.662,2.657
1012.66,-1.601,3.416
1012.68,-1.525,4.163
1012.7,-1.434,4.909
1012.72,-1.329,5.655
1012.74,-1.208,6.362
1012.76,-1.073,7.029
1012.78,-0.927,7.631
1012.8,-0.767,8.168
1012.82,-0.598,8.626
1012.84,-0.421,8.954
1012.86,-0.237,9.124
1012.88,-0.053,9.098
1012.9,0.129,8.888
1012.92,0.305,8.495
1012.94,0.471,7.893
1012.96,0.624,7.082
1012.98,0.757,6.087
1013,0.869,4.935
1013.02,0.957,3.652
1013.04,1.016,2.278
1013.06,1.048,0.851
1013.08,1.051,-0.602
1013.1,1.024,-2.042
1013.12,0.968,-3.43
1013.14,0.886,-4.725
1013.16,0.778,-5.904
1013.18,0.647,-6.951
1013.2,0.498,-7.828
1013.22,0.331,-8.508
1013.24,0.154,-8.967
1013.26,-0.03,-9.215
1013.28,-0.217,-9.281
1013.3,-0.404,-9.163
1013.32,-0.586,-8.888
1013.34,-0.76,-8.469
1013.36,-0.927,-7.933
1013.38,-1.079,-7.317
1013.4,-1.219,-6.65
1013.42,-1.346,-5.943
1013.44,-1.458,-5.184
1013.46,-1.554,-4.398
1013.48,-1.634,-3.626
1013.5,-1.698,-2.867
1013.52,-1.748,-2.107
1013.54,-1.783,-1.335
1013.56,-1.802,-0.563
1013.58,-1.805,0.196
1013.6,-1.794,0.942
1013.62,-1.767,1.676
1013.64,-1.726,2.409
1013.66,-1.671,3.168
1013.68,-1.601,3.953
1013.7,-1.513,4.739
1013.72,-1.411,5.498
1013.74,-1.293,6.257
1013.76,-1.161,7.016
1013.78,-1.012,7.736
1013.8,-0.85,8.404
1013.82,-0.675,8.993
1013.84,-0.489,9.477
1013.86,-0.294,9.804
1013.88,-0.094,9.948
1013.9,0.107,9.909
1013.92,0.305,9.66
1013.94,0.496,9.176
1013.96,0.675,8.469
1013.98,0.837,7.54
1014,0.98,6.427
1014.02,1.096,5.144
1014.04,1.188,3.718
1014.06,1.247,2.212
1014.08,1.275,0.641
1014.1,1.274,-0.956
1014.12,1.238,-2.553
1014.14,1.17,-4.11
1014.16,1.073,-5.589
1014.18,0.946,-6.977
1014.2,0.792,-8.221
1014.22,0.614,-9.281
1014.24,0.418,-10.132
1014.26,0.206,-10.747
1014.28,-0.016,-11.126
1014.3,-0.242,-11.284
1014.32,-0.47,-11.244
1014.34,-0.694,-11.022
1014.36,-0.913,-10.655
1014.38,-1.122,-10.184
1014.4,-1.321,-9.647
1014.42,-1.508,-9.071
1014.44,-1.684,-8.482
1014.46,-1.847,-7.893
1014.48,-2,-7.317
1014.5,-2.139,-6.781
1014.52,-2.27,-6.283
1014.54,-2.391,-5.812
1014.56,-2.502,-5.354
1014.58,-2.604,-4.935
1014.6,-2.699,-4.555
1014.62,-2.787,-4.215
1014.64,-2.867,-3.888
1014.66,-2.942,-3.587
1014.68,-3.01,-3.312
1014.7,-3.074,-3.063
1014.72,-3.132,-2.841
1014.74,-3.187,-2.631
1014.76,-3.237,-2.448
1014.78,-3.285,-2.291
1014.8,-3.329,-2.173
1014.82,-3.371,-2.068
1014.84,-3.412,-1.99
1014.86,-3.449,-1.937
1014.88,-3.489,-1.924
1014.9,-3.526,-1.95
1014.92,-3.566,-1.99
1014.94,-3.607,-2.055
1014.96,-3.647,-2.16
1014.98,-3.691,-2.317
1015,-3.74,-2.5
1015.02,-3.792,-2.71
1015.04,-3.847,-2.945
1015.06,-3.91,-3.233
1015.08,-3.976,-3.547
1015.1,-4.051,-3.875
1015.12,-4.131,-4.215
1015.14,-4.219,-4.555
1015.16,-4.313,-4.909
1015.18,-4.416,-5.236
1015.2,-4.524,-5.524
1015.22,-4.637,-5.747
1015.24,-4.755,-5.917
1015.26,-4.874,-6.008
1015.28,-4.997,-5.995
1015.3,-5.116,-5.877
1015.32,-5.232,-5.629
1015.34,-5.344,-5.249
1015.36,-5.444,-4.725
1015.38,-5.534,-4.084
1015.4,-5.609,-3.351
1015.42,-5.669,-2.5
1015.44,-5.711,-1.558
1015.46,-5.732,-0.55
1015.48,-5.733,0.484
1015.5,-5.713,1.532
1015.52,-5.672,2.579
1015.54,-5.609,3.6
1015.56,-5.528,4.581
1015.58,-5.426,5.485
1015.6,-5.306,6.296
1015.62,-5.173,7.016
1015.64,-5.025,7.645
1015.66,-4.865,8.155
1015.68,-4.697,8.535
1015.7,-4.522,8.81
1015.72,-4.343,8.993
1015.74,-4.161,9.098
1015.76,-3.979,9.137
1015.78,-3.795,9.137
1015.8,-3.613,9.137
1015.82,-3.431,9.137
1015.84,-3.247,9.163
1015.86,-3.065,9.215
1015.88,-2.879,9.32
1015.9,-2.692,9.503
1015.92,-2.501,9.752
1015.94,-2.303,10.066
1015.96,-2.099,10.446
1015.98,-1.887,10.904
1016,-1.663,11.428
1016.02,-1.429,11.964
1016.04,-1.184,12.488
1016.06,-0.93,12.972
1016.08,-0.664,13.378
1016.1,-0.393,13.627
1016.12,-0.116,13.653
1016.14,0.157,13.417
1016.16,0.424,12.881
1016.18,0.677,12.056
1016.2,0.909,10.956
1016.22,1.118,9.608
1016.24,1.297,8.037
1016.26,1.442,6.296
1016.28,1.55,4.438
1016.3,1.621,2.487
1016.32,1.651,0.484
1016.34,1.64,-1.505
1016.36,1.59,-3.43
1016.38,1.502,-5.288
1016.4,1.378,-7.042
1016.42,1.217,-8.652
1016.44,1.029,-10.066
1016.46,0.812,-11.244
1016.48,0.575,-12.161
1016.5,0.322,-12.789
1016.52,0.06,-13.129
1016.54,-0.207,-13.195
1016.56,-0.471,-13.011
1016.58,-0.73,-12.619
1016.6,-0.979,-12.082
1016.62,-1.214,-11.441
1016.64,-1.437,-10.747
1016.66,-1.645,-10.027
1016.68,-1.838,-9.32
1016.7,-2.017,-8.652
1016.72,-2.183,-8.024
1016.74,-2.337,-7.448
1016.76,-2.48,-6.925
1016.78,-2.614,-6.453
1016.8,-2.738,-6.034
1016.82,-2.854,-5.681
1016.84,-2.964,-5.38
1016.86,-3.069,-5.105
1016.88,-3.168,-4.856
1016.9,-3.263,-4.647
1016.92,-3.354,-4.49
1016.94,-3.442,-4.359
1016.96,-3.528,-4.254
1016.98,-3.611,-4.163
1017,-3.695,-4.097
1017.02,-3.775,-4.058
1017.04,-3.856,-4.032
1017.06,-3.936,-4.019
1017.08,-4.017,-4.019
1017.1,-4.097,-4.032
1017.12,-4.178,-4.058
1017.14,-4.258,-4.084
1017.16,-4.342,-4.11
1017.18,-4.423,-4.123
1017.2,-4.507,-4.123
1017.22,-4.588,-4.136
1017.24,-4.672,-4.136
1017.26,-4.755,-4.11
1017.28,-4.836,-4.045
1017.3,-4.917,-3.953
1017.32,-4.995,-3.835
1017.34,-5.071,-3.691
1017.36,-5.143,-3.508
1017.38,-5.212,-3.272
1017.4,-5.275,-2.971
1017.42,-5.331,-2.618
1017.44,-5.38,-2.225
1017.46,-5.421,-1.793
1017.48,-5.452,-1.309
1017.5,-5.474,-0.772
1017.52,-5.484,-0.196
1017.54,-5.482,0.393
1017.56,-5.468,0.995
1017.58,-5.443,1.61
1017.6,-5.404,2.225
1017.62,-5.353,2.827
1017.64,-5.29,3.39
1017.66,-5.217,3.927
1017.68,-5.133,4.424
1017.7,-5.039,4.883
1017.72,-4.937,5.275
1017.74,-4.827,5.603
1017.76,-4.712,5.877
1017.78,-4.591,6.1
1017.8,-4.467,6.257
1017.82,-4.34,6.349
1017.84,-4.213,6.414
1017.86,-4.084,6.453
1017.88,-3.954,6.466
1017.9,-3.825,6.453
1017.92,-3.696,6.44
1017.94,-3.567,6.427
1017.96,-3.438,6.414
1017.98,-3.311,6.427
1018,-3.182,6.48
1018.02,-3.052,6.558
1018.04,-2.92,6.663
1018.06,-2.787,6.82
1018.08,-2.648,7.029
1018.1,-2.505,7.278
1018.12,-2.358,7.553
1018.14,-2.204,7.88
1018.16,-2.044,8.26
1018.18,-1.874,8.692
1018.2,-1.696,9.15
1018.22,-1.508,9.621
1018.24,-1.312,10.092
1018.26,-1.104,10.524
1018.28,-0.889,10.891
1018.3,-0.668,11.153
1018.32,-0.441,11.297
1018.34,-0.214,11.27
1018.36,0.013,11.035
1018.38,0.231,10.564
1018.4,0.438,9.844
1018.42,0.628,8.901
1018.44,0.796,7.762
1018.46,0.941,6.453
1018.48,1.057,5
1018.5,1.142,3.443
1018.52,1.195,1.833
1018.54,1.216,0.209
1018.56,1.203,-1.388
1018.58,1.159,-2.919
1018.6,1.085,-4.346
1018.62,0.983,-5.655
1018.64,0.858,-6.807
1018.66,0.708,-7.775
1018.68,0.543,-8.548
1018.7,0.364,-9.098
1018.72,0.176,-9.425
1018.74,-0.016,-9.516
1018.76,-0.207,-9.412
1018.78,-0.394,-9.124
1018.8,-0.575,-8.666
1018.82,-0.743,-8.077
1018.84,-0.898,-7.383
1018.86,-1.04,-6.624
1018.88,-1.164,-5.812
1018.9,-1.272,-4.974
1018.92,-1.363,-4.11
1018.94,-1.437,-3.22
1018.96,-1.492,-2.33
1018.98,-1.53,-1.466
1019,-1.55,-0.615
1019.02,-1.555,0.223
1019.04,-1.541,1.047
1019.06,-1.513,1.859
1019.08,-1.467,2.657
1019.1,-1.406,3.469
1019.12,-1.329,4.267
1019.14,-1.235,5.053
1019.16,-1.126,5.799
1019.18,-1.002,6.506
1019.2,-0.866,7.173
1019.22,-0.715,7.762
1019.24,-0.553,8.247
1019.26,-0.383,8.6
1019.28,-0.207,8.81
1019.3,-0.028,8.849
1019.32,0.149,8.705
1019.34,0.322,8.364
1019.36,0.487,7.828
1019.38,0.638,7.082
1019.4,0.773,6.152
1019.42,0.886,5.066
1019.44,0.977,3.835
1019.46,1.041,2.5
1019.48,1.078,1.1
1019.5,1.085,-0.327
1019.52,1.065,-1.767
1019.54,1.015,-3.194
1019.56,0.936,-4.555
1019.58,0.831,-5.799
1019.6,0.702,-6.925
1019.62,0.553,-7.893
1019.64,0.383,-8.692
1019.66,0.203,-9.281
1019.68,0.009,-9.66
1019.7,-0.187,-9.831
1019.72,-0.386,-9.804
1019.74,-0.581,-9.621
1019.76,-0.773,-9.294
1019.78,-0.955,-8.849
1019.8,-1.128,-8.299
1019.82,-1.288,-7.697
1019.84,-1.436,-7.055
1019.86,-1.571,-6.401
1019.88,-1.692,-5.733
1019.9,-1.8,-5.053
1019.92,-1.894,-4.372
1019.94,-1.974,-3.691
1019.96,-2.042,-3.024
1019.98,-2.095,-2.382
1020,-2.136,-1.754
1020.02,-2.166,-1.126
1020.04,-2.182,-0.497
1020.06,-2.185,0.118
1020.08,-2.177,0.72
1020.1,-2.157,1.322
1020.12,-2.124,1.924
1020.14,-2.08,2.526
1020.16,-2.023,3.129
1020.18,-1.954,3.757
1020.2,-1.874,4.411
1020.22,-1.778,5.079
1020.24,-1.67,5.747
1020.26,-1.549,6.401
1020.28,-1.414,7.069
1020.3,-1.266,7.736
1020.32,-1.104,8.364
1020.34,-0.93,8.927
1020.36,-0.746,9.399
1020.38,-0.553,9.778
1020.4,-0.353,10.027
1020.42,-0.149,10.079
1020.44,0.053,9.922
1020.46,0.25,9.556
1020.48,0.438,8.98
1020.5,0.613,8.181
1020.52,0.768,7.16
1020.54,0.902,5.969
1020.56,1.008,4.634
1020.58,1.089,3.181
1020.6,1.137,1.649
1020.62,1.155,0.092
1020.64,1.14,-1.44
1020.66,1.096,-2.932
1020.68,1.023,-4.372
1020.7,0.92,-5.72
1020.72,0.792,-6.912
1020.74,0.641,-7.919
1020.76,0.473,-8.731
1020.78,0.289,-9.333
1020.8,0.096,-9.713
1020.82,-0.102,-9.87
1020.84,-0.302,-9.831
1020.86,-0.498,-9.608
1020.88,-0.688,-9.228
1020.9,-0.869,-8.718
1020.92,-1.038,-8.116
1020.94,-1.194,-7.448
1020.96,-1.337,-6.728
1020.98,-1.464,-5.969
1021,-1.576,-5.184
1021.02,-1.671,-4.398
1021.04,-1.751,-3.626
1021.06,-1.816,-2.867
1021.08,-1.866,-2.121
1021.1,-1.901,-1.388
1021.12,-1.921,-0.654
1021.14,-1.927,0.079
1021.16,-1.918,0.812
1021.18,-1.894,1.532
1021.2,-1.857,2.238
1021.22,-1.805,2.945
1021.24,-1.739,3.665
1021.26,-1.659,4.411
1021.28,-1.563,5.171
1021.3,-1.451,5.917
1021.32,-1.326,6.637
1021.34,-1.186,7.33
1021.36,-1.032,7.998
1021.38,-0.866,8.613
1021.4,-0.686,9.15
1021.42,-0.498,9.556
1021.44,-0.302,9.804
1021.46,-0.104,9.883
1021.48,0.096,9.778
1021.5,0.291,9.464
1021.52,0.478,8.914
1021.54,0.65,8.129
1021.56,0.806,7.134
1021.58,0.938,5.969
1021.6,1.046,4.66
1021.62,1.126,3.22
1021.64,1.177,1.689
1021.66,1.194,0.131
1021.68,1.181,-1.427
1021.7,1.137,-2.958
1021.72,1.062,-4.451
1021.74,0.958,-5.838
1021.76,0.826,-7.082
1021.78,0.672,-8.155
1021.8,0.498,-9.032
1021.82,0.308,-9.713
1021.84,0.107,-10.171
1021.86,-0.102,-10.407
1021.88,-0.313,-10.433
1021.9,-0.522,-10.276
1021.92,-0.726,-9.948
1021.94,-0.922,-9.477
1021.96,-1.106,-8.914
1021.98,-1.279,-8.299
1022,-1.439,-7.645
1022.02,-1.585,-6.964
1022.04,-1.717,-6.27
1022.06,-1.836,-5.576
1022.08,-1.94,-4.896
1022.1,-2.031,-4.241
1022.12,-2.11,-3.6
1022.14,-2.176,-2.958
1022.16,-2.227,-2.343
1022.18,-2.268,-1.754
1022.2,-2.298,-1.178
1022.22,-2.315,-0.615
1022.24,-2.322,-0.065
1022.26,-2.318,0.471
1022.28,-2.303,1.008
1022.3,-2.278,1.545
1022.32,-2.242,2.081
1022.34,-2.194,2.631
1022.36,-2.136,3.181
1022.38,-2.067,3.731
1022.4,-1.987,4.294
1022.42,-1.896,4.869
1022.44,-1.792,5.445
1022.46,-1.678,6.008
1022.48,-1.552,6.558
1022.5,-1.415,7.108
1022.52,-1.268,7.645
1022.54,-1.109,8.142
1022.56,-0.941,8.587
1022.58,-0.765,8.94
1022.6,-0.581,9.176
1022.62,-0.396,9.281
1022.64,-0.209,9.228
1022.66,-0.024,9.006
1022.68,0.154,8.6
1022.7,0.322,7.998
1022.72,0.478,7.199
1022.74,0.613,6.231
1022.76,0.727,5.118
1022.78,0.82,3.901
1022.8,0.884,2.605
1022.82,0.924,1.27
1022.84,0.936,-0.065
1022.86,0.92,-1.388
1022.88,0.88,-2.631
1022.9,0.814,-3.77
1022.92,0.727,-4.791
1022.94,0.62,-5.681
1022.96,0.498,-6.427
1022.98,0.361,-6.99
1023,0.215,-7.357
1023.02,0.064,-7.54
1023.04,-0.088,-7.553
1023.06,-0.24,-7.396
1023.08,-0.386,-7.082
1023.1,-0.525,-6.637
1023.12,-0.653,-6.1
1023.14,-0.77,-5.459
1023.16,-0.873,-4.739
1023.18,-0.96,-3.966
1023.2,-1.032,-3.155
1023.22,-1.087,-2.317
1023.24,-1.125,-1.453
1023.26,-1.145,-0.589
1023.28,-1.148,0.262
1023.3,-1.134,1.1
1023.32,-1.104,1.924
1023.34,-1.057,2.749
1023.36,-0.994,3.56
1023.38,-0.914,4.346
1023.4,-0.82,5.092
1023.42,-0.71,5.786
1023.44,-0.587,6.414
1023.46,-0.452,6.951
1023.48,-0.308,7.383
1023.5,-0.156,7.671
1023.52,0.002,7.815
1023.54,0.159,7.789
1023.56,0.316,7.592
1023.58,0.465,7.213
1023.6,0.606,6.65
1023.62,0.734,5.917
1023.64,0.845,5.013
1023.66,0.936,3.966
1023.68,1.005,2.814
1023.7,1.049,1.584
1023.72,1.07,0.301
1023.74,1.062,-1.021
1023.76,1.029,-2.356
1023.78,0.968,-3.652
1023.8,0.881,-4.896
1023.82,0.771,-6.048
1023.84,0.638,-7.095
1023.86,0.485,-8.011
1023.88,0.316,-8.77
1023.9,0.132,-9.346
1023.92,-0.061,-9.726
1023.94,-0.259,-9.909
1023.96,-0.46,-9.922
1023.98,-0.658,-9.791
1024,-0.853,-9.543
1024.02,-1.041,-9.189
1024.04,-1.222,-8.744
1024.06,-1.392,-8.247
1024.08,-1.552,-7.736
1024.1,-1.701,-7.226
1024.12,-1.841,-6.702
1024.14,-1.97,-6.178
1024.16,-2.088,-5.668
1024.18,-2.196,-5.184
1024.2,-2.295,-4.725
1024.22,-2.384,-4.267
1024.24,-2.466,-3.822
1024.26,-2.537,-3.39
1024.28,-2.601,-2.985
1024.3,-2.656,-2.605
1024.32,-2.705,-2.225
1024.34,-2.746,-1.859
1024.36,-2.779,-1.505
1024.38,-2.805,-1.165
1024.4,-2.826,-0.838
1024.42,-2.838,-0.524
1024.44,-2.846,-0.236
1024.46,-2.848,0.026
1024.48,-2.845,0.275
1024.5,-2.837,0.511
1024.52,-2.824,0.746
1024.54,-2.807,0.969
1024.56,-2.785,1.178
1024.58,-2.76,1.361
1024.6,-2.73,1.532
1024.62,-2.699,1.689
1024.64,-2.663,1.82
1024.66,-2.625,1.937
1024.68,-2.586,2.029
1024.7,-2.543,2.107
1024.72,-2.501,2.16
1024.74,-2.457,2.199
1024.76,-2.413,2.225
1024.78,-2.367,2.225
1024.8,-2.323,2.199
1024.82,-2.279,2.147
1024.84,-2.237,2.094
1024.86,-2.196,2.029
1024.88,-2.155,1.95
1024.9,-2.117,1.872
1024.92,-2.081,1.806
1024.94,-2.045,1.754
1024.96,-2.011,1.702
1024.98,-1.978,1.662
1025,-1.945,1.649
1025.02,-1.912,1.676
1025.04,-1.879,1.741
1025.06,-1.843,1.859
1025.08,-1.805,2.016
1025.1,-1.762,2.199
1025.12,-1.717,2.435
1025.14,-1.667,2.71
1025.16,-1.608,3.05
1025.18,-1.546,3.43
1025.2,-1.472,3.862
1025.22,-1.392,4.346
1025.24,-1.299,4.869
1025.26,-1.197,5.432
1025.28,-1.082,6.021
1025.3,-0.957,6.637
1025.32,-0.817,7.252
1025.34,-0.666,7.841
1025.36,-0.503,8.364
1025.38,-0.33,8.81
1025.4,-0.149,9.15
1025.42,0.038,9.372
1025.44,0.228,9.438
1025.46,0.418,9.333
1025.48,0.603,9.045
1025.5,0.782,8.561
1025.52,0.949,7.88
1025.54,1.1,7.042
1025.56,1.232,6.074
1025.58,1.345,4.987
1025.6,1.433,3.796
1025.62,1.497,2.513
1025.64,1.535,1.178
1025.66,1.544,-0.183
1025.68,1.527,-1.532
1025.7,1.483,-2.867
1025.72,1.412,-4.189
1025.74,1.315,-5.472
1025.76,1.192,-6.676
1025.78,1.046,-7.789
1025.8,0.88,-8.783
1025.82,0.693,-9.634
1025.84,0.492,-10.328
1025.86,0.278,-10.839
1025.88,0.055,-11.166
1025.9,-0.171,-11.323
1025.92,-0.399,-11.336
1025.94,-0.627,-11.244
1025.96,-0.85,-11.061
1025.98,-1.07,-10.812
1026,-1.283,-10.537
1026.02,-1.491,-10.276
1026.04,-1.693,-10.053
1026.06,-1.893,-9.857
1026.08,-2.088,-9.7
1026.1,-2.279,-9.621
1026.12,-2.471,-9.621
1026.14,-2.664,-9.687
1026.16,-2.857,-9.817
1026.18,-3.055,-10.014
1026.2,-3.258,-10.249
1026.22,-3.465,-10.498
1026.24,-3.677,-10.76
1026.26,-3.896,-10.982
1026.28,-4.119,-11.126
1026.3,-4.342,-11.153
1026.32,-4.566,-11.035
1026.34,-4.786,-10.747
1026.36,-4.998,-10.249
1026.38,-5.199,-9.543
1026.4,-5.383,-8.626
1026.42,-5.546,-7.514
1026.44,-5.686,-6.231
1026.46,-5.798,-4.791
1026.48,-5.879,-3.246
1026.5,-5.928,-1.636
1026.52,-5.945,-2.22E-14
1026.54,-5.928,1.623
1026.56,-5.879,3.207
1026.58,-5.799,4.712
1026.6,-5.689,6.126
1026.62,-5.553,7.396
1026.64,-5.391,8.482
1026.66,-5.21,9.372
1026.68,-5.014,10.079
1026.7,-4.805,10.603
1026.72,-4.587,10.917
1026.74,-4.365,11.048
1026.76,-4.144,11.035
1026.78,-3.922,10.917
1026.8,-3.706,10.721
1026.82,-3.493,10.472
1026.84,-3.286,10.21
1026.86,-3.085,9.948
1026.88,-2.889,9.726
1026.9,-2.697,9.556
1026.92,-2.507,9.425
1026.94,-2.32,9.333
1026.96,-2.135,9.294
1026.98,-1.949,9.307
1027,-1.762,9.359
1027.02,-1.576,9.438
1027.04,-1.385,9.53
1027.06,-1.194,9.634
1027.08,-1.001,9.713
1027.1,-0.804,9.752
1027.12,-0.609,9.726
1027.14,-0.415,9.608
1027.16,-0.223,9.386
1027.18,-0.038,9.045
1027.2,0.14,8.6
1027.22,0.308,8.024
1027.24,0.463,7.304
1027.26,0.602,6.466
1027.28,0.723,5.55
1027.3,0.825,4.568
1027.32,0.906,3.521
1027.34,0.966,2.435
1027.36,1.004,1.348
1027.38,1.019,0.301
1027.4,1.015,-0.694
1027.42,0.991,-1.623
1027.44,0.949,-2.487
1027.46,0.891,-3.259
1027.48,0.817,-3.927
1027.5,0.732,-4.477
1027.52,0.636,-4.909
1027.54,0.534,-5.223
1027.56,0.426,-5.419
1027.58,0.316,-5.485
1027.6,0.204,-5.419
1027.62,0.097,-5.236
1027.64,-0.006,-4.961
1027.66,-0.102,-4.608
1027.68,-0.192,-4.163
1027.7,-0.27,-3.665
1027.72,-0.338,-3.115
1027.74,-0.396,-2.553
1027.76,-0.44,-1.977
1027.78,-0.474,-1.401
1027.8,-0.496,-0.838
1027.82,-0.507,-0.288
1027.84,-0.507,0.223
1027.86,-0.498,0.694
1027.88,-0.479,1.113
1027.9,-0.452,1.466
1027.92,-0.419,1.754
1027.94,-0.382,1.977
1027.96,-0.339,2.147
1027.98,-0.295,2.251
1028,-0.248,2.278
1028.02,-0.203,2.212
1028.04,-0.159,2.068
1028.06,-0.119,1.872
1028.08,-0.083,1.623
1028.1,-0.053,1.322
1028.12,-0.03,0.956
1028.14,-0.014,0.563
1028.16,-0.008,0.157
1028.18,-0.008,-0.236
1028.2,-0.017,-0.615
1028.22,-0.033,-0.982
1028.24,-0.057,-1.309
1028.26,-0.086,-1.597
1028.28,-0.121,-1.82
1028.3,-0.16,-1.963
1028.32,-0.201,-2.042
1028.34,-0.242,-2.055
1028.36,-0.284,-2.016
1028.38,-0.324,-1.898
1028.4,-0.361,-1.702
1028.42,-0.393,-1.453
1028.44,-0.419,-1.165
1028.46,-0.44,-0.838
1028.48,-0.454,-0.445
1028.5,-0.459,0
1028.52,-0.454,0.458
1028.54,-0.44,0.916
1028.56,-0.418,1.388
1028.58,-0.385,1.872
1028.6,-0.342,2.356
1028.62,-0.291,2.814
1028.64,-0.229,3.246
1028.66,-0.16,3.639
1028.68,-0.083,3.979
1028.7,-2.07E-15,4.254
1028.72,0.088,4.451
1028.74,0.179,4.555
1028.76,0.272,4.568
1028.78,0.363,4.477
1028.8,0.452,4.28
1028.82,0.536,3.979
1028.84,0.613,3.574
1028.86,0.68,3.089
1028.88,0.737,2.513
1028.9,0.782,1.859
1028.92,0.812,1.139
1028.94,0.828,0.38
1028.96,0.828,-0.393
1028.98,0.812,-1.191
1029,0.781,-1.99
1029.02,0.732,-2.775
1029.04,0.669,-3.547
1029.06,0.591,-4.28
1029.08,0.496,-4.961
1029.1,0.391,-5.563
1029.12,0.273,-6.1
1029.14,0.146,-6.558
1029.16,0.009,-6.925
1029.18,-0.132,-7.186
1029.2,-0.28,-7.343
1029.22,-0.427,-7.422
1029.24,-0.576,-7.409
1029.26,-0.726,-7.304
1029.28,-0.87,-7.108
1029.3,-1.01,-6.872
1029.32,-1.145,-6.61
1029.34,-1.275,-6.309
1029.36,-1.398,-5.969
1029.38,-1.514,-5.603
1029.4,-1.623,-5.223
1029.42,-1.723,-4.83
1029.44,-1.816,-4.438
1029.46,-1.901,-4.032
1029.48,-1.978,-3.613
1029.5,-2.045,-3.194
1029.52,-2.105,-2.775
1029.54,-2.157,-2.343
1029.56,-2.199,-1.885
1029.58,-2.232,-1.414
1029.6,-2.256,-0.942
1029.62,-2.27,-0.471
1029.64,-2.275,0
1029.66,-2.27,0.484
1029.68,-2.256,0.982
1029.7,-2.231,1.492
1029.72,-2.196,2.029
1029.74,-2.15,2.592
1029.76,-2.092,3.181
1029.78,-2.023,3.783
1029.8,-1.942,4.411
1029.82,-1.847,5.079
1029.84,-1.739,5.786
