Time (s) Auto,Angle (rad) 3pi/4 forkudt,Angular Velocity (rad/s) 3pi/4 forkudt
1928.08,1.704,4.529
1928.1,1.777,2.618
1928.12,1.808,0.654
1928.14,1.802,-1.257
1928.16,1.758,-3.129
1928.18,1.676,-4.974
1928.2,1.558,-6.768
1928.22,1.404,-8.482
1928.24,1.217,-10.079
1928.26,0.999,-11.506
1928.28,0.754,-12.71
1928.3,0.487,-13.653
1928.32,0.204,-14.255
1928.34,-0.09,-14.478
1928.36,-0.38,-14.216
1928.38,-0.666,-13.378
1928.4,-0.925,-12.37
1928.42,-1.15,-11.506
1928.44,-1.381,-10.812
1928.46,-1.591,-10.079
1928.48,-1.781,-9.215
1928.5,-1.959,-8.404
1928.52,-2.119,-7.383
1928.54,-2.262,-6.126
1928.56,-2.364,-4.883
1928.58,-2.449,-3.822
1928.6,-2.518,-2.893
1928.62,-2.567,-1.872
1928.64,-2.593,-0.825
1928.66,-2.598,0.196
1928.68,-2.586,1.217
1928.7,-2.551,2.251
1928.72,-2.494,3.286
1928.74,-2.419,4.32
1928.76,-2.323,5.393
1928.78,-2.204,6.506
1928.8,-2.062,7.618
1928.82,-1.899,8.718
1928.84,-1.714,9.791
1928.86,-1.506,10.747
1928.88,-1.28,11.532
1928.9,-1.043,12.108
1928.92,-0.793,12.566
1928.94,-0.54,13.051
1928.96,-0.275,13.365
1928.98,0.005,13.43
1929,0.265,13.234
1929.02,0.531,12.789
1929.04,0.787,12.082
1929.06,1.018,11.009
1929.08,1.228,9.713
1929.1,1.411,8.273
1929.12,1.56,6.663
1929.14,1.679,4.909
1929.16,1.759,3.024
1929.18,1.8,1.06
1929.2,1.802,-0.877
1929.22,1.764,-2.762
1929.24,1.69,-4.595
1929.26,1.58,-6.388
1929.28,1.434,-8.129
1929.3,1.253,-9.752
1929.32,1.041,-11.218
1929.34,0.803,-12.475
1929.36,0.539,-13.483
1929.38,0.259,-14.15
1929.4,-0.033,-14.425
1929.42,-0.324,-14.281
1929.44,-0.609,-13.6
1929.46,-0.878,-12.593
1929.48,-1.111,-11.676
1929.5,-1.334,-10.93
1929.52,-1.555,-10.223
1929.54,-1.745,-9.372
1929.56,-1.926,-8.535
1929.58,-2.088,-7.631
1929.6,-2.237,-6.427
1929.62,-2.35,-5.157
1929.64,-2.435,-4.045
1929.66,-2.509,-3.102
1929.68,-2.564,-2.121
1929.7,-2.593,-1.06
1929.72,-2.604,-0.039
1929.74,-2.595,0.956
1929.76,-2.567,1.977
1929.78,-2.516,3.011
1929.8,-2.446,4.058
1929.82,-2.355,5.118
1929.84,-2.242,6.218
1929.86,-2.106,7.33
1929.88,-1.948,8.43
1929.9,-1.769,9.516
1929.92,-1.568,10.537
1929.94,-1.345,11.441
1929.96,-1.107,12.056
1929.98,-0.856,12.593
1930,-0.609,13.09
1930.02,-0.331,13.496
1930.04,-0.061,13.574
1930.06,0.215,13.339
1930.08,0.473,12.946
1930.1,0.735,12.305
1930.12,0.972,11.414
1930.14,1.192,10.197
1930.16,1.385,8.783
1930.18,1.546,7.239
1930.2,1.673,5.576
1930.22,1.773,3.757
1930.24,1.827,1.793
1930.26,1.843,-0.196
1930.28,1.819,-2.094
1930.3,1.758,-3.953
1930.32,1.66,-5.773
1930.34,1.527,-7.553
1930.36,1.357,-9.242
1930.38,1.155,-10.799
1930.4,0.924,-12.174
1930.42,0.664,-13.326
1930.44,0.386,-14.176
1930.46,0.093,-14.635
1930.48,-0.206,-14.713
1930.5,-0.5,-14.281
1930.52,-0.787,-13.352
1930.54,-1.04,-12.357
1930.56,-1.268,-11.519
1930.58,-1.502,-10.812
1930.6,-1.707,-10.053
1930.62,-1.898,-9.281
1930.64,-2.078,-8.482
1930.66,-2.245,-7.357
1930.68,-2.378,-6.074
1930.7,-2.48,-4.948
1930.72,-2.571,-4.019
1930.74,-2.645,-3.076
1930.76,-2.695,-2.068
1930.78,-2.725,-1.1
1930.8,-2.739,-0.157
1930.82,-2.733,0.798
1930.84,-2.706,1.767
1930.86,-2.663,2.723
1930.88,-2.598,3.691
1930.9,-2.515,4.686
1930.92,-2.411,5.694
1930.94,-2.287,6.741
1930.96,-2.143,7.802
1930.98,-1.974,8.862
1931,-1.788,9.896
1931.02,-1.579,10.878
1931.04,-1.351,11.676
1931.06,-1.106,12.082
1931.08,-0.859,12.37
1931.1,-0.62,12.894
1931.12,-0.352,13.548
1931.14,-0.066,13.849
1931.16,0.212,13.64
1931.18,0.478,13.116
1931.2,0.741,12.37
1931.22,0.979,11.323
1931.24,1.195,10.001
1931.26,1.382,8.522
1931.28,1.538,6.898
1931.3,1.659,5.144
1931.32,1.747,3.246
1931.34,1.791,1.27
1931.36,1.795,-0.694
1931.38,1.762,-2.579
1931.4,1.692,-4.424
1931.42,1.585,-6.231
1931.44,1.442,-7.959
1931.46,1.264,-9.569
1931.48,1.057,-11.035
1931.5,0.822,-12.305
1931.52,0.561,-13.326
1931.54,0.284,-13.993
1931.56,-0.005,-14.268
1931.58,-0.292,-14.124
1931.6,-0.575,-13.535
1931.62,-0.84,-12.435
1931.64,-1.081,-11.362
1931.66,-1.279,-10.655
1931.68,-1.5,-10.119
1931.7,-1.7,-9.372
1931.72,-1.874,-8.338
1931.74,-2.029,-7.357
1931.76,-2.171,-6.218
1931.78,-2.286,-4.935
1931.8,-2.364,-3.704
1931.82,-2.428,-2.657
1931.84,-2.472,-1.662
1931.86,-2.496,-0.589
1931.88,-2.496,0.484
1931.9,-2.476,1.558
1931.92,-2.435,2.631
1931.94,-2.37,3.704
1931.96,-2.286,4.791
1931.98,-2.18,5.917
1932,-2.05,7.055
1932.02,-1.896,8.168
1932.04,-1.723,9.255
1932.06,-1.527,10.276
1932.08,-1.308,11.192
1932.1,-1.078,11.755
1932.12,-0.829,12.331
1932.14,-0.595,12.92
1932.16,-0.311,13.313
1932.18,-0.046,13.299
1932.2,0.218,12.985
1932.22,0.471,12.658
1932.24,0.73,12.069
1932.26,0.961,11.166
1932.28,1.177,9.961
1932.3,1.365,8.574
1932.32,1.522,7.016
1932.34,1.645,5.354
1932.36,1.739,3.56
1932.38,1.791,1.636
1932.4,1.803,-0.327
1932.42,1.777,-2.212
1932.44,1.714,-4.045
1932.46,1.615,-5.851
1932.48,1.48,-7.618
1932.5,1.308,-9.281
1932.52,1.106,-10.812
1932.54,0.875,-12.148
1932.56,0.616,-13.26
1932.58,0.341,-14.072
1932.6,0.049,-14.504
1932.62,-0.247,-14.53
1932.64,-0.537,-14.032
1932.66,-0.817,-13.103
1932.68,-1.065,-12.187
1932.7,-1.291,-11.362
1932.72,-1.525,-10.616
1932.74,-1.72,-9.831
1932.76,-1.91,-9.084
1932.78,-2.086,-8.312
1932.8,-2.249,-7.16
1932.82,-2.378,-5.917
1932.84,-2.477,-4.83
1932.86,-2.568,-3.927
1932.88,-2.639,-3.011
1932.9,-2.688,-2.016
1932.92,-2.719,-1.047
1932.94,-2.73,-0.092
1932.96,-2.722,0.877
1932.98,-2.695,1.846
1933,-2.648,2.814
1933.02,-2.582,3.783
1933.04,-2.498,4.778
1933.06,-2.392,5.812
1933.08,-2.265,6.885
1933.1,-2.117,7.972
1933.12,-1.946,9.045
1933.14,-1.755,10.092
1933.16,-1.543,11.061
1933.18,-1.31,11.899
1933.2,-1.063,12.252
1933.22,-0.806,12.435
1933.24,-0.576,12.959
1933.26,-0.305,13.679
1933.28,-0.009,14.085
1933.3,0.269,13.771
1933.32,0.54,13.155
1933.34,0.798,12.396
1933.36,1.04,11.336
1933.38,1.257,10.001
1933.4,1.442,8.482
1933.42,1.596,6.846
1933.44,1.718,5.053
1933.46,1.802,3.115
1933.48,1.843,1.139
1933.5,1.846,-0.785
1933.52,1.811,-2.67
1933.54,1.739,-4.542
1933.56,1.629,-6.375
1933.58,1.483,-8.142
1933.6,1.302,-9.778
1933.62,1.089,-11.27
1933.64,0.85,-12.566
1933.66,0.583,-13.614
1933.68,0.3,-14.334
1933.7,0.005,-14.661
1933.72,-0.292,-14.582
1933.74,-0.584,-14.059
1933.76,-0.861,-12.972
1933.78,-1.114,-11.886
1933.8,-1.319,-11.087
1933.82,-1.552,-10.472
1933.84,-1.753,-9.765
1933.86,-1.937,-8.862
1933.88,-2.106,-7.946
1933.9,-2.262,-6.754
1933.92,-2.381,-5.472
1933.94,-2.472,-4.359
1933.96,-2.553,-3.43
1933.98,-2.614,-2.474
1934,-2.652,-1.453
1934.02,-2.67,-0.458
1934.04,-2.67,0.524
1934.06,-2.65,1.518
1934.08,-2.609,2.513
1934.1,-2.549,3.508
1934.12,-2.469,4.529
1934.14,-2.369,5.576
1934.16,-2.246,6.65
1934.18,-2.103,7.736
1934.2,-1.937,8.81
1934.22,-1.75,9.844
1934.24,-1.543,10.799
1934.26,-1.316,11.637
1934.28,-1.074,12.03
1934.3,-0.822,12.239
1934.32,-0.594,12.723
1934.34,-0.328,13.456
1934.36,-0.041,13.902
1934.38,0.24,13.614
1934.4,0.506,12.972
1934.42,0.759,12.187
1934.44,0.997,11.192
1934.46,1.211,9.909
1934.48,1.396,8.404
1934.5,1.549,6.781
1934.52,1.668,5.027
1934.54,1.753,3.142
1934.56,1.795,1.165
1934.58,1.799,-0.798
1934.6,1.762,-2.683
1934.62,1.69,-4.516
1934.64,1.582,-6.309
1934.66,1.437,-8.05
1934.68,1.258,-9.673
1934.7,1.048,-11.14
1934.72,0.811,-12.396
1934.74,0.548,-13.404
1934.76,0.27,-14.085
1934.78,-0.02,-14.373
1934.8,-0.311,-14.242
1934.82,-0.595,-13.509
1934.84,-0.864,-12.449
1934.86,-1.089,-11.519
1934.88,-1.312,-10.891
1934.9,-1.53,-10.302
1934.92,-1.729,-9.425
1934.94,-1.907,-8.482
1934.96,-2.066,-7.514
1934.98,-2.212,-6.349
1935,-2.326,-5.079
1935.02,-2.408,-3.927
1935.04,-2.479,-2.958
1935.06,-2.531,-1.977
1935.08,-2.559,-0.903
1935.1,-2.565,0.144
1935.12,-2.553,1.165
1935.14,-2.52,2.199
1935.16,-2.465,3.246
1935.18,-2.389,4.307
1935.2,-2.293,5.38
1935.22,-2.174,6.493
1935.24,-2.034,7.618
1935.26,-1.869,8.718
1935.28,-1.684,9.791
1935.3,-1.478,10.747
1935.32,-1.25,11.558
1935.34,-1.013,12.069
1935.36,-0.762,12.527
1935.38,-0.518,13.116
1935.4,-0.242,13.509
1935.42,0.041,13.535
1935.44,0.3,13.182
1935.46,0.564,12.684
1935.48,0.817,11.977
1935.5,1.046,10.917
1935.52,1.255,9.634
1935.54,1.436,8.181
1935.56,1.583,6.584
1935.58,1.7,4.856
1935.6,1.781,2.985
1935.62,1.821,1.021
1935.64,1.821,-0.929
1935.66,1.783,-2.814
1935.68,1.707,-4.66
1935.7,1.596,-6.466
1935.72,1.448,-8.207
1935.74,1.266,-9.831
1935.76,1.052,-11.31
1935.78,0.812,-12.606
1935.8,0.545,-13.64
1935.82,0.261,-14.32
1935.84,-0.033,-14.622
1935.86,-0.328,-14.504
1935.88,-0.62,-13.902
1935.9,-0.892,-12.867
1935.92,-1.137,-11.886
1935.94,-1.356,-11.087
1935.96,-1.583,-10.38
1935.98,-1.777,-9.621
1936,-1.962,-8.823
1936.02,-2.132,-7.919
1936.04,-2.287,-6.715
1936.06,-2.402,-5.485
1936.08,-2.498,-4.438
1936.1,-2.579,-3.521
1936.12,-2.642,-2.539
1936.14,-2.68,-1.545
1936.16,-2.702,-0.576
1936.18,-2.705,0.393
1936.2,-2.686,1.388
1936.22,-2.648,2.356
1936.24,-2.592,3.312
1936.26,-2.516,4.307
1936.28,-2.421,5.341
1936.3,-2.303,6.401
1936.32,-2.165,7.474
1936.34,-2.004,8.548
1936.36,-1.822,9.608
1936.38,-1.619,10.603
1936.4,-1.396,11.467
1936.42,-1.158,12.004
1936.44,-0.908,12.213
1936.46,-0.668,12.593
1936.48,-0.421,13.365
1936.5,-0.134,13.915
1936.52,0.162,13.849
1936.54,0.419,13.26
1936.56,0.688,12.553
1936.58,0.931,11.663
1936.6,1.156,10.38
1936.62,1.351,8.927
1936.64,1.514,7.343
1936.66,1.645,5.629
1936.68,1.744,3.757
1936.7,1.797,1.793
1936.72,1.813,-0.17
1936.74,1.791,-2.068
1936.76,1.729,-3.94
1936.78,1.632,-5.773
1936.8,1.499,-7.54
1936.82,1.329,-9.202
1936.84,1.128,-10.708
1936.86,0.898,-12.017
1936.88,0.644,-13.116
1936.9,0.371,-13.941
1936.92,0.082,-14.36
1936.94,-0.212,-14.36
1936.96,-0.496,-13.875
1936.98,-0.774,-12.854
1937,-1.021,-11.873
1937.02,-1.23,-11.113
1937.04,-1.466,-10.524
1937.06,-1.663,-9.739
1937.08,-1.85,-8.731
1937.1,-2.014,-7.841
1937.12,-2.163,-6.741
1937.14,-2.292,-5.485
1937.16,-2.381,-4.241
1937.18,-2.454,-3.181
1937.2,-2.51,-2.212
1937.22,-2.545,-1.178
1937.24,-2.556,-0.131
1937.26,-2.549,0.903
1937.28,-2.521,1.95
1937.3,-2.471,3.011
1937.32,-2.4,4.058
1937.34,-2.309,5.118
1937.36,-2.196,6.231
1937.38,-2.061,7.357
1937.4,-1.901,8.469
1937.42,-1.722,9.543
1937.44,-1.519,10.511
1937.46,-1.297,11.388
1937.48,-1.063,11.951
1937.5,-0.811,12.475
1937.52,-0.572,12.998
1937.54,-0.292,13.417
1937.56,-0.022,13.456
1937.58,0.25,13.129
1937.6,0.501,12.684
1937.62,0.76,12.017
1937.64,0.99,11.087
1937.66,1.203,9.831
1937.68,1.389,8.43
1937.7,1.541,6.859
1937.72,1.663,5.157
1937.74,1.751,3.299
1937.76,1.797,1.322
1937.78,1.803,-0.628
1937.8,1.77,-2.5
1937.82,1.703,-4.333
1937.84,1.598,-6.139
1937.86,1.456,-7.906
1937.88,1.28,-9.543
1937.9,1.071,-11.035
1937.92,0.837,-12.344
1937.94,0.575,-13.404
1937.96,0.295,-14.137
1937.98,0.005,-14.464
1938,-0.289,-14.347
1938.02,-0.576,-13.705
1938.04,-0.845,-12.71
1938.06,-1.084,-11.833
1938.08,-1.307,-11.113
1938.1,-1.535,-10.393
1938.12,-1.728,-9.556
1938.14,-1.91,-8.718
1938.16,-2.078,-7.854
1938.18,-2.231,-6.663
1938.2,-2.35,-5.38
1938.22,-2.438,-4.267
1938.24,-2.516,-3.338
1938.26,-2.576,-2.382
1938.28,-2.612,-1.335
1938.3,-2.628,-0.314
1938.32,-2.625,0.681
1938.34,-2.601,1.689
1938.36,-2.557,2.71
1938.38,-2.493,3.744
1938.4,-2.408,4.791
1938.42,-2.301,5.864
1938.44,-2.174,6.951
1938.46,-2.023,8.05
1938.48,-1.852,9.15
1938.5,-1.657,10.197
1938.52,-1.442,11.087
1938.54,-1.21,11.755
1938.56,-0.969,12.2
1938.58,-0.719,12.632
1938.6,-0.468,13.26
1938.62,-0.195,13.614
1938.64,0.097,13.6
1938.66,0.349,13.208
1938.68,0.62,12.645
1938.7,0.867,11.899
1938.72,1.096,10.721
1938.74,1.301,9.346
1938.76,1.473,7.815
1938.78,1.612,6.165
1938.8,1.723,4.372
1938.82,1.791,2.435
1938.84,1.819,0.458
1938.86,1.808,-1.44
1938.88,1.761,-3.312
1938.9,1.676,-5.157
1938.92,1.554,-6.964
1938.94,1.396,-8.679
1938.96,1.205,-10.263
1938.98,0.983,-11.676
1939,0.735,-12.867
1939.02,0.465,-13.797
1939.04,0.179,-14.36
1939.06,-0.116,-14.517
1939.08,-0.407,-14.203
1939.1,-0.691,-13.378
1939.12,-0.95,-12.409
1939.14,-1.178,-11.532
1939.16,-1.409,-10.799
1939.18,-1.616,-10.066
1939.2,-1.808,-9.242
1939.22,-1.987,-8.456
1939.24,-2.147,-7.422
1939.26,-2.292,-6.152
1939.28,-2.394,-4.922
1939.3,-2.479,-3.875
1939.32,-2.551,-2.945
1939.34,-2.6,-1.924
1939.36,-2.626,-0.89
1939.38,-2.634,0.105
1939.4,-2.623,1.1
1939.42,-2.59,2.107
1939.44,-2.538,3.129
1939.46,-2.466,4.163
1939.48,-2.372,5.223
1939.5,-2.257,6.309
1939.52,-2.121,7.409
1939.54,-1.96,8.508
1939.56,-1.78,9.582
1939.58,-1.577,10.577
1939.6,-1.354,11.467
1939.62,-1.117,12.017
1939.64,-0.864,12.37
1939.66,-0.625,12.815
1939.68,-0.361,13.43
1939.7,-0.082,13.758
1939.72,0.204,13.548
1939.74,0.46,13.011
1939.76,0.723,12.318
1939.78,0.961,11.428
1939.8,1.181,10.184
1939.82,1.373,8.77
1939.84,1.533,7.199
1939.86,1.662,5.498
1939.88,1.756,3.639
1939.9,1.81,1.676
1939.92,1.822,-0.275
1939.94,1.797,-2.16
1939.96,1.736,-4.019
1939.98,1.637,-5.864
1940,1.5,-7.645
1940.02,1.329,-9.294
1940.04,1.126,-10.812
1940.06,0.895,-12.148
1940.08,0.636,-13.273
1940.1,0.361,-14.098
1940.12,0.068,-14.517
1940.14,-0.228,-14.53
1940.16,-0.517,-14.006
1940.18,-0.798,-13.051
1940.2,-1.043,-12.134
1940.22,-1.268,-11.349
1940.24,-1.503,-10.629
1940.26,-1.7,-9.804
1940.28,-1.887,-8.993
1940.3,-2.061,-8.207
1940.32,-2.221,-7.069
1940.34,-2.35,-5.773
1940.36,-2.446,-4.621
1940.38,-2.529,-3.678
1940.4,-2.597,-2.736
1940.42,-2.641,-1.715
1940.44,-2.663,-0.707
1940.46,-2.669,0.275
1940.48,-2.653,1.27
1940.5,-2.617,2.265
1940.52,-2.562,3.246
1940.54,-2.488,4.254
1940.56,-2.392,5.301
1940.58,-2.276,6.388
1940.6,-2.138,7.487
1940.62,-1.976,8.574
1940.64,-1.794,9.634
1940.66,-1.591,10.629
1940.68,-1.367,11.493
1940.7,-1.128,12.043
1940.72,-0.878,12.37
1940.74,-0.635,12.841
1940.76,-0.375,13.496
1940.78,-0.09,13.81
1940.8,0.196,13.627
1940.82,0.451,13.077
1940.84,0.719,12.396
1940.86,0.957,11.506
1940.88,1.178,10.249
1940.9,1.373,8.836
1940.92,1.533,7.239
1940.94,1.662,5.524
1940.96,1.758,3.665
1940.98,1.811,1.689
1941,1.824,-0.275
1941.02,1.799,-2.16
1941.04,1.737,-4.006
1941.06,1.638,-5.838
1941.08,1.503,-7.618
1941.1,1.332,-9.294
1941.12,1.129,-10.825
1941.14,0.897,-12.161
1941.16,0.639,-13.273
1941.18,0.363,-14.072
1941.2,0.071,-14.478
1941.22,-0.223,-14.478
1941.24,-0.512,-13.993
1941.26,-0.792,-12.998
1941.28,-1.04,-12.03
1941.3,-1.255,-11.257
1941.32,-1.492,-10.616
1941.34,-1.69,-9.831
1941.36,-1.879,-8.927
1941.38,-2.048,-8.09
1941.4,-2.205,-6.964
1941.42,-2.334,-5.694
1941.44,-2.428,-4.516
1941.46,-2.509,-3.547
1941.48,-2.573,-2.605
1941.5,-2.615,-1.571
1941.52,-2.634,-0.537
1941.54,-2.636,0.458
1941.56,-2.617,1.453
1941.58,-2.578,2.474
1941.6,-2.518,3.495
1941.62,-2.438,4.529
1941.64,-2.337,5.576
1941.66,-2.215,6.663
1941.68,-2.072,7.762
1941.7,-1.904,8.849
1941.72,-1.717,9.909
1941.74,-1.508,10.878
1941.76,-1.279,11.716
1941.78,-1.037,12.148
1941.8,-0.782,12.435
1941.82,-0.547,12.985
1941.84,-0.276,13.535
1941.86,0.016,13.744
1941.88,0.28,13.417
1941.9,0.547,12.841
1941.92,0.803,12.108
1941.94,1.034,11.035
1941.96,1.246,9.726
1941.98,1.428,8.273
1942,1.576,6.65
1942.02,1.696,4.883
1942.04,1.775,2.971
1942.06,1.814,0.995
1942.08,1.814,-0.916
1942.1,1.777,-2.788
1942.12,1.703,-4.634
1942.14,1.591,-6.44
1942.16,1.444,-8.181
1942.18,1.263,-9.804
1942.2,1.049,-11.284
1942.22,0.809,-12.553
1942.24,0.543,-13.561
1942.26,0.262,-14.242
1942.28,-0.031,-14.543
1942.3,-0.325,-14.373
1942.32,-0.614,-13.705
1942.34,-0.88,-12.71
1942.36,-1.122,-11.794
1942.38,-1.343,-11.035
1942.4,-1.566,-10.315
1942.42,-1.759,-9.516
1942.44,-1.943,-8.679
1942.46,-2.108,-7.762
1942.48,-2.259,-6.558
1942.5,-2.375,-5.315
1942.52,-2.463,-4.215
1942.54,-2.542,-3.272
1942.56,-2.598,-2.291
1942.58,-2.633,-1.257
1942.6,-2.647,-0.262
1942.62,-2.644,0.733
1942.64,-2.619,1.741
1942.66,-2.573,2.762
1942.68,-2.509,3.783
1942.7,-2.422,4.817
1942.72,-2.315,5.877
1942.74,-2.188,6.964
1942.76,-2.037,8.063
1942.78,-1.865,9.15
1942.8,-1.671,10.171
1942.82,-1.456,11.074
1942.84,-1.225,11.794
1942.86,-0.982,12.174
1942.88,-0.73,12.54
1942.9,-0.49,13.182
1942.92,-0.212,13.64
1942.94,0.082,13.705
1942.96,0.335,13.26
1942.98,0.608,12.671
1943,0.853,11.912
1943.02,1.084,10.734
1943.04,1.288,9.372
1943.06,1.461,7.841
1943.08,1.601,6.205
1943.1,1.712,4.411
1943.12,1.781,2.474
1943.14,1.81,0.497
1943.16,1.8,-1.414
1943.18,1.753,-3.286
1943.2,1.668,-5.131
1943.22,1.547,-6.925
1943.24,1.39,-8.639
1943.26,1.2,-10.223
1943.28,0.979,-11.624
1943.3,0.732,-12.802
1943.32,0.463,-13.731
1943.34,0.179,-14.307
1943.36,-0.116,-14.478
1943.38,-0.405,-14.124
1943.4,-0.69,-13.234
1943.42,-0.942,-12.265
1943.44,-1.167,-11.428
1943.46,-1.4,-10.76
1943.48,-1.604,-10.027
1943.5,-1.797,-9.163
1943.52,-1.973,-8.338
1943.54,-2.13,-7.278
1943.56,-2.271,-6.034
1943.58,-2.372,-4.804
1943.6,-2.455,-3.744
1943.62,-2.523,-2.788
1943.64,-2.57,-1.754
1943.66,-2.592,-0.707
1943.68,-2.597,0.314
1943.7,-2.581,1.335
1943.72,-2.543,2.369
1943.74,-2.485,3.403
1943.76,-2.408,4.451
1943.78,-2.308,5.524
1943.8,-2.187,6.624
1943.82,-2.044,7.723
1943.84,-1.877,8.823
1943.86,-1.69,9.883
1943.88,-1.481,10.825
1943.9,-1.253,11.611
1943.92,-1.015,12.121
1943.94,-0.763,12.54
1943.96,-0.517,13.116
1943.98,-0.247,13.456
1944,0.042,13.47
1944.02,0.292,13.169
1944.04,0.561,12.697
1944.06,0.815,12.004
1944.08,1.043,10.865
1944.1,1.25,9.543
1944.12,1.429,8.103
1944.14,1.574,6.506
1944.16,1.692,4.752
1944.18,1.769,2.841
1944.2,1.805,0.851
1944.22,1.802,-1.073
1944.24,1.761,-2.945
1944.26,1.684,-4.778
1944.28,1.569,-6.584
1944.3,1.42,-8.312
1944.32,1.235,-9.909
1944.34,1.021,-11.362
1944.36,0.779,-12.619
1944.38,0.512,-13.627
1944.4,0.229,-14.255
1944.42,-0.064,-14.491
1944.44,-0.355,-14.294
1944.46,-0.642,-13.574
1944.48,-0.908,-12.553
1944.5,-1.14,-11.65
1944.52,-1.363,-10.917
1944.54,-1.585,-10.197
1944.56,-1.773,-9.359
1944.58,-1.954,-8.548
1944.6,-2.117,-7.618
1944.62,-2.267,-6.388
1944.64,-2.375,-5.144
1944.66,-2.463,-4.084
1944.68,-2.538,-3.168
1944.7,-2.593,-2.16
1944.72,-2.625,-1.113
1944.74,-2.636,-0.105
1944.76,-2.63,0.877
1944.78,-2.601,1.872
1944.8,-2.554,2.893
1944.82,-2.487,3.927
1944.84,-2.397,4.987
1944.86,-2.287,6.061
1944.88,-2.155,7.147
1944.9,-2.001,8.247
1944.92,-1.825,9.333
1944.94,-1.627,10.367
1944.96,-1.409,11.257
1944.98,-1.173,11.899
1945,-0.928,12.318
1945.02,-0.68,12.75
1945.04,-0.424,13.352
1945.06,-0.148,13.692
1945.08,0.141,13.64
1945.1,0.397,13.208
1945.12,0.668,12.566
1945.14,0.911,11.716
1945.16,1.136,10.498
1945.18,1.335,9.124
1945.2,1.503,7.605
1945.22,1.638,5.943
1945.24,1.745,4.123
1945.26,1.806,2.16
1945.28,1.83,0.17
1945.3,1.813,-1.728
1945.32,1.759,-3.587
1945.34,1.67,-5.419
1945.36,1.543,-7.213
1945.38,1.379,-8.914
1945.4,1.184,-10.485
1945.42,0.958,-11.886
1945.44,0.705,-13.064
1945.46,0.432,-13.954
1945.48,0.143,-14.464
1945.5,-0.154,-14.582
1945.52,-0.445,-14.19
1945.54,-0.73,-13.299
1945.56,-0.983,-12.344
1945.58,-1.211,-11.506
1945.6,-1.445,-10.799
1945.62,-1.649,-10.027
1945.64,-1.841,-9.202
1945.66,-2.018,-8.43
1945.68,-2.18,-7.37
1945.7,-2.322,-6.087
1945.72,-2.422,-4.856
1945.74,-2.507,-3.848
1945.76,-2.578,-2.932
1945.78,-2.628,-1.924
1945.8,-2.653,-0.903
1945.82,-2.663,0.092
1945.84,-2.652,1.086
1945.86,-2.619,2.094
1945.88,-2.567,3.089
1945.9,-2.496,4.097
1945.92,-2.403,5.144
1945.94,-2.29,6.205
1945.96,-2.155,7.291
1945.98,-2,8.391
1946,-1.819,9.464
1946.02,-1.619,10.459
1946.04,-1.4,11.323
1946.06,-1.164,11.925
1946.08,-0.916,12.187
1946.1,-0.672,12.579
1946.12,-0.429,13.299
1946.14,-0.141,13.81
1946.16,0.149,13.797
1946.18,0.407,13.234
1946.2,0.679,12.527
1946.22,0.917,11.637
1946.24,1.142,10.407
1946.26,1.34,9.019
1946.28,1.505,7.448
1946.3,1.637,5.76
1946.32,1.739,3.914
1946.34,1.797,1.937
1946.36,1.814,-0.039
1946.38,1.794,-1.937
1946.4,1.737,-3.796
1946.42,1.641,-5.629
1946.44,1.511,-7.409
1946.46,1.345,-9.084
1946.48,1.145,-10.616
1946.5,0.917,-11.964
1946.52,0.664,-13.103
1946.54,0.39,-13.941
1946.56,0.101,-14.386
1946.58,-0.192,-14.412
1946.6,-0.481,-13.928
1946.62,-0.759,-12.959
1946.64,-1.004,-12.03
1946.66,-1.224,-11.27
1946.68,-1.459,-10.59
1946.7,-1.656,-9.765
1946.72,-1.843,-8.862
1946.74,-2.012,-8.037
1946.76,-2.166,-6.938
1946.78,-2.297,-5.668
1946.8,-2.391,-4.451
1946.82,-2.468,-3.43
1946.84,-2.529,-2.474
1946.86,-2.57,-1.44
1946.88,-2.586,-0.38
1946.9,-2.584,0.654
1946.92,-2.56,1.676
1946.94,-2.516,2.71
1946.96,-2.452,3.744
1946.98,-2.367,4.804
1947,-2.26,5.89
1947.02,-2.132,7.003
1947.04,-1.981,8.116
1947.06,-1.806,9.202
1947.08,-1.612,10.223
1947.1,-1.396,11.126
1947.12,-1.164,11.768
1947.14,-0.919,12.265
1947.16,-0.677,12.697
1947.18,-0.412,13.234
1947.2,-0.148,13.509
1947.22,0.14,13.443
1947.24,0.393,13.077
1947.26,0.661,12.422
1947.28,0.9,11.585
1947.3,1.123,10.407
1947.32,1.321,9.071
1947.34,1.489,7.54
1947.36,1.623,5.864
1947.38,1.726,4.045
1947.4,1.788,2.107
1947.42,1.81,0.144
1947.44,1.792,-1.741
1947.46,1.739,-3.587
1947.48,1.649,-5.419
1947.5,1.522,-7.226
1947.52,1.359,-8.927
1947.54,1.162,-10.472
1947.56,0.938,-11.833
1947.58,0.686,-13.011
1947.6,0.415,-13.902
1947.62,0.124,-14.399
1947.64,-0.168,-14.478
1947.66,-0.459,-14.072
1947.68,-0.74,-13.142
1947.7,-0.993,-12.161
1947.72,-1.211,-11.349
1947.74,-1.447,-10.668
1947.76,-1.648,-9.909
1947.78,-1.836,-9.058
1947.8,-2.011,-8.273
1947.82,-2.171,-7.199
1947.84,-2.306,-5.93
1947.86,-2.405,-4.725
