Time (s) Auto,Angle (rad) pi/2 postiv/lagt til venstre,Angular Velocity (rad/s) pi/2 postiv/lagt til venstre
1560.32,-0.58,-11.807
1560.34,-0.814,-11.205
1560.36,-1.032,-10.354
1560.38,-1.23,-9.111
1560.4,-1.406,-7.789
1560.42,-1.533,-6.859
1560.44,-1.663,-6.427
1560.46,-1.795,-6.1
1560.48,-1.915,-5.419
1560.5,-2.014,-4.542
1560.52,-2.095,-3.652
1560.54,-2.16,-2.775
1560.56,-2.207,-1.885
1560.58,-2.235,-1.008
1560.6,-2.246,-0.144
1560.62,-2.242,0.72
1560.64,-2.218,1.61
1560.66,-2.177,2.5
1560.68,-2.117,3.377
1560.7,-2.042,4.267
1560.72,-1.948,5.171
1560.74,-1.835,6.1
1560.76,-1.704,7.016
1560.78,-1.554,7.906
1560.8,-1.387,8.705
1560.82,-1.203,9.281
1560.84,-1.01,9.32
1560.86,-0.817,9.425
1560.88,-0.655,10.092
1560.9,-0.427,11.14
1560.92,-0.188,11.912
1560.94,0.053,11.899
1560.96,0.294,11.493
1560.98,0.518,10.773
1561,0.726,9.831
1561.02,0.914,8.705
1561.04,1.078,7.37
1561.06,1.211,5.851
1561.08,1.313,4.215
1561.1,1.381,2.5
1561.12,1.414,0.72
1561.14,1.411,-1.086
1561.16,1.37,-2.88
1561.18,1.294,-4.608
1561.2,1.184,-6.231
1561.22,1.043,-7.723
1561.24,0.873,-9.045
1561.26,0.679,-10.171
1561.28,0.463,-11.087
1561.3,0.232,-11.755
1561.32,-0.011,-12.121
1561.34,-0.258,-12.174
1561.36,-0.501,-11.938
1561.38,-0.738,-11.428
1561.4,-0.963,-10.668
1561.42,-1.167,-9.713
1561.44,-1.352,-8.417
1561.46,-1.514,-7.186
1561.48,-1.626,-6.453
1561.5,-1.756,-6.126
1561.52,-1.885,-5.733
1561.54,-1.99,-4.909
1561.56,-2.08,-3.992
1561.58,-2.15,-3.129
1561.6,-2.204,-2.265
1561.62,-2.242,-1.401
1561.64,-2.26,-0.524
1561.66,-2.262,0.353
1561.68,-2.246,1.217
1561.7,-2.213,2.081
1561.72,-2.163,2.945
1561.74,-2.095,3.822
1561.76,-2.011,4.725
1561.78,-1.907,5.642
1561.8,-1.784,6.571
1561.82,-1.645,7.487
1561.84,-1.484,8.338
1561.86,-1.308,9.111
1561.88,-1.12,9.503
1561.9,-0.916,9.503
1561.92,-0.737,9.752
1561.94,-0.551,10.564
1561.96,-0.314,11.558
1561.98,-0.071,12.017
1562,0.17,11.807
1562.02,0.407,11.27
1562.04,0.625,10.459
1562.06,0.826,9.425
1562.08,1.005,8.194
1562.1,1.158,6.754
1562.12,1.277,5.171
1562.14,1.365,3.495
1562.16,1.418,1.754
1562.18,1.436,-0.052
1562.2,1.417,-1.872
1562.22,1.36,-3.652
1562.24,1.269,-5.354
1562.26,1.145,-6.938
1562.28,0.99,-8.391
1562.3,0.807,-9.66
1562.32,0.6,-10.708
1562.34,0.375,-11.519
1562.36,0.137,-12.056
1562.38,-0.112,-12.291
1562.4,-0.36,-12.239
1562.42,-0.603,-11.899
1562.44,-0.84,-11.27
1562.46,-1.059,-10.446
1562.48,-1.257,-9.372
1562.5,-1.44,-8.09
1562.52,-1.583,-7.016
1562.54,-1.703,-6.427
1562.56,-1.836,-6.113
1562.58,-1.959,-5.563
1562.6,-2.061,-4.712
1562.62,-2.146,-3.848
1562.64,-2.215,-3.011
1562.66,-2.267,-2.16
1562.68,-2.301,-1.296
1562.7,-2.318,-0.445
1562.72,-2.318,0.393
1562.74,-2.303,1.23
1562.76,-2.27,2.081
1562.78,-2.22,2.945
1562.8,-2.152,3.809
1562.82,-2.067,4.673
1562.84,-1.965,5.563
1562.86,-1.846,6.466
1562.88,-1.706,7.37
1562.9,-1.55,8.234
1562.92,-1.376,9.019
1562.94,-1.188,9.281
1562.96,-0.986,9.255
1562.98,-0.826,9.595
1563,-0.627,10.524
1563.02,-0.396,11.572
1563.04,-0.154,11.99
1563.06,0.09,11.886
1563.08,0.327,11.414
1563.1,0.55,10.655
1563.12,0.756,9.66
1563.14,0.939,8.456
1563.16,1.096,7.055
1563.18,1.224,5.498
1563.2,1.318,3.822
1563.22,1.378,2.081
1563.24,1.401,0.314
1563.26,1.39,-1.479
1563.28,1.343,-3.246
1563.3,1.258,-4.948
1563.32,1.144,-6.532
1563.34,0.996,-7.972
1563.36,0.822,-9.242
1563.38,0.624,-10.289
1563.4,0.407,-11.126
1563.42,0.176,-11.702
1563.44,-0.066,-11.977
1563.46,-0.308,-11.951
1563.48,-0.547,-11.65
1563.5,-0.778,-11.048
1563.52,-0.994,-10.197
1563.54,-1.186,-9.032
1563.56,-1.362,-7.736
1563.58,-1.494,-6.715
1563.6,-1.615,-6.165
1563.62,-1.739,-5.838
1563.64,-1.857,-5.236
1563.66,-1.953,-4.359
1563.68,-2.029,-3.416
1563.7,-2.089,-2.5
1563.72,-2.13,-1.584
1563.74,-2.152,-0.681
1563.76,-2.157,0.209
1563.78,-2.144,1.113
1563.8,-2.113,2.029
1563.82,-2.062,2.945
1563.84,-1.995,3.848
1563.86,-1.909,4.765
1563.88,-1.805,5.707
1563.9,-1.681,6.663
1563.92,-1.538,7.592
1563.94,-1.376,8.43
1563.96,-1.199,9.032
1563.98,-1.008,9.242
1564,-0.822,9.438
1564.02,-0.644,10.053
1564.04,-0.43,10.93
1564.06,-0.193,11.572
1564.08,0.039,11.663
1564.1,0.275,11.362
1564.12,0.501,10.786
1564.14,0.708,9.935
1564.16,0.9,8.888
1564.18,1.068,7.618
1564.2,1.208,6.139
1564.22,1.315,4.529
1564.24,1.39,2.841
1564.26,1.429,1.086
1564.28,1.434,-0.72
1564.3,1.401,-2.526
1564.32,1.332,-4.28
1564.34,1.228,-5.943
1564.36,1.093,-7.487
1564.38,0.927,-8.875
1564.4,0.735,-10.079
1564.42,0.522,-11.074
1564.44,0.289,-11.82
1564.46,0.044,-12.278
1564.48,-0.206,-12.435
1564.5,-0.457,-12.305
1564.52,-0.702,-11.86
1564.54,-0.936,-11.179
1564.56,-1.15,-10.315
1564.58,-1.351,-9.058
1564.6,-1.525,-7.789
1564.62,-1.648,-7.003
1564.64,-1.788,-6.715
1564.66,-1.929,-6.401
1564.68,-2.05,-5.655
1564.7,-2.154,-4.804
1564.72,-2.242,-3.992
1564.74,-2.314,-3.181
1564.76,-2.369,-2.369
1564.78,-2.408,-1.558
1564.8,-2.432,-0.746
1564.82,-2.438,0.065
1564.84,-2.428,0.851
1564.86,-2.403,1.636
1564.88,-2.364,2.435
1564.9,-2.306,3.259
1564.92,-2.234,4.097
1564.94,-2.143,4.935
1564.96,-2.036,5.786
1564.98,-1.912,6.637
1565,-1.77,7.501
1565.02,-1.612,8.351
1565.04,-1.436,9.071
1565.06,-1.244,9.425
1565.08,-1.049,9.477
1565.1,-0.867,9.765
1565.12,-0.675,10.577
1565.14,-0.446,11.545
1565.16,-0.201,12.082
1565.18,0.044,12.03
1565.2,0.284,11.598
1565.22,0.512,10.865
1565.24,0.723,9.87
1565.26,0.909,8.652
1565.28,1.071,7.252
1565.3,1.202,5.694
1565.32,1.301,4.019
1565.34,1.363,2.291
1565.36,1.392,0.511
1565.38,1.385,-1.283
1565.4,1.34,-3.063
1565.42,1.261,-4.752
1565.44,1.148,-6.322
1565.46,1.007,-7.762
1565.48,0.836,-9.032
1565.5,0.642,-10.092
1565.52,0.429,-10.904
1565.54,0.203,-11.467
1565.56,-0.033,-11.755
1565.58,-0.272,-11.755
1565.6,-0.507,-11.454
1565.62,-0.734,-10.852
1565.64,-0.946,-9.961
1565.66,-1.136,-8.705
1565.68,-1.301,-7.435
1565.7,-1.423,-6.519
1565.72,-1.55,-6.034
1565.74,-1.668,-5.629
1565.76,-1.78,-4.922
1565.78,-1.869,-4.032
1565.8,-1.94,-3.05
1565.82,-1.992,-2.081
1565.84,-2.023,-1.113
1565.86,-2.036,-0.17
1565.88,-2.029,0.759
1565.9,-2.006,1.715
1565.92,-1.962,2.683
1565.94,-1.898,3.639
1565.96,-1.816,4.581
1565.98,-1.715,5.55
1566,-1.594,6.532
1566.02,-1.453,7.474
1566.04,-1.294,8.299
1566.06,-1.118,8.901
1566.08,-0.933,8.98
1566.1,-0.746,9.163
1566.12,-0.589,9.896
1566.14,-0.363,10.852
1566.16,-0.129,11.441
1566.18,0.096,11.349
1566.2,0.325,11.009
1566.22,0.545,10.393
1566.24,0.743,9.49
1566.26,0.925,8.417
1566.28,1.084,7.147
1566.3,1.214,5.668
1566.32,1.312,4.071
1566.34,1.378,2.395
1566.36,1.409,0.654
1566.38,1.404,-1.126
1566.4,1.363,-2.893
1566.42,1.288,-4.608
1566.44,1.178,-6.231
1566.46,1.037,-7.723
1566.48,0.867,-9.058
1566.5,0.672,-10.21
1566.52,0.456,-11.14
1566.54,0.223,-11.82
1566.56,-0.02,-12.213
1566.58,-0.27,-12.318
1566.6,-0.517,-12.134
1566.62,-0.759,-11.65
1566.64,-0.988,-10.969
1566.66,-1.197,-10.053
1566.68,-1.395,-8.666
1566.7,-1.558,-7.435
1566.72,-1.667,-6.82
1566.74,-1.817,-6.676
1566.76,-1.954,-6.336
1566.78,-2.072,-5.498
1566.8,-2.172,-4.673
1566.82,-2.259,-3.875
1566.84,-2.328,-3.063
1566.86,-2.381,-2.251
1566.88,-2.417,-1.453
1566.9,-2.439,-0.654
1566.92,-2.444,0.144
1566.94,-2.433,0.929
1566.96,-2.406,1.715
1566.98,-2.366,2.513
1567,-2.306,3.325
1567.02,-2.232,4.15
1567.04,-2.141,4.987
1567.06,-2.033,5.851
1567.08,-1.907,6.728
1567.1,-1.764,7.605
1567.12,-1.602,8.456
1567.14,-1.425,9.176
1567.16,-1.232,9.569
1567.18,-1.034,9.595
1567.2,-0.845,9.817
1567.22,-0.66,10.59
1567.24,-0.427,11.558
1567.26,-0.181,12.134
1567.28,0.063,12.082
1567.3,0.306,11.65
1567.32,0.536,10.891
1567.34,0.745,9.857
1567.36,0.931,8.639
1567.38,1.093,7.226
1567.4,1.224,5.642
1567.42,1.319,3.953
1567.44,1.382,2.212
1567.46,1.409,0.432
1567.48,1.4,-1.374
1567.5,1.354,-3.155
1567.52,1.272,-4.869
1567.54,1.158,-6.466
1567.56,1.012,-7.906
1567.58,0.839,-9.163
1567.6,0.642,-10.21
1567.62,0.427,-11.035
1567.64,0.198,-11.624
1567.66,-0.041,-11.925
1567.68,-0.284,-11.912
1567.7,-0.522,-11.598
1567.72,-0.751,-10.996
1567.74,-0.966,-10.171
1567.76,-1.159,-8.967
1567.78,-1.334,-7.645
1567.8,-1.459,-6.637
1567.82,-1.583,-6.113
1567.84,-1.706,-5.773
1567.86,-1.821,-5.118
1567.88,-1.915,-4.228
1567.9,-1.989,-3.259
1567.92,-2.045,-2.317
1567.94,-2.081,-1.388
1567.96,-2.1,-0.458
1567.98,-2.1,0.471
1568,-2.081,1.401
1568.02,-2.044,2.33
1568.04,-1.989,3.259
1568.06,-1.913,4.202
1568.08,-1.821,5.157
1568.1,-1.707,6.113
1568.12,-1.576,7.042
1568.14,-1.425,7.906
1568.16,-1.258,8.705
1568.18,-1.076,9.098
1568.2,-0.88,9.137
1568.22,-0.712,9.451
1568.24,-0.526,10.315
1568.26,-0.295,11.244
1568.28,-0.058,11.598
1568.3,0.17,11.388
1568.32,0.401,10.904
1568.34,0.613,10.158
1568.36,0.807,9.163
1568.38,0.982,7.998
1568.4,1.131,6.61
1568.42,1.249,5.053
1568.44,1.334,3.403
1568.46,1.385,1.702
1568.48,1.403,-0.052
1568.5,1.384,-1.846
1568.52,1.329,-3.6
1568.54,1.238,-5.262
1568.56,1.117,-6.82
1568.58,0.964,-8.247
1568.6,0.784,-9.516
1568.62,0.581,-10.564
1568.64,0.358,-11.375
1568.66,0.123,-11.925
1568.68,-0.123,-12.174
1568.7,-0.369,-12.134
1568.72,-0.611,-11.82
1568.74,-0.845,-11.231
1568.76,-1.065,-10.433
1568.78,-1.263,-9.307
1568.8,-1.445,-7.946
1568.82,-1.582,-6.938
1568.84,-1.7,-6.506
1568.86,-1.841,-6.296
1568.88,-1.967,-5.733
1568.9,-2.07,-4.843
1568.92,-2.158,-3.992
1568.94,-2.231,-3.168
1568.96,-2.286,-2.33
1568.98,-2.323,-1.492
1569,-2.345,-0.668
1569.02,-2.35,0.17
1569.04,-2.339,1.008
1569.06,-2.309,1.833
1569.08,-2.265,2.67
1569.1,-2.204,3.521
1569.12,-2.124,4.398
1569.14,-2.028,5.275
1569.16,-1.913,6.178
1569.18,-1.781,7.095
1569.2,-1.629,7.985
1569.22,-1.461,8.81
1569.24,-1.275,9.451
1569.26,-1.078,9.49
1569.28,-0.878,9.53
1569.3,-0.719,10.171
1569.32,-0.49,11.297
1569.34,-0.245,12.174
1569.36,0.003,12.2
1569.38,0.248,11.833
1569.4,0.481,11.179
1569.42,0.697,10.289
1569.44,0.895,9.176
1569.46,1.068,7.841
1569.48,1.211,6.336
1569.5,1.323,4.712
1569.52,1.401,2.998
1569.54,1.444,1.204
1569.56,1.45,-0.628
1569.58,1.418,-2.448
1569.6,1.351,-4.215
1569.62,1.249,-5.89
1569.64,1.114,-7.448
1569.66,0.949,-8.849
1569.68,0.757,-10.053
1569.7,0.543,-11.048
1569.72,0.313,-11.794
1569.74,0.068,-12.252
1569.76,-0.182,-12.409
1569.78,-0.432,-12.278
1569.8,-0.677,-11.833
1569.82,-0.911,-11.14
1569.84,-1.123,-10.249
1569.86,-1.323,-8.914
1569.88,-1.495,-7.605
1569.9,-1.608,-6.846
1569.92,-1.75,-6.61
1569.94,-1.89,-6.309
1569.96,-2.007,-5.498
1569.98,-2.108,-4.595
1570,-2.191,-3.744
1570.02,-2.257,-2.906
1570.04,-2.308,-2.068
1570.06,-2.34,-1.217
1570.08,-2.356,-0.367
1570.1,-2.355,0.458
1570.12,-2.337,1.283
1570.14,-2.304,2.121
1570.16,-2.253,2.971
1570.18,-2.185,3.822
1570.2,-2.1,4.673
1570.22,-1.998,5.55
1570.24,-1.879,6.44
1570.26,-1.74,7.33
1570.28,-1.585,8.194
1570.3,-1.412,8.927
1570.32,-1.224,9.333
1570.34,-1.03,9.438
1570.36,-0.847,9.7
1570.38,-0.657,10.459
1570.4,-0.434,11.428
1570.42,-0.188,12.03
1570.44,0.057,12.017
1570.46,0.297,11.558
1570.48,0.523,10.825
1570.5,0.732,9.857
1570.52,0.92,8.679
1570.54,1.082,7.291
1570.56,1.214,5.733
1570.58,1.313,4.071
1570.6,1.378,2.356
1570.62,1.407,0.589
1570.64,1.403,-1.217
1570.66,1.359,-2.998
1570.68,1.28,-4.699
1570.7,1.17,-6.309
1570.72,1.027,-7.802
1570.74,0.855,-9.111
1570.76,0.66,-10.197
1570.78,0.445,-11.074
