Time (s) Auto,Angle (rad) Minus pi/4,Angular Velocity (rad/s) Minus pi/4
21.94,4.442,8.692
21.96,4.615,8.325
21.98,4.777,7.802
22,4.929,7.121
22.02,5.064,6.296
22.04,5.182,5.328
22.06,5.279,4.241
22.08,5.353,3.05
22.1,5.402,1.793
22.12,5.426,0.524
22.14,5.422,-0.733
22.16,5.396,-1.937
22.18,5.344,-3.063
22.2,5.272,-4.11
22.22,5.179,-5.04
22.24,5.067,-5.838
22.26,4.943,-6.48
22.28,4.807,-6.977
22.3,4.662,-7.343
22.32,4.511,-7.579
22.34,4.357,-7.684
22.36,4.202,-7.658
22.38,4.05,-7.54
22.4,3.9,-7.357
22.42,3.754,-7.121
22.44,3.614,-6.833
22.46,3.481,-6.532
22.48,3.354,-6.231
22.5,3.231,-5.917
22.52,3.116,-5.603
22.54,3.008,-5.315
22.56,2.904,-5.066
22.58,2.805,-4.843
22.6,2.711,-4.647
22.62,2.62,-4.49
22.64,2.532,-4.372
22.66,2.446,-4.294
22.68,2.361,-4.254
22.7,2.276,-4.254
22.72,2.191,-4.307
22.74,2.105,-4.424
22.76,2.015,-4.595
22.78,1.921,-4.817
22.8,1.824,-5.079
22.82,1.718,-5.393
22.84,1.608,-5.773
22.86,1.489,-6.205
22.88,1.36,-6.689
22.9,1.222,-7.186
22.92,1.073,-7.697
22.94,0.914,-8.221
22.96,0.745,-8.731
22.98,0.564,-9.202
23,0.375,-9.595
23.02,0.179,-9.896
23.04,-0.022,-10.079
23.06,-0.226,-10.105
23.08,-0.429,-9.961
23.1,-0.627,-9.647
23.12,-0.817,-9.176
23.14,-0.996,-8.548
23.16,-1.161,-7.789
23.18,-1.308,-6.898
23.2,-1.439,-5.89
23.22,-1.546,-4.791
23.24,-1.63,-3.626
23.26,-1.692,-2.409
23.28,-1.728,-1.126
23.3,-1.737,0.183
23.32,-1.72,1.492
23.34,-1.678,2.788
23.36,-1.608,4.084
23.38,-1.514,5.367
23.4,-1.393,6.597
23.42,-1.249,7.736
23.44,-1.082,8.757
23.46,-0.897,9.634
23.48,-0.694,10.341
23.5,-0.481,10.865
23.52,-0.258,11.192
23.54,-0.03,11.336
23.56,0.198,11.297
23.58,0.424,11.126
23.6,0.644,10.852
23.62,0.859,10.498
23.64,1.065,10.105
23.66,1.263,9.687
23.68,1.453,9.268
23.7,1.634,8.862
23.72,1.806,8.495
23.74,1.973,8.181
23.76,2.133,7.933
23.78,2.289,7.762
23.8,2.443,7.658
23.82,2.595,7.605
23.84,2.746,7.605
23.86,2.898,7.671
23.88,3.052,7.775
23.9,3.209,7.906
23.92,3.368,8.063
23.94,3.531,8.221
23.96,3.698,8.364
23.98,3.866,8.469
24,4.037,8.522
24.02,4.208,8.495
24.04,4.378,8.364
24.06,4.544,8.116
24.08,4.705,7.723
24.1,4.855,7.173
24.12,4.994,6.48
24.14,5.116,5.642
24.16,5.221,4.673
24.18,5.305,3.587
24.2,5.366,2.395
24.22,5.402,1.152
24.24,5.411,-0.092
24.26,5.397,-1.296
24.28,5.36,-2.461
24.3,5.298,-3.574
24.32,5.215,-4.595
24.34,5.113,-5.498
24.36,4.994,-6.257
24.38,4.86,-6.872
24.4,4.717,-7.357
24.42,4.565,-7.71
24.44,4.406,-7.919
24.46,4.246,-7.985
24.48,4.086,-7.959
24.5,3.927,-7.867
24.52,3.77,-7.71
24.54,3.618,-7.501
24.56,3.47,-7.265
24.58,3.327,-7.029
24.6,3.189,-6.794
24.62,3.055,-6.571
24.64,2.926,-6.375
24.66,2.801,-6.205
24.68,2.678,-6.061
24.7,2.559,-5.956
24.72,2.441,-5.904
24.74,2.323,-5.904
24.76,2.205,-5.943
24.78,2.086,-6.021
24.8,1.965,-6.139
24.82,1.841,-6.296
24.84,1.714,-6.506
24.86,1.582,-6.754
24.88,1.444,-7.042
24.9,1.301,-7.343
24.92,1.15,-7.645
24.94,0.994,-7.946
24.96,0.833,-8.247
24.98,0.664,-8.522
25,0.49,-8.718
25.02,0.314,-8.823
25.04,0.137,-8.823
25.06,-0.041,-8.731
25.08,-0.214,-8.522
25.1,-0.383,-8.194
25.12,-0.543,-7.749
25.14,-0.694,-7.173
25.16,-0.833,-6.493
25.18,-0.955,-5.733
25.2,-1.062,-4.922
25.22,-1.153,-4.058
25.24,-1.225,-3.142
25.26,-1.279,-2.199
25.28,-1.313,-1.257
25.3,-1.329,-0.327
25.32,-1.326,0.576
25.34,-1.305,1.44
25.36,-1.268,2.278
25.38,-1.214,3.076
25.4,-1.144,3.822
25.42,-1.06,4.516
25.44,-0.963,5.144
25.46,-0.853,5.707
25.48,-0.734,6.165
25.5,-0.605,6.519
25.52,-0.471,6.768
25.54,-0.333,6.912
25.56,-0.193,6.964
25.58,-0.053,6.925
25.6,0.085,6.794
25.62,0.22,6.571
25.64,0.349,6.283
25.66,0.471,5.969
25.68,0.587,5.629
25.7,0.697,5.249
25.72,0.798,4.83
25.74,0.891,4.411
25.76,0.974,4.006
25.78,1.051,3.6
25.8,1.118,3.194
25.82,1.178,2.788
25.84,1.23,2.395
25.86,1.274,2.003
25.88,1.31,1.61
25.9,1.338,1.217
25.92,1.359,0.825
25.94,1.371,0.445
25.96,1.376,0.079
25.98,1.374,-0.301
26,1.365,-0.707
26.02,1.346,-1.139
26.04,1.319,-1.571
26.06,1.283,-2.016
26.08,1.239,-2.5
26.1,1.184,-3.011
26.12,1.118,-3.547
26.14,1.043,-4.097
26.16,0.955,-4.673
26.18,0.856,-5.262
26.2,0.745,-5.838
26.22,0.622,-6.401
26.24,0.489,-6.925
26.26,0.344,-7.396
26.28,0.192,-7.789
26.3,0.031,-8.077
26.32,-0.134,-8.26
26.34,-0.3,-8.312
26.36,-0.468,-8.234
26.38,-0.631,-8.011
26.4,-0.79,-7.631
26.42,-0.939,-7.095
26.44,-1.076,-6.401
26.46,-1.197,-5.589
26.48,-1.301,-4.673
26.5,-1.385,-3.652
26.52,-1.448,-2.539
26.54,-1.488,-1.374
26.56,-1.503,-0.17
26.58,-1.495,1.06
26.6,-1.461,2.291
26.62,-1.403,3.508
26.64,-1.321,4.686
26.66,-1.214,5.825
26.68,-1.087,6.885
26.7,-0.938,7.828
26.72,-0.771,8.639
26.74,-0.591,9.294
26.76,-0.397,9.778
26.78,-0.196,10.092
26.8,0.008,10.249
26.82,0.215,10.263
26.84,0.421,10.132
26.86,0.622,9.883
26.88,0.817,9.569
26.9,1.005,9.215
26.92,1.186,8.836
26.94,1.359,8.43
26.96,1.524,8.011
26.98,1.679,7.618
27,1.827,7.265
27.02,1.97,6.951
27.04,2.105,6.676
27.06,2.235,6.453
27.08,2.362,6.283
27.1,2.487,6.139
27.12,2.608,6.034
27.14,2.727,5.969
27.16,2.846,5.93
27.18,2.964,5.904
27.2,3.082,5.904
27.22,3.2,5.917
27.24,3.319,5.904
27.26,3.437,5.877
27.28,3.553,5.838
27.3,3.671,5.786
27.32,3.786,5.694
27.34,3.899,5.563
27.36,4.009,5.38
27.38,4.115,5.131
27.4,4.214,4.83
27.42,4.309,4.477
27.44,4.395,4.058
27.46,4.472,3.574
27.48,4.538,3.05
27.5,4.595,2.5
27.52,4.639,1.911
27.54,4.672,1.309
27.56,4.69,0.72
27.58,4.7,0.157
27.6,4.697,-0.353
27.62,4.684,-0.825
27.64,4.664,-1.23
27.66,4.634,-1.584
27.68,4.599,-1.885
27.7,4.558,-2.121
27.72,4.513,-2.278
27.74,4.466,-2.356
27.76,4.419,-2.382
27.78,4.37,-2.356
27.8,4.323,-2.265
27.82,4.279,-2.107
27.84,4.238,-1.898
27.86,4.202,-1.649
27.88,4.172,-1.374
27.9,4.147,-1.073
27.92,4.128,-0.746
27.94,4.117,-0.393
27.96,4.112,-0.026
27.98,4.115,0.34
28,4.126,0.694
28.02,4.144,1.034
28.04,4.167,1.374
28.06,4.199,1.715
28.08,4.236,2.016
28.1,4.28,2.278
28.12,4.328,2.513
28.14,4.381,2.723
28.16,4.438,2.893
28.18,4.497,2.998
28.2,4.558,3.037
28.22,4.62,2.985
28.24,4.679,2.854
28.26,4.734,2.67
28.28,4.786,2.422
28.3,4.833,2.094
28.32,4.871,1.676
28.34,4.901,1.204
28.36,4.92,0.694
28.38,4.929,0.144
28.4,4.926,-0.419
28.42,4.912,-1.008
28.44,4.887,-1.61
28.46,4.847,-2.212
28.48,4.797,-2.801
28.5,4.736,-3.364
28.52,4.662,-3.914
28.54,4.579,-4.424
28.56,4.485,-4.883
28.58,4.383,-5.288
28.6,4.273,-5.629
28.62,4.156,-5.917
28.64,4.035,-6.139
28.66,3.91,-6.296
28.68,3.782,-6.401
28.7,3.654,-6.453
28.72,3.523,-6.48
28.74,3.394,-6.493
28.76,3.264,-6.506
28.78,3.134,-6.519
28.8,3.003,-6.519
28.82,2.873,-6.545
28.84,2.743,-6.597
28.86,2.609,-6.676
28.88,2.476,-6.781
28.9,2.339,-6.912
28.92,2.199,-7.095
28.94,2.056,-7.304
28.96,1.907,-7.527
28.98,1.755,-7.775
29,1.598,-8.037
29.02,1.433,-8.312
29.04,1.264,-8.587
29.06,1.09,-8.836
29.08,0.909,-9.058
29.1,0.727,-9.202
29.12,0.54,-9.268
29.14,0.355,-9.228
29.16,0.17,-9.058
29.18,-0.009,-8.757
29.2,-0.182,-8.299
29.22,-0.344,-7.71
29.24,-0.492,-7.003
29.26,-0.625,-6.192
29.28,-0.741,-5.288
29.3,-0.837,-4.307
29.32,-0.914,-3.286
29.34,-0.969,-2.251
29.36,-1.004,-1.217
29.38,-1.018,-0.223
29.4,-1.012,0.72
29.42,-0.988,1.584
29.44,-0.947,2.369
29.46,-0.892,3.063
29.48,-0.823,3.639
29.5,-0.745,4.097
29.52,-0.658,4.438
29.54,-0.565,4.647
29.56,-0.47,4.725
29.58,-0.375,4.673
29.6,-0.281,4.516
29.62,-0.193,4.28
29.64,-0.11,3.953
29.66,-0.033,3.56
29.68,0.033,3.102
29.7,0.091,2.605
29.72,0.138,2.094
29.74,0.174,1.584
29.76,0.201,1.1
29.78,0.218,0.641
29.8,0.226,0.209
29.82,0.226,-0.17
29.84,0.218,-0.497
29.86,0.206,-0.759
29.88,0.187,-0.956
29.9,0.167,-1.113
29.92,0.143,-1.217
29.94,0.116,-1.257
29.96,0.091,-1.23
29.98,0.068,-1.152
30,0.044,-1.034
30.02,0.025,-0.864
30.04,0.009,-0.668
30.06,-0.002,-0.458
30.08,-0.009,-0.223
30.1,-0.011,0.039
30.12,-0.008,0.314
30.14,0.002,0.576
30.16,0.016,0.812
30.18,0.035,1.021
30.2,0.057,1.217
30.22,0.083,1.401
30.24,0.113,1.558
30.26,0.146,1.676
30.28,0.181,1.741
30.3,0.217,1.741
30.32,0.251,1.689
30.34,0.284,1.597
30.36,0.316,1.466
30.38,0.344,1.27
30.4,0.368,1.021
30.42,0.385,0.733
30.44,0.397,0.406
30.46,0.402,0.052
30.48,0.399,-0.34
30.5,0.39,-0.746
30.52,0.369,-1.178
30.54,0.342,-1.636
30.56,0.305,-2.107
30.58,0.258,-2.579
30.6,0.201,-3.037
30.62,0.137,-3.482
30.64,0.061,-3.901
30.66,-0.02,-4.254
30.68,-0.11,-4.529
30.7,-0.203,-4.725
30.72,-0.3,-4.83
30.74,-0.397,-4.83
30.76,-0.495,-4.712
30.78,-0.587,-4.49
30.8,-0.675,-4.163
30.82,-0.756,-3.731
30.84,-0.826,-3.168
30.86,-0.884,-2.5
30.88,-0.927,-1.767
30.9,-0.955,-0.995
30.92,-0.968,-0.17
30.94,-0.963,0.694
30.96,-0.939,1.571
30.98,-0.9,2.435
31,-0.842,3.272
31.02,-0.768,4.071
31.04,-0.679,4.804
31.06,-0.575,5.472
31.08,-0.459,6.048
31.1,-0.331,6.532
31.12,-0.196,6.912
31.14,-0.053,7.186
31.16,0.093,7.343
31.18,0.242,7.383
31.2,0.39,7.317
31.22,0.536,7.16
31.24,0.677,6.925
31.26,0.814,6.624
31.28,0.942,6.27
31.3,1.065,5.877
31.32,1.178,5.472
31.34,1.283,5.053
31.36,1.381,4.621
31.38,1.469,4.15
31.4,1.547,3.665
31.42,1.615,3.181
31.44,1.674,2.683
31.46,1.723,2.173
31.48,1.761,1.636
31.5,1.789,1.086
31.52,1.805,0.511
31.54,1.81,-0.092
31.56,1.802,-0.707
31.58,1.781,-1.348
31.6,1.748,-2.042
31.62,1.701,-2.788
31.64,1.637,-3.574
31.66,1.558,-4.398
31.68,1.462,-5.262
31.7,1.348,-6.178
31.72,1.216,-7.108
31.74,1.063,-8.037
31.76,0.894,-8.954
31.78,0.705,-9.817
31.8,0.5,-10.577
31.82,0.28,-11.179
31.84,0.05,-11.585
31.86,-0.187,-11.768
31.88,-0.424,-11.702
31.9,-0.658,-11.362
31.92,-0.883,-10.76
31.94,-1.092,-9.922
31.96,-1.282,-8.875
31.98,-1.45,-7.645
32,-1.59,-6.244
32.02,-1.701,-4.725
32.04,-1.78,-3.129
32.06,-1.827,-1.479
32.08,-1.839,0.209
32.1,-1.819,1.924
32.12,-1.762,3.626
32.14,-1.673,5.301
32.16,-1.55,6.912
32.18,-1.395,8.443
32.2,-1.211,9.857
32.22,-0.999,11.1
32.24,-0.763,12.121
32.26,-0.511,12.867
32.28,-0.245,13.365
32.3,0.027,13.627
32.32,0.303,13.679
32.34,0.576,13.548
32.36,0.847,13.26
32.38,1.109,12.881
32.4,1.362,12.462
32.42,1.607,12.056
32.44,1.844,11.663
32.46,2.073,11.31
32.48,2.295,11.035
32.5,2.513,10.839
32.52,2.728,10.721
32.54,2.941,10.655
32.56,3.154,10.642
32.58,3.366,10.668
32.6,3.58,10.708
32.62,3.795,10.734
32.64,4.01,10.708
32.66,4.224,10.603
32.68,4.436,10.38
32.7,4.642,10.001
32.72,4.838,9.425
32.74,5.022,8.666
32.76,5.187,7.723
32.78,5.333,6.61
32.8,5.454,5.341
32.82,5.548,3.94
32.84,5.612,2.474
32.86,5.647,0.969
32.88,5.652,-0.524
32.9,5.625,-1.977
32.92,5.572,-3.351
32.94,5.49,-4.621
32.96,5.385,-5.76
32.98,5.257,-6.728
33,5.113,-7.54
33.02,4.954,-8.181
33.04,4.783,-8.652
33.06,4.606,-8.954
33.08,4.423,-9.111
33.1,4.24,-9.137
33.12,4.056,-9.045
33.14,3.877,-8.875
33.16,3.701,-8.652
33.18,3.53,-8.391
33.2,3.365,-8.103
33.22,3.206,-7.828
33.24,3.052,-7.579
33.26,2.903,-7.37
33.28,2.758,-7.199
33.3,2.615,-7.082
33.32,2.476,-7.029
33.34,2.336,-7.029
33.36,2.194,-7.082
33.38,2.053,-7.16
33.4,1.909,-7.291
33.42,1.762,-7.487
33.44,1.61,-7.723
33.46,1.453,-7.985
33.48,1.291,-8.247
33.5,1.123,-8.522
33.52,0.95,-8.783
33.54,0.771,-9.006
33.56,0.589,-9.189
33.58,0.404,-9.294
33.6,0.215,-9.294
33.62,0.03,-9.163
33.64,-0.152,-8.901
33.66,-0.328,-8.522
33.68,-0.495,-8.011
33.7,-0.65,-7.383
33.72,-0.792,-6.637
33.74,-0.917,-5.799
33.76,-1.024,-4.896
33.78,-1.114,-3.953
33.8,-1.183,-2.998
33.82,-1.233,-2.029
33.84,-1.264,-1.073
33.86,-1.275,-0.131
33.88,-1.269,0.772
33.9,-1.244,1.61
33.92,-1.203,2.382
33.94,-1.148,3.089
33.96,-1.079,3.744
33.98,-0.997,4.333
34,-0.905,4.83
34.02,-0.803,5.249
34.04,-0.694,5.576
34.06,-0.578,5.812
34.08,-0.46,5.956
34.1,-0.339,5.995
34.12,-0.218,5.956
34.14,-0.101,5.838
34.16,0.016,5.668
34.18,0.127,5.432
34.2,0.234,5.131
34.22,0.333,4.791
34.24,0.426,4.424
34.26,0.511,4.045
34.28,0.587,3.652
34.3,0.657,3.259
34.32,0.718,2.867
34.34,0.771,2.474
34.36,0.817,2.094
34.38,0.855,1.741
34.4,0.886,1.401
34.42,0.911,1.06
34.44,0.928,0.707
34.46,0.939,0.38
34.48,0.942,0.079
34.5,0.942,-0.223
34.52,0.935,-0.524
34.54,0.92,-0.812
34.56,0.902,-1.086
34.58,0.878,-1.374
34.6,0.847,-1.676
34.62,0.811,-1.963
34.64,0.768,-2.251
34.66,0.721,-2.553
34.68,0.666,-2.854
34.7,0.606,-3.155
34.72,0.54,-3.443
34.74,0.468,-3.731
34.76,0.391,-3.992
34.78,0.308,-4.241
34.8,0.221,-4.464
34.82,0.129,-4.634
34.84,0.035,-4.765
34.86,-0.061,-4.856
34.88,-0.16,-4.909
34.9,-0.259,-4.896
34.92,-0.357,-4.817
34.94,-0.452,-4.686
34.96,-0.545,-4.49
34.98,-0.633,-4.215
35,-0.715,-3.875
35.02,-0.789,-3.482
35.04,-0.855,-3.024
35.06,-0.911,-2.5
35.08,-0.955,-1.924
35.1,-0.988,-1.296
35.12,-1.008,-0.628
35.14,-1.013,0.065
35.16,-1.005,0.772
35.18,-0.983,1.479
35.2,-0.946,2.199
35.22,-0.895,2.906
35.24,-0.829,3.574
35.26,-0.751,4.189
35.28,-0.661,4.752
35.3,-0.561,5.249
35.32,-0.449,5.668
35.34,-0.333,5.995
35.36,-0.209,6.231
35.38,-0.082,6.388
35.4,0.047,6.453
35.42,0.178,6.44
35.44,0.306,6.349
35.46,0.432,6.192
35.48,0.554,5.982
35.5,0.672,5.72
35.52,0.784,5.419
35.54,0.889,5.092
35.56,0.988,4.739
35.58,1.079,4.359
35.6,1.162,3.953
35.62,1.238,3.547
35.64,1.304,3.142
35.66,1.363,2.723
35.68,1.414,2.291
35.7,1.455,1.846
35.72,1.488,1.414
35.74,1.511,0.969
35.76,1.527,0.497
35.78,1.532,0.013
35.8,1.527,-0.497
35.82,1.513,-1.021
35.84,1.486,-1.584
35.86,1.45,-2.186
35.88,1.4,-2.827
35.9,1.337,-3.508
35.92,1.26,-4.215
35.94,1.169,-4.961
35.96,1.062,-5.733
35.98,0.939,-6.519
36,0.801,-7.291
36.02,0.647,-8.011
36.04,0.479,-8.666
36.06,0.3,-9.242
36.08,0.108,-9.713
36.1,-0.091,-10.027
36.12,-0.295,-10.145
36.14,-0.5,-10.066
36.16,-0.701,-9.778
36.18,-0.894,-9.281
36.2,-1.074,-8.587
36.22,-1.239,-7.71
36.24,-1.385,-6.676
36.26,-1.508,-5.498
36.28,-1.607,-4.202
36.3,-1.678,-2.814
36.32,-1.72,-1.361
36.34,-1.733,0.131
36.36,-1.715,1.636
36.38,-1.667,3.142
36.4,-1.59,4.621
36.42,-1.481,6.061
36.44,-1.346,7.435
36.46,-1.183,8.692
36.48,-0.996,9.817
36.5,-0.789,10.76
36.52,-0.562,11.493
36.54,-0.325,11.99
36.56,-0.08,12.265
36.58,0.168,12.37
36.6,0.416,12.305
36.62,0.663,12.095
36.64,0.902,11.781
36.66,1.134,11.414
36.68,1.359,11.022
36.7,1.576,10.603
36.72,1.783,10.21
36.74,1.982,9.883
36.76,2.177,9.621
36.78,2.367,9.412
36.8,2.553,9.268
36.82,2.736,9.215
36.84,2.92,9.242
36.86,3.105,9.307
36.88,3.292,9.399
36.9,3.481,9.503
36.92,3.673,9.608
36.94,3.866,9.687
36.96,4.061,9.713
36.98,4.255,9.66
37,4.448,9.477
37.02,4.637,9.124
37.04,4.816,8.6
37.06,4.983,7.933
37.08,5.135,7.108
37.1,5.27,6.1
37.12,5.382,4.922
37.14,5.468,3.626
37.16,5.528,2.278
37.18,5.559,0.89
37.2,5.564,-0.511
37.22,5.539,-1.885
37.24,5.487,-3.194
37.26,5.41,-4.398
37.28,5.309,-5.485
37.3,5.188,-6.44
37.32,5.05,-7.239
37.34,4.896,-7.88
37.36,4.733,-8.351
37.38,4.56,-8.666
37.4,4.384,-8.836
37.42,4.205,-8.888
37.44,4.028,-8.836
37.46,3.85,-8.692
37.48,3.679,-8.508
37.5,3.511,-8.299
37.52,3.346,-8.077
37.54,3.187,-7.828
37.56,3.033,-7.605
37.58,2.884,-7.435
37.6,2.736,-7.304
37.62,2.592,-7.213
37.64,2.449,-7.16
37.66,2.306,-7.16
37.68,2.163,-7.199
37.7,2.018,-7.291
37.72,1.872,-7.448
37.74,1.722,-7.658
37.76,1.566,-7.893
37.78,1.406,-8.142
37.8,1.241,-8.404
37.82,1.07,-8.666
37.84,0.894,-8.901
37.86,0.713,-9.098
37.88,0.529,-9.228
37.9,0.342,-9.268
37.92,0.157,-9.189
37.94,-0.027,-8.98
37.96,-0.204,-8.652
37.98,-0.374,-8.194
38,-0.534,-7.618
38.02,-0.68,-6.925
38.04,-0.812,-6.139
38.06,-0.927,-5.275
38.08,-1.024,-4.333
38.1,-1.101,-3.351
38.12,-1.158,-2.369
38.14,-1.195,-1.414
38.16,-1.214,-0.471
38.18,-1.214,0.445
38.2,-1.195,1.309
38.22,-1.161,2.094
38.24,-1.111,2.801
38.26,-1.048,3.43
38.28,-0.972,3.979
38.3,-0.888,4.464
38.32,-0.793,4.856
38.34,-0.691,5.131
38.36,-0.586,5.301
38.38,-0.479,5.38
38.4,-0.369,5.393
38.42,-0.262,5.315
38.44,-0.156,5.157
38.46,-0.055,4.961
38.48,0.042,4.712
38.5,0.135,4.424
38.52,0.22,4.084
38.54,0.298,3.731
38.56,0.369,3.377
38.58,0.434,3.024
38.6,0.49,2.67
38.62,0.54,2.304
38.64,0.583,1.95
38.66,0.617,1.61
38.68,0.647,1.296
38.7,0.669,0.995
38.72,0.686,0.707
38.74,0.697,0.445
38.76,0.704,0.196
38.78,0.705,-0.039
38.8,0.702,-0.262
38.82,0.694,-0.458
38.84,0.683,-0.641
38.86,0.669,-0.825
38.88,0.65,-1.021
38.9,0.628,-1.204
38.92,0.602,-1.374
38.94,0.573,-1.532
38.96,0.54,-1.689
38.98,0.506,-1.859
39,0.467,-2.029
39.02,0.424,-2.199
39.04,0.379,-2.356
39.06,0.33,-2.513
39.08,0.278,-2.657
39.1,0.223,-2.801
39.12,0.167,-2.945
39.14,0.105,-3.076
39.16,0.042,-3.194
39.18,-0.022,-3.286
39.2,-0.09,-3.364
39.22,-0.157,-3.416
39.24,-0.226,-3.443
39.26,-0.295,-3.443
39.28,-0.364,-3.39
39.3,-0.432,-3.299
39.32,-0.496,-3.168
39.34,-0.559,-2.998
39.36,-0.617,-2.775
39.38,-0.671,-2.487
39.4,-0.718,-2.147
39.42,-0.757,-1.754
39.44,-0.789,-1.322
39.46,-0.811,-0.851
39.48,-0.823,-0.34
39.5,-0.825,0.183
39.52,-0.815,0.72
39.54,-0.796,1.27
39.56,-0.765,1.82
39.58,-0.723,2.369
39.6,-0.671,2.893
39.62,-0.606,3.39
39.64,-0.534,3.862
39.66,-0.452,4.28
39.68,-0.361,4.647
39.7,-0.265,4.948
39.72,-0.163,5.197
39.74,-0.057,5.393
39.76,0.053,5.498
39.78,0.165,5.524
39.8,0.275,5.498
39.82,0.385,5.419
39.84,0.493,5.288
39.86,0.597,5.092
39.88,0.697,4.843
39.9,0.792,4.555
39.92,0.88,4.228
39.94,0.961,3.875
39.96,1.035,3.495
39.98,1.101,3.115
40,1.159,2.723
40.02,1.211,2.304
40.04,1.252,1.859
40.06,1.285,1.401
40.08,1.308,0.929
40.1,1.323,0.419
40.12,1.326,-0.105
40.14,1.318,-0.628
40.16,1.301,-1.165
40.18,1.272,-1.741
40.2,1.232,-2.369
40.22,1.178,-3.024
40.24,1.111,-3.691
40.26,1.03,-4.372
40.28,0.936,-5.066
40.3,0.828,-5.786
40.32,0.705,-6.493
40.34,0.567,-7.16
40.36,0.418,-7.762
40.38,0.256,-8.286
40.4,0.085,-8.718
40.42,-0.094,-9.006
40.44,-0.278,-9.137
40.46,-0.462,-9.098
40.48,-0.644,-8.875
40.5,-0.82,-8.456
40.52,-0.985,-7.841
40.54,-1.136,-7.055
40.56,-1.269,-6.126
40.58,-1.382,-5.066
40.6,-1.473,-3.901
40.62,-1.539,-2.657
40.64,-1.58,-1.348
40.66,-1.594,0
40.68,-1.58,1.374
40.7,-1.539,2.749
40.72,-1.47,4.11
40.74,-1.374,5.445
40.76,-1.252,6.702
40.78,-1.104,7.854
40.8,-0.936,8.875
40.82,-0.748,9.752
40.84,-0.543,10.459
40.86,-0.327,10.956
40.88,-0.102,11.257
40.9,0.126,11.375
40.92,0.355,11.336
40.94,0.581,11.166
40.96,0.803,10.891
40.98,1.018,10.537
41,1.225,10.145
41.02,1.423,9.739
41.04,1.615,9.346
41.06,1.797,8.993
41.08,1.973,8.679
41.1,2.144,8.43
41.12,2.309,8.221
41.14,2.472,8.063
41.16,2.631,7.972
41.18,2.79,7.933
41.2,2.948,7.946
41.22,3.107,7.985
41.24,3.267,8.05
41.26,3.429,8.116
41.28,3.592,8.168
41.3,3.756,8.207
41.32,3.921,8.221
41.34,4.086,8.168
41.36,4.249,8.011
41.38,4.408,7.749
41.4,4.56,7.383
41.42,4.705,6.898
41.44,4.838,6.283
41.46,4.957,5.524
41.48,5.061,4.647
41.5,5.144,3.665
41.52,5.209,2.605
41.54,5.25,1.505
41.56,5.268,0.393
41.58,5.265,-0.694
41.6,5.24,-1.741
41.62,5.195,-2.71
41.64,5.13,-3.6
41.66,5.05,-4.398
41.68,4.953,-5.079
41.7,4.844,-5.629
41.72,4.727,-6.034
41.74,4.601,-6.336
41.76,4.472,-6.519
41.78,4.339,-6.597
41.8,4.207,-6.571
41.82,4.075,-6.44
41.84,3.947,-6.244
41.86,3.825,-5.995
41.88,3.707,-5.72
41.9,3.596,-5.406
41.92,3.49,-5.053
41.94,3.393,-4.686
41.96,3.303,-4.333
41.98,3.22,-3.992
42,3.143,-3.665
42.02,3.074,-3.351
42.04,3.01,-3.05
42.06,2.952,-2.762
42.08,2.9,-2.474
42.1,2.853,-2.212
42.12,2.812,-1.99
42.14,2.774,-1.793
42.16,2.739,-1.623
42.18,2.71,-1.466
42.2,2.681,-1.335
42.22,2.656,-1.244
42.24,2.633,-1.191
42.26,2.609,-1.178
42.28,2.586,-1.204
42.3,2.562,-1.27
42.32,2.535,-1.374
42.34,2.507,-1.518
42.36,2.476,-1.728
42.38,2.439,-2.003
42.4,2.395,-2.317
42.42,2.347,-2.683
42.44,2.29,-3.115
42.46,2.223,-3.626
42.48,2.146,-4.202
42.5,2.056,-4.843
42.52,1.953,-5.55
42.54,1.835,-6.309
42.56,1.701,-7.134
42.58,1.55,-8.024
42.6,1.381,-8.954
42.62,1.192,-9.896
42.64,0.985,-10.812
42.66,0.759,-11.65
42.68,0.517,-12.37
42.7,0.262,-12.907
42.72,-0.003,-13.221
42.74,-0.27,-13.273
42.76,-0.537,-13.038
42.78,-0.796,-12.514
42.8,-1.041,-11.702
42.82,-1.268,-10.642
42.84,-1.47,-9.372
42.86,-1.645,-7.933
42.88,-1.789,-6.349
42.9,-1.901,-4.66
42.92,-1.976,-2.906
42.94,-2.017,-1.1
42.96,-2.022,0.733
42.98,-1.987,2.579
43,-1.918,4.398
43.02,-1.811,6.192
43.04,-1.67,7.933
43.06,-1.492,9.569
43.08,-1.285,11.074
43.1,-1.048,12.383
43.12,-0.785,13.456
43.14,-0.506,14.229
43.16,-0.212,14.713
43.18,0.086,14.936
43.2,0.388,14.923
43.22,0.686,14.726
43.24,0.979,14.386
43.26,1.263,13.967
43.28,1.538,13.522
43.3,1.803,13.103
43.32,2.061,12.75
43.34,2.312,12.488
43.36,2.559,12.305
43.38,2.804,12.2
43.4,3.046,12.161
43.42,3.289,12.187
43.44,3.533,12.252
43.46,3.779,12.291
43.48,4.026,12.278
43.5,4.271,12.174
43.52,4.514,11.951
43.54,4.752,11.532
43.56,4.979,10.878
43.58,5.19,10.001
43.6,5.382,8.901
43.62,5.55,7.592
43.64,5.688,6.1
43.66,5.795,4.464
43.68,5.868,2.736
43.7,5.905,0.969
43.72,5.906,-0.772
43.74,5.873,-2.448
