Time (s) Auto,Angle (rad) Minus pi/2,Angular Velocity (rad/s) Minus pi/2
0,0,
0.02,0,0
0.04,0,0
0.06,0,0
0.08,0,0
0.1,0,0
0.12,0,0
0.14,0,0
0.16,0,0
0.18,0,0
0.2,0,0
0.22,0,0
0.24,0,0
0.26,0,0
0.28,0,0
0.3,0,0
0.32,0,0
0.34,0,0
0.36,0,0
0.38,0,0
0.4,0,0
0.42,0,0
0.44,0,0
0.46,0,0
0.48,0,0
0.5,0,0
0.52,0,0
0.54,0,0
0.56,0,0
0.58,0,0
0.6,0,0
0.62,0,0
0.64,0,0
0.66,0,0
0.68,0,0
0.7,0,0
0.72,0,0
0.74,0,0
0.76,0,0
0.78,0,0
0.8,0,0
0.82,0,0
0.84,0,0
0.86,0,0
0.88,0,0
0.9,0,0.013
0.92,0,0.052
0.94,0.002,0.118
0.96,0.005,0.196
0.98,0.009,0.288
1,0.016,0.406
1.02,0.025,0.55
1.04,0.038,0.694
1.06,0.053,0.838
1.08,0.071,0.982
1.1,0.093,1.126
1.12,0.116,1.27
1.14,0.143,1.388
1.16,0.173,1.479
1.18,0.203,1.532
1.2,0.234,1.558
1.22,0.265,1.558
1.24,0.297,1.532
1.26,0.327,1.466
1.28,0.357,1.348
1.3,0.382,1.178
1.32,0.404,0.969
1.34,0.421,0.733
1.36,0.434,0.458
1.38,0.44,0.157
1.4,0.44,-0.17
1.42,0.434,-0.524
1.44,0.419,-0.903
1.46,0.397,-1.309
1.48,0.368,-1.728
1.5,0.328,-2.147
1.52,0.281,-2.566
1.54,0.226,-2.971
1.56,0.162,-3.364
1.58,0.091,-3.731
1.6,0.013,-4.058
1.62,-0.072,-4.333
1.64,-0.162,-4.529
1.66,-0.254,-4.634
1.68,-0.349,-4.647
1.7,-0.441,-4.568
1.72,-0.533,-4.398
1.74,-0.619,-4.136
1.76,-0.699,-3.77
1.78,-0.771,-3.312
1.8,-0.833,-2.762
1.82,-0.883,-2.134
1.84,-0.919,-1.44
1.86,-0.941,-0.707
1.88,-0.947,0.052
1.9,-0.939,0.825
1.92,-0.914,1.61
1.94,-0.875,2.409
1.96,-0.818,3.181
1.98,-0.746,3.927
2,-0.661,4.621
2.02,-0.561,5.262
2.04,-0.449,5.825
2.06,-0.327,6.283
2.08,-0.196,6.637
2.1,-0.06,6.885
2.12,0.08,7.029
2.14,0.223,7.069
2.16,0.364,6.99
2.18,0.504,6.781
2.2,0.638,6.466
2.22,0.763,6.087
2.24,0.881,5.655
2.26,0.991,5.171
2.28,1.089,4.634
2.3,1.177,4.058
2.32,1.252,3.469
2.34,1.315,2.841
2.36,1.367,2.186
2.38,1.403,1.518
2.4,1.426,0.838
2.42,1.437,0.144
2.44,1.433,-0.576
2.46,1.414,-1.309
2.48,1.381,-2.055
2.5,1.332,-2.827
2.52,1.268,-3.626
2.54,1.188,-4.438
2.56,1.09,-5.262
2.58,0.977,-6.087
2.6,0.847,-6.885
2.62,0.701,-7.645
2.64,0.54,-8.338
2.66,0.366,-8.954
2.68,0.181,-9.438
2.7,-0.014,-9.765
2.72,-0.212,-9.922
2.74,-0.413,-9.883
2.76,-0.611,-9.647
2.78,-0.801,-9.228
2.8,-0.982,-8.652
2.82,-1.15,-7.906
2.84,-1.301,-7.003
2.86,-1.431,-5.982
2.88,-1.541,-4.869
2.9,-1.627,-3.678
2.92,-1.689,-2.409
2.94,-1.725,-1.086
2.96,-1.733,0.262
2.98,-1.714,1.61
3,-1.668,2.958
3.02,-1.596,4.32
3.04,-1.495,5.668
3.06,-1.368,6.977
3.08,-1.216,8.207
3.1,-1.038,9.32
3.12,-0.84,10.263
3.14,-0.625,11.022
3.16,-0.397,11.598
3.18,-0.159,11.977
3.2,0.085,12.134
3.22,0.33,12.069
3.24,0.57,11.82
3.26,0.804,11.428
3.28,1.029,10.93
3.3,1.243,10.367
3.32,1.444,9.765
3.34,1.634,9.137
3.36,1.81,8.495
3.38,1.973,7.88
3.4,2.124,7.304
3.42,2.265,6.768
3.44,2.394,6.27
3.46,2.515,5.799
3.48,2.626,5.367
3.5,2.728,4.974
3.52,2.824,4.621
3.54,2.914,4.28
3.56,2.996,3.94
3.58,3.071,3.613
3.6,3.14,3.286
3.62,3.203,2.945
3.64,3.258,2.605
3.66,3.307,2.251
3.68,3.349,1.885
3.7,3.382,1.479
3.72,3.409,1.047
3.74,3.424,0.602
3.76,3.432,0.144
3.78,3.431,-0.327
3.8,3.42,-0.838
3.82,3.398,-1.361
3.84,3.365,-1.898
3.86,3.322,-2.448
3.88,3.267,-3.011
3.9,3.201,-3.587
3.92,3.124,-4.176
3.94,3.035,-4.778
3.96,2.933,-5.393
3.98,2.82,-6.021
4,2.692,-6.676
4.02,2.553,-7.357
4.04,2.399,-8.063
4.06,2.231,-8.81
4.08,2.047,-9.569
4.1,1.847,-10.341
4.12,1.634,-11.113
4.14,1.403,-11.873
4.16,1.158,-12.553
4.18,0.898,-13.09
4.2,0.631,-13.456
4.22,0.358,-13.614
4.24,0.083,-13.522
4.26,-0.187,-13.129
4.28,-0.446,-12.449
4.3,-0.688,-11.519
4.32,-0.909,-10.354
4.34,-1.106,-8.993
4.36,-1.271,-7.474
4.38,-1.406,-5.851
4.4,-1.506,-4.163
4.42,-1.572,-2.422
4.44,-1.604,-0.668
4.46,-1.599,1.06
4.48,-1.56,2.736
4.5,-1.489,4.346
4.52,-1.385,5.89
4.54,-1.252,7.317
4.56,-1.09,8.574
4.58,-0.906,9.634
4.6,-0.702,10.472
4.62,-0.484,11.061
4.64,-0.256,11.375
4.66,-0.025,11.428
4.68,0.204,11.218
4.7,0.427,10.773
4.72,0.638,10.119
4.74,0.834,9.294
4.76,1.012,8.338
4.78,1.169,7.278
4.8,1.304,6.152
4.82,1.415,4.974
4.84,1.503,3.757
4.86,1.566,2.513
4.88,1.604,1.257
4.9,1.616,0
4.92,1.604,-1.244
4.94,1.566,-2.474
4.96,1.505,-3.691
4.98,1.418,-4.896
5,1.308,-6.048
5.02,1.175,-7.134
5.04,1.023,-8.155
5.06,0.848,-9.071
5.08,0.657,-9.844
5.1,0.452,-10.42
5.12,0.237,-10.786
5.14,0.017,-10.917
5.16,-0.203,-10.799
5.18,-0.418,-10.433
5.2,-0.624,-9.804
5.22,-0.814,-8.94
5.24,-0.983,-7.88
5.26,-1.131,-6.663
5.28,-1.252,-5.301
5.3,-1.345,-3.822
5.32,-1.406,-2.278
5.34,-1.436,-0.707
5.36,-1.434,0.864
5.38,-1.401,2.435
5.4,-1.337,3.979
5.42,-1.241,5.445
5.44,-1.117,6.807
5.46,-0.968,8.05
5.48,-0.793,9.15
5.5,-0.598,10.04
5.52,-0.388,10.695
5.54,-0.168,11.126
5.56,0.06,11.323
5.58,0.289,11.297
5.6,0.514,11.061
5.62,0.734,10.642
5.64,0.942,10.079
5.66,1.137,9.399
5.68,1.319,8.639
5.7,1.484,7.815
5.72,1.632,6.938
5.74,1.762,6.034
5.76,1.874,5.118
5.78,1.967,4.189
5.8,2.042,3.259
5.82,2.097,2.317
5.84,2.135,1.348
5.86,2.152,0.367
5.88,2.149,-0.641
5.9,2.127,-1.662
5.92,2.083,-2.71
5.94,2.018,-3.796
5.96,1.932,-4.909
5.98,1.822,-6.061
6,1.69,-7.252
6.02,1.533,-8.456
6.04,1.351,-9.621
6.06,1.147,-10.721
6.08,0.922,-11.729
6.1,0.675,-12.606
6.12,0.415,-13.26
6.14,0.141,-13.64
6.16,-0.135,-13.731
6.18,-0.412,-13.509
6.2,-0.68,-12.998
6.22,-0.935,-12.187
6.24,-1.172,-11.126
6.26,-1.382,-9.844
6.28,-1.568,-8.391
6.3,-1.72,-6.807
6.32,-1.841,-5.131
6.34,-1.926,-3.403
6.36,-1.978,-1.623
6.38,-1.992,0.183
6.4,-1.97,2.003
6.42,-1.912,3.796
6.44,-1.817,5.563
6.46,-1.689,7.291
6.48,-1.525,8.954
6.5,-1.329,10.498
6.52,-1.103,11.873
6.54,-0.851,13.025
6.56,-0.578,13.915
6.58,-0.291,14.517
6.6,0.006,14.818
6.62,0.306,14.831
6.64,0.603,14.569
6.66,0.892,14.098
6.68,1.169,13.483
6.7,1.433,12.776
6.72,1.681,12.03
6.74,1.913,11.27
6.76,2.132,10.537
6.78,2.334,9.831
6.8,2.524,9.163
6.82,2.7,8.548
6.84,2.865,7.985
6.86,3.019,7.461
6.88,3.164,6.964
6.9,3.297,6.493
6.92,3.423,6.034
6.94,3.539,5.576
6.96,3.646,5.118
6.98,3.743,4.66
7,3.833,4.202
7.02,3.911,3.744
7.04,3.982,3.272
7.06,4.043,2.788
7.08,4.093,2.291
7.1,4.134,1.806
7.12,4.166,1.335
7.14,4.188,0.877
7.16,4.2,0.458
7.18,4.205,0.079
7.2,4.203,-0.262
7.22,4.194,-0.576
7.24,4.18,-0.838
7.26,4.159,-1.034
7.28,4.137,-1.191
7.3,4.112,-1.309
7.32,4.084,-1.388
7.34,4.056,-1.401
7.36,4.028,-1.374
7.38,4.001,-1.322
7.4,3.974,-1.23
7.42,3.951,-1.113
7.44,3.93,-0.969
7.46,3.911,-0.798
7.48,3.897,-0.602
7.5,3.888,-0.393
7.52,3.881,-0.183
7.54,3.88,0.039
7.56,3.883,0.262
7.58,3.891,0.484
7.6,3.902,0.707
7.62,3.919,0.916
7.64,3.94,1.113
7.66,3.963,1.309
7.68,3.991,1.505
7.7,4.024,1.676
7.72,4.059,1.82
7.74,4.097,1.95
7.76,4.137,2.055
7.78,4.18,2.107
7.8,4.222,2.107
7.82,4.265,2.068
7.84,4.306,1.99
7.86,4.345,1.872
7.88,4.381,1.702
7.9,4.414,1.466
7.92,4.441,1.178
7.94,4.461,0.851
7.96,4.475,0.497
7.98,4.481,0.105
8,4.48,-0.314
8.02,4.469,-0.746
8.04,4.45,-1.191
8.06,4.422,-1.649
8.08,4.384,-2.121
8.1,4.337,-2.592
8.12,4.28,-3.05
8.14,4.214,-3.495
8.16,4.141,-3.914
8.18,4.057,-4.307
8.2,3.968,-4.673
8.22,3.87,-5
8.24,3.767,-5.301
8.26,3.658,-5.576
8.28,3.544,-5.838
8.3,3.424,-6.087
8.32,3.3,-6.336
8.34,3.171,-6.61
8.36,3.036,-6.912
8.38,2.895,-7.239
8.4,2.747,-7.579
8.42,2.592,-7.959
8.44,2.43,-8.378
8.46,2.257,-8.836
8.48,2.077,-9.333
8.5,1.885,-9.844
8.52,1.682,-10.38
8.54,1.47,-10.904
8.56,1.246,-11.388
8.58,1.013,-11.794
8.6,0.773,-12.082
8.62,0.528,-12.226
8.64,0.281,-12.174
8.66,0.038,-11.912
8.68,-0.198,-11.414
8.7,-0.423,-10.695
8.72,-0.628,-9.778
8.74,-0.815,-8.692
8.76,-0.979,-7.461
8.78,-1.115,-6.1
8.8,-1.224,-4.673
8.82,-1.302,-3.233
8.84,-1.352,-1.793
8.86,-1.374,-0.38
8.88,-1.367,0.995
8.9,-1.334,2.304
8.92,-1.274,3.521
8.94,-1.191,4.634
8.96,-1.087,5.603
8.98,-0.964,6.427
9,-0.828,7.095
9.02,-0.679,7.579
9.04,-0.522,7.867
9.06,-0.361,7.946
9.08,-0.201,7.828
9.1,-0.046,7.527
9.12,0.102,7.042
9.14,0.239,6.414
9.16,0.36,5.668
9.18,0.467,4.83
9.2,0.554,3.914
9.22,0.624,2.958
9.24,0.672,2.003
9.26,0.704,1.06
9.28,0.715,0.131
9.3,0.708,-0.759
9.32,0.683,-1.571
9.34,0.644,-2.304
9.36,0.591,-2.958
9.38,0.525,-3.534
9.4,0.448,-4.006
9.42,0.363,-4.372
9.44,0.272,-4.621
9.46,0.176,-4.739
9.48,0.08,-4.725
9.5,-0.014,-4.595
9.52,-0.105,-4.359
9.54,-0.19,-4.006
9.56,-0.267,-3.534
9.58,-0.333,-2.958
9.6,-0.386,-2.304
9.62,-0.426,-1.597
9.64,-0.451,-0.877
9.66,-0.46,-0.144
9.68,-0.457,0.589
9.7,-0.437,1.296
9.72,-0.404,1.963
9.74,-0.358,2.579
9.76,-0.3,3.142
9.78,-0.231,3.626
9.8,-0.154,4.019
9.82,-0.069,4.307
9.84,0.02,4.49
9.86,0.112,4.555
9.88,0.204,4.516
9.9,0.294,4.372
9.92,0.38,4.123
9.94,0.46,3.77
9.96,0.533,3.312
9.98,0.594,2.762
10,0.644,2.147
10.02,0.68,1.479
10.04,0.704,0.759
10.06,0.712,0
10.08,0.704,-0.798
10.1,0.68,-1.61
10.12,0.639,-2.422
10.14,0.583,-3.22
10.16,0.511,-4.006
10.18,0.423,-4.752
10.2,0.319,-5.419
10.22,0.204,-5.995
10.24,0.079,-6.466
10.26,-0.057,-6.82
10.28,-0.196,-7.003
10.3,-0.339,-7.016
10.32,-0.479,-6.859
10.34,-0.616,-6.532
10.36,-0.743,-6.048
10.38,-0.859,-5.406
10.4,-0.961,-4.647
10.42,-1.046,-3.77
10.44,-1.114,-2.775
10.46,-1.159,-1.689
10.48,-1.181,-0.563
10.5,-1.181,0.576
10.52,-1.159,1.728
10.54,-1.112,2.88
10.56,-1.043,4.006
10.58,-0.952,5.066
10.6,-0.839,6.061
10.62,-0.708,6.964
10.64,-0.559,7.749
10.66,-0.396,8.391
10.68,-0.221,8.862
10.7,-0.039,9.176
10.72,0.148,9.32
10.74,0.336,9.294
10.76,0.522,9.111
10.78,0.702,8.796
10.8,0.875,8.378
10.82,1.038,7.867
10.84,1.191,7.291
10.86,1.33,6.676
10.88,1.458,6.021
10.9,1.572,5.328
10.92,1.671,4.608
10.94,1.756,3.875
10.96,1.827,3.142
10.98,1.882,2.395
11,1.923,1.623
11.02,1.948,0.838
11.04,1.956,0.026
11.06,1.949,-0.798
11.08,1.924,-1.649
11.1,1.883,-2.539
11.12,1.824,-3.469
11.14,1.745,-4.451
11.16,1.646,-5.472
11.18,1.527,-6.532
11.2,1.385,-7.618
11.22,1.222,-8.705
11.24,1.037,-9.765
11.26,0.831,-10.76
11.28,0.605,-11.637
11.3,0.363,-12.344
11.32,0.108,-12.828
11.34,-0.154,-13.064
11.36,-0.418,-13.011
11.38,-0.679,-12.671
11.4,-0.928,-12.082
11.42,-1.164,-11.257
11.44,-1.382,-10.223
11.46,-1.576,-9.006
11.48,-1.744,-7.658
11.5,-1.883,-6.218
11.52,-1.993,-4.673
11.54,-2.072,-3.063
11.56,-2.116,-1.427
11.58,-2.128,0.223
11.6,-2.108,1.885
11.62,-2.053,3.574
11.64,-1.965,5.275
11.66,-1.843,6.964
11.68,-1.685,8.613
11.7,-1.497,10.171
11.72,-1.277,11.611
11.74,-1.03,12.881
11.76,-0.759,13.915
11.78,-0.47,14.674
11.8,-0.168,15.132
11.82,0.14,15.315
11.84,0.448,15.237
11.86,0.752,14.936
11.88,1.048,14.464
11.9,1.332,13.875
11.92,1.604,13.247
11.94,1.861,12.606
11.96,2.108,11.99
11.98,2.34,11.441
12,2.564,10.969
12.02,2.779,10.577
12.04,2.986,10.249
12.06,3.187,9.988
12.08,3.385,9.778
12.1,3.578,9.595
12.12,3.768,9.425
12.14,3.955,9.255
12.16,4.139,9.058
12.18,4.318,8.796
12.2,4.492,8.43
12.22,4.657,7.946
12.24,4.811,7.343
12.26,4.953,6.624
12.28,5.078,5.773
12.3,5.185,4.804
12.32,5.272,3.731
12.34,5.336,2.566
12.36,5.375,1.361
12.38,5.389,0.157
12.4,5.382,-1.008
12.42,5.349,-2.134
12.44,5.295,-3.207
12.46,5.22,-4.189
12.48,5.126,-5.066
12.5,5.016,-5.812
12.52,4.891,-6.44
12.54,4.756,-6.938
12.56,4.612,-7.304
12.58,4.463,-7.566
12.6,4.309,-7.749
12.62,4.152,-7.854
12.64,3.993,-7.88
12.66,3.836,-7.841
12.68,3.679,-7.789
12.7,3.525,-7.736
12.72,3.369,-7.697
12.74,3.217,-7.684
12.76,3.063,-7.71
12.78,2.909,-7.802
12.8,2.752,-7.946
12.82,2.592,-8.142
12.84,2.427,-8.391
12.86,2.257,-8.718
12.88,2.08,-9.111
12.9,1.893,-9.543
12.92,1.698,-9.988
12.94,1.494,-10.446
12.96,1.28,-10.904
12.98,1.057,-11.31
13,0.826,-11.637
13.02,0.591,-11.86
13.04,0.35,-11.938
13.06,0.11,-11.82
13.08,-0.126,-11.493
13.1,-0.352,-10.969
13.12,-0.567,-10.249
13.14,-0.765,-9.359
13.16,-0.942,-8.325
13.18,-1.1,-7.199
13.2,-1.232,-5.995
13.22,-1.34,-4.725
13.24,-1.422,-3.43
13.26,-1.477,-2.147
13.28,-1.506,-0.903
13.3,-1.513,0.301
13.32,-1.494,1.453
13.34,-1.453,2.526
13.36,-1.392,3.521
13.38,-1.312,4.438
13.4,-1.213,5.262
13.42,-1.1,5.969
13.44,-0.972,6.532
13.46,-0.836,6.964
13.48,-0.693,7.265
13.5,-0.543,7.435
13.52,-0.393,7.461
13.54,-0.243,7.343
13.56,-0.097,7.108
13.58,0.042,6.768
13.6,0.174,6.336
13.62,0.297,5.825
13.64,0.408,5.236
13.66,0.507,4.608
13.68,0.592,3.966
13.7,0.666,3.312
13.72,0.726,2.657
13.74,0.771,2.016
13.76,0.806,1.401
13.78,0.828,0.798
13.8,0.837,0.223
13.82,0.836,-0.288
13.84,0.825,-0.759
13.86,0.806,-1.191
13.88,0.776,-1.597
13.9,0.741,-1.95
13.92,0.697,-2.251
13.94,0.65,-2.526
13.96,0.597,-2.749
13.98,0.539,-2.919
14,0.479,-3.024
14.02,0.418,-3.102
14.04,0.355,-3.142
14.06,0.291,-3.129
14.08,0.229,-3.05
14.1,0.168,-2.932
14.12,0.112,-2.801
14.14,0.057,-2.644
14.16,0.005,-2.461
14.18,-0.042,-2.225
14.2,-0.085,-1.977
14.22,-0.121,-1.728
14.24,-0.154,-1.492
14.26,-0.181,-1.27
14.28,-0.204,-1.047
14.3,-0.223,-0.838
14.32,-0.237,-0.654
14.34,-0.248,-0.524
14.36,-0.258,-0.419
14.38,-0.265,-0.34
14.4,-0.27,-0.301
14.42,-0.276,-0.301
14.44,-0.283,-0.314
14.46,-0.289,-0.34
14.48,-0.295,-0.393
14.5,-0.305,-0.458
14.52,-0.314,-0.524
14.54,-0.325,-0.576
14.56,-0.338,-0.615
14.58,-0.35,-0.628
14.6,-0.363,-0.602
14.62,-0.375,-0.55
14.64,-0.385,-0.458
14.66,-0.394,-0.34
14.68,-0.399,-0.183
14.7,-0.402,0.013
14.72,-0.399,0.236
14.74,-0.393,0.497
14.76,-0.38,0.785
14.78,-0.361,1.086
14.8,-0.336,1.388
14.82,-0.306,1.689
14.84,-0.269,1.99
14.86,-0.226,2.291
14.88,-0.178,2.579
14.9,-0.123,2.841
14.92,-0.063,3.063
14.94,-3.10E-15,3.246
14.96,0.068,3.39
14.98,0.137,3.482
15,0.207,3.508
15.02,0.278,3.495
15.04,0.347,3.443
15.06,0.416,3.338
15.08,0.482,3.168
15.1,0.543,2.945
15.12,0.6,2.697
15.14,0.652,2.409
15.16,0.697,2.068
15.18,0.735,1.689
15.2,0.765,1.283
15.22,0.787,0.838
15.24,0.8,0.353
15.26,0.801,-0.144
15.28,0.793,-0.641
15.3,0.776,-1.152
15.32,0.748,-1.702
15.34,0.708,-2.265
15.36,0.657,-2.814
15.38,0.595,-3.351
15.4,0.523,-3.888
15.42,0.44,-4.411
15.44,0.346,-4.896
15.46,0.243,-5.328
15.48,0.132,-5.694
15.5,0.014,-5.982
15.52,-0.108,-6.178
15.54,-0.234,-6.283
15.56,-0.361,-6.283
15.58,-0.487,-6.152
15.6,-0.609,-5.89
15.62,-0.724,-5.524
15.64,-0.831,-5.053
15.66,-0.928,-4.49
15.68,-1.012,-3.822
15.7,-1.082,-3.076
15.72,-1.136,-2.251
15.74,-1.173,-1.361
15.76,-1.191,-0.432
15.78,-1.191,0.524
15.8,-1.17,1.492
15.82,-1.131,2.474
15.84,-1.071,3.43
15.86,-0.993,4.346
15.88,-0.897,5.21
15.9,-0.784,6.008
15.92,-0.655,6.728
15.94,-0.514,7.33
15.96,-0.36,7.802
15.98,-0.199,8.142
16,-0.033,8.351
16.02,0.137,8.43
16.04,0.306,8.351
16.06,0.473,8.142
16.08,0.633,7.841
16.1,0.787,7.461
16.12,0.933,7.003
16.14,1.068,6.48
16.16,1.192,5.917
16.18,1.305,5.328
16.2,1.406,4.712
16.22,1.494,4.084
16.24,1.569,3.443
16.26,1.632,2.788
16.28,1.681,2.134
16.3,1.717,1.466
16.32,1.74,0.798
16.34,1.748,0.118
16.36,1.745,-0.589
16.38,1.726,-1.322
16.4,1.692,-2.081
16.42,1.643,-2.854
16.44,1.579,-3.652
16.46,1.497,-4.503
16.48,1.4,-5.393
16.5,1.282,-6.309
16.52,1.147,-7.226
16.54,0.993,-8.129
16.56,0.822,-8.993
16.58,0.631,-9.778
16.6,0.429,-10.459
16.62,0.212,-10.982
16.64,-0.014,-11.323
16.66,-0.243,-11.441
16.68,-0.474,-11.362
16.7,-0.701,-11.074
16.72,-0.92,-10.564
16.74,-1.126,-9.844
16.76,-1.316,-8.94
16.78,-1.486,-7.893
16.8,-1.634,-6.728
16.82,-1.756,-5.459
16.84,-1.854,-4.11
16.86,-1.921,-2.71
16.88,-1.962,-1.257
16.9,-1.973,0.223
16.92,-1.953,1.728
16.94,-1.904,3.233
16.96,-1.824,4.752
16.98,-1.714,6.27
17,-1.572,7.736
17.02,-1.403,9.137
17.04,-1.206,10.433
17.06,-0.983,11.572
17.08,-0.74,12.501
17.1,-0.481,13.195
17.12,-0.209,13.653
17.14,0.069,13.849
17.16,0.349,13.797
17.18,0.624,13.548
17.2,0.892,13.142
17.22,1.151,12.619
17.24,1.398,12.017
17.26,1.632,11.388
17.28,1.854,10.773
17.3,2.062,10.197
17.32,2.26,9.673
17.34,2.449,9.202
17.36,2.628,8.783
17.38,2.799,8.43
17.4,2.964,8.155
17.42,3.124,7.946
17.44,3.281,7.789
17.46,3.435,7.658
17.48,3.588,7.54
17.5,3.737,7.422
17.52,3.885,7.291
17.54,4.029,7.134
17.56,4.17,6.938
17.58,4.307,6.689
17.6,4.439,6.349
17.62,4.563,5.917
17.64,4.676,5.393
17.66,4.78,4.791
17.68,4.869,4.097
17.7,4.945,3.312
17.72,5.003,2.461
17.74,5.044,1.571
17.76,5.066,0.668
17.78,5.071,-0.249
17.8,5.056,-1.152
17.82,5.023,-2.003
17.84,4.975,-2.788
17.86,4.912,-3.508
17.88,4.833,-4.163
17.9,4.744,-4.725
17.92,4.643,-5.184
17.94,4.535,-5.563
17.96,4.42,-5.864
17.98,4.299,-6.087
18,4.175,-6.231
18.02,4.05,-6.309
18.04,3.922,-6.349
18.06,3.795,-6.349
18.08,3.668,-6.322
18.1,3.542,-6.283
18.12,3.416,-6.257
18.14,3.292,-6.244
18.16,3.167,-6.244
18.18,3.043,-6.283
18.2,2.917,-6.362
18.22,2.788,-6.48
18.24,2.658,-6.624
18.26,2.524,-6.807
18.28,2.386,-7.055
18.3,2.243,-7.37
18.32,2.092,-7.736
18.34,1.934,-8.142
18.36,1.767,-8.574
18.38,1.591,-9.045
18.4,1.406,-9.543
18.42,1.21,-10.014
18.44,1.004,-10.446
18.46,0.792,-10.799
18.48,0.57,-11.061
18.5,0.347,-11.179
18.52,0.121,-11.126
18.54,-0.101,-10.891
18.56,-0.317,-10.459
18.58,-0.522,-9.87
18.6,-0.713,-9.124
18.62,-0.889,-8.247
18.64,-1.045,-7.252
18.66,-1.18,-6.178
18.68,-1.293,-5.053
18.7,-1.382,-3.888
18.72,-1.448,-2.71
18.74,-1.491,-1.558
18.76,-1.51,-0.432
18.78,-1.508,0.654
18.8,-1.483,1.689
18.82,-1.439,2.657
18.84,-1.376,3.56
18.86,-1.296,4.411
18.88,-1.199,5.197
18.9,-1.087,5.89
18.92,-0.961,6.48
18.94,-0.826,6.951
18.96,-0.682,7.291
18.98,-0.533,7.514
19,-0.38,7.618
19.02,-0.226,7.592
19.04,-0.074,7.435
19.06,0.072,7.16
19.08,0.214,6.794
19.1,0.346,6.362
19.12,0.468,5.864
19.14,0.581,5.315
19.16,0.682,4.725
19.18,0.77,4.123
19.2,0.847,3.508
19.22,0.911,2.893
19.24,0.961,2.278
19.26,1.002,1.689
19.28,1.029,1.113
19.3,1.046,0.55
19.32,1.051,0.013
19.34,1.046,-0.497
19.36,1.03,-0.969
19.38,1.007,-1.414
19.4,0.974,-1.833
19.42,0.933,-2.238
19.44,0.884,-2.631
19.46,0.828,-2.998
19.48,0.763,-3.338
19.5,0.694,-3.639
19.52,0.617,-3.901
19.54,0.537,-4.123
19.56,0.452,-4.294
19.58,0.364,-4.424
19.6,0.275,-4.49
19.62,0.184,-4.503
19.64,0.094,-4.477
19.66,0.005,-4.398
19.68,-0.083,-4.254
19.7,-0.167,-4.058
19.72,-0.245,-3.822
19.74,-0.32,-3.56
19.76,-0.388,-3.259
19.78,-0.451,-2.932
19.8,-0.506,-2.592
19.82,-0.554,-2.238
19.84,-0.595,-1.885
19.86,-0.63,-1.518
19.88,-0.657,-1.152
19.9,-0.675,-0.798
19.92,-0.688,-0.471
19.94,-0.694,-0.144
19.96,-0.694,0.183
19.98,-0.686,0.497
20,-0.674,0.798
20.02,-0.655,1.086
20.04,-0.63,1.374
20.06,-0.6,1.649
20.08,-0.564,1.911
20.1,-0.523,2.173
20.12,-0.478,2.422
20.14,-0.426,2.657
20.16,-0.371,2.854
20.18,-0.311,3.024
20.2,-0.25,3.181
20.22,-0.184,3.299
20.24,-0.116,3.377
20.26,-0.049,3.43
20.28,0.02,3.456
20.3,0.091,3.443
20.32,0.159,3.39
20.34,0.226,3.325
20.36,0.292,3.233
20.38,0.357,3.089
20.4,0.416,2.906
20.42,0.473,2.697
20.44,0.525,2.474
20.46,0.572,2.238
20.48,0.614,1.977
20.5,0.652,1.689
20.52,0.682,1.374
20.54,0.707,1.047
20.56,0.724,0.707
20.58,0.735,0.353
20.6,0.738,5.55E-15
20.62,0.735,-0.367
20.64,0.724,-0.746
20.66,0.705,-1.126
20.68,0.679,-1.505
20.7,0.646,-1.898
20.72,0.603,-2.291
20.74,0.553,-2.683
20.76,0.496,-3.05
20.78,0.43,-3.403
20.8,0.36,-3.744
20.82,0.281,-4.058
20.84,0.196,-4.346
20.86,0.107,-4.581
20.88,0.013,-4.765
20.9,-0.085,-4.896
20.92,-0.184,-4.961
20.94,-0.284,-4.961
20.96,-0.383,-4.896
20.98,-0.481,-4.752
21,-0.575,-4.529
21.02,-0.663,-4.228
21.04,-0.745,-3.848
21.06,-0.818,-3.39
21.08,-0.881,-2.854
21.1,-0.933,-2.265
21.12,-0.972,-1.636
21.14,-0.999,-0.956
21.16,-1.012,-0.236
21.18,-1.008,0.497
21.2,-0.991,1.23
21.22,-0.96,1.963
21.24,-0.913,2.697
21.26,-0.851,3.416
21.28,-0.776,4.11
21.3,-0.686,4.752
21.32,-0.584,5.328
21.34,-0.473,5.812
21.36,-0.35,6.218
21.38,-0.223,6.532
21.4,-0.088,6.728
21.42,0.049,6.82
21.44,0.185,6.794
21.46,0.322,6.689
21.48,0.454,6.506
21.5,0.583,6.231
21.52,0.705,5.877
21.54,0.818,5.459
21.56,0.924,5
21.58,1.019,4.503
21.6,1.104,3.966
21.62,1.178,3.403
21.64,1.241,2.827
21.66,1.291,2.238
21.68,1.33,1.636
21.7,1.357,1.008
21.72,1.371,0.367
21.74,1.371,-0.275
21.76,1.36,-0.916
21.78,1.335,-1.571
21.8,1.297,-2.251
21.82,1.246,-2.945
21.84,1.18,-3.652
21.86,1.1,-4.359
21.88,1.005,-5.079
21.9,0.897,-5.812
21.92,0.773,-6.519
21.94,0.635,-7.16
21.96,0.485,-7.736
21.98,0.325,-8.234
22,0.154,-8.626
22.02,-0.022,-8.875
22.04,-0.203,-8.98
22.06,-0.383,-8.94
22.08,-0.562,-8.731
