Time (s) Auto,Angle (rad) Minus pi/2,Angular Velocity (rad/s) Minus pi/2
1235.44,0.487,12.71
1235.46,0.738,12.213
1235.48,0.977,11.532
1235.5,1.202,10.721
1235.52,1.407,9.817
1235.54,1.594,8.862
1235.56,1.762,7.88
1235.58,1.91,6.872
1235.6,2.037,5.851
1235.62,2.144,4.83
1235.64,2.231,3.822
1235.66,2.297,2.827
1235.68,2.344,1.82
1235.7,2.37,0.798
1235.72,2.375,-0.223
1235.74,2.361,-1.23
1235.76,2.326,-2.251
1235.78,2.271,-3.299
1235.8,2.194,-4.359
1235.82,2.097,-5.419
1235.84,1.978,-6.493
1235.86,1.838,-7.579
1235.88,1.674,-8.666
1235.9,1.491,-9.713
1235.92,1.285,-10.695
1235.94,1.062,-11.585
1235.96,0.82,-12.331
1235.98,0.565,-12.907
1236,0.302,-13.247
1236.02,0.031,-13.326
1236.04,-0.236,-13.103
1236.06,-0.496,-12.566
1236.08,-0.743,-11.755
1236.1,-0.969,-10.681
1236.12,-1.173,-9.399
1236.14,-1.348,-7.946
1236.16,-1.492,-6.349
1236.18,-1.604,-4.66
1236.2,-1.679,-2.893
1236.22,-1.72,-1.1
1236.24,-1.723,0.694
1236.26,-1.692,2.461
1236.28,-1.624,4.189
1236.3,-1.524,5.864
1236.32,-1.389,7.461
1236.34,-1.224,8.94
1236.36,-1.029,10.249
1236.38,-0.811,11.349
1236.4,-0.572,12.187
1236.42,-0.319,12.763
1236.44,-0.058,13.051
1236.46,0.207,13.064
1236.48,0.468,12.828
1236.5,0.723,12.37
1236.52,0.966,11.742
1236.54,1.194,10.969
1236.56,1.406,10.105
1236.58,1.599,9.189
1236.6,1.773,8.234
1236.62,1.929,7.278
1236.64,2.064,6.322
1236.66,2.182,5.367
1236.68,2.279,4.411
1236.7,2.358,3.456
1236.72,2.417,2.513
1236.74,2.458,1.558
1236.76,2.48,0.602
1236.78,2.482,-0.353
1236.8,2.466,-1.322
1236.82,2.43,-2.304
1236.84,2.373,-3.312
1236.86,2.298,-4.32
1236.88,2.201,-5.341
1236.9,2.084,-6.388
1236.92,1.946,-7.448
1236.94,1.786,-8.508
1236.96,1.605,-9.543
1236.98,1.404,-10.537
1237,1.183,-11.467
1237.02,0.944,-12.291
1237.04,0.69,-12.946
1237.06,0.423,-13.378
1237.08,0.151,-13.535
1237.1,-0.123,-13.404
1237.12,-0.39,-12.985
1237.14,-0.646,-12.265
1237.16,-0.884,-11.27
1237.18,-1.1,-10.04
1237.2,-1.288,-8.626
1237.22,-1.447,-7.069
1237.24,-1.572,-5.393
1237.26,-1.663,-3.639
1237.28,-1.718,-1.846
1237.3,-1.737,-0.039
1237.32,-1.72,1.754
1237.34,-1.667,3.521
1237.36,-1.579,5.236
1237.38,-1.456,6.872
1237.4,-1.302,8.404
1237.42,-1.118,9.778
1237.44,-0.908,10.956
1237.46,-0.677,11.912
1237.48,-0.429,12.606
1237.5,-0.168,13.025
1237.52,0.096,13.142
1237.54,0.361,12.985
1237.56,0.619,12.593
1237.58,0.867,12.004
1237.6,1.101,11.27
1237.62,1.319,10.42
1237.64,1.519,9.503
1237.66,1.7,8.548
1237.68,1.861,7.566
1237.7,2.003,6.571
1237.72,2.124,5.576
1237.74,2.226,4.595
1237.76,2.308,3.613
1237.78,2.37,2.631
1237.8,2.413,1.649
1237.82,2.436,0.668
1237.84,2.439,-0.314
1237.86,2.424,-1.309
1237.88,2.388,-2.317
1237.9,2.331,-3.338
1237.92,2.254,-4.359
1237.94,2.157,-5.393
1237.96,2.039,-6.453
1237.98,1.899,-7.527
1238,1.737,-8.6
1238.02,1.555,-9.634
1238.04,1.351,-10.603
1238.06,1.129,-11.493
1238.08,0.891,-12.265
1238.1,0.636,-12.881
1238.12,0.372,-13.273
1238.14,0.102,-13.391
1238.16,-0.168,-13.208
1238.18,-0.43,-12.723
1238.2,-0.68,-11.964
1238.22,-0.913,-10.943
1238.24,-1.122,-9.687
1238.26,-1.302,-8.234
1238.28,-1.453,-6.65
1238.3,-1.569,-4.974
1238.32,-1.652,-3.233
1238.34,-1.7,-1.453
1238.36,-1.711,0.353
1238.38,-1.685,2.134
1238.4,-1.624,3.875
1238.42,-1.53,5.55
1238.44,-1.401,7.147
1238.46,-1.243,8.626
1238.48,-1.054,9.935
1238.5,-0.842,11.061
1238.52,-0.609,11.951
1238.54,-0.36,12.566
1238.56,-0.102,12.894
1238.58,0.159,12.946
1238.6,0.419,12.75
1238.62,0.672,12.305
1238.64,0.914,11.663
1238.66,1.14,10.904
1238.68,1.351,10.04
1238.7,1.544,9.111
1238.72,1.715,8.129
1238.74,1.869,7.134
1238.76,2.001,6.139
1238.78,2.114,5.144
1238.8,2.207,4.15
1238.82,2.281,3.142
1238.84,2.333,2.134
1238.86,2.366,1.126
1238.88,2.378,0.131
1238.9,2.37,-0.877
1238.92,2.344,-1.898
1238.94,2.295,-2.945
1238.96,2.226,-4.006
1238.98,2.135,-5.066
1239,2.023,-6.139
1239.02,1.89,-7.226
1239.04,1.734,-8.312
1239.06,1.557,-9.386
1239.08,1.359,-10.407
1239.1,1.139,-11.336
1239.12,0.903,-12.148
1239.14,0.652,-12.789
1239.16,0.388,-13.221
1239.18,0.119,-13.378
1239.2,-0.151,-13.247
1239.22,-0.415,-12.828
1239.24,-0.668,-12.108
1239.26,-0.903,-11.113
1239.28,-1.115,-9.87
1239.3,-1.301,-8.443
1239.32,-1.455,-6.885
1239.34,-1.577,-5.223
1239.36,-1.665,-3.495
1239.38,-1.717,-1.715
1239.4,-1.734,0.092
1239.42,-1.714,1.885
1239.44,-1.657,3.639
1239.46,-1.568,5.341
1239.48,-1.444,6.977
1239.5,-1.286,8.508
1239.52,-1.101,9.87
1239.54,-0.889,11.035
1239.56,-0.657,11.964
1239.58,-0.407,12.632
1239.6,-0.148,13.025
1239.62,0.118,13.129
1239.64,0.382,12.972
1239.66,0.639,12.579
1239.68,0.888,11.99
1239.7,1.122,11.257
1239.72,1.338,10.42
1239.74,1.539,9.503
1239.76,1.72,8.548
1239.78,1.88,7.579
1239.8,2.023,6.61
1239.82,2.146,5.642
1239.84,2.248,4.673
1239.86,2.333,3.718
1239.88,2.397,2.749
1239.9,2.443,1.78
1239.92,2.468,0.825
1239.94,2.476,-0.144
1239.96,2.463,-1.113
1239.98,2.43,-2.094
1240,2.38,-3.076
1240.02,2.308,-4.084
1240.04,2.216,-5.118
1240.06,2.103,-6.165
1240.08,1.97,-7.226
1240.1,1.814,-8.286
1240.12,1.638,-9.333
1240.14,1.44,-10.341
1240.16,1.224,-11.27
1240.18,0.988,-12.095
1240.2,0.738,-12.776
1240.22,0.474,-13.247
1240.24,0.204,-13.47
1240.26,-0.068,-13.404
1240.28,-0.336,-13.051
1240.3,-0.594,-12.396
1240.32,-0.836,-11.454
1240.34,-1.056,-10.276
1240.36,-1.249,-8.888
1240.38,-1.414,-7.343
1240.4,-1.544,-5.694
1240.42,-1.641,-3.966
1240.44,-1.704,-2.199
1240.46,-1.729,-0.406
1240.48,-1.72,1.388
1240.5,-1.674,3.168
1240.52,-1.593,4.909
1240.54,-1.477,6.558
1240.56,-1.329,8.09
1240.58,-1.151,9.49
1240.6,-0.947,10.721
1240.62,-0.719,11.729
1240.64,-0.474,12.475
1240.66,-0.217,12.933
1240.68,0.047,13.103
1240.7,0.311,12.998
1240.72,0.57,12.658
1240.74,0.82,12.121
1240.76,1.057,11.428
1240.78,1.279,10.616
1240.8,1.483,9.726
1240.82,1.668,8.783
1240.84,1.835,7.802
1240.86,1.981,6.82
1240.88,2.106,5.851
1240.9,2.215,4.883
1240.92,2.303,3.901
1240.94,2.37,2.919
1240.96,2.419,1.963
1240.98,2.449,1.008
1241,2.46,0.039
1241.02,2.45,-0.929
1241.04,2.422,-1.911
1241.06,2.375,-2.919
1241.08,2.306,-3.94
1241.1,2.216,-4.974
1241.12,2.108,-6.021
1241.14,1.976,-7.082
1241.16,1.824,-8.142
1241.18,1.651,-9.189
1241.2,1.456,-10.21
1241.22,1.241,-11.166
1241.24,1.008,-12.017
1241.26,0.759,-12.737
1241.28,0.496,-13.247
1241.3,0.225,-13.496
1241.32,-0.047,-13.47
1241.34,-0.317,-13.142
1241.36,-0.578,-12.514
1241.38,-0.822,-11.598
1241.4,-1.045,-10.433
1241.42,-1.243,-9.071
1241.44,-1.409,-7.54
1241.46,-1.546,-5.89
1241.48,-1.646,-4.163
1241.5,-1.712,-2.382
1241.52,-1.742,-0.589
1241.54,-1.736,1.204
1241.56,-1.693,2.985
1241.58,-1.616,4.725
1241.6,-1.503,6.388
1241.62,-1.359,7.959
1241.64,-1.184,9.399
1241.66,-0.98,10.668
1241.68,-0.754,11.702
1241.7,-0.509,12.462
1241.72,-0.251,12.959
1241.74,0.013,13.182
1241.76,0.28,13.142
1241.78,0.542,12.854
1241.8,0.796,12.344
1241.82,1.038,11.663
1241.84,1.264,10.852
1241.86,1.473,9.961
1241.88,1.663,9.032
1241.9,1.835,8.077
1241.92,1.987,7.121
1241.94,2.119,6.165
1241.96,2.234,5.21
1241.98,2.328,4.254
1242,2.403,3.312
1242.02,2.46,2.382
1242.04,2.499,1.44
1242.06,2.518,0.484
1242.08,2.518,-0.471
1242.1,2.499,-1.414
1242.12,2.461,-2.369
1242.14,2.405,-3.351
1242.16,2.328,-4.346
1242.18,2.231,-5.354
1242.2,2.114,-6.388
1242.22,1.976,-7.448
1242.24,1.816,-8.508
1242.26,1.635,-9.53
1242.28,1.434,-10.511
1242.3,1.214,-11.441
1242.32,0.975,-12.252
1242.34,0.721,-12.907
1242.36,0.457,-13.352
1242.38,0.184,-13.561
1242.4,-0.09,-13.483
1242.42,-0.36,-13.077
1242.44,-0.617,-12.383
1242.46,-0.858,-11.414
1242.48,-1.078,-10.21
1242.5,-1.269,-8.81
1242.52,-1.431,-7.252
1242.54,-1.561,-5.589
1242.56,-1.656,-3.835
1242.58,-1.715,-2.029
1242.6,-1.737,-0.223
1242.62,-1.723,1.571
1242.64,-1.674,3.325
1242.66,-1.59,5.04
1242.68,-1.472,6.689
1242.7,-1.321,8.234
1242.72,-1.14,9.634
1242.74,-0.933,10.839
1242.76,-0.704,11.807
1242.78,-0.457,12.527
1242.8,-0.199,12.972
1242.82,0.066,13.129
1242.84,0.33,12.998
1242.86,0.589,12.619
1242.88,0.837,12.056
1242.9,1.073,11.336
1242.92,1.293,10.498
1242.94,1.494,9.582
1242.96,1.676,8.626
1242.98,1.839,7.645
1243,1.982,6.65
1243.02,2.105,5.668
1243.04,2.209,4.686
1243.06,2.293,3.704
1243.08,2.356,2.723
1243.1,2.402,1.741
1243.12,2.427,0.746
1243.14,2.432,-0.262
1243.16,2.416,-1.257
1243.18,2.381,-2.238
1243.2,2.326,-3.246
1243.22,2.253,-4.28
1243.24,2.155,-5.341
1243.26,2.039,-6.414
1243.28,1.899,-7.487
1243.3,1.739,-8.561
1243.32,1.557,-9.608
1243.34,1.354,-10.616
1243.36,1.131,-11.532
1243.38,0.891,-12.318
1243.4,0.636,-12.933
1243.42,0.371,-13.352
1243.44,0.099,-13.509
1243.46,-0.174,-13.352
1243.48,-0.44,-12.881
1243.5,-0.693,-12.121
1243.52,-0.928,-11.113
1243.54,-1.14,-9.87
1243.56,-1.326,-8.43
1243.58,-1.48,-6.846
1243.6,-1.601,-5.157
1243.62,-1.687,-3.416
1243.64,-1.737,-1.636
1243.66,-1.753,0.17
1243.68,-1.731,1.977
1243.7,-1.673,3.757
1243.72,-1.58,5.472
1243.74,-1.453,7.095
1243.76,-1.294,8.613
1243.78,-1.107,9.975
1243.8,-0.892,11.153
1243.82,-0.658,12.095
1243.84,-0.405,12.776
1243.86,-0.143,13.182
1243.88,0.126,13.299
1243.9,0.393,13.155
1243.92,0.655,12.763
1243.94,0.906,12.174
1243.96,1.144,11.428
1243.98,1.365,10.59
1244,1.568,9.7
1244.02,1.753,8.796
1244.04,1.92,7.88
1244.06,2.069,6.938
1244.08,2.198,5.995
1244.1,2.308,5.079
1244.12,2.4,4.176
1244.14,2.476,3.272
1244.16,2.531,2.369
1244.18,2.57,1.466
1244.2,2.59,0.563
1244.22,2.592,-0.353
1244.24,2.576,-1.27
1244.26,2.542,-2.199
1244.28,2.488,-3.142
1244.3,2.416,-4.097
1244.32,2.325,-5.079
1244.34,2.213,-6.087
1244.36,2.081,-7.108
1244.38,1.929,-8.129
1244.4,1.756,-9.163
1244.42,1.563,-10.184
1244.44,1.348,-11.14
1244.46,1.115,-12.004
1244.48,0.867,-12.737
1244.5,0.603,-13.313
1244.52,0.331,-13.653
1244.54,0.053,-13.705
1244.56,-0.221,-13.456
1244.58,-0.489,-12.907
1244.6,-0.741,-12.082
1244.62,-0.975,-10.982
1244.64,-1.184,-9.66
1244.66,-1.363,-8.168
1244.68,-1.513,-6.545
1244.7,-1.627,-4.83
1244.72,-1.706,-3.05
1244.74,-1.75,-1.244
1244.76,-1.756,0.576
1244.78,-1.726,2.382
1244.8,-1.66,4.15
1244.82,-1.56,5.851
1244.84,-1.425,7.461
1244.86,-1.26,8.94
1244.88,-1.065,10.263
1244.9,-0.847,11.388
1244.92,-0.606,12.265
1244.94,-0.352,12.867
1244.96,-0.088,13.169
1244.98,0.179,13.208
1245,0.443,12.985
1245.02,0.702,12.54
1245.04,0.947,11.899
1245.06,1.18,11.113
1245.08,1.393,10.249
1245.1,1.59,9.32
1245.12,1.767,8.364
1245.14,1.924,7.396
1245.16,2.062,6.44
1245.18,2.182,5.485
1245.2,2.282,4.516
1245.22,2.362,3.547
1245.24,2.424,2.592
1245.26,2.466,1.649
1245.28,2.49,0.707
1245.3,2.494,-0.236
1245.32,2.48,-1.191
1245.34,2.447,-2.173
1245.36,2.394,-3.181
1245.38,2.32,-4.189
1245.4,2.226,-5.197
1245.42,2.113,-6.231
1245.44,1.978,-7.291
1245.46,1.821,-8.364
1245.48,1.643,-9.412
1245.5,1.444,-10.42
1245.52,1.225,-11.375
1245.54,0.988,-12.226
1245.56,0.734,-12.92
1245.58,0.468,-13.391
1245.6,0.195,-13.614
1245.62,-0.08,-13.561
1245.64,-0.352,-13.195
1245.66,-0.613,-12.527
1245.68,-0.856,-11.585
1245.7,-1.079,-10.407
1245.72,-1.275,-9.019
1245.74,-1.442,-7.474
1245.76,-1.576,-5.812
1245.78,-1.676,-4.071
1245.8,-1.739,-2.278
1245.82,-1.767,-0.458
1245.84,-1.758,1.348
1245.86,-1.712,3.129
1245.88,-1.632,4.856
1245.9,-1.517,6.532
1245.92,-1.37,8.116
1245.94,-1.191,9.556
1245.96,-0.985,10.812
1245.98,-0.756,11.846
1246,-0.507,12.632
1246.02,-0.247,13.129
1246.04,0.022,13.339
1246.06,0.291,13.273
1246.08,0.556,12.959
1246.1,0.812,12.435
1246.12,1.056,11.742
1246.14,1.283,10.93
1246.16,1.494,10.053
1246.18,1.685,9.137
1246.2,1.86,8.194
1246.22,2.014,7.252
1246.24,2.149,6.322
1246.26,2.267,5.406
1246.28,2.366,4.477
1246.3,2.446,3.547
1246.32,2.507,2.631
1246.34,2.551,1.728
1246.36,2.576,0.825
1246.38,2.584,-0.079
1246.4,2.573,-0.995
1246.42,2.545,-1.924
1246.44,2.496,-2.867
1246.46,2.43,-3.835
1246.48,2.344,-4.817
1246.5,2.237,-5.812
1246.52,2.111,-6.82
1246.54,1.965,-7.854
1246.56,1.797,-8.888
1246.58,1.608,-9.896
1246.6,1.401,-10.865
1246.62,1.173,-11.768
1246.64,0.928,-12.553
1246.66,0.669,-13.155
1246.68,0.399,-13.548
1246.7,0.124,-13.679
1246.72,-0.152,-13.509
1246.74,-0.421,-13.038
1246.76,-0.677,-12.265
1246.78,-0.916,-11.231
1246.8,-1.129,-9.975
1246.82,-1.316,-8.535
1246.84,-1.473,-6.951
1246.86,-1.596,-5.236
1246.88,-1.684,-3.456
1246.9,-1.734,-1.662
1246.92,-1.75,0.144
1246.94,-1.729,1.937
1246.96,-1.671,3.704
1246.98,-1.58,5.419
1247,-1.455,7.055
1247.02,-1.296,8.587
1247.04,-1.109,9.948
1247.06,-0.895,11.113
1247.08,-0.661,12.043
1247.1,-0.41,12.71
1247.12,-0.149,13.103
1247.14,0.118,13.208
1247.16,0.383,13.038
1247.18,0.642,12.632
1247.2,0.891,12.043
1247.22,1.126,11.31
1247.24,1.345,10.472
1247.26,1.546,9.556
1247.28,1.728,8.613
1247.3,1.89,7.658
1247.32,2.034,6.702
1247.34,2.158,5.733
1247.36,2.264,4.765
1247.38,2.348,3.822
1247.4,2.416,2.88
1247.42,2.465,1.937
1247.44,2.493,0.982
1247.46,2.504,0.039
1247.48,2.494,-0.903
1247.5,2.468,-1.872
1247.52,2.421,-2.854
1247.54,2.353,-3.862
1247.56,2.267,-4.869
1247.58,2.158,-5.904
1247.6,2.031,-6.951
1247.62,1.88,-8.011
1247.64,1.711,-9.071
1247.66,1.517,-10.105
1247.68,1.305,-11.087
1247.7,1.073,-11.964
1247.72,0.825,-12.723
1247.74,0.562,-13.299
1247.76,0.289,-13.64
1247.78,0.013,-13.692
1247.8,-0.262,-13.43
1247.82,-0.529,-12.854
1247.84,-0.781,-11.99
1247.86,-1.012,-10.891
1247.88,-1.219,-9.582
1247.9,-1.398,-8.09
1247.92,-1.544,-6.453
1247.94,-1.657,-4.725
1247.96,-1.734,-2.945
1247.98,-1.775,-1.126
1248,-1.78,0.694
1248.02,-1.747,2.487
1248.04,-1.679,4.241
1248.06,-1.577,5.943
1248.08,-1.44,7.579
1248.1,-1.272,9.084
1248.12,-1.074,10.42
1248.14,-0.853,11.558
1248.16,-0.609,12.462
1248.18,-0.35,13.077
1248.2,-0.082,13.391
1248.22,0.188,13.43
1248.24,0.459,13.221
1248.26,0.721,12.789
1248.28,0.972,12.174
1248.3,1.21,11.428
1248.32,1.431,10.577
1248.34,1.634,9.673
1248.36,1.817,8.757
1248.38,1.984,7.854
1248.4,2.132,6.951
1248.42,2.262,6.048
1248.44,2.373,5.157
1248.46,2.468,4.28
1248.48,2.545,3.416
1248.5,2.604,2.553
1248.52,2.647,1.676
1248.54,2.672,0.798
1248.56,2.678,-0.079
1248.58,2.669,-0.956
1248.6,2.641,-1.833
1248.62,2.595,-2.723
1248.64,2.532,-3.626
1248.66,2.45,-4.555
1248.68,2.35,-5.511
1248.7,2.231,-6.48
1248.72,2.091,-7.461
1248.74,1.932,-8.456
1248.76,1.753,-9.464
1248.78,1.554,-10.459
1248.8,1.334,-11.388
1248.82,1.096,-12.226
1248.84,0.844,-12.933
1248.86,0.576,-13.456
1248.88,0.302,-13.731
1248.9,0.024,-13.731
1248.92,-0.251,-13.443
1248.94,-0.518,-12.841
1248.96,-0.77,-11.951
1248.98,-0.999,-10.799
1249,-1.205,-9.451
1249.02,-1.379,-7.933
1249.04,-1.524,-6.283
1249.06,-1.632,-4.555
1249.08,-1.706,-2.762
1249.1,-1.744,-0.956
1249.12,-1.744,0.851
1249.14,-1.709,2.644
1249.16,-1.638,4.398
1249.18,-1.532,6.087
1249.2,-1.393,7.671
1249.22,-1.224,9.124
1249.24,-1.026,10.42
1249.26,-0.804,11.493
1249.28,-0.562,12.318
1249.3,-0.308,12.867
1249.32,-0.044,13.116
1249.34,0.221,13.09
1249.36,0.482,12.815
1249.38,0.737,12.331
1249.4,0.979,11.663
1249.42,1.205,10.852
1249.44,1.414,9.961
1249.46,1.604,9.019
1249.48,1.775,8.05
1249.5,1.926,7.069
1249.52,2.058,6.074
1249.54,2.169,5.079
1249.56,2.26,4.084
1249.58,2.333,3.089
1249.6,2.384,2.094
1249.62,2.416,1.1
1249.64,2.428,0.118
1249.66,2.421,-0.864
1249.68,2.394,-1.872
1249.7,2.347,-2.893
1249.72,2.278,-3.927
1249.74,2.19,-4.974
1249.76,2.08,-6.034
1249.78,1.948,-7.108
1249.8,1.795,-8.181
1249.82,1.621,-9.242
1249.84,1.425,-10.276
1249.86,1.21,-11.244
1249.88,0.974,-12.095
1249.9,0.723,-12.789
1249.92,0.46,-13.273
1249.94,0.188,-13.509
1249.96,-0.085,-13.456
1249.98,-0.353,-13.103
1250,-0.613,-12.462
1250.02,-0.856,-11.532
1250.04,-1.078,-10.341
1250.06,-1.272,-8.954
1250.08,-1.437,-7.422
1250.1,-1.571,-5.786
1250.12,-1.67,-4.071
1250.14,-1.734,-2.291
1250.16,-1.762,-0.484
1250.18,-1.753,1.322
1250.2,-1.709,3.102
1250.22,-1.629,4.843
1250.24,-1.514,6.519
1250.26,-1.367,8.09
1250.28,-1.189,9.53
1250.3,-0.983,10.799
1250.32,-0.754,11.86
1250.34,-0.506,12.658
1250.36,-0.243,13.169
1250.38,0.025,13.391
1250.4,0.295,13.352
1250.42,0.562,13.064
1250.44,0.822,12.566
1250.46,1.067,11.899
1250.48,1.299,11.113
1250.5,1.513,10.263
1250.52,1.709,9.372
1250.54,1.888,8.469
1250.56,2.048,7.553
1250.58,2.19,6.637
1250.6,2.314,5.747
1250.62,2.419,4.883
1250.64,2.509,4.019
1250.66,2.581,3.155
1250.68,2.634,2.291
1250.7,2.672,1.44
1250.72,2.692,0.576
1250.74,2.695,-0.301
1250.76,2.68,-1.165
1250.78,2.648,-2.029
1250.8,2.6,-2.919
1250.82,2.532,-3.848
1250.84,2.446,-4.778
1250.86,2.34,-5.707
1250.88,2.218,-6.663
1250.9,2.075,-7.645
1250.92,1.912,-8.639
1250.94,1.729,-9.621
1250.96,1.527,-10.577
1250.98,1.305,-11.48
1251,1.067,-12.291
1251.02,0.812,-12.959
1251.04,0.545,-13.43
1251.06,0.272,-13.666
1251.08,-0.005,-13.64
1251.1,-0.278,-13.313
1251.12,-0.542,-12.658
1251.14,-0.789,-11.716
1251.16,-1.013,-10.551
1251.18,-1.213,-9.189
1251.2,-1.384,-7.658
1251.22,-1.521,-5.995
1251.24,-1.624,-4.254
1251.26,-1.692,-2.461
1251.28,-1.723,-0.641
1251.3,-1.717,1.165
1251.32,-1.676,2.932
1251.34,-1.599,4.647
1251.36,-1.489,6.296
1251.38,-1.346,7.854
1251.4,-1.173,9.281
1251.42,-0.972,10.511
1251.44,-0.749,11.519
1251.46,-0.509,12.265
1251.48,-0.254,12.75
1251.5,0.005,12.946
1251.52,0.267,12.867
1251.54,0.523,12.54
1251.56,0.771,11.99
1251.58,1.005,11.27
1251.6,1.224,10.42
1251.62,1.423,9.49
1251.64,1.604,8.508
1251.66,1.764,7.501
1251.68,1.904,6.48
1251.7,2.023,5.445
1251.72,2.122,4.398
1251.74,2.199,3.351
1251.76,2.256,2.317
1251.78,2.292,1.283
1251.8,2.308,0.236
1251.82,2.301,-0.812
1251.84,2.275,-1.859
1251.86,2.227,-2.919
1251.88,2.158,-4.006
1251.9,2.067,-5.105
1251.92,1.954,-6.205
1251.94,1.819,-7.304
1251.96,1.662,-8.404
1251.98,1.483,-9.477
1252,1.282,-10.498
1252.02,1.062,-11.428
1252.04,0.823,-12.213
1252.06,0.57,-12.815
1252.08,0.308,-13.182
1252.1,0.039,-13.286
1252.12,-0.228,-13.103
1252.14,-0.489,-12.619
1252.16,-0.737,-11.846
1252.18,-0.966,-10.799
1252.2,-1.172,-9.516
1252.22,-1.349,-8.063
1252.24,-1.495,-6.48
1252.26,-1.61,-4.804
1252.28,-1.689,-3.063
1252.3,-1.733,-1.283
1252.32,-1.74,0.497
1252.34,-1.712,2.278
1252.36,-1.649,4.032
1252.38,-1.55,5.72
1252.4,-1.418,7.33
1252.42,-1.257,8.823
1252.44,-1.063,10.171
1252.46,-0.847,11.31
1252.48,-0.608,12.187
1252.5,-0.355,12.815
1252.52,-0.093,13.169
1252.54,0.176,13.247
1252.56,0.441,13.051
1252.58,0.701,12.632
1252.6,0.949,12.043
1252.62,1.184,11.31
1252.64,1.403,10.485
1252.66,1.604,9.608
1252.68,1.788,8.705
1252.7,1.953,7.789
1252.72,2.099,6.872
1252.74,2.227,5.969
1252.76,2.337,5.066
1252.78,2.43,4.176
1252.8,2.504,3.299
1252.82,2.562,2.422
1252.84,2.601,1.545
1252.86,2.623,0.668
1252.88,2.628,-0.209
1252.9,2.615,-1.113
1252.92,2.584,-2.029
1252.94,2.534,-2.958
1252.96,2.466,-3.888
1252.98,2.378,-4.843
1253,2.273,-5.825
1253.02,2.146,-6.833
1253.04,2,-7.854
1253.06,1.832,-8.875
1253.08,1.645,-9.883
1253.1,1.436,-10.852
1253.12,1.21,-11.755
1253.14,0.964,-12.54
1253.16,0.705,-13.169
1253.18,0.435,-13.587
1253.2,0.159,-13.744
1253.22,-0.119,-13.6
1253.24,-0.39,-13.142
1253.26,-0.649,-12.396
1253.28,-0.889,-11.388
1253.3,-1.107,-10.145
1253.32,-1.297,-8.705
1253.34,-1.458,-7.108
1253.36,-1.583,-5.406
1253.38,-1.674,-3.639
1253.4,-1.729,-1.846
1253.42,-1.748,-0.039
1253.44,-1.731,1.767
1253.46,-1.678,3.547
1253.48,-1.588,5.262
1253.5,-1.466,6.898
1253.52,-1.312,8.43
1253.54,-1.126,9.817
1253.56,-0.916,10.996
1253.58,-0.683,11.938
1253.6,-0.435,12.632
1253.62,-0.174,13.038
1253.64,0.091,13.155
1253.66,0.355,12.998
1253.68,0.614,12.606
1253.7,0.862,12.004
1253.72,1.096,11.244
1253.74,1.313,10.393
1253.76,1.513,9.477
1253.78,1.693,8.508
1253.8,1.854,7.501
1253.82,1.993,6.48
1253.84,2.113,5.472
1253.86,2.212,4.477
1253.88,2.292,3.495
1253.9,2.351,2.513
1253.92,2.392,1.518
1253.94,2.413,0.511
1253.96,2.413,-0.497
1253.98,2.392,-1.492
1254,2.353,-2.5
1254.02,2.293,-3.521
1254.04,2.212,-4.568
1254.06,2.111,-5.629
1254.08,1.987,-6.702
1254.1,1.843,-7.775
1254.12,1.676,-8.836
1254.14,1.489,-9.883
1254.16,1.28,-10.865
1254.18,1.052,-11.742
1254.2,0.809,-12.475
1254.22,0.551,-13.038
1254.24,0.284,-13.378
1254.26,0.013,-13.43
1254.28,-0.258,-13.169
1254.3,-0.518,-12.606
1254.32,-0.765,-11.768
1254.34,-0.993,-10.681
1254.36,-1.195,-9.386
1254.38,-1.37,-7.906
1254.4,-1.514,-6.296
1254.42,-1.623,-4.595
1254.44,-1.698,-2.827
1254.46,-1.737,-1.034
1254.48,-1.739,0.772
1254.5,-1.706,2.553
1254.52,-1.637,4.294
1254.54,-1.533,5.969
1254.56,-1.396,7.553
1254.58,-1.23,9.032
1254.6,-1.034,10.354
1254.62,-0.812,11.454
1254.64,-0.572,12.291
1254.66,-0.317,12.867
1254.68,-0.053,13.169
1254.7,0.214,13.195
1254.72,0.478,12.959
1254.74,0.735,12.501
1254.76,0.98,11.873
1254.78,1.211,11.113
1254.8,1.426,10.263
1254.82,1.623,9.359
1254.84,1.8,8.43
1254.86,1.96,7.501
1254.88,2.1,6.558
1254.9,2.223,5.616
1254.92,2.325,4.699
1254.94,2.41,3.796
1254.96,2.477,2.893
1254.98,2.526,1.977
1255,2.556,1.06
1255.02,2.568,0.157
1255.04,2.562,-0.759
1255.06,2.538,-1.702
1255.08,2.494,-2.644
1255.1,2.432,-3.6
1255.12,2.351,-4.568
1255.14,2.249,-5.576
1255.16,2.128,-6.61
1255.18,1.985,-7.645
1255.2,1.822,-8.692
1255.22,1.638,-9.726
1255.24,1.433,-10.734
1255.26,1.208,-11.676
1255.28,0.964,-12.501
1255.3,0.705,-13.155
1255.32,0.435,-13.587
1255.34,0.159,-13.771
1255.36,-0.119,-13.666
1255.38,-0.393,-13.247
1255.4,-0.653,-12.514
1255.42,-0.897,-11.519
1255.44,-1.117,-10.302
1255.46,-1.312,-8.888
1255.48,-1.475,-7.304
1255.5,-1.605,-5.603
1255.52,-1.7,-3.835
1255.54,-1.759,-2.029
1255.56,-1.781,-0.223
